;Tarih;YEARWEEK;TP_BS15_CARI
0;30-12-2011;2011-52;2098.2
1;06-01-2012;2012-1;2121.7
2;13-01-2012;2012-2;2118.1
3;20-01-2012;2012-3;2092.2
4;27-01-2012;2012-4;2064.8
5;03-02-2012;2012-5;2163.3
6;10-02-2012;2012-6;2122.8
7;17-02-2012;2012-7;2081.2
8;24-02-2012;2012-8;2037.9
9;02-03-2012;2012-9;2011.4
10;09-03-2012;2012-10;2033.1
11;16-03-2012;2012-11;3032.9
12;23-03-2012;2012-12;3048.5
13;30-03-2012;2012-13;3089.6
14;06-04-2012;2012-14;3105.0
15;13-04-2012;2012-15;3135.7
16;20-04-2012;2012-16;3118.3
17;27-04-2012;2012-17;3148.5
18;04-05-2012;2012-18;3190.2
19;11-05-2012;2012-19;3227.9
20;18-05-2012;2012-20;3259.3
21;25-05-2012;2012-21;3296.7
22;01-06-2012;2012-22;3346.6
23;08-06-2012;2012-23;3314.5
24;15-06-2012;2012-24;3319.6
25;22-06-2012;2012-25;3317.6
26;29-06-2012;2012-26;3327.1
27;06-07-2012;2012-27;3264.7
28;13-07-2012;2012-28;3205.9
29;20-07-2012;2012-29;3240.1
30;27-07-2012;2012-30;3258.9
31;03-08-2012;2012-31;3254.4
32;10-08-2012;2012-32;3244.8
33;17-08-2012;2012-33;3206.0
34;24-08-2012;2012-34;3236.8
35;31-08-2012;2012-35;3242.5
36;07-09-2012;2012-36;3247.8
37;14-09-2012;2012-37;3287.3
38;21-09-2012;2012-38;3252.6
39;28-09-2012;2012-39;3363.6
40;05-10-2012;2012-40;3329.3
41;12-10-2012;2012-41;3352.6
42;19-10-2012;2012-42;3525.1
43;26-10-2012;2012-43;3459.3
44;02-11-2012;2012-44;3389.8
45;09-11-2012;2012-45;3577.3
46;16-11-2012;2012-46;3536.2
47;23-11-2012;2012-47;3458.3
48;30-11-2012;2012-48;3486.3
49;07-12-2012;2012-49;3479.6
50;14-12-2012;2012-50;3221.3
51;21-12-2012;2012-51;3185.7
52;28-12-2012;2012-52;3100.6
53;04-01-2013;2013-1;3047.1
54;11-01-2013;2013-2;3000.7
55;18-01-2013;2013-3;3006.7
56;25-01-2013;2013-4;2997.3
57;01-02-2013;2013-5;3154.7
58;08-02-2013;2013-6;3216.63
59;15-02-2013;2013-7;3272.12
60;22-02-2013;2013-8;3074.04
61;01-03-2013;2013-9;3135.29
62;08-03-2013;2013-10;3080.15
63;15-03-2013;2013-11;2999.95
64;22-03-2013;2013-12;3039.04
65;29-03-2013;2013-13;3083.24
66;05-04-2013;2013-14;3015.5
67;12-04-2013;2013-15;2870.02
68;19-04-2013;2013-16;2922.2
69;26-04-2013;2013-17;2894.46
70;03-05-2013;2013-18;2968.7
71;10-05-2013;2013-19;2902.52
72;17-05-2013;2013-20;2771.2
73;24-05-2013;2013-21;2780.5
74;31-05-2013;2013-22;2788.2
75;07-06-2013;2013-23;2857.5
76;14-06-2013;2013-24;3006.9
77;21-06-2013;2013-25;2899.8
78;28-06-2013;2013-26;2886.8
79;05-07-2013;2013-27;2826.0
80;12-07-2013;2013-28;2847.9
81;19-07-2013;2013-29;2832.3
82;26-07-2013;2013-30;2847.0
83;02-08-2013;2013-31;2881.1
84;09-08-2013;2013-32;2900.6
85;16-08-2013;2013-33;2904.3
86;23-08-2013;2013-34;2886.1
87;30-08-2013;2013-35;2925.4
88;06-09-2013;2013-36;2844.4
89;13-09-2013;2013-37;2864.7
90;20-09-2013;2013-38;2887.1
91;27-09-2013;2013-39;2899.7
92;04-10-2013;2013-40;2935.6
93;11-10-2013;2013-41;2935.8
94;18-10-2013;2013-42;2917.2
95;25-10-2013;2013-43;2968.3
96;01-11-2013;2013-44;2953.9
97;08-11-2013;2013-45;2949.8
98;15-11-2013;2013-46;2943.9
99;22-11-2013;2013-47;2911.4
100;29-11-2013;2013-48;2884.2
101;06-12-2013;2013-49;2862.9
102;13-12-2013;2013-50;2842.28
103;20-12-2013;2013-51;2811.2
104;27-12-2013;2013-52;2792.7
105;03-01-2014;2014-1;2768.6
106;10-01-2014;2014-2;2786.7
107;17-01-2014;2014-3;2800.6
108;24-01-2014;2014-4;2817.1
109;31-01-2014;2014-5;2869.1
110;07-02-2014;2014-6;2893.2
111;14-02-2014;2014-7;2880.7
112;21-02-2014;2014-8;2886.6
113;28-02-2014;2014-9;2886.8
114;07-03-2014;2014-10;2859.1
115;14-03-2014;2014-11;2859.6
116;21-03-2014;2014-12;2870.0
117;28-03-2014;2014-13;2876.6
118;04-04-2014;2014-14;2828.3
119;11-04-2014;2014-15;2899.7
120;18-04-2014;2014-16;2888.2
121;25-04-2014;2014-17;2875.8
122;02-05-2014;2014-18;2874.2
123;09-05-2014;2014-19;2898.8
124;16-05-2014;2014-20;2897.8
125;23-05-2014;2014-21;2907.9
126;30-05-2014;2014-22;2910.0
127;06-06-2014;2014-23;2879.2
128;13-06-2014;2014-24;2896.01
129;20-06-2014;2014-25;2911.0
130;27-06-2014;2014-26;2920.4
131;04-07-2014;2014-27;2916.8
132;11-07-2014;2014-28;2941.9
133;18-07-2014;2014-29;2965.1
134;25-07-2014;2014-30;2964.4
135;01-08-2014;2014-31;2924.9
136;08-08-2014;2014-32;2942.9
137;15-08-2014;2014-33;2940.7
138;22-08-2014;2014-34;2897.8
139;29-08-2014;2014-35;2905.8
140;05-09-2014;2014-36;2869.8
141;12-09-2014;2014-37;2807.5
142;19-09-2014;2014-38;2764.1
143;26-09-2014;2014-39;3681.0
144;03-10-2014;2014-40;3695.5
145;10-10-2014;2014-41;3734.7
146;17-10-2014;2014-42;3813.8
147;24-10-2014;2014-43;3751.6
148;31-10-2014;2014-44;3697.4
149;07-11-2014;2014-45;3517.6
150;14-11-2014;2014-46;3483.1
151;21-11-2014;2014-47;3407.5
152;28-11-2014;2014-48;3440.4
153;05-12-2014;2014-49;3368.2
154;12-12-2014;2014-50;3417.5
155;19-12-2014;2014-51;3421.1
156;26-12-2014;2014-52;3377.4
157;02-01-2015;2015-1;3395.6
