;Tarih;TP_TUFE1YI_T41
0;1994-1;1.7931310818
1;1994-2;1.847244777
2;1994-3;1.8988987588
3;1994-4;2.2162017898
4;1994-5;2.4301968572
5;1994-6;2.4474148511
6;1994-7;2.5802393757
7;1994-8;2.646651638
8;1994-9;2.7401207479
9;1994-10;2.764717882
10;1994-11;2.9221395408
11;1994-12;3.2246842912
12;1995-1;3.441139072
13;1995-2;3.6895701273
14;1995-3;3.8568306397
15;1995-4;4.1741336707
16;1995-5;4.5381712566
17;1995-6;4.6636166409
18;1995-7;4.7718440313
19;1995-8;4.8185785863
20;1995-9;5.0104362329
21;1995-10;5.3252795504
22;1995-11;5.563871752
23;1995-12;5.9254496245
24;1996-1;6.5920319608
25;1996-2;6.8232450221
26;1996-3;7.0372400895
27;1996-4;7.4307942364
28;1996-5;7.7825332552
29;1996-6;7.8268080967
30;1996-7;8.1662485485
31;1996-8;8.7762574762
32;1996-9;9.0615842327
33;1996-10;9.2017878975
34;1996-11;9.4772758004
35;1996-12;9.5486074895
36;1997-1;9.6740528738
37;1997-2;9.9126450754
38;1997-3;10.1463178501
39;1997-4;10.4144266127
40;1997-5;11.8558186758
41;1997-6;12.0476763224
42;1997-7;12.7265572259
43;1997-8;13.6292720503
44;1997-9;14.421299771
45;1997-10;14.9280007352
46;1997-11;15.7323270229
47;1997-12;16.5661698717
48;1998-1;17.2007759336
49;1998-2;17.6287660684
50;1998-3;18.0936519044
51;1998-4;19.0775372717
52;1998-5;19.5891576627
53;1998-6;20.4156213712
54;1998-7;20.9247820488
55;1998-8;21.0182511587
56;1998-9;22.0931459225
57;1998-10;22.9171499176
58;1998-11;23.0598132958
59;1998-12;22.6662591489
60;1999-1;23.2467515156
61;1999-2;23.3426803389
62;1999-3;23.8518410165
63;1999-4;24.0436986631
64;1999-5;24.4397125234
65;1999-6;25.5613418422
66;1999-7;26.5280092155
67;1999-8;27.0297907528
68;1999-9;28.0973063764
69;1999-10;30.6037543495
70;1999-11;31.6565116925
71;1999-12;32.9995152189
72;2000-1;34.7336131787
73;2000-2;35.4420106432
74;2000-3;35.6633848508
75;2000-4;37.1711891762
76;2000-5;40.9345507061
77;2000-6;41.5765359082
78;2000-7;42.4349758912
79;2000-8;43.5885814843
80;2000-9;44.6487179676
81;2000-10;47.3322653069
82;2000-11;48.5375248818
83;2000-12;48.8449890591
84;2001-1;49.4082634319
85;2001-2;49.509111682
86;2001-3;52.6919808452
87;2001-4;56.5340532045
88;2001-5;57.8672178771
89;2001-6;59.542282715
90;2001-7;60.4917320944
91;2001-8;63.4876630378
92;2001-9;65.029903351
93;2001-10;65.5243057481
94;2001-11;66.7344847499
95;2001-12;67.7380478245
96;2002-1;70.8077701704
97;2002-2;72.0277880259
98;2002-3;72.7361854903
99;2002-4;77.9753750711
100;2002-5;78.462398328
101;2002-6;79.3478951585
102;2002-7;80.191576861
103;2002-8;85.049510862
104;2002-9;87.243575231
105;2002-10;91.8038839084
106;2002-11;94.5046492416
107;2002-12;94.8908242483
108;2003-1;99.3183084011
109;2003-2;99.498456068
110;2003-3;99.0789058582
111;2003-4;99.6958636312
112;2003-5;99.9839916493
113;2003-6;100.2198425775
114;2003-7;101.0535047974
115;2003-8;101.030213284
116;2003-9;100.9481586993
117;2003-10;99.904095432
118;2003-11;100.0542770558
119;2003-12;99.2143825456
120;2004-1;100.9403121946
121;2004-2;101.1605185896
122;2004-3;106.8774600541
123;2004-4;107.2559201279
124;2004-5;108.7269644122
125;2004-6;111.0817423005
126;2004-7;113.2824977949
127;2004-8;115.4175222888
128;2004-9;116.2545630274
129;2004-10;117.239480462
130;2004-11;118.2998973461
131;2004-12;120.5125732639
132;2005-1;120.56
133;2005-2;120.45
134;2005-3;120.43
135;2005-4;120.84
136;2005-5;120.84
137;2005-6;119.69
138;2005-7;119.74
139;2005-8;119.07
140;2005-9;119.0
141;2005-10;119.57
142;2005-11;119.2
143;2005-12;119.26
144;2006-1;119.93
145;2006-2;120.78
146;2006-3;120.1
147;2006-4;118.23
148;2006-5;118.21
149;2006-6;119.7
150;2006-7;124.14
151;2006-8;124.11
152;2006-9;125.06
153;2006-10;125.99
154;2006-11;128.61
155;2006-12;128.15
156;2007-1;130.7
157;2007-2;130.88
158;2007-3;130.82
159;2007-4;132.48
160;2007-5;134.06
161;2007-6;132.79
162;2007-7;135.34
163;2007-8;134.98
164;2007-9;135.51
165;2007-10;134.98
166;2007-11;134.78
167;2007-12;134.47
168;2008-1;135.1
169;2008-2;134.3
170;2008-3;132.45
171;2008-4;133.14
172;2008-5;137.4
173;2008-6;138.33
174;2008-7;139.49
175;2008-8;138.6
176;2008-9;141.66
177;2008-10;142.18
178;2008-11;145.23
179;2008-12;144.92
180;2009-1;144.8
181;2009-2;143.84
182;2009-3;144.03
183;2009-4;143.89
184;2009-5;142.96
185;2009-6;141.43
186;2009-7;140.12
187;2009-8;139.98
188;2009-9;139.03
189;2009-10;138.62
190;2009-11;139.09
191;2009-12;137.88
192;2010-1;137.81
193;2010-2;136.4
194;2010-3;136.71
195;2010-4;139.41
196;2010-5;138.92
197;2010-6;138.62
198;2010-7;141.52
199;2010-8;141.14
200;2010-9;143.52
201;2010-10;143.61
202;2010-11;144.42
203;2010-12;144.53
204;2011-1;145.59
205;2011-2;145.09
206;2011-3;145.86
207;2011-4;146.45
208;2011-5;148.25
209;2011-6;148.76
210;2011-7;153.4
211;2011-8;155.26
212;2011-9;159.22
213;2011-10;161.72
214;2011-11;163.56
215;2011-12;165.98
216;2012-1;168.23
217;2012-2;171.66
218;2012-3;169.04
219;2012-4;170.49
220;2012-5;170.84
221;2012-6;171.68
222;2012-7;172.41
223;2012-8;173.59
224;2012-9;174.75
225;2012-10;176.6
226;2012-11;175.63
227;2012-12;174.42
228;2013-1;176.98
229;2013-2;177.14
230;2013-3;177.4
231;2013-4;175.32
232;2013-5;175.22
233;2013-6;176.21
234;2013-7;175.79
235;2013-8;176.99
236;2013-9;175.74
237;2013-10;176.15
238;2013-11;176.87
239;2013-12;176.7
240;2014-1;177.64
241;2014-2;181.53
242;2014-3;182.45
243;2014-4;187.63
244;2014-5;190.12
245;2014-6;191.91
246;2014-7;197.2
247;2014-8;200.1
248;2014-9;200.68
249;2014-10;199.39
250;2014-11;203.0
251;2014-12;202.06
252;2015-1;203.19
253;2015-2;204.43
254;2015-3;204.78
255;2015-4;205.88
256;2015-5;206.94
257;2015-6;206.6
258;2015-7;206.4
259;2015-8;209.5
260;2015-9;210.53
261;2015-10;210.54
262;2015-11;213.25
263;2015-12;214.15
264;2016-1;215.3
265;2016-2;221.31
266;2016-3;221.39
267;2016-4;217.94
268;2016-5;219.19
269;2016-6;218.07
270;2016-7;217.82
271;2016-8;219.75
272;2016-9;222.58
273;2016-10;222.33
274;2016-11;223.51
275;2016-12;222.76
276;2017-1;224.19
277;2017-2;227.18
278;2017-3;227.33
279;2017-4;230.97
280;2017-5;232.42
281;2017-6;233.77
282;2017-7;238.03
283;2017-8;243.44
284;2017-9;243.53
285;2017-10;251.99
286;2017-11;260.33
287;2017-12;265.05
288;2018-1;273.03
289;2018-2;288.63
290;2018-3;294.14
291;2018-4;301.33
292;2018-5;308.97
293;2018-6;313.21
294;2018-7;321.04
295;2018-8;329.52
296;2018-9;345.34
297;2018-10;370.67
298;2018-11;369.63
299;2018-12;359.05
300;2019-1;362.93
301;2019-2;364.51
302;2019-3;367.49
303;2019-4;366.41
304;2019-5;367.96
305;2019-6;370.83
306;2019-7;372.49
307;2019-8;377.15
308;2019-9;388.75
309;2019-10;387.43
310;2019-11;387.16
311;2019-12;385.43
312;2020-1;391.52
313;2020-2;390.27
314;2020-3;385.02
315;2020-4;386.68
316;2020-5;388.88
317;2020-6;392.62
318;2020-7;391.5
319;2020-8;397.14
320;2020-9;404.65
321;2020-10;412.44
322;2020-11;421.94
323;2020-12;427.23
324;2021-1;441.3
325;2021-2;468.21
326;2021-3;479.13
327;2021-4;499.54
328;2021-5;541.54
329;2021-6;585.49
330;2021-7;624.04
331;2021-8;665.32
332;2021-9;681.94
333;2021-10;699.82
334;2021-11;754.53
335;2021-12;810.24
336;2022-1;877.87
337;2022-2;960.44
338;2022-3;1018.77
339;2022-4;1110.91
340;2022-5;1194.39
341;2022-6;1274.91
342;2022-7;1318.77
343;2022-8;1373.36
344;2022-9;1400.14
345;2022-10;1430.51
346;2022-11;1430.62
347;2022-12;1430.96
348;2023-1;1438.91
349;2023-2;1471.93
350;2023-3;1527.59
351;2023-4;1558.4
352;2023-5;1616.41
353;2023-6;1696.66
354;2023-7;1767.03
355;2023-8;1864.37
356;2023-9;1960.01
357;2023-10;2041.36
358;2023-11;2129.65
359;2023-12;2208.32
360;2024-1;2279.58
