;Tarih;TP_DB_B27
0;1989-Q4;1279.0
1;1990-Q1;1207.0
2;1990-Q2;1227.0
3;1990-Q3;1308.0
4;1990-Q4;1305.0
5;1991-Q1;1382.0
6;1991-Q2;1358.0
7;1991-Q3;1658.0
8;1991-Q4;1727.0
9;1992-Q1;1695.0
10;1992-Q2;1763.0
11;1992-Q3;1865.0
12;1992-Q4;1855.0
13;1993-Q1;1794.0
14;1993-Q2;1766.0
15;1993-Q3;1805.0
16;1993-Q4;1836.0
17;1994-Q1;1870.0
18;1994-Q2;1794.0
19;1994-Q3;1541.0
20;1994-Q4;1518.0
21;1995-Q1;1516.0
22;1995-Q2;1547.0
23;1995-Q3;1349.0
24;1995-Q4;1341.0
25;1996-Q1;1304.0
26;1996-Q2;1170.0
27;1996-Q3;1174.0
28;1996-Q4;1185.0
29;1997-Q1;1253.0
30;1997-Q2;1278.0
31;1997-Q3;1496.0
32;1997-Q4;1333.0
33;1998-Q1;1110.0
34;1998-Q2;1110.0
35;1998-Q3;1276.0
36;1998-Q4;1326.0
37;1999-Q1;1259.0
38;1999-Q2;1157.0
39;1999-Q3;1403.0
40;1999-Q4;1758.0
41;2000-Q1;2033.0
42;2000-Q2;2022.0
43;2000-Q3;1804.0
44;2000-Q4;1709.0
45;2001-Q1;1589.0
46;2001-Q2;1505.0
47;2001-Q3;1516.0
48;2001-Q4;1495.0
49;2002-Q1;1183.0
50;2002-Q2;1262.0
51;2002-Q3;1196.0
52;2002-Q4;983.0
53;2003-Q1;932.0
54;2003-Q2;799.0
55;2003-Q3;763.0
56;2003-Q4;765.0
57;2004-Q1;773.0
58;2004-Q2;766.0
59;2004-Q3;734.0
60;2004-Q4;751.0
61;2005-Q1;346.0
62;2005-Q2;349.0
63;2005-Q3;320.0
64;2005-Q4;438.0
65;2006-Q1;460.0
66;2006-Q2;440.0
67;2006-Q3;617.0
68;2006-Q4;665.0
69;2007-Q1;685.0
70;2007-Q2;718.0
71;2007-Q3;790.0
72;2007-Q4;856.0
73;2008-Q1;936.0
74;2008-Q2;969.0
75;2008-Q3;806.0
76;2008-Q4;821.0
77;2009-Q1;821.0
78;2009-Q2;1027.0
79;2009-Q3;1152.0
80;2009-Q4;1352.0
81;2010-Q1;1522.0
82;2010-Q2;1526.0
83;2010-Q3;1869.0
84;2010-Q4;2029.0
85;2011-Q1;2283.0
86;2011-Q2;2734.0
87;2011-Q3;2793.0
88;2011-Q4;3555.0
89;2012-Q1;4262.0
90;2012-Q2;4943.0
91;2012-Q3;6192.0
92;2012-Q4;6918.0
93;2013-Q1;7550.0
94;2013-Q2;7731.0
95;2013-Q3;8222.0
96;2013-Q4;8673.0
97;2014-Q1;8965.0
98;2014-Q2;10471.0
99;2014-Q3;11175.0
100;2014-Q4;11590.0
101;2015-Q1;11773.0
102;2015-Q2;13558.0
103;2015-Q3;14232.0
104;2015-Q4;14436.0
105;2016-Q1;15489.0
106;2016-Q2;17205.0
107;2016-Q3;18403.0
108;2016-Q4;20137.0
109;2017-Q1;20928.0
110;2017-Q2;22190.0
111;2017-Q3;23090.0
112;2017-Q4;22973.0
113;2018-Q1;23859.0
114;2018-Q2;24341.0
115;2018-Q3;25513.0
116;2018-Q4;26398.0
117;2019-Q1;26177.0
118;2019-Q2;24888.0
119;2019-Q3;23886.0
120;2019-Q4;34340.0
121;2020-Q1;32997.0
122;2020-Q2;31194.0
123;2020-Q3;31786.0
124;2020-Q4;32395.0
125;2021-Q1;33149.0
126;2021-Q2;32827.0
127;2021-Q3;31944.0
128;2021-Q4;29809.0
129;2022-Q1;29310.0
130;2022-Q2;27052.0
131;2022-Q3;25912.0
132;2022-Q4;25300.0
133;2023-Q1;28365.0
134;2023-Q2;29010.0
135;2023-Q3;28642.0
