;Tarih;TP_FG_J052
0;2003-1;96.33
1;2003-2;96.73
2;2003-3;97.14
3;2003-4;97.59
4;2003-5;98.38
5;2003-6;99.15
6;2003-7;100.12
7;2003-8;100.73
8;2003-9;102.1
9;2003-10;103.12
10;2003-11;103.91
11;2003-12;104.72
12;2004-1;106.52
13;2004-2;107.5
14;2004-3;107.67
15;2004-4;107.74
16;2004-5;107.97
17;2004-6;108.03
18;2004-7;108.12
19;2004-8;108.15
20;2004-9;108.65
21;2004-10;109.43
22;2004-11;110.05
23;2004-12;110.53
24;2005-1;111.0
25;2005-2;110.55
26;2005-3;109.84
27;2005-4;110.26
28;2005-5;110.09
29;2005-6;109.53
30;2005-7;109.07
31;2005-8;109.02
32;2005-9;108.77
33;2005-10;110.31
34;2005-11;110.29
35;2005-12;109.96
36;2006-1;110.0
37;2006-2;110.27
38;2006-3;108.64
39;2006-4;106.53
40;2006-5;106.65
41;2006-6;108.09
42;2006-7;111.14
43;2006-8;112.36
44;2006-9;113.37
45;2006-10;114.21
46;2006-11;114.42
47;2006-12;114.61
48;2007-1;113.99
49;2007-2;113.61
50;2007-3;114.38
51;2007-4;114.69
52;2007-5;115.24
53;2007-6;115.45
54;2007-7;114.81
55;2007-8;114.63
56;2007-9;115.64
57;2007-10;116.0
58;2007-11;116.67
59;2007-12;116.92
60;2008-1;115.48
61;2008-2;115.17
62;2008-3;115.31
63;2008-4;115.33
64;2008-5;116.52
65;2008-6;116.98
66;2008-7;117.6
67;2008-8;118.22
68;2008-9;118.73
69;2008-10;119.68
70;2008-11;123.07
71;2008-12;125.1
72;2009-1;123.6
73;2009-2;123.2
74;2009-3;123.79
75;2009-4;125.4
76;2009-5;125.27
77;2009-6;125.64
78;2009-7;126.41
79;2009-8;126.24
80;2009-9;126.09
81;2009-10;127.76
82;2009-11;127.72
83;2009-12;127.52
84;2010-1;127.56
85;2010-2;127.68
86;2010-3;127.45
87;2010-4;130.75
88;2010-5;131.49
89;2010-6;132.72
90;2010-7;133.85
91;2010-8;134.06
92;2010-9;134.56
93;2010-10;137.05
94;2010-11;139.95
95;2010-12;142.28
96;2011-1;146.16
97;2011-2;147.97
98;2011-3;149.74
99;2011-4;155.87
100;2011-5;157.33
101;2011-6;158.33
102;2011-7;158.2
103;2011-8;158.12
104;2011-9;158.42
105;2011-10;161.89
106;2011-11;162.94
107;2011-12;163.44
108;2012-1;164.47
109;2012-2;164.38
110;2012-3;163.89
111;2012-4;164.38
112;2012-5;164.36
113;2012-6;165.39
114;2012-7;164.49
115;2012-8;164.54
116;2012-9;164.69
117;2012-10;165.17
118;2012-11;165.29
119;2012-12;165.45
120;2013-1;166.16
121;2013-2;166.08
122;2013-3;166.29
123;2013-4;167.15
124;2013-5;167.63
