;Tarih;TP_DB_B21
0;1989-Q4;29445.0
1;1990-Q1;29700.0
2;1990-Q2;30525.0
3;1990-Q3;32121.0
4;1990-Q4;33268.0
5;1991-Q1;32042.0
6;1991-Q2;31692.0
7;1991-Q3;33042.0
8;1991-Q4;34998.0
9;1992-Q1;33642.0
10;1992-Q2;35756.0
11;1992-Q3;37746.0
12;1992-Q4;36075.0
13;1993-Q1;37519.0
14;1993-Q2;38125.0
15;1993-Q3;39772.0
16;1993-Q4;39575.0
17;1994-Q1;41657.0
18;1994-Q2;42491.0
19;1994-Q3;42207.0
20;1994-Q4;41705.0
21;1995-Q1;44145.0
22;1995-Q2;44030.0
23;1995-Q3;41979.0
24;1995-Q4;41752.0
25;1996-Q1;41431.0
26;1996-Q2;41524.0
27;1996-Q3;41420.0
28;1996-Q4;40192.0
29;1997-Q1;38551.0
30;1997-Q2;39157.0
31;1997-Q3;39101.0
32;1997-Q4;38863.0
33;1998-Q1;38773.0
34;1998-Q2;38832.0
35;1998-Q3;39363.0
36;1998-Q4;39736.0
37;1999-Q1;39107.0
38;1999-Q2;38508.0
39;1999-Q3;39913.0
40;1999-Q4;42525.0
41;2000-Q1;43819.0
42;2000-Q2;46607.0
43;2000-Q3;46594.0
44;2000-Q4;47620.0
45;2001-Q1;46664.0
46;2001-Q2;44841.0
47;2001-Q3;47594.0
48;2001-Q4;46110.0
49;2002-Q1;55502.0
50;2002-Q2;59484.0
51;2002-Q3;61816.0
52;2002-Q4;63618.0
53;2003-Q1;63870.0
54;2003-Q2;66400.0
55;2003-Q3;67584.0
56;2003-Q4;69502.0
57;2004-Q1;68613.0
58;2004-Q2;69224.0
59;2004-Q3;71475.0
60;2004-Q4;73923.0
61;2005-Q1;73482.0
62;2005-Q2;70735.0
63;2005-Q3;69015.0
64;2005-Q4;68398.0
65;2006-Q1;69193.0
66;2006-Q2;67191.0
67;2006-Q3;69149.0
68;2006-Q4;70016.0
69;2007-Q1;71704.0
70;2007-Q2;70892.0
71;2007-Q3;72725.0
72;2007-Q4;71598.0
73;2008-Q1;72440.0
74;2008-Q2;76324.0
75;2008-Q3;76061.0
76;2008-Q4;75315.0
77;2009-Q1;73754.0
78;2009-Q2;75637.0
79;2009-Q3;80453.0
80;2009-Q4;80149.0
81;2010-Q1;80645.0
82;2010-Q2;79524.0
83;2010-Q3;84750.0
84;2010-Q4;85103.0
85;2011-Q1;88980.0
86;2011-Q2;90010.0
87;2011-Q3;88130.0
88;2011-Q4;87770.0
89;2012-Q1;91113.0
90;2012-Q2;90549.0
91;2012-Q3;92746.0
92;2012-Q4;93656.0
93;2013-Q1;92740.0
94;2013-Q2;93766.0
95;2013-Q3;95988.0
96;2013-Q4;99178.0
97;2014-Q1;100208.0
98;2014-Q2;102319.0
99;2014-Q3;101117.0
100;2014-Q4;100792.0
101;2015-Q1;96198.0
102;2015-Q2;99815.0
103;2015-Q3;100906.0
104;2015-Q4;99740.0
105;2016-Q1;102196.0
106;2016-Q2;106104.0
107;2016-Q3;105858.0
108;2016-Q4;106631.0
109;2017-Q1;110219.0
110;2017-Q2;116704.0
111;2017-Q3;117395.0
112;2017-Q4;117835.0
113;2018-Q1;120540.0
114;2018-Q2;118579.0
115;2018-Q3;119381.0
116;2018-Q4;122390.0
117;2019-Q1;127598.0
118;2019-Q2;125309.0
119;2019-Q3;124855.0
120;2019-Q4;137444.0
121;2020-Q1;148695.0
122;2020-Q2;143009.0
123;2020-Q3;144998.0
124;2020-Q4;152734.0
125;2021-Q1;151418.0
126;2021-Q2;154951.0
127;2021-Q3;162184.0
128;2021-Q4;157502.0
129;2022-Q1;157751.0
130;2022-Q2;153926.0
131;2022-Q3;147218.0
132;2022-Q4;157322.0
133;2023-Q1;163998.0
134;2023-Q2;164262.0
135;2023-Q3;162976.0
