;Tarih;TP_FG_J02
0;2003-1;89.83
1;2003-2;90.53
2;2003-3;90.55
3;2003-4;90.58
4;2003-5;90.61
5;2003-6;98.96
6;2003-7;103.79
7;2003-8;108.62
8;2003-9;108.67
9;2003-10;109.18
10;2003-11;109.31
11;2003-12;109.37
12;2004-1;109.43
13;2004-2;109.46
14;2004-3;120.35
15;2004-4;120.44
16;2004-5;120.47
17;2004-6;120.51
18;2004-7;120.53
19;2004-8;120.75
20;2004-9;121.44
21;2004-10;121.94
22;2004-11;121.95
23;2004-12;121.94
24;2005-1;121.95
25;2005-2;124.33
26;2005-3;124.53
27;2005-4;124.6
28;2005-5;124.6
29;2005-6;124.69
30;2005-7;127.15
31;2005-8;148.6
32;2005-9;148.6
33;2005-10;148.61
34;2005-11;148.62
35;2005-12;155.93
36;2006-1;163.19
37;2006-2;163.2
38;2006-3;163.44
39;2006-4;163.48
40;2006-5;163.48
41;2006-6;163.48
42;2006-7;163.5
43;2006-8;163.49
44;2006-9;163.77
45;2006-10;163.78
46;2006-11;163.8
47;2006-12;163.82
48;2007-1;163.83
49;2007-2;167.94
50;2007-3;180.06
51;2007-4;180.11
52;2007-5;180.13
53;2007-6;180.16
54;2007-7;180.22
55;2007-8;180.22
56;2007-9;180.26
57;2007-10;180.26
58;2007-11;191.99
59;2007-12;192.0
60;2008-1;191.98
61;2008-2;192.02
62;2008-3;192.42
63;2008-4;192.47
64;2008-5;192.48
65;2008-6;192.49
66;2008-7;192.6
67;2008-8;192.62
68;2008-9;192.64
69;2008-10;192.66
70;2008-11;192.61
71;2008-12;192.61
72;2009-1;192.63
73;2009-2;192.82
74;2009-3;206.12
75;2009-4;206.16
76;2009-5;206.24
77;2009-6;206.27
78;2009-7;228.73
79;2009-8;232.69
80;2009-9;232.7
81;2009-10;233.02
82;2009-11;232.99
83;2009-12;232.88
84;2010-1;284.2
85;2010-2;294.78
86;2010-3;294.82
87;2010-4;294.87
88;2010-5;294.84
89;2010-6;294.82
90;2010-7;294.85
91;2010-8;294.86
92;2010-9;291.62
93;2010-10;288.4
94;2010-11;290.17
95;2010-12;290.3
96;2011-1;290.3
97;2011-2;290.33
98;2011-3;290.43
99;2011-4;290.42
100;2011-5;290.39
101;2011-6;290.4
102;2011-7;290.42
103;2011-8;290.45
104;2011-9;290.77
105;2011-10;331.8
106;2011-11;344.03
107;2011-12;344.0
108;2012-1;344.08
109;2012-2;344.08
110;2012-3;344.07
111;2012-4;344.23
112;2012-5;344.7
113;2012-6;344.69
114;2012-7;344.69
115;2012-8;344.68
116;2012-9;345.67
117;2012-10;347.32
118;2012-11;347.36
119;2012-12;347.38
120;2013-1;396.91
121;2013-2;400.2
122;2013-3;400.18
123;2013-4;400.16
124;2013-5;400.17
125;2013-6;400.14
126;2013-7;399.8
127;2013-8;399.86
128;2013-9;399.92
129;2013-10;396.99
130;2013-11;394.43
131;2013-12;383.94
132;2014-1;412.55
133;2014-2;412.65
134;2014-3;412.57
135;2014-4;412.67
136;2014-5;412.05
137;2014-6;411.81
138;2014-7;420.02
139;2014-8;418.09
140;2014-9;413.42
141;2014-10;413.41
142;2014-11;413.42
143;2014-12;413.37
144;2015-1;430.69
145;2015-2;428.79
146;2015-3;428.76
147;2015-4;428.83
148;2015-5;428.86
149;2015-6;428.83
150;2015-7;433.8
151;2015-8;435.34
152;2015-9;436.87
153;2015-10;436.83
154;2015-11;436.85
155;2015-12;436.87
156;2016-1;478.81
157;2016-2;483.58
158;2016-3;483.59
159;2016-4;483.88
160;2016-5;483.73
161;2016-6;483.72
162;2016-7;517.8
163;2016-8;535.59
164;2016-9;535.63
165;2016-10;535.6
166;2016-11;535.64
167;2016-12;574.89
168;2017-1;588.45
169;2017-2;588.6
170;2017-3;588.59
171;2017-4;588.65
172;2017-5;588.66
173;2017-6;588.7
174;2017-7;591.0
175;2017-8;591.27
176;2017-9;591.32
177;2017-10;591.32
178;2017-11;591.4
179;2017-12;591.36
180;2018-1;593.67
181;2018-2;593.86
182;2018-3;593.87
183;2018-4;593.92
184;2018-5;594.83
185;2018-6;594.96
186;2018-7;599.46
187;2018-8;602.0
188;2018-9;602.41
189;2018-10;603.51
190;2018-11;604.56
191;2018-12;605.52
192;2019-1;609.26
193;2019-2;609.94
194;2019-3;609.99
195;2019-4;651.31
196;2019-5;709.14
197;2019-6;709.43
198;2019-7;714.76
199;2019-8;851.35
200;2019-9;866.61
201;2019-10;866.63
202;2019-11;866.66
203;2019-12;866.65
204;2020-1;866.45
205;2020-2;854.81
206;2020-3;855.12
207;2020-4;855.31
208;2020-5;860.99
209;2020-6;868.44
210;2020-7;870.4
211;2020-8;872.12
212;2020-9;872.47
213;2020-10;872.4
214;2020-11;872.43
215;2020-12;872.31
216;2021-1;878.17
217;2021-2;879.35
218;2021-3;879.67
219;2021-4;886.09
220;2021-5;885.96
221;2021-6;885.88
222;2021-7;886.1
223;2021-8;887.73
224;2021-9;888.14
225;2021-10;941.17
226;2021-11;941.45
227;2021-12;1046.98
228;2022-1;1276.31
229;2022-2;1281.95
230;2022-3;1332.12
231;2022-4;1385.71
232;2022-5;1476.21
233;2022-6;1514.77
234;2022-7;1618.58
235;2022-8;1620.0
236;2022-9;1620.68
237;2022-10;1674.14
238;2022-11;1727.47
239;2022-12;1728.66
240;2023-1;1922.07
241;2023-2;1913.86
242;2023-3;1914.9
243;2023-4;1915.13
244;2023-5;1920.5
245;2023-6;2134.25
246;2023-7;2372.57
247;2023-8;2462.06
248;2023-9;2709.08
249;2023-10;2711.63
250;2023-11;2960.04
251;2023-12;2960.44
252;2024-1;3106.06
