;Tarih;TP_FG_J053
0;2003-1;96.11
1;2003-2;97.79
2;2003-3;97.49
3;2003-4;99.22
4;2003-5;99.9
5;2003-6;102.83
6;2003-7;99.74
7;2003-8;99.78
8;2003-9;102.96
9;2003-10;103.34
10;2003-11;103.37
11;2003-12;97.49
12;2004-1;98.25
13;2004-2;98.62
14;2004-3;95.88
15;2004-4;92.96
16;2004-5;90.07
17;2004-6;90.71
18;2004-7;89.38
19;2004-8;90.02
20;2004-9;89.64
21;2004-10;90.28
22;2004-11;90.59
23;2004-12;91.48
24;2005-1;93.91
25;2005-2;95.41
26;2005-3;95.84
27;2005-4;96.87
28;2005-5;96.62
29;2005-6;98.03
30;2005-7;95.94
31;2005-8;98.19
32;2005-9;96.58
33;2005-10;99.08
34;2005-11;98.88
35;2005-12;99.82
36;2006-1;98.78
37;2006-2;98.85
38;2006-3;97.96
39;2006-4;97.98
40;2006-5;101.2
41;2006-6;100.48
42;2006-7;103.35
43;2006-8;103.92
44;2006-9;103.0
45;2006-10;103.01
46;2006-11;104.13
47;2006-12;103.22
48;2007-1;104.29
49;2007-2;105.72
50;2007-3;109.15
51;2007-4;106.05
52;2007-5;109.19
53;2007-6;109.26
54;2007-7;109.35
55;2007-8;109.61
56;2007-9;110.26
57;2007-10;110.87
58;2007-11;111.34
59;2007-12;111.36
60;2008-1;111.05
61;2008-2;112.49
62;2008-3;113.35
63;2008-4;112.81
64;2008-5;114.29
65;2008-6;115.91
66;2008-7;118.31
67;2008-8;117.34
68;2008-9;118.72
69;2008-10;119.66
70;2008-11;124.13
71;2008-12;125.68
72;2009-1;125.8
73;2009-2;121.73
74;2009-3;116.52
75;2009-4;114.05
76;2009-5;114.62
77;2009-6;113.9
78;2009-7;117.73
79;2009-8;119.1
80;2009-9;119.52
81;2009-10;120.6
82;2009-11;117.03
83;2009-12;117.3
84;2010-1;118.54
85;2010-2;119.37
86;2010-3;118.76
87;2010-4;118.69
88;2010-5;118.04
89;2010-6;119.01
90;2010-7;119.05
91;2010-8;119.06
92;2010-9;120.73
93;2010-10;119.39
94;2010-11;119.78
95;2010-12;120.17
96;2011-1;123.42
97;2011-2;125.68
98;2011-3;127.31
99;2011-4;127.58
100;2011-5;126.41
101;2011-6;126.31
102;2011-7;124.6
103;2011-8;125.25
104;2011-9;127.26
105;2011-10;128.01
106;2011-11;128.63
107;2011-12;128.66
108;2012-1;130.17
109;2012-2;132.38
110;2012-3;134.24
111;2012-4;133.78
112;2012-5;130.67
113;2012-6;131.17
114;2012-7;131.53
115;2012-8;131.61
116;2012-9;130.75
117;2012-10;130.71
118;2012-11;130.75
119;2012-12;130.82
120;2013-1;132.67
121;2013-2;134.11
122;2013-3;134.24
123;2013-4;134.51
124;2013-5;132.6
125;2013-6;132.54
126;2013-7;131.41
127;2013-8;131.19
128;2013-9;133.29
129;2013-10;135.03
130;2013-11;135.5
131;2013-12;135.36
132;2014-1;138.58
133;2014-2;140.92
134;2014-3;143.05
135;2014-4;143.37
136;2014-5;141.3
137;2014-6;141.4
138;2014-7;142.93
139;2014-8;144.29
140;2014-9;145.0
141;2014-10;145.08
142;2014-11;146.84
143;2014-12;146.61
144;2015-1;151.22
145;2015-2;151.79
146;2015-3;151.39
147;2015-4;154.13
148;2015-5;155.66
149;2015-6;154.77
150;2015-7;157.69
151;2015-8;158.04
152;2015-9;163.56
153;2015-10;166.45
154;2015-11;166.84
155;2015-12;168.33
156;2016-1;170.7
157;2016-2;171.46
158;2016-3;173.09
159;2016-4;174.38
160;2016-5;172.64
161;2016-6;172.69
162;2016-7;170.07
163;2016-8;170.89
164;2016-9;170.81
165;2016-10;172.63
166;2016-11;171.41
167;2016-12;175.53
168;2017-1;177.66
169;2017-2;177.61
170;2017-3;179.51
171;2017-4;180.49
172;2017-5;180.13
173;2017-6;181.28
174;2017-7;182.77
175;2017-8;184.58
176;2017-9;186.13
177;2017-10;190.91
178;2017-11;194.32
179;2017-12;201.71
180;2018-1;204.24
181;2018-2;205.52
182;2018-3;207.79
183;2018-4;209.94
184;2018-5;213.83
185;2018-6;222.45
186;2018-7;225.29
187;2018-8;233.96
188;2018-9;270.94
189;2018-10;286.22
190;2018-11;275.88
191;2018-12;275.16
192;2019-1;277.64
193;2019-2;277.79
194;2019-3;279.21
195;2019-4;285.32
196;2019-5;283.25
197;2019-6;285.29
198;2019-7;292.72
199;2019-8;293.9
200;2019-9;298.83
201;2019-10;299.82
202;2019-11;304.78
203;2019-12;304.29
204;2020-1;307.95
205;2020-2;307.53
206;2020-3;308.38
207;2020-4;306.38
208;2020-5;313.73
209;2020-6;321.54
210;2020-7;329.79
211;2020-8;334.24
212;2020-9;353.49
213;2020-10;359.42
214;2020-11;362.47
215;2020-12;384.09
216;2021-1;390.48
217;2021-2;390.97
218;2021-3;389.49
219;2021-4;390.84
220;2021-5;388.89
221;2021-6;412.96
222;2021-7;420.77
223;2021-8;426.86
224;2021-9;435.8
225;2021-10;454.07
226;2021-11;462.3
227;2021-12;569.27
228;2022-1;661.22
229;2022-2;714.78
230;2022-3;728.01
231;2022-4;753.95
232;2022-5;763.88
233;2022-6;779.36
234;2022-7;816.01
235;2022-8;856.04
236;2022-9;876.93
237;2022-10;935.13
238;2022-11;970.5
239;2022-12;1036.82
240;2023-1;1108.0
241;2023-2;1119.87
242;2023-3;1137.84
243;2023-4;1167.28
244;2023-5;1181.3
245;2023-6;1221.49
246;2023-7;1316.95
247;2023-8;1440.57
248;2023-9;1545.02
249;2023-10;1573.78
250;2023-11;1573.05
251;2023-12;1670.81
252;2024-1;1789.24
