;Tarih;TP_FG_J05
0;2003-1;95.77
1;2003-2;96.62
2;2003-3;97.07
3;2003-4;98.12
4;2003-5;99.02
5;2003-6;100.09
6;2003-7;100.32
7;2003-8;100.69
8;2003-9;102.03
9;2003-10;102.97
10;2003-11;104.0
11;2003-12;103.31
12;2004-1;104.29
13;2004-2;104.77
14;2004-3;104.25
15;2004-4;103.86
16;2004-5;103.73
17;2004-6;104.92
18;2004-7;105.41
19;2004-8;106.76
20;2004-9;107.31
21;2004-10;108.26
22;2004-11;108.93
23;2004-12;109.74
24;2005-1;111.4
25;2005-2;112.24
26;2005-3;112.15
27;2005-4;112.82
28;2005-5;113.48
29;2005-6;114.61
30;2005-7;114.26
31;2005-8;113.93
32;2005-9;112.33
33;2005-10;114.43
34;2005-11;115.4
35;2005-12;116.61
36;2006-1;117.01
37;2006-2;115.14
38;2006-3;114.65
39;2006-4;115.37
40;2006-5;115.89
41;2006-6;117.46
42;2006-7;120.77
43;2006-8;123.11
44;2006-9;125.11
45;2006-10;125.56
46;2006-11;124.96
47;2006-12;125.13
48;2007-1;125.25
49;2007-2;126.19
50;2007-3;128.43
51;2007-4;127.91
52;2007-5;130.28
53;2007-6;130.59
54;2007-7;130.89
55;2007-8;130.84
56;2007-9;129.22
57;2007-10;129.54
58;2007-11;130.1
59;2007-12;130.35
60;2008-1;131.15
61;2008-2;132.28
62;2008-3;133.76
63;2008-4;134.45
64;2008-5;137.28
65;2008-6;138.71
66;2008-7;140.07
67;2008-8;140.07
68;2008-9;140.55
69;2008-10;141.1
70;2008-11;143.03
71;2008-12;143.87
72;2009-1;143.45
73;2009-2;142.02
74;2009-3;139.97
75;2009-4;136.73
76;2009-5;136.47
77;2009-6;136.39
78;2009-7;137.61
79;2009-8;137.85
80;2009-9;138.11
81;2009-10;141.57
82;2009-11;140.53
83;2009-12;140.02
84;2010-1;141.02
85;2010-2;140.86
86;2010-3;140.23
87;2010-4;141.15
88;2010-5;141.36
89;2010-6;141.89
90;2010-7;142.77
91;2010-8;142.74
92;2010-9;143.42
93;2010-10;143.25
94;2010-11;144.12
95;2010-12;144.6
96;2011-1;146.08
97;2011-2;147.42
98;2011-3;148.8
99;2011-4;151.42
100;2011-5;151.82
101;2011-6;152.66
102;2011-7;153.08
103;2011-8;154.35
104;2011-9;155.77
105;2011-10;158.28
106;2011-11;160.1
107;2011-12;160.56
108;2012-1;163.1
109;2012-2;164.8
110;2012-3;166.3
111;2012-4;167.64
112;2012-5;166.84
113;2012-6;167.66
114;2012-7;166.87
115;2012-8;168.06
116;2012-9;168.47
117;2012-10;169.31
118;2012-11;169.66
119;2012-12;170.02
120;2013-1;171.86
121;2013-2;173.6
122;2013-3;173.76
123;2013-4;174.53
124;2013-5;174.15
125;2013-6;174.51
126;2013-7;174.76
127;2013-8;174.74
128;2013-9;176.08
129;2013-10;178.86
130;2013-11;179.79
131;2013-12;180.13
132;2014-1;182.93
133;2014-2;185.36
134;2014-3;187.03
135;2014-4;189.96
136;2014-5;189.66
137;2014-6;190.54
138;2014-7;190.99
139;2014-8;191.58
140;2014-9;192.36
141;2014-10;192.75
142;2014-11;194.41
143;2014-12;194.64
144;2015-1;198.56
145;2015-2;199.02
146;2015-3;200.15
147;2015-4;202.85
148;2015-5;204.51
149;2015-6;204.32
150;2015-7;207.59
151;2015-8;208.06
152;2015-9;210.48
153;2015-10;213.41
154;2015-11;214.82
155;2015-12;215.96
156;2016-1;219.9
157;2016-2;220.99
158;2016-3;222.35
159;2016-4;223.91
160;2016-5;223.29
161;2016-6;224.24
162;2016-7;224.63
163;2016-8;225.22
164;2016-9;225.48
165;2016-10;226.82
166;2016-11;226.54
167;2016-12;229.43
168;2017-1;233.45
169;2017-2;231.88
170;2017-3;234.2
171;2017-4;236.41
172;2017-5;238.24
173;2017-6;239.39
174;2017-7;240.89
175;2017-8;244.89
176;2017-9;245.97
177;2017-10;253.24
178;2017-11;255.64
179;2017-12;258.65
180;2018-1;264.95
181;2018-2;268.2
182;2018-3;270.3
183;2018-4;276.01
184;2018-5;278.42
185;2018-6;284.66
186;2018-7;289.85
187;2018-8;303.08
188;2018-9;337.67
189;2018-10;349.28
190;2018-11;339.32
191;2018-12;339.77
192;2019-1;341.98
193;2019-2;342.2
194;2019-3;343.23
195;2019-4;352.31
196;2019-5;346.74
197;2019-6;348.73
198;2019-7;363.5
199;2019-8;364.09
200;2019-9;366.9
201;2019-10;370.44
202;2019-11;372.62
203;2019-12;373.05
204;2020-1;367.66
205;2020-2;367.37
206;2020-3;369.64
207;2020-4;373.66
208;2020-5;377.94
209;2020-6;382.69
210;2020-7;391.78
211;2020-8;396.51
212;2020-9;408.5
213;2020-10;418.52
214;2020-11;425.61
215;2020-12;440.35
216;2021-1;453.13
217;2021-2;454.58
218;2021-3;457.03
219;2021-4;456.88
220;2021-5;460.3
221;2021-6;481.01
222;2021-7;480.72
