;Tarih;YEARWEEK;TP_BS07_NOMINAL
0;30-12-2011;2011-52;29931.6
1;06-01-2012;2012-1;30046.4
2;13-01-2012;2012-2;29952.1
3;20-01-2012;2012-3;28966.9
4;27-01-2012;2012-4;30989.1
5;03-02-2012;2012-5;30829.6
6;10-02-2012;2012-6;30727.4
7;17-02-2012;2012-7;31150.4
8;24-02-2012;2012-8;30994.8
9;02-03-2012;2012-9;31116.2
10;09-03-2012;2012-10;31093.8
11;16-03-2012;2012-11;31956.2
12;23-03-2012;2012-12;32119.0
13;30-03-2012;2012-13;31908.8
14;06-04-2012;2012-14;31986.9
15;13-04-2012;2012-15;31966.7
16;20-04-2012;2012-16;31747.9
17;27-04-2012;2012-17;31678.6
18;04-05-2012;2012-18;31774.6
19;11-05-2012;2012-19;31867.9
20;18-05-2012;2012-20;31356.9
21;25-05-2012;2012-21;31141.0
22;01-06-2012;2012-22;30975.5
23;08-06-2012;2012-23;31187.8
24;15-06-2012;2012-24;31112.2
25;22-06-2012;2012-25;31004.8
26;29-06-2012;2012-26;31769.6
27;06-07-2012;2012-27;31448.6
28;13-07-2012;2012-28;31538.2
29;20-07-2012;2012-29;31500.7
30;27-07-2012;2012-30;32410.7
31;03-08-2012;2012-31;32914.6
32;10-08-2012;2012-32;32414.5
33;17-08-2012;2012-33;31648.2
34;24-08-2012;2012-34;32572.4
35;31-08-2012;2012-35;32492.4
36;07-09-2012;2012-36;32900.4
37;14-09-2012;2012-37;33126.9
38;21-09-2012;2012-38;33002.1
39;28-09-2012;2012-39;33803.1
40;05-10-2012;2012-40;34026.5
41;12-10-2012;2012-41;34544.7
42;19-10-2012;2012-42;34852.1
43;26-10-2012;2012-43;34939.1
44;02-11-2012;2012-44;34666.6
45;09-11-2012;2012-45;34647.7
46;16-11-2012;2012-46;34639.7
47;23-11-2012;2012-47;34472.2
48;30-11-2012;2012-48;34427.9
49;07-12-2012;2012-49;34415.3
50;14-12-2012;2012-50;34603.7
51;21-12-2012;2012-51;34975.8
52;28-12-2012;2012-52;35387.4
53;04-01-2013;2013-1;35122.6
54;11-01-2013;2013-2;36344.8
55;18-01-2013;2013-3;35367.1
56;25-01-2013;2013-4;35256.9
57;01-02-2013;2013-5;35176.87
58;08-02-2013;2013-6;35210.02
59;15-02-2013;2013-7;35133.94
60;22-02-2013;2013-8;35015.95
61;01-03-2013;2013-9;34972.17
62;08-03-2013;2013-10;34851.82
63;15-03-2013;2013-11;34817.46
64;22-03-2013;2013-12;34803.99
65;29-03-2013;2013-13;34435.29
66;05-04-2013;2013-14;34526.95
67;12-04-2013;2013-15;34615.86
68;19-04-2013;2013-16;35913.0
69;26-04-2013;2013-17;35994.66
70;03-05-2013;2013-18;36140.2
71;10-05-2013;2013-19;36280.2
72;17-05-2013;2013-20;36240.4
73;24-05-2013;2013-21;36098.9
74;31-05-2013;2013-22;36237.0
75;07-06-2013;2013-23;36709.0
76;14-06-2013;2013-24;36967.0
77;21-06-2013;2013-25;36802.6
78;28-06-2013;2013-26;36507.6
79;05-07-2013;2013-27;36424.9
80;12-07-2013;2013-28;36842.0
81;19-07-2013;2013-29;36629.7
82;26-07-2013;2013-30;36613.7
83;02-08-2013;2013-31;36766.5
84;09-08-2013;2013-32;36846.3
85;16-08-2013;2013-33;36780.8
86;23-08-2013;2013-34;36766.9
87;30-08-2013;2013-35;36903.7
88;06-09-2013;2013-36;36714.5
89;13-09-2013;2013-37;36525.1
90;20-09-2013;2013-38;36486.7
91;27-09-2013;2013-39;36701.2
92;04-10-2013;2013-40;37032.0
93;11-10-2013;2013-41;37872.7
94;18-10-2013;2013-42;37898.7
95;25-10-2013;2013-43;38085.2
96;01-11-2013;2013-44;38199.3
97;08-11-2013;2013-45;38023.6
98;15-11-2013;2013-46;39187.0
99;22-11-2013;2013-47;39283.2
100;29-11-2013;2013-48;39395.7
101;06-12-2013;2013-49;39668.6
102;13-12-2013;2013-50;39791.9
103;20-12-2013;2013-51;39660.0
104;27-12-2013;2013-52;39420.6
105;03-01-2014;2014-1;39686.4
106;10-01-2014;2014-2;40526.9
107;17-01-2014;2014-3;38377.1
108;24-01-2014;2014-4;38235.6
109;31-01-2014;2014-5;40752.9
110;07-02-2014;2014-6;40244.1
111;14-02-2014;2014-7;39486.9
112;21-02-2014;2014-8;40238.7
113;28-02-2014;2014-9;40198.4
114;07-03-2014;2014-10;40109.7
115;14-03-2014;2014-11;40121.5
116;21-03-2014;2014-12;40075.7
117;28-03-2014;2014-13;40215.8
118;04-04-2014;2014-14;40390.9
119;11-04-2014;2014-15;41344.6
120;18-04-2014;2014-16;41447.0
121;25-04-2014;2014-17;41353.4
122;02-05-2014;2014-18;41378.5
123;09-05-2014;2014-19;41275.8
124;16-05-2014;2014-20;41003.7
125;23-05-2014;2014-21;41143.1
126;30-05-2014;2014-22;40778.0
127;06-06-2014;2014-23;40955.2
128;13-06-2014;2014-24;40773.39
129;20-06-2014;2014-25;40757.8
130;27-06-2014;2014-26;40871.3
131;04-07-2014;2014-27;41129.7
132;11-07-2014;2014-28;41093.6
133;18-07-2014;2014-29;41046.6
134;25-07-2014;2014-30;40942.2
135;01-08-2014;2014-31;40964.9
136;08-08-2014;2014-32;40855.9
137;15-08-2014;2014-33;40706.9
138;22-08-2014;2014-34;40761.7
139;29-08-2014;2014-35;40687.7
140;05-09-2014;2014-36;40647.3
141;12-09-2014;2014-37;40413.5
142;19-09-2014;2014-38;40432.4
143;26-09-2014;2014-39;41227.5
144;03-10-2014;2014-40;41228.0
145;10-10-2014;2014-41;41208.8
