;Tarih;TP_BEKODTUFEYENI_BT31
0;2022-1;1.6207
1;2022-2;2.6133
2;2022-3;4.8267
3;2022-4;2.8063
4;2022-5;5.9071
5;2022-6;1.8
6;2022-7;4.8414
7;2022-8;0.456
8;2022-9;1.53
9;2022-10;0.0
10;2022-11;0.0
11;2022-12;0.0
12;2023-1;0.0
13;2023-2;2.9182
14;2023-3;0.192
15;2023-4;1.2462
16;2023-5;4.592
17;2023-6;4.496
18;2023-7;6.0214
19;2023-8;0.0
20;2023-9;0.7
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;1.5538
