;Tarih;TP_FG_J125
0;2003-1;98.87
1;2003-2;98.87
2;2003-3;98.87
3;2003-4;99.1
4;2003-5;99.13
5;2003-6;99.22
6;2003-7;99.6
7;2003-8;100.14
8;2003-9;101.18
9;2003-10;101.53
10;2003-11;101.67
11;2003-12;101.83
12;2004-1;114.49
13;2004-2;115.21
14;2004-3;115.97
15;2004-4;116.79
16;2004-5;117.25
17;2004-6;117.56
18;2004-7;118.57
19;2004-8;118.92
20;2004-9;119.07
21;2004-10;121.48
22;2004-11;120.99
23;2004-12;119.22
24;2005-1;127.14
25;2005-2;130.53
26;2005-3;128.74
27;2005-4;123.83
28;2005-5;122.0
29;2005-6;127.27
30;2005-7;126.82
31;2005-8;130.87
32;2005-9;132.18
33;2005-10;130.54
34;2005-11;135.38
35;2005-12;135.42
36;2006-1;136.48
37;2006-2;143.56
38;2006-3;142.2
39;2006-4;143.94
40;2006-5;144.06
41;2006-6;143.25
42;2006-7;144.44
43;2006-8;149.08
44;2006-9;144.81
45;2006-10;146.01
46;2006-11;145.81
47;2006-12;147.39
48;2007-1;151.08
49;2007-2;153.45
50;2007-3;154.86
51;2007-4;155.78
52;2007-5;156.41
53;2007-6;159.84
54;2007-7;159.44
55;2007-8;161.69
56;2007-9;159.24
57;2007-10;167.01
58;2007-11;165.59
59;2007-12;163.89
60;2008-1;167.94
61;2008-2;166.93
62;2008-3;165.85
63;2008-4;165.53
64;2008-5;163.96
65;2008-6;163.3
66;2008-7;161.68
67;2008-8;157.89
68;2008-9;157.71
69;2008-10;155.08
70;2008-11;153.79
71;2008-12;152.52
72;2009-1;154.69
73;2009-2;153.42
74;2009-3;153.28
75;2009-4;154.55
76;2009-5;154.18
77;2009-6;156.09
78;2009-7;161.32
79;2009-8;160.44
80;2009-9;163.36
81;2009-10;164.07
82;2009-11;163.99
83;2009-12;166.07
84;2010-1;171.14
85;2010-2;173.01
86;2010-3;173.98
87;2010-4;173.07
88;2010-5;173.38
89;2010-6;172.95
90;2010-7;176.84
91;2010-8;176.06
92;2010-9;176.39
93;2010-10;175.94
94;2010-11;176.74
95;2010-12;177.16
96;2011-1;179.72
97;2011-2;180.2
98;2011-3;180.12
99;2011-4;180.45
100;2011-5;183.63
101;2011-6;184.4
102;2011-7;187.25
103;2011-8;189.67
104;2011-9;189.93
105;2011-10;191.96
106;2011-11;194.1
107;2011-12;195.14
108;2012-1;199.24
109;2012-2;201.7
110;2012-3;200.39
111;2012-4;201.93
112;2012-5;202.1
113;2012-6;203.95
114;2012-7;210.94
115;2012-8;216.24
116;2012-9;231.52
117;2012-10;239.8
118;2012-11;254.86
119;2012-12;260.6
120;2013-1;268.25
121;2013-2;270.89
122;2013-3;274.69
123;2013-4;275.35
124;2013-5;273.78
125;2013-6;270.38
126;2013-7;275.3
127;2013-8;278.83
128;2013-9;275.01
129;2013-10;275.87
130;2013-11;275.18
131;2013-12;273.51
132;2014-1;271.63
133;2014-2;270.36
134;2014-3;277.29
135;2014-4;278.07
136;2014-5;273.48
137;2014-6;272.12
138;2014-7;267.54
139;2014-8;263.62
140;2014-9;260.59
141;2014-10;260.9
142;2014-11;260.88
143;2014-12;261.27
144;2015-1;265.81
145;2015-2;268.07
146;2015-3;268.45
147;2015-4;275.2
148;2015-5;284.44
149;2015-6;284.33
150;2015-7;303.2
151;2015-8;319.28
152;2015-9;338.82
153;2015-10;364.88
154;2015-11;388.38
155;2015-12;400.97
156;2016-1;423.08
157;2016-2;438.77
158;2016-3;449.65
159;2016-4;464.23
160;2016-5;467.61
161;2016-6;462.42
162;2016-7;469.28
163;2016-8;467.48
164;2016-9;465.64
165;2016-10;467.08
166;2016-11;464.04
167;2016-12;466.28
168;2017-1;472.08
169;2017-2;474.91
170;2017-3;472.51
171;2017-4;442.45
172;2017-5;413.05
173;2017-6;409.71
174;2017-7;407.73
175;2017-8;408.89
176;2017-9;407.65
177;2017-10;409.51
178;2017-11;413.27
179;2017-12;412.22
180;2018-1;443.35
181;2018-2;445.73
182;2018-3;450.87
183;2018-4;450.13
184;2018-5;453.44
185;2018-6;459.51
186;2018-7;466.59
187;2018-8;478.04
188;2018-9;499.7
189;2018-10;525.54
190;2018-11;520.74
191;2018-12;520.01
192;2019-1;538.78
193;2019-2;543.82
194;2019-3;552.15
195;2019-4;557.48
196;2019-5;561.94
197;2019-6;564.18
198;2019-7;568.07
199;2019-8;573.21
200;2019-9;581.09
201;2019-10;582.21
202;2019-11;578.58
203;2019-12;574.0
204;2020-1;593.34
205;2020-2;586.35
206;2020-3;585.26
207;2020-4;581.18
208;2020-5;579.32
209;2020-6;578.26
210;2020-7;569.73
211;2020-8;570.36
212;2020-9;583.18
213;2020-10;589.71
214;2020-11;594.11
215;2020-12;599.32
216;2021-1;614.25
217;2021-2;597.84
218;2021-3;589.39
219;2021-4;581.26
220;2021-5;585.38
221;2021-6;596.46
222;2021-7;589.86
223;2021-8;592.12
224;2021-9;596.56
225;2021-10;617.32
226;2021-11;651.79
227;2021-12;821.79
228;2022-1;888.2
229;2022-2;963.04
230;2022-3;1004.47
231;2022-4;1077.66
232;2022-5;1138.36
233;2022-6;1361.38
234;2022-7;1451.24
235;2022-8;1500.68
236;2022-9;1649.05
237;2022-10;1698.73
238;2022-11;1741.02
239;2022-12;1808.02
240;2023-1;1893.87
241;2023-2;1934.47
242;2023-3;1945.46
243;2023-4;1977.99
244;2023-5;2137.41
245;2023-6;2190.91
246;2023-7;2335.61
247;2023-8;2367.31
