;Tarih;TP_DK_CNY_S
1328;08-11-2015;
1329;09-11-2015;0.4555
1330;10-11-2015;0.46225
1331;11-11-2015;0.46089
1332;12-11-2015;0.45744
1333;13-11-2015;0.45503
1334;14-11-2015;
1335;15-11-2015;
1336;16-11-2015;0.45341
1337;17-11-2015;0.45502
1338;18-11-2015;0.45359
1339;19-11-2015;0.45201
1340;20-11-2015;0.4497
1341;21-11-2015;
1342;22-11-2015;
1343;23-11-2015;0.44654
1344;24-11-2015;0.4483
1345;25-11-2015;0.45232
1346;26-11-2015;0.45431
1347;27-11-2015;0.45737
1348;28-11-2015;
1349;29-11-2015;
1350;30-11-2015;0.45992
1351;01-12-2015;0.45834
1352;02-12-2015;0.45536
1353;03-12-2015;0.45297
1354;04-12-2015;0.45374
1355;05-12-2015;
1356;06-12-2015;
1357;07-12-2015;0.4552
1358;08-12-2015;0.45427
1359;09-12-2015;0.45717
1360;10-12-2015;0.4562
1361;11-12-2015;0.45535
1362;12-12-2015;
1363;13-12-2015;
1364;14-12-2015;0.4597
1365;15-12-2015;0.46273
1366;16-12-2015;0.4631
1367;17-12-2015;0.46116
1368;18-12-2015;0.45545
1369;19-12-2015;
1370;20-12-2015;
1371;21-12-2015;0.4543
1372;22-12-2015;0.45185
1373;23-12-2015;0.45479
1374;24-12-2015;0.45508
1375;25-12-2015;0.45394
1376;26-12-2015;
1377;27-12-2015;
1378;28-12-2015;0.45305
1379;29-12-2015;0.4527
1380;30-12-2015;0.45179
1381;31-12-2015;0.45128
1382;01-01-2016;
1383;02-01-2016;
1384;03-01-2016;
1385;04-01-2016;0.45272
1386;05-01-2016;0.45383
1387;06-01-2016;0.45951
1388;07-01-2016;0.46169
1389;08-01-2016;0.46098
1390;09-01-2016;
1391;10-01-2016;
1392;11-01-2016;0.45666
1393;12-01-2016;0.46252
1394;13-01-2016;0.46443
1395;14-01-2016;0.46173
1396;15-01-2016;0.46276
1397;16-01-2016;
1398;17-01-2016;
1399;18-01-2016;0.46444
1400;19-01-2016;0.46501
1401;20-01-2016;0.4631
1402;21-01-2016;0.46691
1403;22-01-2016;0.46529
1404;23-01-2016;
1405;24-01-2016;
1406;25-01-2016;0.461
1407;26-01-2016;0.46084
1408;27-01-2016;0.46237
1409;28-01-2016;0.45909
1410;29-01-2016;0.45631
1411;30-01-2016;
1412;31-01-2016;
1413;01-02-2016;0.45353
1414;02-02-2016;0.45437
1415;03-02-2016;0.45204
1416;04-02-2016;0.45143
1417;05-02-2016;0.44483
1418;06-02-2016;
1419;07-02-2016;
1420;08-02-2016;0.44535
1421;09-02-2016;0.44893
1422;10-02-2016;0.45163
1423;11-02-2016;0.44807
1424;12-02-2016;0.44881
1425;13-02-2016;
1426;14-02-2016;
1427;15-02-2016;0.4479
1428;16-02-2016;0.45669
1429;17-02-2016;0.45648
1430;18-02-2016;0.4575
1431;19-02-2016;0.45765
1432;20-02-2016;
1433;21-02-2016;
1434;22-02-2016;0.45818
1435;23-02-2016;0.455
1436;24-02-2016;0.45306
1437;25-02-2016;0.45295
1438;26-02-2016;0.4517
1439;27-02-2016;
1440;28-02-2016;
1441;29-02-2016;0.45134
1442;01-03-2016;0.45542
1443;02-03-2016;0.45312
1444;03-03-2016;0.45169
1445;04-03-2016;0.44994
1446;05-03-2016;
1447;06-03-2016;
1448;07-03-2016;0.45048
1449;08-03-2016;0.45141
1450;09-03-2016;0.45217
1451;10-03-2016;0.44981
1452;11-03-2016;0.44642
1453;12-03-2016;
1454;13-03-2016;
1455;14-03-2016;0.44534
1456;15-03-2016;0.4466
1457;16-03-2016;0.4463
1458;17-03-2016;0.44934
1459;18-03-2016;0.44364
1460;19-03-2016;
1461;20-03-2016;
1462;21-03-2016;0.44413
1463;22-03-2016;0.44601
1464;23-03-2016;0.44568
1465;24-03-2016;0.44481
1466;25-03-2016;0.44527
1467;26-03-2016;
1468;27-03-2016;
1469;28-03-2016;0.44398
1470;29-03-2016;0.44421
1471;30-03-2016;0.44407
1472;31-03-2016;0.44059
1473;01-04-2016;0.44033
1474;02-04-2016;
1475;03-04-2016;
1476;04-04-2016;0.43943
1477;05-04-2016;0.43833
1478;06-04-2016;0.44003
1479;07-04-2016;0.44154
1480;08-04-2016;0.4427
1481;09-04-2016;
1482;10-04-2016;
1483;11-04-2016;0.44449
1484;12-04-2016;0.44119
1485;13-04-2016;0.44072
1486;14-04-2016;0.4434
1487;15-04-2016;0.44417
1488;16-04-2016;
1489;17-04-2016;
1490;18-04-2016;0.44385
1491;19-04-2016;0.44343
1492;20-04-2016;0.44106
1493;21-04-2016;0.44046
1494;22-04-2016;0.43876
1495;23-04-2016;
1496;24-04-2016;
1497;25-04-2016;0.43885
1498;26-04-2016;0.44121
1499;27-04-2016;0.43966
1500;28-04-2016;0.43718
1501;29-04-2016;0.43773
1502;30-04-2016;
1503;01-05-2016;
1504;02-05-2016;0.43516
1505;03-05-2016;0.43458
1506;04-05-2016;0.43648
1507;05-05-2016;0.44307
1508;06-05-2016;0.45225
1509;07-05-2016;
1510;08-05-2016;
1511;09-05-2016;0.45243
1512;10-05-2016;0.45249
1513;11-05-2016;0.45422
1514;12-05-2016;0.45853
1515;13-05-2016;0.45606
1516;14-05-2016;
1517;15-05-2016;
1518;16-05-2016;0.45708
1519;17-05-2016;0.45884
1520;18-05-2016;0.45779
1521;19-05-2016;
1522;20-05-2016;0.45902
1523;21-05-2016;
1524;22-05-2016;
1525;23-05-2016;0.45816
1526;24-05-2016;0.45858
1527;25-05-2016;0.45829
1528;26-05-2016;0.45184
1529;27-05-2016;0.45082
1530;28-05-2016;
1531;29-05-2016;
1532;30-05-2016;0.4515
1533;31-05-2016;0.45242
1534;01-06-2016;0.45176
1535;02-06-2016;0.45123
1536;03-06-2016;0.44996
1537;04-06-2016;
1538;05-06-2016;
1539;06-06-2016;0.45063
1540;07-06-2016;0.44618
1541;08-06-2016;0.44422
1542;09-06-2016;0.44303
1543;10-06-2016;0.44431
1544;11-06-2016;
1545;12-06-2016;
1546;13-06-2016;0.44675
1547;14-06-2016;0.44695
1548;15-06-2016;0.4478
1549;16-06-2016;0.44774
1550;17-06-2016;0.4482
1551;18-06-2016;
1552;19-06-2016;
1553;20-06-2016;0.44793
1554;21-06-2016;0.44372
1555;22-06-2016;0.4434
1556;23-06-2016;0.44473
1557;24-06-2016;0.44109
1558;25-06-2016;
1559;26-06-2016;
1560;27-06-2016;0.44556
1561;28-06-2016;0.44517
1562;29-06-2016;0.44135
1563;30-06-2016;0.43849
1564;01-07-2016;0.43737
1565;02-07-2016;
1566;03-07-2016;
1567;04-07-2016;0.43637
1568;05-07-2016;
1569;06-07-2016;
1570;07-07-2016;
1571;08-07-2016;0.43637
1572;09-07-2016;
1573;10-07-2016;
1574;11-07-2016;0.44008
1575;12-07-2016;0.43647
1576;13-07-2016;0.4352
1577;14-07-2016;0.43588
1578;15-07-2016;0.43561
1579;16-07-2016;
1580;17-07-2016;
1581;18-07-2016;0.43468
1582;19-07-2016;0.44326
1583;20-07-2016;0.44802
1584;21-07-2016;0.4567
1585;22-07-2016;0.46379
1586;23-07-2016;
1587;24-07-2016;
1588;25-07-2016;0.46162
1589;26-07-2016;0.45728
1590;27-07-2016;0.45809
1591;28-07-2016;0.45881
1592;29-07-2016;0.45642
1593;30-07-2016;
1594;31-07-2016;
1595;01-08-2016;0.45625
1596;02-08-2016;0.45206
1597;03-08-2016;0.45409
1598;04-08-2016;0.45695
1599;05-08-2016;0.45831
1600;06-08-2016;
1601;07-08-2016;
1602;08-08-2016;0.45487
1603;09-08-2016;0.45135
1604;10-08-2016;0.45037
1605;11-08-2016;0.44844
1606;12-08-2016;0.44939
1607;13-08-2016;
1608;14-08-2016;
1609;15-08-2016;0.44809
1610;16-08-2016;0.44768
1611;17-08-2016;0.44552
1612;18-08-2016;0.44557
1613;19-08-2016;0.44413
1614;20-08-2016;
1615;21-08-2016;
1616;22-08-2016;0.44468
1617;23-08-2016;0.44566
1618;24-08-2016;0.44525
1619;25-08-2016;0.44718
1620;26-08-2016;0.44477
1621;27-08-2016;
1622;28-08-2016;
1623;29-08-2016;0.44318
1624;30-08-2016;
1625;31-08-2016;0.44565
1626;01-09-2016;0.44564
1627;02-09-2016;0.44577
1628;03-09-2016;
1629;04-09-2016;
1630;05-09-2016;0.44611
1631;06-09-2016;0.44419
1632;07-09-2016;0.44326
1633;08-09-2016;0.44277
1634;09-09-2016;0.44367
1635;10-09-2016;
1636;11-09-2016;
1637;12-09-2016;
1638;13-09-2016;
1639;14-09-2016;
1640;15-09-2016;
1641;16-09-2016;0.44568
1642;17-09-2016;
1643;18-09-2016;
1644;19-09-2016;0.44801
1645;20-09-2016;0.4491
1646;21-09-2016;0.44914
1647;22-09-2016;0.44901
1648;23-09-2016;0.44509
1649;24-09-2016;
1650;25-09-2016;
1651;26-09-2016;0.44515
1652;27-09-2016;0.45081
1653;28-09-2016;0.44881
1654;29-09-2016;0.44939
1655;30-09-2016;0.45261
1656;01-10-2016;
1657;02-10-2016;
1658;03-10-2016;0.45312
1659;04-10-2016;0.45354
1660;05-10-2016;0.45742
1661;06-10-2016;0.46111
1662;07-10-2016;0.46064
1663;08-10-2016;
1664;09-10-2016;
1665;10-10-2016;0.46063
1666;11-10-2016;0.45963
1667;12-10-2016;0.46207
1668;13-10-2016;0.46206
1669;14-10-2016;0.46367
1670;15-10-2016;
1671;16-10-2016;
1672;17-10-2016;0.46238
1673;18-10-2016;0.46288
1674;19-10-2016;0.46239
1675;20-10-2016;0.46029
1676;21-10-2016;0.45858
1677;22-10-2016;
1678;23-10-2016;
1679;24-10-2016;0.45791
1680;25-10-2016;0.4571
1681;26-10-2016;0.45756
1682;27-10-2016;0.45805
1683;28-10-2016;0.46059
1684;29-10-2016;
1685;30-10-2016;
1686;31-10-2016;0.46059
1687;01-11-2016;0.46154
1688;02-11-2016;0.46077
1689;03-11-2016;0.46354
1690;04-11-2016;0.46372
1691;05-11-2016;
1692;06-11-2016;
1693;07-11-2016;0.46727
1694;08-11-2016;0.4689
1695;09-11-2016;0.47149
1696;10-11-2016;0.47381
1697;11-11-2016;0.4752
1698;12-11-2016;
1699;13-11-2016;
1700;14-11-2016;0.48201
1701;15-11-2016;0.48288
1702;16-11-2016;0.48077
1703;17-11-2016;0.48451
1704;18-11-2016;0.48541
1705;19-11-2016;
1706;20-11-2016;
1707;21-11-2016;0.49487
1708;22-11-2016;0.49293
1709;23-11-2016;0.49123
1710;24-11-2016;0.49411
1711;25-11-2016;0.49575
1712;26-11-2016;
1713;27-11-2016;
1714;28-11-2016;0.50101
1715;29-11-2016;0.49864
1716;30-11-2016;0.49966
1717;01-12-2016;0.5001
1718;02-12-2016;0.50395
1719;03-12-2016;
1720;04-12-2016;
1721;05-12-2016;0.51305
1722;06-12-2016;0.51707
1723;07-12-2016;0.51409
1724;08-12-2016;0.50194
1725;09-12-2016;0.49311
1726;10-12-2016;
1727;11-12-2016;
1728;12-12-2016;0.50387
1729;13-12-2016;0.51242
1730;14-12-2016;0.50679
1731;15-12-2016;0.50767
1732;16-12-2016;0.51087
1733;17-12-2016;
1734;18-12-2016;
1735;19-12-2016;0.50612
1736;20-12-2016;0.50678
1737;21-12-2016;0.50902
1738;22-12-2016;0.50882
1739;23-12-2016;0.50832
1740;24-12-2016;
1741;25-12-2016;
1742;26-12-2016;0.50857
1743;27-12-2016;0.50799
1744;28-12-2016;0.5092
1745;29-12-2016;0.51161
1746;30-12-2016;0.51165
1747;31-12-2016;
1748;01-01-2017;
1749;02-01-2017;0.51034
1750;03-01-2017;0.5126
1751;04-01-2017;0.51744
1752;05-01-2017;0.51869
1753;06-01-2017;0.52581
1754;07-01-2017;
1755;08-01-2017;
1756;09-01-2017;0.52569
1757;10-01-2017;0.53779
1758;11-01-2017;0.54733
1759;12-01-2017;0.5597
1760;13-01-2017;0.56096
1761;14-01-2017;
1762;15-01-2017;
1763;16-01-2017;0.55498
1764;17-01-2017;0.54935
1765;18-01-2017;0.55492
1766;19-01-2017;0.5564
1767;20-01-2017;0.55651
1768;21-01-2017;
1769;22-01-2017;
1770;23-01-2017;0.55925
1771;24-01-2017;0.55368
1772;25-01-2017;0.55112
1773;26-01-2017;0.55675
1774;27-01-2017;0.56142
1775;28-01-2017;
1776;29-01-2017;
1777;30-01-2017;0.56768
1778;31-01-2017;0.56102
1779;01-02-2017;0.55444
1780;02-02-2017;0.55257
1781;03-02-2017;0.54657
1782;04-02-2017;
1783;05-02-2017;
1784;06-02-2017;0.54867
1785;07-02-2017;0.54
1786;08-02-2017;0.54306
1787;09-02-2017;0.54799
1788;10-02-2017;0.54355
1789;11-02-2017;
1790;12-02-2017;
1791;13-02-2017;0.53814
1792;14-02-2017;0.53991
1793;15-02-2017;0.53538
1794;16-02-2017;0.53475
1795;17-02-2017;0.53908
1796;18-02-2017;
1797;19-02-2017;
1798;20-02-2017;0.53772
1799;21-02-2017;0.53047
1800;22-02-2017;0.52959
1801;23-02-2017;0.52874
1802;24-02-2017;0.52363
1803;25-02-2017;
1804;26-02-2017;
1805;27-02-2017;0.5232
1806;28-02-2017;0.52608
1807;01-03-2017;0.52912
1808;02-03-2017;0.53174
1809;03-03-2017;0.53875
1810;04-03-2017;
1811;05-03-2017;
1812;06-03-2017;0.54334
1813;07-03-2017;0.5422
1814;08-03-2017;0.53793
1815;09-03-2017;0.54008
1816;10-03-2017;0.54687
1817;11-03-2017;
1818;12-03-2017;
1819;13-03-2017;0.54568
1820;14-03-2017;0.54527
1821;15-03-2017;0.54566
1822;16-03-2017;0.54346
1823;17-03-2017;0.53617
1824;18-03-2017;
1825;19-03-2017;
1826;20-03-2017;0.52604
1827;21-03-2017;0.52896
1828;22-03-2017;0.52767
1829;23-03-2017;0.53035
1830;24-03-2017;0.52849
1831;25-03-2017;
1832;26-03-2017;
1833;27-03-2017;0.5292
1834;28-03-2017;0.52644
1835;29-03-2017;0.52948
1836;30-03-2017;0.53243
1837;31-03-2017;0.53197
1838;01-04-2017;
1839;02-04-2017;
1840;03-04-2017;0.53165
1841;04-04-2017;0.53208
1842;05-04-2017;0.53288
1843;06-04-2017;0.53723
1844;07-04-2017;0.54149
1845;08-04-2017;
1846;09-04-2017;
1847;10-04-2017;0.54339
1848;11-04-2017;0.54366
1849;12-04-2017;0.54231
1850;13-04-2017;0.53724
1851;14-04-2017;0.53496
1852;15-04-2017;
1853;16-04-2017;
1854;17-04-2017;0.53834
1855;18-04-2017;0.53514
1856;19-04-2017;0.53893
1857;20-04-2017;0.53579
1858;21-04-2017;0.53239
1859;22-04-2017;
1860;23-04-2017;
1861;24-04-2017;0.53253
1862;25-04-2017;0.5256
1863;26-04-2017;0.52423
1864;27-04-2017;0.52413
1865;28-04-2017;0.51997
1866;29-04-2017;
1867;30-04-2017;
1868;01-05-2017;
1869;02-05-2017;0.51865
1870;03-05-2017;0.51641
1871;04-05-2017;0.51615
1872;05-05-2017;0.51757
1873;06-05-2017;
1874;07-05-2017;
1875;08-05-2017;0.51969
1876;09-05-2017;0.51768
1877;10-05-2017;0.52407
1878;11-05-2017;0.52505
1879;12-05-2017;0.52154
1880;13-05-2017;
1881;14-05-2017;
1882;15-05-2017;0.52341
1883;16-05-2017;0.51947
1884;17-05-2017;0.51836
1885;18-05-2017;0.51983
1886;19-05-2017;
1887;20-05-2017;
1888;21-05-2017;
1889;22-05-2017;0.52807
1890;23-05-2017;0.52062
1891;24-05-2017;0.52136
1892;25-05-2017;0.52117
1893;26-05-2017;0.52186
1894;27-05-2017;
1895;28-05-2017;
1896;29-05-2017;0.52366
1897;30-05-2017;0.52534
1898;31-05-2017;0.52376
1899;01-06-2017;0.52203
1900;02-06-2017;0.52276
1901;03-06-2017;
1902;04-06-2017;
1903;05-06-2017;0.52125
1904;06-06-2017;0.51914
1905;07-06-2017;0.52354
1906;08-06-2017;0.52147
1907;09-06-2017;0.525
1908;10-06-2017;
1909;11-06-2017;
1910;12-06-2017;0.52193
1911;13-06-2017;0.52147
1912;14-06-2017;0.52123
1913;15-06-2017;0.52083
1914;16-06-2017;0.51901
1915;17-06-2017;
1916;18-06-2017;
1917;19-06-2017;0.5193
1918;20-06-2017;0.51755
1919;21-06-2017;0.51955
1920;22-06-2017;0.52151
1921;23-06-2017;0.51871
1922;24-06-2017;
1923;25-06-2017;
1924;26-06-2017;
1925;27-06-2017;
1926;28-06-2017;0.51556
1927;29-06-2017;0.52161
1928;30-06-2017;0.52109
1929;01-07-2017;
1930;02-07-2017;
1931;03-07-2017;0.52259
1932;04-07-2017;0.52364
1933;05-07-2017;0.5258
1934;06-07-2017;0.53023
1935;07-07-2017;0.53638
1936;08-07-2017;
1937;09-07-2017;
1938;10-07-2017;0.53782
1939;11-07-2017;0.53363
1940;12-07-2017;0.53778
1941;13-07-2017;0.53461
1942;14-07-2017;0.52966
1943;15-07-2017;
1944;16-07-2017;
1945;17-07-2017;0.52887
1946;18-07-2017;0.52625
1947;19-07-2017;0.52604
1948;20-07-2017;0.52588
1949;21-07-2017;0.52545
1950;22-07-2017;
1951;23-07-2017;
1952;24-07-2017;0.52537
1953;25-07-2017;0.52885
1954;26-07-2017;0.53093
1955;27-07-2017;0.53054
1956;28-07-2017;0.52726
1957;29-07-2017;
1958;30-07-2017;
1959;31-07-2017;0.52725
1960;01-08-2017;0.52756
1961;02-08-2017;0.52724
1962;03-08-2017;0.52883
1963;04-08-2017;0.53009
1964;05-08-2017;
1965;06-08-2017;
1966;07-08-2017;0.52907
1967;08-08-2017;0.52914
1968;09-08-2017;0.53008
1969;10-08-2017;0.53375
1970;11-08-2017;0.5348
1971;12-08-2017;
1972;13-08-2017;
1973;14-08-2017;0.53548
1974;15-08-2017;0.53259
1975;16-08-2017;0.53198
1976;17-08-2017;0.53113
1977;18-08-2017;0.53105
1978;19-08-2017;
1979;20-08-2017;
1980;21-08-2017;0.53141
1981;22-08-2017;0.53013
1982;23-08-2017;0.52898
1983;24-08-2017;0.52854
1984;25-08-2017;0.52593
1985;26-08-2017;
1986;27-08-2017;
1987;28-08-2017;0.52608
1988;29-08-2017;0.5234
1989;30-08-2017;
1990;31-08-2017;0.52545
1991;01-09-2017;
1992;02-09-2017;
1993;03-09-2017;
1994;04-09-2017;
1995;05-09-2017;0.52545
1996;06-09-2017;0.52918
1997;07-09-2017;0.53075
1998;08-09-2017;0.53021
1999;09-09-2017;
2000;10-09-2017;
2001;11-09-2017;0.53152
2002;12-09-2017;0.52462
2003;13-09-2017;0.52823
2004;14-09-2017;0.52972
2005;15-09-2017;0.53104
2006;16-09-2017;
2007;17-09-2017;
2008;18-09-2017;0.52841
2009;19-09-2017;0.53
2010;20-09-2017;0.53392
2011;21-09-2017;0.53266
2012;22-09-2017;0.53625
2013;23-09-2017;
2014;24-09-2017;
2015;25-09-2017;0.5328
2016;26-09-2017;0.53517
2017;27-09-2017;0.53714
2018;28-09-2017;0.54108
2019;29-09-2017;0.53972
2020;30-09-2017;
2021;01-10-2017;
2022;02-10-2017;0.53782
2023;03-10-2017;0.54141
2024;04-10-2017;0.54176
2025;05-10-2017;0.53955
2026;06-10-2017;0.54032
2027;07-10-2017;
2028;08-10-2017;
2029;09-10-2017;0.54571
2030;10-10-2017;0.56186
2031;11-10-2017;0.56324
2032;12-10-2017;0.56184
2033;13-10-2017;0.55749
2034;14-10-2017;
2035;15-10-2017;
2036;16-10-2017;0.55798
2037;17-10-2017;0.55662
2038;18-10-2017;0.5563
2039;19-10-2017;0.55897
2040;20-10-2017;0.55682
2041;21-10-2017;
2042;22-10-2017;
2043;23-10-2017;0.55702
2044;24-10-2017;0.56134
2045;25-10-2017;0.5637
2046;26-10-2017;0.56572
2047;27-10-2017;0.57194
2048;28-10-2017;
2049;29-10-2017;
2050;30-10-2017;0.57809
2051;31-10-2017;0.57147
2052;01-11-2017;0.57369
2053;02-11-2017;0.58006
2054;03-11-2017;0.58049
2055;04-11-2017;
2056;05-11-2017;
2057;06-11-2017;0.58082
2058;07-11-2017;0.58604
2059;08-11-2017;0.58514
2060;09-11-2017;0.5895
2061;10-11-2017;0.58487
2062;11-11-2017;
2063;12-11-2017;
2064;13-11-2017;0.5862
2065;14-11-2017;0.58636
2066;15-11-2017;0.58667
2067;16-11-2017;0.59032
2068;17-11-2017;0.58759
2069;18-11-2017;
2070;19-11-2017;
2071;20-11-2017;0.58916
2072;21-11-2017;0.59051
2073;22-11-2017;0.60013
2074;23-11-2017;0.60288
2075;24-11-2017;0.59901
2076;25-11-2017;
2077;26-11-2017;
2078;27-11-2017;0.60064
2079;28-11-2017;0.59942
2080;29-11-2017;0.59874
2081;30-11-2017;0.60304
2082;01-12-2017;0.60017
2083;02-12-2017;
2084;03-12-2017;
2085;04-12-2017;0.59941
2086;05-12-2017;0.59658
2087;06-12-2017;0.58836
2088;07-12-2017;0.58679
2089;08-12-2017;0.58784
2090;09-12-2017;
2091;10-12-2017;
2092;11-12-2017;0.58681
2093;12-12-2017;0.58269
2094;13-12-2017;0.58256
2095;14-12-2017;0.58428
2096;15-12-2017;0.58415
2097;16-12-2017;
2098;17-12-2017;
2099;18-12-2017;0.5883
2100;19-12-2017;0.58636
2101;20-12-2017;0.58469
2102;21-12-2017;0.58687
2103;22-12-2017;0.58494
2104;23-12-2017;
2105;24-12-2017;
2106;25-12-2017;0.58392
2107;26-12-2017;0.58652
2108;27-12-2017;0.58514
2109;28-12-2017;0.5869
2110;29-12-2017;0.58731
2111;30-12-2017;
2112;31-12-2017;
2113;01-01-2018;
2114;02-01-2018;0.58376
2115;03-01-2018;0.58403
2116;04-01-2018;0.58283
2117;05-01-2018;0.58296
2118;06-01-2018;
2119;07-01-2018;
2120;08-01-2018;0.58164
2121;09-01-2018;0.58088
2122;10-01-2018;0.58016
2123;11-01-2018;0.58514
2124;12-01-2018;0.58687
2125;13-01-2018;
2126;14-01-2018;
2127;15-01-2018;0.58622
2128;16-01-2018;0.58857
2129;17-01-2018;0.59692
2130;18-01-2018;0.59703
2131;19-01-2018;0.59517
2132;20-01-2018;
2133;21-01-2018;
2134;22-01-2018;0.59459
2135;23-01-2018;0.59926
2136;24-01-2018;0.59584
2137;25-01-2018;0.59291
2138;26-01-2018;0.59585
2139;27-01-2018;
2140;28-01-2018;
2141;29-01-2018;0.59553
2142;30-01-2018;0.60073
2143;31-01-2018;0.60139
2144;01-02-2018;0.60111
2145;02-02-2018;0.60098
2146;03-02-2018;
2147;04-02-2018;
2148;05-02-2018;0.6006
2149;06-02-2018;0.60263
2150;07-02-2018;0.60633
2151;08-02-2018;0.60659
2152;09-02-2018;0.60643
2153;10-02-2018;
2154;11-02-2018;
2155;12-02-2018;0.60932
2156;13-02-2018;0.60656
2157;14-02-2018;0.60299
2158;15-02-2018;0.6031
2159;16-02-2018;0.5986
2160;17-02-2018;
2161;18-02-2018;
2162;19-02-2018;0.59547
2163;20-02-2018;0.5956
2164;21-02-2018;0.59824
2165;22-02-2018;0.60057
2166;23-02-2018;0.60186
2167;24-02-2018;
2168;25-02-2018;
2169;26-02-2018;0.60109
2170;27-02-2018;0.60289
2171;28-02-2018;0.60402
2172;01-03-2018;0.60496
2173;02-03-2018;0.60463
2174;03-03-2018;
2175;04-03-2018;
2176;05-03-2018;0.60375
2177;06-03-2018;0.60641
2178;07-03-2018;0.60362
2179;08-03-2018;0.60504
2180;09-03-2018;0.60574
2181;10-03-2018;
2182;11-03-2018;
2183;12-03-2018;0.60679
2184;13-03-2018;0.60757
2185;14-03-2018;0.6138
2186;15-03-2018;0.6156
2187;16-03-2018;0.6198
2188;17-03-2018;
2189;18-03-2018;
2190;19-03-2018;0.62183
2191;20-03-2018;0.62627
2192;21-03-2018;0.62632
2193;22-03-2018;0.62501
2194;23-03-2018;0.62242
2195;24-03-2018;
2196;25-03-2018;
2197;26-03-2018;0.63095
2198;27-03-2018;0.63688
2199;28-03-2018;0.63872
2200;29-03-2018;0.6398
2201;30-03-2018;0.63996
2202;31-03-2018;
2203;01-04-2018;
2204;02-04-2018;0.63404
2205;03-04-2018;0.63477
2206;04-04-2018;0.63731
2207;05-04-2018;0.64052
2208;06-04-2018;0.6434
2209;07-04-2018;
2210;08-04-2018;
2211;09-04-2018;0.64752
2212;10-04-2018;0.64751
2213;11-04-2018;0.65165
2214;12-04-2018;0.66451
2215;13-04-2018;0.66185
2216;14-04-2018;
2217;15-04-2018;
2218;16-04-2018;0.65402
2219;17-04-2018;0.65662
2220;18-04-2018;0.65732
2221;19-04-2018;0.65654
2222;20-04-2018;0.64638
2223;21-04-2018;
2224;22-04-2018;
2225;23-04-2018;
2226;24-04-2018;0.64595
2227;25-04-2018;0.65228
2228;26-04-2018;0.64973
2229;27-04-2018;0.64761
2230;28-04-2018;
2231;29-04-2018;
2232;30-04-2018;0.64414
2233;01-05-2018;
2234;02-05-2018;0.64261
2235;03-05-2018;0.65278
2236;04-05-2018;0.66465
2237;05-05-2018;
2238;06-05-2018;
2239;07-05-2018;0.6742
2240;08-05-2018;0.67366
2241;09-05-2018;0.67749
2242;10-05-2018;0.67771
2243;11-05-2018;0.67623
2244;12-05-2018;
2245;13-05-2018;
2246;14-05-2018;0.67682
2247;15-05-2018;0.68666
2248;16-05-2018;0.69648
2249;17-05-2018;0.70476
2250;18-05-2018;0.70256
2251;19-05-2018;
2252;20-05-2018;
2253;21-05-2018;0.70556
2254;22-05-2018;0.71809
2255;23-05-2018;0.72402
2256;24-05-2018;0.76454
2257;25-05-2018;0.74205
2258;26-05-2018;
2259;27-05-2018;
2260;28-05-2018;0.74438
2261;29-05-2018;0.72401
2262;30-05-2018;0.72141
2263;31-05-2018;0.70313
2264;01-06-2018;0.7048
2265;02-06-2018;
2266;03-06-2018;
2267;04-06-2018;0.7211
2268;05-06-2018;0.72752
2269;06-06-2018;0.72489
2270;07-06-2018;0.72619
2271;08-06-2018;0.71683
2272;09-06-2018;
2273;10-06-2018;
2274;11-06-2018;0.70765
2275;12-06-2018;0.71009
2276;13-06-2018;0.71561
2277;14-06-2018;0.73126
2278;15-06-2018;
2279;16-06-2018;
2280;17-06-2018;
2281;18-06-2018;0.73126
2282;19-06-2018;0.73766
2283;20-06-2018;0.73993
2284;21-06-2018;0.73915
2285;22-06-2018;0.73653
2286;23-06-2018;
2287;24-06-2018;
2288;25-06-2018;0.72996
2289;26-06-2018;0.71489
2290;27-06-2018;0.71711
2291;28-06-2018;0.70732
2292;29-06-2018;0.70103
2293;30-06-2018;
2294;01-07-2018;
2295;02-07-2018;0.69399
2296;03-07-2018;0.69939
2297;04-07-2018;0.70459
2298;05-07-2018;0.71459
2299;06-07-2018;0.70457
2300;07-07-2018;
2301;08-07-2018;
2302;09-07-2018;0.6973
2303;10-07-2018;0.68958
2304;11-07-2018;0.71534
2305;12-07-2018;0.71749
2306;13-07-2018;0.7277
2307;14-07-2018;
2308;15-07-2018;
2309;16-07-2018;0.72901
2310;17-07-2018;0.72904
2311;18-07-2018;0.72915
2312;19-07-2018;0.71869
2313;20-07-2018;0.71786
2314;21-07-2018;
2315;22-07-2018;
2316;23-07-2018;0.71288
2317;24-07-2018;0.70561
2318;25-07-2018;0.70676
2319;26-07-2018;0.72213
2320;27-07-2018;0.71584
2321;28-07-2018;
2322;29-07-2018;
2323;30-07-2018;0.71684
2324;31-07-2018;0.721
2325;01-08-2018;0.72265
2326;02-08-2018;0.72883
2327;03-08-2018;0.74436
2328;04-08-2018;
2329;05-08-2018;
2330;06-08-2018;0.74468
2331;07-08-2018;0.75749
2332;08-08-2018;0.77624
2333;09-08-2018;0.77876
2334;10-08-2018;0.79724
2335;11-08-2018;
2336;12-08-2018;
2337;13-08-2018;0.87298
2338;14-08-2018;1.0073
2339;15-08-2018;0.95819
2340;16-08-2018;0.89478
2341;17-08-2018;0.84639
2342;18-08-2018;
