;Tarih;TP_DK_CNY_S
98;26-06-2012;0.28616
99;27-06-2012;0.286
100;28-06-2012;0.28459
101;29-06-2012;0.28692
102;30-06-2012;
103;01-07-2012;
104;02-07-2012;0.28568
105;03-07-2012;0.28477
106;04-07-2012;0.28352
107;05-07-2012;0.28387
108;06-07-2012;0.28471
109;07-07-2012;
110;08-07-2012;
111;09-07-2012;0.28566
112;10-07-2012;0.28598
113;11-07-2012;0.28578
114;12-07-2012;0.28422
115;13-07-2012;0.28501
116;14-07-2012;
117;15-07-2012;
118;16-07-2012;0.28505
119;17-07-2012;0.28432
120;18-07-2012;0.28385
121;19-07-2012;0.28392
122;20-07-2012;0.28287
123;21-07-2012;
124;22-07-2012;
125;23-07-2012;0.28327
126;24-07-2012;0.28479
127;25-07-2012;0.28579
128;26-07-2012;0.28564
129;27-07-2012;0.28556
130;28-07-2012;
131;29-07-2012;
132;30-07-2012;0.28505
133;31-07-2012;0.2837
134;01-08-2012;0.28206
135;02-08-2012;0.28173
136;03-08-2012;0.28239
137;04-08-2012;
138;05-08-2012;
139;06-08-2012;0.28058
140;07-08-2012;0.27917
141;08-08-2012;0.27986
142;09-08-2012;0.28122
143;10-08-2012;0.28065
144;11-08-2012;
145;12-08-2012;
146;13-08-2012;0.28139
147;14-08-2012;0.28148
148;15-08-2012;0.28222
149;16-08-2012;0.28322
150;17-08-2012;0.28246
151;18-08-2012;
152;19-08-2012;
153;20-08-2012;
154;21-08-2012;
155;22-08-2012;0.28285
156;23-08-2012;0.28266
157;24-08-2012;0.28221
158;25-08-2012;
159;26-08-2012;
160;27-08-2012;0.28307
161;28-08-2012;0.28319
162;29-08-2012;0.28352
163;30-08-2012;
164;31-08-2012;0.28589
165;01-09-2012;
166;02-09-2012;
167;03-09-2012;0.28664
168;04-09-2012;0.28714
169;05-09-2012;0.28645
170;06-09-2012;0.28724
171;07-09-2012;0.28666
172;08-09-2012;
173;09-09-2012;
174;10-09-2012;0.28487
175;11-09-2012;0.28412
176;12-09-2012;0.28474
177;13-09-2012;0.28481
178;14-09-2012;0.28594
179;15-09-2012;
180;16-09-2012;
181;17-09-2012;0.28419
182;18-09-2012;0.28452
183;19-09-2012;0.28516
184;20-09-2012;0.28408
185;21-09-2012;0.2858
186;22-09-2012;
187;23-09-2012;
188;24-09-2012;0.2847
189;25-09-2012;0.28533
190;26-09-2012;0.28455
191;27-09-2012;0.28463
192;28-09-2012;0.28411
193;29-09-2012;
194;30-09-2012;
195;01-10-2012;0.28532
196;02-10-2012;0.28589
197;03-10-2012;0.28529
198;04-10-2012;0.28532
199;05-10-2012;0.28737
200;06-10-2012;
201;07-10-2012;
202;08-10-2012;0.28608
203;09-10-2012;0.28785
204;10-10-2012;0.28866
205;11-10-2012;0.28912
206;12-10-2012;0.28875
207;13-10-2012;
208;14-10-2012;
209;15-10-2012;0.28844
210;16-10-2012;0.28862
211;17-10-2012;0.28881
212;18-10-2012;0.28801
213;19-10-2012;0.28792
214;20-10-2012;
215;21-10-2012;
216;22-10-2012;0.28747
217;23-10-2012;0.28696
218;24-10-2012;0.2881
219;25-10-2012;
220;26-10-2012;
221;27-10-2012;
222;28-10-2012;
223;29-10-2012;
224;30-10-2012;0.2881
225;31-10-2012;0.28866
226;01-11-2012;0.28761
227;02-11-2012;0.28727
228;03-11-2012;
229;04-11-2012;
230;05-11-2012;0.28687
231;06-11-2012;0.28642
232;07-11-2012;0.28447
233;08-11-2012;0.28454
234;09-11-2012;0.28588
235;10-11-2012;
236;11-11-2012;
237;12-11-2012;0.28653
238;13-11-2012;0.28846
239;14-11-2012;0.28997
240;15-11-2012;0.28952
241;16-11-2012;0.28886
242;17-11-2012;
243;18-11-2012;
244;19-11-2012;0.28888
245;20-11-2012;0.289
246;21-11-2012;0.28871
247;22-11-2012;0.28876
248;23-11-2012;0.28889
249;24-11-2012;
250;25-11-2012;
251;26-11-2012;0.2888
252;27-11-2012;0.28833
253;28-11-2012;0.28835
254;29-11-2012;0.28792
255;30-11-2012;0.28713
256;01-12-2012;
257;02-12-2012;
258;03-12-2012;0.28682
259;04-12-2012;0.28705
260;05-12-2012;0.28686
261;06-12-2012;0.28673
262;07-12-2012;0.28732
263;08-12-2012;
264;09-12-2012;
265;10-12-2012;0.28756
266;11-12-2012;0.28755
267;12-12-2012;0.28588
268;13-12-2012;0.28462
269;14-12-2012;0.28547
270;15-12-2012;
271;16-12-2012;
272;17-12-2012;0.28558
273;18-12-2012;0.28593
274;19-12-2012;0.28611
275;20-12-2012;0.2858
276;21-12-2012;0.28649
277;22-12-2012;
278;23-12-2012;
279;24-12-2012;0.28827
280;25-12-2012;0.28842
281;26-12-2012;0.28815
282;27-12-2012;0.28762
283;28-12-2012;0.28728
284;29-12-2012;
285;30-12-2012;
286;31-12-2012;0.28743
287;01-01-2013;
288;02-01-2013;0.2867
289;03-01-2013;0.28559
290;04-01-2013;0.28594
291;05-01-2013;
292;06-01-2013;
293;07-01-2013;0.28707
294;08-01-2013;0.28609
295;09-01-2013;0.28582
296;10-01-2013;0.28552
297;11-01-2013;0.28525
298;12-01-2013;
299;13-01-2013;
300;14-01-2013;0.28489
301;15-01-2013;0.28455
302;16-01-2013;0.28508
303;17-01-2013;0.28481
304;18-01-2013;0.28305
305;19-01-2013;
306;20-01-2013;
307;21-01-2013;0.28285
308;22-01-2013;0.28331
309;23-01-2013;0.28388
310;24-01-2013;0.28477
311;25-01-2013;0.28482
312;26-01-2013;
313;27-01-2013;
314;28-01-2013;0.28384
315;29-01-2013;0.28416
316;30-01-2013;0.28459
317;31-01-2013;0.28411
318;01-02-2013;0.28354
319;02-02-2013;
320;03-02-2013;
321;04-02-2013;0.28175
322;05-02-2013;0.28146
323;06-02-2013;0.28242
324;07-02-2013;0.28329
325;08-02-2013;0.28377
326;09-02-2013;
327;10-02-2013;
328;11-02-2013;0.28431
329;12-02-2013;0.28451
330;13-02-2013;0.28483
331;14-02-2013;0.28359
332;15-02-2013;0.28406
333;16-02-2013;
334;17-02-2013;
335;18-02-2013;0.28569
336;19-02-2013;0.28484
337;20-02-2013;0.28553
338;21-02-2013;0.28684
339;22-02-2013;0.28914
340;23-02-2013;
341;24-02-2013;
342;25-02-2013;0.28927
343;26-02-2013;0.29026
344;27-02-2013;0.29221
345;28-02-2013;0.292
346;01-03-2013;0.29074
347;02-03-2013;
348;03-03-2013;
349;04-03-2013;0.29156
350;05-03-2013;0.29164
351;06-03-2013;0.29066
352;07-03-2013;0.29023
353;08-03-2013;0.29102
354;09-03-2013;
355;10-03-2013;
356;11-03-2013;0.29095
357;12-03-2013;0.29208
358;13-03-2013;0.29205
359;14-03-2013;0.29279
360;15-03-2013;0.29384
361;16-03-2013;
362;17-03-2013;
363;18-03-2013;0.2932
364;19-03-2013;0.29395
365;20-03-2013;0.29418
366;21-03-2013;0.29495
367;22-03-2013;0.29424
368;23-03-2013;
369;24-03-2013;
