;Tarih;TP_DB_B31
0;1989-Q4;36.0
1;1990-Q1;42.0
2;1990-Q2;51.0
3;1990-Q3;60.0
4;1990-Q4;66.0
5;1991-Q1;74.0
6;1991-Q2;73.0
7;1991-Q3;83.0
8;1991-Q4;216.0
9;1992-Q1;199.0
10;1992-Q2;220.0
11;1992-Q3;225.0
12;1992-Q4;189.0
13;1993-Q1;173.0
14;1993-Q2;171.0
15;1993-Q3;175.0
16;1993-Q4;163.0
17;1994-Q1;155.0
18;1994-Q2;157.0
19;1994-Q3;146.0
20;1994-Q4;135.0
21;1995-Q1;136.0
22;1995-Q2;163.0
23;1995-Q3;137.0
24;1995-Q4;135.0
25;1996-Q1;143.0
26;1996-Q2;141.0
27;1996-Q3;180.0
28;1996-Q4;194.0
29;1997-Q1;200.0
30;1997-Q2;196.0
31;1997-Q3;198.0
32;1997-Q4;196.0
33;1998-Q1;190.0
34;1998-Q2;194.0
35;1998-Q3;238.0
36;1998-Q4;229.0
37;1999-Q1;236.0
38;1999-Q2;248.0
39;1999-Q3;248.0
40;1999-Q4;235.0
41;2000-Q1;226.0
42;2000-Q2;240.0
43;2000-Q3;222.0
44;2000-Q4;227.0
45;2001-Q1;219.0
46;2001-Q2;215.0
47;2001-Q3;215.0
48;2001-Q4;218.0
49;2002-Q1;206.0
50;2002-Q2;216.0
51;2002-Q3;215.0
52;2002-Q4;218.0
53;2003-Q1;216.0
54;2003-Q2;238.0
55;2003-Q3;239.0
56;2003-Q4;263.0
57;2004-Q1;237.0
58;2004-Q2;229.0
59;2004-Q3;213.0
60;2004-Q4;218.0
61;2005-Q1;188.0
62;2005-Q2;172.0
63;2005-Q3;156.0
64;2005-Q4;145.0
65;2006-Q1;128.0
66;2006-Q2;125.0
67;2006-Q3;110.0
68;2006-Q4;105.0
69;2007-Q1;99.0
70;2007-Q2;100.0
71;2007-Q3;94.0
72;2007-Q4;116.0
73;2008-Q1;140.0
74;2008-Q2;147.0
75;2008-Q3;144.0
76;2008-Q4;212.0
77;2009-Q1;198.0
78;2009-Q2;199.0
79;2009-Q3;197.0
80;2009-Q4;190.0
81;2010-Q1;174.0
82;2010-Q2;157.0
83;2010-Q3;155.0
84;2010-Q4;141.0
85;2011-Q1;147.0
86;2011-Q2;60.0
87;2011-Q3;65.0
88;2011-Q4;63.0
89;2012-Q1;65.0
90;2012-Q2;51.0
91;2012-Q3;53.0
92;2012-Q4;43.0
93;2013-Q1;42.0
94;2013-Q2;32.0
95;2013-Q3;33.0
96;2013-Q4;22.0
97;2014-Q1;22.0
98;2014-Q2;11.0
99;2014-Q3;10.0
100;2014-Q4;0.0
101;2015-Q1;0.0
102;2015-Q2;0.0
103;2015-Q3;0.0
104;2015-Q4;0.0
105;2016-Q1;0.0
106;2016-Q2;0.0
107;2016-Q3;0.0
108;2016-Q4;0.0
109;2017-Q1;0.0
110;2017-Q2;0.0
111;2017-Q3;0.0
112;2017-Q4;0.0
113;2018-Q1;0.0
114;2018-Q2;0.0
115;2018-Q3;0.0
116;2018-Q4;0.0
117;2019-Q1;109.0
118;2019-Q2;163.0
119;2019-Q3;188.0
120;2019-Q4;188.0
121;2020-Q1;9126.0
122;2020-Q2;9241.0
123;2020-Q3;9462.0
124;2020-Q4;10179.0
125;2021-Q1;9730.0
126;2021-Q2;9954.0
127;2021-Q3;9905.0
128;2021-Q4;9528.0
129;2022-Q1;9236.0
130;2022-Q2;8692.0
131;2022-Q3;8331.0
132;2022-Q4;9222.0
133;2023-Q1;9327.0
134;2023-Q2;9223.0
135;2023-Q3;8948.0
