;Tarih;TP_BEKODTUFE_BT16
0;2013-6;0.0
1;2013-7;0.0
2;2013-8;0.0
3;2013-9;0.63
4;2013-10;0.1
5;2013-11;0.0
6;2013-12;0.0
7;2014-1;1.4
8;2014-2;0.51
9;2014-3;0.33
10;2014-4;0.53
11;2014-5;0.35
12;2014-6;0.07
13;2014-7;1.4
14;2014-8;0.22
15;2014-9;0.2
16;2014-10;1.8
17;2014-11;0.04
18;2014-12;1.02
19;2015-1;0.01
20;2015-2;0.0
21;2015-3;0.0
22;2015-4;0.0
23;2015-5;0.0
24;2015-6;0.0
25;2015-7;0.31
26;2015-8;0.0
27;2015-9;0.0
28;2015-10;0.0
29;2015-11;0.21
30;2015-12;0.01
31;2016-1;0.52
32;2016-2;1.5
33;2016-3;0.29
34;2016-4;0.85
35;2016-5;0.92
36;2016-6;2.03
37;2016-7;0.32
38;2016-8;0.21
39;2016-9;0.0
40;2016-10;0.0
41;2016-11;1.77
42;2016-12;3.33
43;2017-1;3.89
44;2017-2;1.67
45;2017-3;1.33
46;2017-4;2.95
47;2017-5;5.77
48;2017-6;4.89
49;2017-7;4.76
50;2017-8;1.58
51;2017-9;6.14
52;2017-10;8.81
53;2017-11;12.04
54;2017-12;19.38
55;2018-1;21.28
56;2018-2;19.44
57;2018-3;25.88
58;2018-4;27.31
59;2018-5;24.48
60;2018-6;14.93
61;2018-7;4.11
62;2018-8;3.49
63;2018-9;0.14
64;2018-10;0.0
65;2018-11;0.0
66;2018-12;0.0
67;2019-1;0.0
68;2019-2;0.48
69;2019-3;0.99
70;2019-4;0.0
71;2019-5;0.0
72;2019-6;0.0
73;2019-7;1.09
74;2019-8;1.26
75;2019-9;6.59
76;2019-10;11.92
77;2019-11;15.64
78;2019-12;19.78
79;2020-1;25.53
80;2020-2;21.89
81;2020-3;19.82
82;2020-4;14.46
83;2020-5;17.65
84;2020-6;13.81
85;2020-7;17.51
86;2020-8;18.6
87;2020-9;17.47
88;2020-10;13.2685
89;2020-11;14.8181
90;2020-12;8.7058
91;2021-1;12.9757
92;2021-2;17.4944
93;2021-3;10.7085
94;2021-4;4.3647
95;2021-5;3.5225
96;2021-6;3.1771
97;2021-7;1.3294
98;2021-8;2.2666
99;2021-9;2.4555
100;2021-10;1.3575
101;2021-11;0.0
102;2021-12;0.0
103;2022-1;0.0
104;2022-2;0.0
105;2022-3;0.0
106;2022-4;0.0
107;2022-5;0.0
108;2022-6;0.0
109;2022-7;0.0
110;2022-8;0.0
111;2022-9;0.0
112;2022-10;0.0
113;2022-11;0.0
114;2022-12;0.0
115;2023-1;0.0
116;2023-2;0.0
117;2023-3;0.0
118;2023-4;0.0
119;2023-5;0.0
120;2023-6;0.0
121;2023-7;0.0
122;2023-8;0.0
123;2023-9;0.0
124;2023-10;0.0
125;2023-11;0.0
