;Tarih;TP_BEKODTUFE_BT57
0;2017-11;0.0
1;2017-12;0.25
2;2018-1;1.32
3;2018-2;0.08
4;2018-3;0.03
5;2018-4;0.03
6;2018-5;0.82
7;2018-6;3.66
8;2018-7;3.66
9;2018-8;13.04
10;2018-9;12.62
11;2018-10;7.3
12;2018-11;9.35
13;2018-12;10.65
14;2019-1;13.07
15;2019-2;10.03
16;2019-3;10.03
17;2019-4;6.82
18;2019-5;6.13
19;2019-6;6.86
20;2019-7;10.46
21;2019-8;9.41
22;2019-9;8.08
23;2019-10;6.63
24;2019-11;2.81
25;2019-12;0.69
26;2020-1;0.18
27;2020-2;1.41
28;2020-3;0.77
29;2020-4;1.4
30;2020-5;0.34
31;2020-6;0.33
32;2020-7;0.26
33;2020-8;0.65
34;2020-9;1.75
35;2020-10;1.5151
36;2020-11;0.4827
37;2020-12;1.7117
38;2021-1;0.6181
39;2021-2;1.975
40;2021-3;1.1647
41;2021-4;3.6322
42;2021-5;7.9636
43;2021-6;6.0645
44;2021-7;7.3812
45;2021-8;6.5448
46;2021-9;9.7125
47;2021-10;6.1741
48;2021-11;6.776
49;2021-12;7.1466
50;2022-1;3.1407
51;2022-2;0.6758
52;2022-3;0.6758
53;2022-4;1.1225
54;2022-5;0.6
55;2022-6;0.0
56;2022-7;1.8571
57;2022-8;2.7826
58;2022-9;1.7
59;2022-10;0.8909
60;2022-11;0.0
61;2022-12;0.0
62;2023-1;2.46
63;2023-2;0.5474
64;2023-3;1.0667
65;2023-4;2.3091
66;2023-5;1.4957
67;2023-6;3.9048
68;2023-7;3.4333
69;2023-8;0.0
70;2023-9;0.0
71;2023-10;0.0
72;2023-11;0.0
