;Tarih;TP_FG_J041
0;2003-1;92.17
1;2003-2;93.13
2;2003-3;93.92
3;2003-4;95.11
4;2003-5;96.58
5;2003-6;98.58
6;2003-7;100.35
7;2003-8;102.38
8;2003-9;104.7
9;2003-10;106.81
10;2003-11;107.83
11;2003-12;108.44
12;2004-1;111.52
13;2004-2;112.87
14;2004-3;114.06
15;2004-4;115.31
16;2004-5;117.04
17;2004-6;119.44
18;2004-7;122.12
19;2004-8;124.76
20;2004-9;126.73
21;2004-10;128.72
22;2004-11;129.75
23;2004-12;130.66
24;2005-1;133.14
25;2005-2;134.79
26;2005-3;136.23
27;2005-4;137.22
28;2005-5;138.92
29;2005-6;141.32
30;2005-7;144.04
31;2005-8;147.83
32;2005-9;151.3
33;2005-10;154.0
34;2005-11;155.8
35;2005-12;157.42
36;2006-1;159.49
37;2006-2;162.26
38;2006-3;163.84
39;2006-4;165.52
40;2006-5;167.5
41;2006-6;169.88
42;2006-7;173.56
43;2006-8;177.0
44;2006-9;181.21
45;2006-10;184.22
46;2006-11;186.84
47;2006-12;188.92
48;2007-1;191.92
49;2007-2;194.45
50;2007-3;196.37
51;2007-4;198.45
52;2007-5;200.8
53;2007-6;202.91
54;2007-7;205.81
55;2007-8;208.71
56;2007-9;212.17
57;2007-10;215.33
58;2007-11;217.52
59;2007-12;219.17
60;2008-1;221.53
61;2008-2;223.73
62;2008-3;225.29
63;2008-4;227.02
64;2008-5;228.96
65;2008-6;231.46
66;2008-7;234.0
67;2008-8;236.52
68;2008-9;239.75
69;2008-10;242.66
70;2008-11;244.18
71;2008-12;245.14
72;2009-1;246.98
73;2009-2;248.05
74;2009-3;248.84
75;2009-4;249.68
76;2009-5;250.68
77;2009-6;251.68
78;2009-7;252.86
79;2009-8;254.16
80;2009-9;255.29
81;2009-10;256.48
82;2009-11;257.43
83;2009-12;258.09
84;2010-1;259.11
85;2010-2;259.84
86;2010-3;260.58
87;2010-4;261.22
88;2010-5;261.8
89;2010-6;262.28
90;2010-7;263.42
91;2010-8;264.5
92;2010-9;265.7
93;2010-10;266.77
94;2010-11;267.78
95;2010-12;268.31
96;2011-1;269.31
97;2011-2;270.23
98;2011-3;271.2
99;2011-4;271.97
100;2011-5;272.9
101;2011-6;273.89
102;2011-7;275.05
103;2011-8;275.93
104;2011-9;277.59
105;2011-10;279.03
106;2011-11;280.21
107;2011-12;280.96
108;2012-1;281.93
109;2012-2;282.91
110;2012-3;283.46
111;2012-4;284.55
112;2012-5;285.5
113;2012-6;287.05
114;2012-7;288.48
115;2012-8;290.21
116;2012-9;291.6
117;2012-10;293.54
118;2012-11;295.21
119;2012-12;296.29
120;2013-1;297.54
121;2013-2;298.62
122;2013-3;299.99
123;2013-4;301.5
124;2013-5;302.87
125;2013-6;304.75
126;2013-7;306.3
127;2013-8;308.02
128;2013-9;309.94
