;Tarih;TP_BEKODTUFE_BT58
0;2017-11;0.0
1;2017-12;0.0
2;2018-1;0.39
3;2018-2;0.0
4;2018-3;0.0
5;2018-4;0.0
6;2018-5;0.0
7;2018-6;1.76
8;2018-7;1.69
9;2018-8;9.84
10;2018-9;5.73
11;2018-10;8.48
12;2018-11;8.69
13;2018-12;11.13
14;2019-1;12.12
15;2019-2;6.35
16;2019-3;8.89
17;2019-4;9.98
18;2019-5;7.1
19;2019-6;11.58
20;2019-7;11.61
21;2019-8;6.79
22;2019-9;3.78
23;2019-10;2.76
24;2019-11;1.45
25;2019-12;0.63
26;2020-1;0.03
27;2020-2;0.79
28;2020-3;0.52
29;2020-4;0.46
30;2020-5;0.0
31;2020-6;0.0
32;2020-7;0.0
33;2020-8;0.21
34;2020-9;0.56
35;2020-10;0.9575
36;2020-11;0.8137
37;2020-12;1.1176
38;2021-1;0.303
39;2021-2;1.7875
40;2021-3;0.7647
41;2021-4;2.9161
42;2021-5;5.8484
43;2021-6;5.7612
44;2021-7;4.35
45;2021-8;6.6482
46;2021-9;5.6312
47;2021-10;7.7806
48;2021-11;6.4
49;2021-12;9.0266
50;2022-1;4.6666
51;2022-2;1.6965
52;2022-3;1.862
53;2022-4;1.1354
54;2022-5;0.0
55;2022-6;0.0
56;2022-7;0.0
57;2022-8;3.6521
58;2022-9;3.0
59;2022-10;1.3636
60;2022-11;0.0
61;2022-12;0.0
62;2023-1;2.54
63;2023-2;0.0
64;2023-3;0.4167
65;2023-4;1.5818
66;2023-5;0.287
67;2023-6;4.6476
68;2023-7;3.85
69;2023-8;0.0
70;2023-9;0.0
71;2023-10;0.0
72;2023-11;0.0
