;Tarih;YEARWEEK;TP_BS06_CARI
82;26-07-2013;2013-30;1955.9
83;02-08-2013;2013-31;1937.2
84;09-08-2013;2013-32;1926.3
85;16-08-2013;2013-33;1913.9
86;23-08-2013;2013-34;1890.8
87;30-08-2013;2013-35;1870.1
88;06-09-2013;2013-36;1869.9
89;13-09-2013;2013-37;1917.0
90;20-09-2013;2013-38;1998.9
91;27-09-2013;2013-39;1967.7
92;04-10-2013;2013-40;1944.1
93;11-10-2013;2013-41;2118.7
94;18-10-2013;2013-42;2122.8
95;25-10-2013;2013-43;2159.5
96;01-11-2013;2013-44;2144.9
97;08-11-2013;2013-45;2093.0
98;15-11-2013;2013-46;2450.2
99;22-11-2013;2013-47;2447.3
100;29-11-2013;2013-48;2446.3
101;06-12-2013;2013-49;2433.5
102;13-12-2013;2013-50;2462.43
103;20-12-2013;2013-51;2439.0
104;27-12-2013;2013-52;2436.0
105;03-01-2014;2014-1;2383.7
106;10-01-2014;2014-2;2398.4
107;17-01-2014;2014-3;2390.1
108;24-01-2014;2014-4;2384.9
109;31-01-2014;2014-5;2305.8
110;07-02-2014;2014-6;2377.1
111;14-02-2014;2014-7;2368.8
112;21-02-2014;2014-8;2380.3
113;28-02-2014;2014-9;2399.1
114;07-03-2014;2014-10;2428.6
115;14-03-2014;2014-11;2407.7
116;21-03-2014;2014-12;2382.9
117;28-03-2014;2014-13;2386.8
118;04-04-2014;2014-14;2393.2
119;11-04-2014;2014-15;2575.9
120;18-04-2014;2014-16;2518.0
121;25-04-2014;2014-17;2520.3
122;02-05-2014;2014-18;2564.9
123;09-05-2014;2014-19;2617.6
124;16-05-2014;2014-20;2632.3
125;23-05-2014;2014-21;2467.3
126;30-05-2014;2014-22;2666.9
127;06-06-2014;2014-23;2647.2
128;13-06-2014;2014-24;2654.37
129;20-06-2014;2014-25;2649.3
130;27-06-2014;2014-26;2644.6
131;04-07-2014;2014-27;2639.5
132;11-07-2014;2014-28;2663.1
133;18-07-2014;2014-29;2664.3
134;25-07-2014;2014-30;2686.1
135;01-08-2014;2014-31;2647.2
136;08-08-2014;2014-32;2644.4
137;15-08-2014;2014-33;2687.3
138;22-08-2014;2014-34;2675.6
139;29-08-2014;2014-35;2699.6
140;05-09-2014;2014-36;2702.4
141;12-09-2014;2014-37;2661.4
142;19-09-2014;2014-38;2660.0
143;26-09-2014;2014-39;2653.3
144;03-10-2014;2014-40;2637.8
145;10-10-2014;2014-41;2674.5
146;17-10-2014;2014-42;2683.9
147;24-10-2014;2014-43;2698.7
148;31-10-2014;2014-44;2708.4
149;07-11-2014;2014-45;2718.0
150;14-11-2014;2014-46;2727.0
151;21-11-2014;2014-47;2750.0
152;28-11-2014;2014-48;2809.6
153;05-12-2014;2014-49;2834.8
154;12-12-2014;2014-50;2831.5
155;19-12-2014;2014-51;2783.3
156;26-12-2014;2014-52;2802.8
157;02-01-2015;2015-1;2800.5
158;09-01-2015;2015-2;2790.2
159;16-01-2015;2015-3;2910.6
160;23-01-2015;2015-4;2879.5
161;30-01-2015;2015-5;2936.1
162;06-02-2015;2015-6;2800.1
163;13-02-2015;2015-7;2750.6
164;20-02-2015;2015-8;2781.8
165;27-02-2015;2015-9;2778.5
166;06-03-2015;2015-10;2706.0
167;13-03-2015;2015-11;2719.5
168;20-03-2015;2015-12;2674.5
169;27-03-2015;2015-13;2736.6
170;03-04-2015;2015-14;2725.5
171;10-04-2015;2015-15;2746.8
172;17-04-2015;2015-16;2802.4
173;24-04-2015;2015-17;2849.9
174;01-05-2015;2015-18;2851.3
175;08-05-2015;2015-19;2879.1
176;15-05-2015;2015-20;2892.9
177;22-05-2015;2015-21;2953.6
178;29-05-2015;2015-22;2894.3
179;05-06-2015;2015-23;2901.1
180;12-06-2015;2015-24;2887.9
181;19-06-2015;2015-25;2918.8
182;26-06-2015;2015-26;2883.4
183;03-07-2015;2015-27;2919.3
184;10-07-2015;2015-28;2945.7
185;17-07-2015;2015-29;2954.0
186;24-07-2015;2015-30;2953.2
187;31-07-2015;2015-31;2942.6
188;07-08-2015;2015-32;2926.3
189;14-08-2015;2015-33;2980.4
190;21-08-2015;2015-34;2891.2
191;28-08-2015;2015-35;2958.0
192;04-09-2015;2015-36;2946.3
193;11-09-2015;2015-37;2917.8
194;18-09-2015;2015-38;2966.6
195;25-09-2015;2015-39;2940.5
196;02-10-2015;2015-40;2942.7
197;09-10-2015;2015-41;3020.2
198;16-10-2015;2015-42;3071.3
199;23-10-2015;2015-43;3077.1
200;30-10-2015;2015-44;3075.8
201;06-11-2015;2015-45;3049.9
202;13-11-2015;2015-46;3017.3
203;20-11-2015;2015-47;3031.6
204;27-11-2015;2015-48;3010.7
205;04-12-2015;2015-49;3008.5
206;11-12-2015;2015-50;3027.4
207;18-12-2015;2015-51;3009.9
208;25-12-2015;2015-52;3033.7
209;01-01-2016;2016-1;3025.7
210;08-01-2016;2016-2;3008.5
211;15-01-2016;2016-3;3029.9
212;22-01-2016;2016-4;3023.5
213;29-01-2016;2016-5;3078.4
214;05-02-2016;2016-6;3076.1
215;12-02-2016;2016-7;3127.0
216;19-02-2016;2016-8;3109.1
217;26-02-2016;2016-9;3126.4
218;04-03-2016;2016-10;3126.8
219;11-03-2016;2016-11;3249.1
220;18-03-2016;2016-12;3325.5
221;25-03-2016;2016-13;3309.6
222;01-04-2016;2016-14;3364.5
223;08-04-2016;2016-15;3391.0
224;15-04-2016;2016-16;3418.1
225;22-04-2016;2016-17;3443.7
226;29-04-2016;2016-18;3428.4
227;06-05-2016;2016-19;3075.0
228;13-05-2016;2016-20;3091.7
229;20-05-2016;2016-21;3424.9
230;27-05-2016;2016-22;3429.9
231;03-06-2016;2016-23;3455.1
232;10-06-2016;2016-24;3511.2
233;17-06-2016;2016-25;3490.9
234;24-06-2016;2016-26;3513.7
235;01-07-2016;2016-27;3546.4
236;08-07-2016;2016-28;3581.8
237;15-07-2016;2016-29;3560.2
238;22-07-2016;2016-30;3402.3
239;29-07-2016;2016-31;3434.6
240;05-08-2016;2016-32;3446.5
241;12-08-2016;2016-33;3500.3
242;19-08-2016;2016-34;3507.9
243;26-08-2016;2016-35;3524.2
244;02-09-2016;2016-36;3488.3
245;09-09-2016;2016-37;3512.9
246;16-09-2016;2016-38;3458.4
247;23-09-2016;2016-39;3554.0
248;30-09-2016;2016-40;3466.8
249;07-10-2016;2016-41;3495.0
250;14-10-2016;2016-42;3434.3
251;21-10-2016;2016-43;3581.4
252;28-10-2016;2016-44;3521.0
253;04-11-2016;2016-45;3524.9
254;11-11-2016;2016-46;3378.7
255;18-11-2016;2016-47;3366.9
256;25-11-2016;2016-48;3379.7
257;02-12-2016;2016-49;3383.3
258;09-12-2016;2016-50;3434.1
259;16-12-2016;2016-51;3363.7
260;23-12-2016;2016-52;3421.8
261;30-12-2016;2016-53;3446.8
262;06-01-2017;2017-1;3492.5
263;13-01-2017;2017-2;3459.4
264;20-01-2017;2017-3;3514.3
265;27-01-2017;2017-4;3665.3
266;03-02-2017;2017-5;3736.8
267;10-02-2017;2017-6;3778.7
268;17-02-2017;2017-7;3767.2
269;24-02-2017;2017-8;3841.0
270;03-03-2017;2017-9;3812.8
271;10-03-2017;2017-10;3817.9
272;17-03-2017;2017-11;3836.8
273;24-03-2017;2017-12;3908.1
274;31-03-2017;2017-13;3892.9
275;07-04-2017;2017-14;4002.7
276;14-04-2017;2017-15;4005.2
277;21-04-2017;2017-16;4008.8
278;28-04-2017;2017-17;4048.3
279;05-05-2017;2017-18;4083.6
280;12-05-2017;2017-19;4108.0
281;19-05-2017;2017-20;4163.5
282;26-05-2017;2017-21;4220.3
283;02-06-2017;2017-22;4252.0
284;09-06-2017;2017-23;4232.3
285;16-06-2017;2017-24;4239.8
286;23-06-2017;2017-25;4200.0
287;30-06-2017;2017-26;4208.9
288;07-07-2017;2017-27;4162.3
289;14-07-2017;2017-28;4089.1
290;21-07-2017;2017-29;4272.0
291;28-07-2017;2017-30;4240.4
292;04-08-2017;2017-31;4246.7
293;11-08-2017;2017-32;4261.8
294;18-08-2017;2017-33;4214.4
295;25-08-2017;2017-34;4293.6
296;01-09-2017;2017-35;4403.7
297;08-09-2017;2017-36;4406.9
298;15-09-2017;2017-37;4385.5
299;22-09-2017;2017-38;4384.6
300;29-09-2017;2017-39;4392.4
301;06-10-2017;2017-40;4454.1
302;13-10-2017;2017-41;4437.3
303;20-10-2017;2017-42;4425.2
304;27-10-2017;2017-43;4392.3
305;03-11-2017;2017-44;4372.6
306;10-11-2017;2017-45;4330.0
307;17-11-2017;2017-46;4397.5
308;24-11-2017;2017-47;4427.9
309;01-12-2017;2017-48;4433.6
310;08-12-2017;2017-49;4476.0
311;15-12-2017;2017-50;4534.7
312;22-12-2017;2017-51;4545.1
313;29-12-2017;2017-52;4570.6
314;05-01-2018;2018-1;4642.5
315;12-01-2018;2018-2;4650.9
316;19-01-2018;2018-3;4675.8
317;26-01-2018;2018-4;4703.7
318;02-02-2018;2018-5;4657.6
319;09-02-2018;2018-6;4633.1
320;16-02-2018;2018-7;4661.5
321;23-02-2018;2018-8;4641.4
322;02-03-2018;2018-9;4632.1
323;09-03-2018;2018-10;4649.6
324;16-03-2018;2018-11;4629.0
325;23-03-2018;2018-12;4600.7
326;30-03-2018;2018-13;4561.6
327;06-04-2018;2018-14;4559.5
328;13-04-2018;2018-15;4564.5
329;20-04-2018;2018-16;4605.6
330;27-04-2018;2018-17;4570.8
331;04-05-2018;2018-18;4493.1
332;11-05-2018;2018-19;4447.8
333;18-05-2018;2018-20;4310.3
334;25-05-2018;2018-21;4385.4
335;01-06-2018;2018-22;4376.0
336;08-06-2018;2018-23;4323.3
337;15-06-2018;2018-24;4319.7
338;22-06-2018;2018-25;4336.5
339;29-06-2018;2018-26;4343.3
340;06-07-2018;2018-27;4402.5
341;13-07-2018;2018-28;4334.4
342;20-07-2018;2018-29;4401.0
343;27-07-2018;2018-30;4374.4
344;03-08-2018;2018-31;4329.7
345;10-08-2018;2018-32;4100.8
346;17-08-2018;2018-33;4099.2
347;24-08-2018;2018-34;4084.5
348;31-08-2018;2018-35;4058.5
349;07-09-2018;2018-36;4040.9
350;14-09-2018;2018-37;4370.0
351;21-09-2018;2018-38;4406.5
352;28-09-2018;2018-39;4447.6
353;05-10-2018;2018-40;4292.0
354;12-10-2018;2018-41;4148.0
355;19-10-2018;2018-42;4155.9
356;26-10-2018;2018-43;4144.8
357;02-11-2018;2018-44;4167.7
358;09-11-2018;2018-45;4194.1
359;16-11-2018;2018-46;4254.7
360;23-11-2018;2018-47;4210.9
361;30-11-2018;2018-48;4230.1
362;07-12-2018;2018-49;4242.3
363;14-12-2018;2018-50;4226.8
364;21-12-2018;2018-51;4387.0
365;28-12-2018;2018-52;4386.8
366;04-01-2019;2019-1;4379.6
367;11-01-2019;2019-2;4388.8
368;18-01-2019;2019-3;4510.8
369;25-01-2019;2019-4;4523.3
370;01-02-2019;2019-5;4622.9
371;08-02-2019;2019-6;4592.8
372;15-02-2019;2019-7;4580.0
373;22-02-2019;2019-8;4564.3
374;01-03-2019;2019-9;4639.2
375;08-03-2019;2019-10;4565.3
376;15-03-2019;2019-11;4595.7
377;22-03-2019;2019-12;4522.8
378;29-03-2019;2019-13;4481.8
379;05-04-2019;2019-14;4551.2
380;12-04-2019;2019-15;4529.0
381;19-04-2019;2019-16;4574.3
382;26-04-2019;2019-17;4567.1
383;03-05-2019;2019-18;4651.1
384;10-05-2019;2019-19;4557.0
385;17-05-2019;2019-20;4686.6
386;24-05-2019;2019-21;4630.4
387;31-05-2019;2019-22;4781.8
388;07-06-2019;2019-23;4833.8
389;14-06-2019;2019-24;4842.7
390;21-06-2019;2019-25;4922.7
391;28-06-2019;2019-26;5090.4
392;05-07-2019;2019-27;5137.4
393;12-07-2019;2019-28;5052.5
394;19-07-2019;2019-29;5152.4
395;26-07-2019;2019-30;5236.5
396;02-08-2019;2019-31;5200.4
397;09-08-2019;2019-32;5251.1
398;16-08-2019;2019-33;5182.2
399;23-08-2019;2019-34;5172.8
400;30-08-2019;2019-35;5157.6
401;06-09-2019;2019-36;5252.9
402;13-09-2019;2019-37;5242.1
403;20-09-2019;2019-38;5292.1
404;27-09-2019;2019-39;5373.6
405;04-10-2019;2019-40;5409.4
406;11-10-2019;2019-41;5346.9
407;18-10-2019;2019-42;5361.9
408;25-10-2019;2019-43;5496.0
409;01-11-2019;2019-44;5479.2
410;08-11-2019;2019-45;5352.0
411;15-11-2019;2019-46;5488.2
412;22-11-2019;2019-47;5523.6
413;29-11-2019;2019-48;5499.6
414;06-12-2019;2019-49;5563.9
415;13-12-2019;2019-50;5591.8
416;20-12-2019;2019-51;5649.8
417;27-12-2019;2019-52;5656.8
418;03-01-2020;2020-1;5689.1
419;10-01-2020;2020-2;5802.9
420;17-01-2020;2020-3;6011.1
421;24-01-2020;2020-4;6217.6
422;31-01-2020;2020-5;6373.5
423;07-02-2020;2020-6;6499.2
424;14-02-2020;2020-7;6446.9
425;21-02-2020;2020-8;6373.0
426;28-02-2020;2020-9;6251.0
427;06-03-2020;2020-10;6473.8
428;13-03-2020;2020-11;6212.5
429;20-03-2020;2020-12;5777.3
430;27-03-2020;2020-13;5927.6
431;03-04-2020;2020-14;5644.0
432;10-04-2020;2020-15;5956.4
433;17-04-2020;2020-16;5898.8
434;24-04-2020;2020-17;6112.0
435;01-05-2020;2020-18;6414.0
436;08-05-2020;2020-19;6301.7
437;15-05-2020;2020-20;6450.3
438;22-05-2020;2020-21;6674.0
439;29-05-2020;2020-22;6609.7
440;05-06-2020;2020-23;6587.0
441;12-06-2020;2020-24;6450.6
442;19-06-2020;2020-25;6486.6
443;26-06-2020;2020-26;6443.6
444;03-07-2020;2020-27;6485.0
445;10-07-2020;2020-28;6441.7
446;17-07-2020;2020-29;6509.3
447;24-07-2020;2020-30;6644.7
448;31-07-2020;2020-31;6402.1
449;07-08-2020;2020-32;6359.2
450;14-08-2020;2020-33;6468.1
451;21-08-2020;2020-34;6505.8
452;28-08-2020;2020-35;6547.8
453;04-09-2020;2020-36;6579.4
454;11-09-2020;2020-37;6611.7
455;18-09-2020;2020-38;6596.2
456;25-09-2020;2020-39;6582.7
457;02-10-2020;2020-40;6664.7
458;09-10-2020;2020-41;6716.7
459;16-10-2020;2020-42;6798.8
460;23-10-2020;2020-43;6920.4
461;30-10-2020;2020-44;6830.3
462;06-11-2020;2020-45;6915.7
463;13-11-2020;2020-46;7221.1
464;20-11-2020;2020-47;7162.5
465;27-11-2020;2020-48;7069.0
466;04-12-2020;2020-49;7198.7
467;11-12-2020;2020-50;7127.2
468;18-12-2020;2020-51;7286.7
469;25-12-2020;2020-52;7259.2
470;01-01-2021;2021-1;7288.8
471;08-01-2021;2021-2;7286.0
472;15-01-2021;2021-3;7037.8
473;22-01-2021;2021-4;7105.3
474;29-01-2021;2021-5;7163.6
475;05-02-2021;2021-6;7218.6
476;12-02-2021;2021-7;7262.7
477;19-02-2021;2021-8;7243.7
478;26-02-2021;2021-9;7184.4
479;05-03-2021;2021-10;7097.1
480;12-03-2021;2021-11;7158.6
481;19-03-2021;2021-12;7173.1
482;26-03-2021;2021-13;6792.7
483;02-04-2021;2021-14;6763.1
484;09-04-2021;2021-15;6895.0
485;16-04-2021;2021-16;7119.3
486;23-04-2021;2021-17;7131.5
487;30-04-2021;2021-18;7188.8
488;07-05-2021;2021-19;7339.6
489;14-05-2021;2021-20;7322.4
490;21-05-2021;2021-21;7363.8
491;28-05-2021;2021-22;7390.9
492;04-06-2021;2021-23;7449.8
493;11-06-2021;2021-24;7599.3
494;18-06-2021;2021-25;7537.1
495;25-06-2021;2021-26;7734.5
496;02-07-2021;2021-27;7742.9
497;09-07-2021;2021-28;7836.2
498;16-07-2021;2021-29;7905.8
499;23-07-2021;2021-30;7903.9
500;30-07-2021;2021-31;7953.4
501;06-08-2021;2021-32;7974.6
