;Tarih;TP_BEKODTUFEYENI_BT82
0;2022-1;3.0519
1;2022-2;4.1103
2;2022-3;1.9586
3;2022-4;4.5355
4;2022-5;7.1385
5;2022-6;3.0667
6;2022-7;8.3429
7;2022-8;11.0261
8;2022-9;12.64
9;2022-10;9.0727
10;2022-11;10.4476
11;2022-12;8.87
12;2023-1;4.1
13;2023-2;2.1263
14;2023-3;5.0833
15;2023-4;1.3818
16;2023-5;3.0783
17;2023-6;4.8571
18;2023-7;8.625
19;2023-8;6.6
20;2023-9;0.0
21;2023-10;5.73
22;2023-11;3.27
23;2023-12;4.5575
24;2024-1;5.9805
