;Tarih;TP_FG_J06
0;2003-1;91.91
1;2003-2;95.71
2;2003-3;98.83
3;2003-4;99.92
4;2003-5;100.63
5;2003-6;101.09
6;2003-7;102.46
7;2003-8;103.05
8;2003-9;103.53
9;2003-10;102.04
10;2003-11;100.38
11;2003-12;100.45
12;2004-1;102.28
13;2004-2;107.74
14;2004-3;104.93
15;2004-4;105.42
16;2004-5;105.8
17;2004-6;106.06
18;2004-7;107.22
19;2004-8;110.64
20;2004-9;110.98
21;2004-10;111.43
22;2004-11;111.94
23;2004-12;112.2
24;2005-1;112.84
25;2005-2;112.38
26;2005-3;113.38
27;2005-4;114.17
28;2005-5;114.27
29;2005-6;114.39
30;2005-7;112.81
31;2005-8;111.16
32;2005-9;111.36
33;2005-10;111.53
34;2005-11;111.65
35;2005-12;111.75
36;2006-1;112.47
37;2006-2;113.22
38;2006-3;113.64
39;2006-4;113.96
40;2006-5;116.81
41;2006-6;117.29
42;2006-7;116.2
43;2006-8;118.11
44;2006-9;120.14
45;2006-10;120.39
46;2006-11;120.59
47;2006-12;120.61
48;2007-1;121.41
49;2007-2;121.96
50;2007-3;122.29
51;2007-4;122.63
52;2007-5;122.73
53;2007-6;122.81
54;2007-7;122.93
55;2007-8;123.09
56;2007-9;123.19
57;2007-10;123.28
58;2007-11;122.45
59;2007-12;121.63
60;2008-1;121.84
61;2008-2;121.93
62;2008-3;122.03
63;2008-4;122.1
64;2008-5;122.17
65;2008-6;122.31
66;2008-7;122.43
67;2008-8;124.31
68;2008-9;124.35
69;2008-10;124.4
70;2008-11;124.47
71;2008-12;124.08
72;2009-1;124.26
73;2009-2;124.39
74;2009-3;124.41
75;2009-4;127.15
76;2009-5;127.37
77;2009-6;127.37
78;2009-7;127.44
79;2009-8;127.48
80;2009-9;127.57
81;2009-10;127.65
82;2009-11;127.67
83;2009-12;127.11
84;2010-1;126.97
85;2010-2;126.71
86;2010-3;126.76
87;2010-4;127.94
88;2010-5;127.91
89;2010-6;127.92
90;2010-7;128.25
91;2010-8;127.39
92;2010-9;127.6
93;2010-10;127.78
94;2010-11;127.79
95;2010-12;127.84
96;2011-1;128.2
97;2011-2;128.34
98;2011-3;128.53
99;2011-4;128.67
100;2011-5;128.81
101;2011-6;128.86
102;2011-7;127.93
103;2011-8;128.01
104;2011-9;128.05
105;2011-10;128.09
106;2011-11;128.38
107;2011-12;128.27
108;2012-1;128.39
109;2012-2;129.24
110;2012-3;129.64
111;2012-4;130.32
112;2012-5;130.45
113;2012-6;130.62
114;2012-7;130.65
115;2012-8;130.32
116;2012-9;130.39
117;2012-10;130.44
118;2012-11;130.38
119;2012-12;130.43
120;2013-1;131.08
121;2013-2;131.64
122;2013-3;132.27
123;2013-4;132.7
124;2013-5;132.88
125;2013-6;133.07
126;2013-7;133.67
127;2013-8;134.18
128;2013-9;134.39
129;2013-10;134.66
130;2013-11;135.69
131;2013-12;136.75
132;2014-1;139.3
133;2014-2;140.36
134;2014-3;141.56
135;2014-4;142.87
136;2014-5;144.27
137;2014-6;145.69
138;2014-7;146.13
139;2014-8;146.37
140;2014-9;146.98
141;2014-10;148.01
142;2014-11;148.35
143;2014-12;148.54
144;2015-1;150.76
145;2015-2;151.99
146;2015-3;153.49
147;2015-4;153.94
148;2015-5;154.31
149;2015-6;155.13
150;2015-7;155.62
151;2015-8;156.2
152;2015-9;157.89
153;2015-10;158.54
154;2015-11;158.96
155;2015-12;159.18
156;2016-1;163.03
157;2016-2;165.97
158;2016-3;167.97
159;2016-4;168.68
160;2016-5;169.1
161;2016-6;170.35
162;2016-7;172.09
163;2016-8;172.75
164;2016-9;173.12
165;2016-10;173.43
166;2016-11;173.52
167;2016-12;174.67
168;2017-1;182.81
169;2017-2;186.77
170;2017-3;190.28
171;2017-4;191.14
172;2017-5;191.58
173;2017-6;191.91
174;2017-7;192.55
175;2017-8;192.89
176;2017-9;193.72
177;2017-10;194.61
178;2017-11;195.01
179;2017-12;195.46
180;2018-1;200.19
181;2018-2;205.33
182;2018-3;209.23
183;2018-4;210.19
184;2018-5;210.91
185;2018-6;212.69
186;2018-7;215.24
187;2018-8;217.13
188;2018-9;222.13
189;2018-10;225.41
190;2018-11;226.7
191;2018-12;228.1
192;2019-1;236.21
193;2019-2;242.06
194;2019-3;250.48
195;2019-4;251.7
196;2019-5;251.77
197;2019-6;253.21
198;2019-7;253.84
199;2019-8;255.07
200;2019-9;256.37
201;2019-10;257.5
202;2019-11;258.1
203;2019-12;259.18
204;2020-1;269.45
205;2020-2;274.93
206;2020-3;282.56
207;2020-4;284.06
208;2020-5;284.68
209;2020-6;287.51
210;2020-7;289.81
211;2020-8;292.52
212;2020-9;295.06
213;2020-10;297.67
214;2020-11;300.04
215;2020-12;302.38
216;2021-1;315.24
217;2021-2;324.71
218;2021-3;336.72
219;2021-4;338.61
220;2021-5;339.62
221;2021-6;342.32
222;2021-7;343.74
223;2021-8;344.82
224;2021-9;346.61
225;2021-10;348.85
226;2021-11;351.91
227;2021-12;364.42
228;2022-1;405.48
229;2022-2;431.4
230;2022-3;454.39
231;2022-4;460.35
232;2022-5;467.78
233;2022-6;476.98
234;2022-7;510.26
235;2022-8;546.03
236;2022-9;557.49
237;2022-10;567.45
238;2022-11;573.25
239;2022-12;607.14
240;2023-1;718.58
241;2023-2;733.72
242;2023-3;748.28
243;2023-4;767.02
244;2023-5;780.86
245;2023-6;790.29
246;2023-7;897.81
247;2023-8;969.45
248;2023-9;1002.32
249;2023-10;1028.8
250;2023-11;1044.07
251;2023-12;1090.39
252;2024-1;1283.18
