;Tarih;TP_BEKODTUFE_BT1
0;2013-6;50.0
1;2013-7;48.0
2;2013-8;46.0
3;2013-9;55.0
4;2013-10;53.0
5;2013-11;60.0
6;2013-12;48.0
7;2014-1;59.0
8;2014-2;59.0
9;2014-3;59.0
10;2014-4;49.0
11;2014-5;59.0
12;2014-6;51.0
13;2014-7;51.0
14;2014-8;50.0
15;2014-9;57.0
16;2014-10;53.0
17;2014-11;54.0
18;2014-12;51.0
19;2015-1;59.0
20;2015-2;56.0
21;2015-3;51.0
22;2015-4;49.0
23;2015-5;51.0
24;2015-6;45.0
25;2015-7;47.0
26;2015-8;42.0
27;2015-9;44.0
28;2015-10;42.0
29;2015-11;49.0
30;2015-12;50.0
31;2016-1;43.0
32;2016-2;43.0
33;2016-3;37.0
34;2016-4;41.0
35;2016-5;41.0
36;2016-6;43.0
37;2016-7;39.0
38;2016-8;38.0
39;2016-9;41.0
40;2016-10;44.0
41;2016-11;40.0
42;2016-12;40.0
43;2017-1;39.0
44;2017-2;38.0
45;2017-3;43.0
46;2017-4;37.0
47;2017-5;36.0
48;2017-6;43.0
49;2017-7;40.0
50;2017-8;38.0
51;2017-9;40.0
52;2017-10;36.0
53;2017-11;43.0
54;2017-12;42.0
55;2018-1;37.0
56;2018-2;42.0
57;2018-3;38.0
58;2018-4;42.0
59;2018-5;38.0
60;2018-6;38.0
61;2018-7;37.0
62;2018-8;32.0
63;2018-9;35.0
64;2018-10;27.0
65;2018-11;34.0
66;2018-12;36.0
67;2019-1;40.0
68;2019-2;41.0
69;2019-3;40.0
70;2019-4;35.0
71;2019-5;42.0
72;2019-6;35.0
73;2019-7;38.0
74;2019-8;35.0
75;2019-9;33.0
76;2019-10;39.0
77;2019-11;38.0
78;2019-12;35.0
79;2020-1;33.0
80;2020-2;34.0
81;2020-3;33.0
82;2020-4;32.0
83;2020-5;33.0
84;2020-6;36.0
85;2020-7;31.0
86;2020-8;34.0
87;2020-9;33.0
88;2020-10;35.0
89;2020-11;33.0
90;2020-12;34.0
91;2021-1;33.0
92;2021-2;36.0
93;2021-3;35.0
94;2021-4;34.0
95;2021-5;31.0
96;2021-6;35.0
97;2021-7;34.0
98;2021-8;33.0
99;2021-9;36.0
100;2021-10;33.0
101;2021-11;28.0
102;2021-12;32.0
103;2022-1;29.0
104;2022-2;30.0
105;2022-3;30.0
106;2022-4;32.0
107;2022-5;28.0
108;2022-6;30.0
109;2022-7;29.0
110;2022-8;25.0
111;2022-9;20.0
112;2022-10;26.0
113;2022-11;25.0
114;2022-12;23.0
115;2023-1;23.0
116;2023-2;22.0
117;2023-3;25.0
118;2023-4;26.0
119;2023-5;25.0
120;2023-6;25.0
121;2023-7;28.0
122;2023-8;28.0
123;2023-9;28.0
124;2023-10;41.0
125;2023-11;43.0
