;Tarih;TP_BEKODTUFEYENI_BT26
0;2022-1;5.1172
1;2022-2;10.1867
2;2022-3;2.78
3;2022-4;7.8875
4;2022-5;4.1929
5;2022-6;3.32
6;2022-7;0.869
7;2022-8;0.0
8;2022-9;0.0
9;2022-10;0.7692
10;2022-11;3.328
11;2022-12;3.5478
12;2023-1;4.487
13;2023-2;0.7909
14;2023-3;1.584
15;2023-4;2.2923
16;2023-5;4.136
17;2023-6;5.232
18;2023-7;0.9143
19;2023-8;0.9
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;0.0
