;Tarih;TP_DB_B46
0;1989-Q4;10830.0
1;1990-Q1;11132.0
2;1990-Q2;11159.0
3;1990-Q3;11941.0
4;1990-Q4;12154.0
5;1991-Q1;11989.0
6;1991-Q2;11383.0
7;1991-Q3;12006.0
8;1991-Q4;12453.0
9;1992-Q1;11860.0
10;1992-Q2;11871.0
11;1992-Q3;12523.0
12;1992-Q4;11982.0
13;1993-Q1;12476.0
14;1993-Q2;12853.0
15;1993-Q3;14075.0
16;1993-Q4;14072.0
17;1994-Q1;15124.0
18;1994-Q2;15373.0
19;1994-Q3;15393.0
20;1994-Q4;15309.0
21;1995-Q1;15621.0
22;1995-Q2;15828.0
23;1995-Q3;15303.0
24;1995-Q4;15335.0
25;1996-Q1;15326.0
26;1996-Q2;15597.0
27;1996-Q3;16507.0
28;1996-Q4;18017.0
29;1997-Q1;18692.0
30;1997-Q2;19906.0
31;1997-Q3;21515.0
32;1997-Q4;23591.0
33;1998-Q1;24337.0
34;1998-Q2;26382.0
35;1998-Q3;28573.0
36;1998-Q4;29081.0
37;1999-Q1;28855.0
38;1999-Q2;29153.0
39;1999-Q3;30588.0
40;1999-Q4;32382.0
41;2000-Q1;31731.0
42;2000-Q2;33172.0
43;2000-Q3;33104.0
44;2000-Q4;34282.0
45;2001-Q1;33615.0
46;2001-Q2;32825.0
47;2001-Q3;32996.0
48;2001-Q4;31723.0
49;2002-Q1;30533.0
50;2002-Q2;33056.0
51;2002-Q3;32284.0
52;2002-Q4;32627.0
53;2003-Q1;31438.0
54;2003-Q2;31598.0
55;2003-Q3;31815.0
56;2003-Q4;32841.0
57;2004-Q1;33808.0
58;2004-Q2;34599.0
59;2004-Q3;35595.0
60;2004-Q4;38613.0
61;2005-Q1;38814.0
62;2005-Q2;43605.0
63;2005-Q3;46607.0
64;2005-Q4;50358.0
65;2006-Q1;61317.0
66;2006-Q2;67574.0
67;2006-Q3;71784.0
68;2006-Q4;80565.0
69;2007-Q1;89842.0
70;2007-Q2;98500.0
71;2007-Q3;107891.0
72;2007-Q4;117692.0
73;2008-Q1;127565.0
74;2008-Q2;138038.0
75;2008-Q3;139709.0
76;2008-Q4;133657.0
77;2009-Q1;126752.0
78;2009-Q2;125611.0
79;2009-Q3;123031.0
80;2009-Q4;118940.0
81;2010-Q1;112887.0
82;2010-Q2;106229.0
83;2010-Q3;109160.0
84;2010-Q4;107684.0
85;2011-Q1;112206.0
86;2011-Q2;114096.0
87;2011-Q3;113166.0
88;2011-Q4;111371.0
89;2012-Q1;113726.0
90;2012-Q2;112361.0
91;2012-Q3;112631.0
92;2012-Q4;114075.0
93;2013-Q1;111735.0
94;2013-Q2;111171.0
95;2013-Q3;114052.0
96;2013-Q4;117571.0
97;2014-Q1;120120.0
98;2014-Q2;121417.0
99;2014-Q3;119083.0
100;2014-Q4;119448.0
101;2015-Q1;116688.0
102;2015-Q2;127419.0
103;2015-Q3;137176.0
104;2015-Q4;143024.0
105;2016-Q1;148794.0
106;2016-Q2;152114.0
107;2016-Q3;151803.0
108;2016-Q4;150941.0
109;2017-Q1;147728.0
110;2017-Q2;150281.0
111;2017-Q3;151634.0
112;2017-Q4;154767.0
113;2018-Q1;157948.0
114;2018-Q2;154449.0
115;2018-Q3;150557.0
116;2018-Q4;147687.0
117;2019-Q1;144927.0
118;2019-Q2;138568.0
119;2019-Q3;134071.0
120;2019-Q4;130644.0
121;2020-Q1;126408.0
122;2020-Q2;122916.0
123;2020-Q3;123568.0
124;2020-Q4;125559.0
125;2021-Q1;123551.0
126;2021-Q2;128496.0
127;2021-Q3;126647.0
128;2021-Q4;125065.0
129;2022-Q1;124032.0
130;2022-Q2;118636.0
131;2022-Q3;119108.0
132;2022-Q4;121296.0
133;2023-Q1;123159.0
134;2023-Q2;124664.0
135;2023-Q3;124156.0
