;Tarih;YEARWEEK;TP_BS04_CARI
0;30-12-2011;2011-52;3640.3
1;06-01-2012;2012-1;3548.7
2;13-01-2012;2012-2;3598.1
3;20-01-2012;2012-3;3673.2
4;27-01-2012;2012-4;3237.6
5;03-02-2012;2012-5;3673.3
6;10-02-2012;2012-6;3717.2
7;17-02-2012;2012-7;3816.7
8;24-02-2012;2012-8;3916.8
9;02-03-2012;2012-9;3925.1
10;09-03-2012;2012-10;3916.9
11;16-03-2012;2012-11;3862.3
12;23-03-2012;2012-12;3840.4
13;30-03-2012;2012-13;3905.0
14;06-04-2012;2012-14;3849.5
15;13-04-2012;2012-15;4057.4
16;20-04-2012;2012-16;4088.5
17;27-04-2012;2012-17;4021.8
18;04-05-2012;2012-18;4003.8
19;11-05-2012;2012-19;4053.5
20;18-05-2012;2012-20;3984.6
21;25-05-2012;2012-21;3977.1
22;01-06-2012;2012-22;3962.9
23;08-06-2012;2012-23;4017.6
24;15-06-2012;2012-24;4031.5
25;22-06-2012;2012-25;4043.3
26;29-06-2012;2012-26;4034.5
27;06-07-2012;2012-27;3961.9
28;13-07-2012;2012-28;3899.3
29;20-07-2012;2012-29;4139.8
30;27-07-2012;2012-30;3489.5
31;03-08-2012;2012-31;3552.7
32;10-08-2012;2012-32;3668.6
33;17-08-2012;2012-33;3508.9
34;24-08-2012;2012-34;3548.8
35;31-08-2012;2012-35;3556.6
36;07-09-2012;2012-36;3540.5
37;14-09-2012;2012-37;3536.4
38;21-09-2012;2012-38;3536.7
39;28-09-2012;2012-39;3818.8
40;05-10-2012;2012-40;3620.5
41;12-10-2012;2012-41;3611.1
42;19-10-2012;2012-42;3614.1
43;26-10-2012;2012-43;3585.2
44;02-11-2012;2012-44;3736.9
45;09-11-2012;2012-45;3636.6
46;16-11-2012;2012-46;3614.9
47;23-11-2012;2012-47;3649.1
48;30-11-2012;2012-48;3703.9
49;07-12-2012;2012-49;3684.1
50;14-12-2012;2012-50;3911.7
51;21-12-2012;2012-51;3942.4
52;28-12-2012;2012-52;3709.4
53;04-01-2013;2013-1;3693.0
54;11-01-2013;2013-2;3672.8
55;18-01-2013;2013-3;3642.9
56;25-01-2013;2013-4;3672.25
57;01-02-2013;2013-5;3604.92
58;08-02-2013;2013-6;3572.62
59;15-02-2013;2013-7;3590.58
60;22-02-2013;2013-8;3572.64
61;01-03-2013;2013-9;3578.56
62;08-03-2013;2013-10;3577.15
63;15-03-2013;2013-11;3541.68
64;22-03-2013;2013-12;3604.15
65;29-03-2013;2013-13;3568.52
66;05-04-2013;2013-14;3654.0
67;12-04-2013;2013-15;3693.74
68;19-04-2013;2013-16;3757.4
69;26-04-2013;2013-17;3772.48
70;03-05-2013;2013-18;3812.5
71;10-05-2013;2013-19;3799.86
72;17-05-2013;2013-20;3803.1
73;24-05-2013;2013-21;3739.5
74;31-05-2013;2013-22;3737.9
75;07-06-2013;2013-23;3611.3
76;14-06-2013;2013-24;3624.6
77;21-06-2013;2013-25;3446.3
78;28-06-2013;2013-26;3487.3
79;05-07-2013;2013-27;3694.8
80;12-07-2013;2013-28;3447.7
81;19-07-2013;2013-29;3727.6
82;26-07-2013;2013-30;3671.8
83;02-08-2013;2013-31;3637.7
84;09-08-2013;2013-32;3585.9
85;16-08-2013;2013-33;3574.5
86;23-08-2013;2013-34;3527.9
87;30-08-2013;2013-35;3484.3
88;06-09-2013;2013-36;3480.6
89;13-09-2013;2013-37;3575.0
90;20-09-2013;2013-38;3743.4
91;27-09-2013;2013-39;3682.2
92;04-10-2013;2013-40;3653.2
93;11-10-2013;2013-41;3842.9
94;18-10-2013;2013-42;3848.5
95;25-10-2013;2013-43;3925.8
96;01-11-2013;2013-44;3896.9
97;08-11-2013;2013-45;3808.8
98;15-11-2013;2013-46;4170.2
99;22-11-2013;2013-47;4168.6
100;29-11-2013;2013-48;4173.9
101;06-12-2013;2013-49;4153.2
102;13-12-2013;2013-50;4201.87
103;20-12-2013;2013-51;4163.1
104;27-12-2013;2013-52;4157.4
105;03-01-2014;2014-1;4077.0
106;10-01-2014;2014-2;4103.9
107;17-01-2014;2014-3;4056.0
108;24-01-2014;2014-4;4052.0
109;31-01-2014;2014-5;3960.0
110;07-02-2014;2014-6;4077.2
111;14-02-2014;2014-7;3962.3
112;21-02-2014;2014-8;4492.5
113;28-02-2014;2014-9;4510.7
114;07-03-2014;2014-10;4389.5
115;14-03-2014;2014-11;4342.3
116;21-03-2014;2014-12;4290.5
117;28-03-2014;2014-13;4007.2
118;04-04-2014;2014-14;4017.6
119;11-04-2014;2014-15;4253.3
120;18-04-2014;2014-16;4187.3
121;25-04-2014;2014-17;4182.3
122;02-05-2014;2014-18;4261.8
123;09-05-2014;2014-19;4345.6
124;16-05-2014;2014-20;4358.1
125;23-05-2014;2014-21;4176.1
126;30-05-2014;2014-22;4393.1
127;06-06-2014;2014-23;4355.6
128;13-06-2014;2014-24;4377.39
129;20-06-2014;2014-25;4378.4
130;27-06-2014;2014-26;4381.6
131;04-07-2014;2014-27;4363.3
132;11-07-2014;2014-28;4402.5
133;18-07-2014;2014-29;4405.0
134;25-07-2014;2014-30;4444.3
135;01-08-2014;2014-31;4382.0
136;08-08-2014;2014-32;4353.0
137;15-08-2014;2014-33;4421.1
138;22-08-2014;2014-34;4398.8
139;29-08-2014;2014-35;4447.6
140;05-09-2014;2014-36;4446.7
141;12-09-2014;2014-37;4381.3
142;19-09-2014;2014-38;4361.5
143;26-09-2014;2014-39;4340.8
144;03-10-2014;2014-40;4310.9
145;10-10-2014;2014-41;4369.5
146;17-10-2014;2014-42;4370.8
147;24-10-2014;2014-43;4407.8
148;31-10-2014;2014-44;4421.4
149;07-11-2014;2014-45;4432.8
150;14-11-2014;2014-46;4434.1
151;21-11-2014;2014-47;4450.1
152;28-11-2014;2014-48;4535.6
153;05-12-2014;2014-49;4558.8
154;12-12-2014;2014-50;4536.7
155;19-12-2014;2014-51;4458.6
156;26-12-2014;2014-52;4488.4
157;02-01-2015;2015-1;4486.6
158;09-01-2015;2015-2;4461.1
159;16-01-2015;2015-3;4628.3
160;23-01-2015;2015-4;4562.7
161;30-01-2015;2015-5;4645.5
162;06-02-2015;2015-6;4470.6
163;13-02-2015;2015-7;4384.4
164;20-02-2015;2015-8;4443.8
165;27-02-2015;2015-9;4443.4
166;06-03-2015;2015-10;4327.1
167;13-03-2015;2015-11;4396.2
168;20-03-2015;2015-12;4265.7
169;27-03-2015;2015-13;4390.2
170;03-04-2015;2015-14;4320.3
171;10-04-2015;2015-15;4358.0
172;17-04-2015;2015-16;4390.1
173;24-04-2015;2015-17;4469.2
174;01-05-2015;2015-18;4441.1
175;08-05-2015;2015-19;4464.6
176;15-05-2015;2015-20;4491.2
177;22-05-2015;2015-21;4582.4
178;29-05-2015;2015-22;4502.6
179;05-06-2015;2015-23;4476.8
180;12-06-2015;2015-24;4455.3
181;19-06-2015;2015-25;4511.3
182;26-06-2015;2015-26;4482.9
183;03-07-2015;2015-27;4504.9
184;10-07-2015;2015-28;4545.3
185;17-07-2015;2015-29;4556.7
186;24-07-2015;2015-30;4552.1
187;31-07-2015;2015-31;4518.4
188;07-08-2015;2015-32;4490.0
189;14-08-2015;2015-33;4634.1
190;21-08-2015;2015-34;4422.5
191;28-08-2015;2015-35;4523.1
192;04-09-2015;2015-36;4510.0
193;11-09-2015;2015-37;4450.9
194;18-09-2015;2015-38;4530.4
195;25-09-2015;2015-39;4483.8
196;02-10-2015;2015-40;4484.8
197;09-10-2015;2015-41;4605.4
198;16-10-2015;2015-42;4693.8
199;23-10-2015;2015-43;4697.0
200;30-10-2015;2015-44;4689.2
201;06-11-2015;2015-45;4650.4
202;13-11-2015;2015-46;4598.7
203;20-11-2015;2015-47;4631.3
204;27-11-2015;2015-48;4603.2
205;04-12-2015;2015-49;4602.4
206;11-12-2015;2015-50;4625.4
207;18-12-2015;2015-51;4604.7
208;25-12-2015;2015-52;4643.3
209;01-01-2016;2016-1;4636.1
210;08-01-2016;2016-2;4582.2
211;15-01-2016;2016-3;4621.9
212;22-01-2016;2016-4;4607.3
213;29-01-2016;2016-5;4691.2
214;05-02-2016;2016-6;4707.9
215;12-02-2016;2016-7;4761.4
216;19-02-2016;2016-8;4729.4
217;26-02-2016;2016-9;4766.4
218;04-03-2016;2016-10;4740.7
219;11-03-2016;2016-11;4885.6
220;18-03-2016;2016-12;4991.2
221;25-03-2016;2016-13;4952.3
222;01-04-2016;2016-14;5029.1
223;08-04-2016;2016-15;5049.5
224;15-04-2016;2016-16;5082.7
225;22-04-2016;2016-17;5106.6
226;29-04-2016;2016-18;5077.3
227;06-05-2016;2016-19;4703.0
228;13-05-2016;2016-20;4735.2
229;20-05-2016;2016-21;5042.4
230;27-05-2016;2016-22;5061.0
231;03-06-2016;2016-23;5097.6
232;10-06-2016;2016-24;5173.4
233;17-06-2016;2016-25;5142.9
234;24-06-2016;2016-26;5177.2
235;01-07-2016;2016-27;5221.4
236;08-07-2016;2016-28;5280.3
237;15-07-2016;2016-29;5214.7
238;22-07-2016;2016-30;4955.1
239;29-07-2016;2016-31;5009.6
240;05-08-2016;2016-32;5029.8
241;12-08-2016;2016-33;5112.2
242;19-08-2016;2016-34;5123.2
243;26-08-2016;2016-35;5143.5
244;02-09-2016;2016-36;5096.6
245;09-09-2016;2016-37;5126.2
246;16-09-2016;2016-38;5035.2
247;23-09-2016;2016-39;5185.6
248;30-09-2016;2016-40;5058.1
249;07-10-2016;2016-41;5088.5
250;14-10-2016;2016-42;5006.3
251;21-10-2016;2016-43;5157.2
252;28-10-2016;2016-44;5091.9
253;04-11-2016;2016-45;5096.3
254;11-11-2016;2016-46;4840.6
255;18-11-2016;2016-47;4859.0
256;25-11-2016;2016-48;4872.3
257;02-12-2016;2016-49;4870.1
258;09-12-2016;2016-50;4957.5
259;16-12-2016;2016-51;4838.7
260;23-12-2016;2016-52;4932.8
261;30-12-2016;2016-53;4963.3
262;06-01-2017;2017-1;5021.4
263;13-01-2017;2017-2;4948.2
264;20-01-2017;2017-3;5027.3
265;27-01-2017;2017-4;5201.5
266;03-02-2017;2017-5;5286.9
267;10-02-2017;2017-6;5326.2
268;17-02-2017;2017-7;5221.0
269;24-02-2017;2017-8;5312.1
270;03-03-2017;2017-9;5270.2
271;10-03-2017;2017-10;5266.0
272;17-03-2017;2017-11;5292.6
273;24-03-2017;2017-12;5422.5
274;31-03-2017;2017-13;5386.4
275;07-04-2017;2017-14;5513.1
276;14-04-2017;2017-15;5511.1
277;21-04-2017;2017-16;5517.0
278;28-04-2017;2017-17;5568.2
279;05-05-2017;2017-18;5594.9
280;12-05-2017;2017-19;5606.6
281;19-05-2017;2017-20;5680.2
282;26-05-2017;2017-21;5753.2
283;02-06-2017;2017-22;5782.7
284;09-06-2017;2017-23;5748.2
285;16-06-2017;2017-24;5775.2
286;23-06-2017;2017-25;5725.8
287;30-06-2017;2017-26;5730.9
288;07-07-2017;2017-27;5647.9
289;14-07-2017;2017-28;5592.9
