;Tarih;TP_BEKODTUFEYENI_BT28
0;2022-1;4.4897
1;2022-2;0.68
2;2022-3;3.2
3;2022-4;8.5625
4;2022-5;4.4286
5;2022-6;0.1733
6;2022-7;0.6897
7;2022-8;0.0
8;2022-9;8.82
9;2022-10;4.6154
10;2022-11;2.032
11;2022-12;2.1565
12;2023-1;2.0609
13;2023-2;4.0455
14;2023-3;1.792
15;2023-4;1.3231
16;2023-5;0.208
17;2023-6;0.408
18;2023-7;1.0643
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;0.0
