;Tarih;YEARWEEK;TP_BS08_NOMINAL
315;12-01-2018;2018-2;9529.6
316;19-01-2018;2018-3;9348.1
317;26-01-2018;2018-4;9446.1
318;02-02-2018;2018-5;9541.7
319;09-02-2018;2018-6;9517.2
320;16-02-2018;2018-7;9494.3
321;23-02-2018;2018-8;9441.4
322;02-03-2018;2018-9;9456.7
323;09-03-2018;2018-10;9460.6
324;16-03-2018;2018-11;9474.4
325;23-03-2018;2018-12;9428.1
326;30-03-2018;2018-13;8574.8
327;06-04-2018;2018-14;8360.5
328;13-04-2018;2018-15;8256.8
329;20-04-2018;2018-16;8329.0
330;27-04-2018;2018-17;8430.4
331;04-05-2018;2018-18;8553.9
332;11-05-2018;2018-19;8474.3
333;18-05-2018;2018-20;8511.5
334;25-05-2018;2018-21;8458.3
335;01-06-2018;2018-22;8571.9
336;08-06-2018;2018-23;8295.3
337;15-06-2018;2018-24;8356.1
338;22-06-2018;2018-25;8299.1
339;29-06-2018;2018-26;8297.8
340;06-07-2018;2018-27;8294.1
341;13-07-2018;2018-28;8405.0
342;20-07-2018;2018-29;8538.4
343;27-07-2018;2018-30;8624.9
344;03-08-2018;2018-31;8610.0
345;10-08-2018;2018-32;8232.6
346;17-08-2018;2018-33;8456.6
347;24-08-2018;2018-34;8424.6
348;31-08-2018;2018-35;8149.9
349;07-09-2018;2018-36;7872.1
350;14-09-2018;2018-37;6983.1
351;21-09-2018;2018-38;6905.4
352;28-09-2018;2018-39;6811.2
353;05-10-2018;2018-40;6712.7
354;12-10-2018;2018-41;6614.6
355;19-10-2018;2018-42;6630.0
356;26-10-2018;2018-43;6694.4
357;02-11-2018;2018-44;6680.2
358;09-11-2018;2018-45;6711.4
359;16-11-2018;2018-46;6890.5
360;23-11-2018;2018-47;6903.4
361;30-11-2018;2018-48;6916.4
362;07-12-2018;2018-49;6892.7
363;14-12-2018;2018-50;6822.6
364;21-12-2018;2018-51;6848.3
365;28-12-2018;2018-52;6656.2
366;04-01-2019;2019-1;6654.8
367;11-01-2019;2019-2;6860.1
368;18-01-2019;2019-3;6972.6
369;25-01-2019;2019-4;6643.9
370;01-02-2019;2019-5;6984.4
371;08-02-2019;2019-6;6861.8
372;15-02-2019;2019-7;6951.5
373;22-02-2019;2019-8;6956.7
374;01-03-2019;2019-9;7002.2
375;08-03-2019;2019-10;7040.9
376;15-03-2019;2019-11;6829.3
377;22-03-2019;2019-12;6859.7
378;29-03-2019;2019-13;6922.7
379;05-04-2019;2019-14;6386.4
380;12-04-2019;2019-15;6397.8
381;19-04-2019;2019-16;6152.0
382;26-04-2019;2019-17;6158.7
383;03-05-2019;2019-18;6153.7
384;10-05-2019;2019-19;6290.1
385;17-05-2019;2019-20;6316.3
386;24-05-2019;2019-21;6268.4
387;31-05-2019;2019-22;6403.7
388;07-06-2019;2019-23;6409.2
389;14-06-2019;2019-24;6472.9
390;21-06-2019;2019-25;6522.6
391;28-06-2019;2019-26;6539.5
392;05-07-2019;2019-27;6550.1
393;12-07-2019;2019-28;6551.3
394;19-07-2019;2019-29;6531.4
395;26-07-2019;2019-30;6620.3
396;02-08-2019;2019-31;6617.0
397;09-08-2019;2019-32;7457.4
398;16-08-2019;2019-33;6655.8
399;23-08-2019;2019-34;6591.1
400;30-08-2019;2019-35;6603.3
401;06-09-2019;2019-36;6406.7
402;13-09-2019;2019-37;6386.8
403;20-09-2019;2019-38;6398.9
404;27-09-2019;2019-39;6354.4
405;04-10-2019;2019-40;6081.0
406;11-10-2019;2019-41;6256.2
407;18-10-2019;2019-42;6233.1
408;25-10-2019;2019-43;6201.1
409;01-11-2019;2019-44;6837.2
410;08-11-2019;2019-45;5802.6
411;15-11-2019;2019-46;5648.5
412;22-11-2019;2019-47;6105.8
413;29-11-2019;2019-48;6229.7
414;06-12-2019;2019-49;6249.8
415;13-12-2019;2019-50;6204.2
416;20-12-2019;2019-51;6175.7
417;27-12-2019;2019-52;5995.0
418;03-01-2020;2020-1;5599.9
419;10-01-2020;2020-2;5602.4
420;17-01-2020;2020-3;5549.5
421;24-01-2020;2020-4;5411.3
422;31-01-2020;2020-5;5005.6
423;07-02-2020;2020-6;5013.9
424;14-02-2020;2020-7;5090.0
425;21-02-2020;2020-8;5080.9
426;28-02-2020;2020-9;5100.9
427;06-03-2020;2020-10;5124.8
428;13-03-2020;2020-11;4811.3
429;20-03-2020;2020-12;4907.7
430;27-03-2020;2020-13;4859.2
431;03-04-2020;2020-14;5338.3
432;10-04-2020;2020-15;5473.0
433;17-04-2020;2020-16;5637.5
434;24-04-2020;2020-17;5840.7
435;01-05-2020;2020-18;6093.7
436;08-05-2020;2020-19;6482.5
437;15-05-2020;2020-20;6648.1
438;22-05-2020;2020-21;6566.7
439;29-05-2020;2020-22;6571.3
440;05-06-2020;2020-23;6251.3
441;12-06-2020;2020-24;6314.7
442;19-06-2020;2020-25;6234.5
443;26-06-2020;2020-26;6250.2
444;03-07-2020;2020-27;6303.0
445;10-07-2020;2020-28;6283.7
446;17-07-2020;2020-29;6273.9
447;24-07-2020;2020-30;6250.9
448;31-07-2020;2020-31;6308.3
449;07-08-2020;2020-32;6341.2
450;14-08-2020;2020-33;6328.4
451;21-08-2020;2020-34;6312.5
452;28-08-2020;2020-35;6011.5
453;04-09-2020;2020-36;6217.2
454;11-09-2020;2020-37;6256.9
455;18-09-2020;2020-38;6269.3
456;25-09-2020;2020-39;6235.6
457;02-10-2020;2020-40;6285.1
458;09-10-2020;2020-41;6300.7
459;16-10-2020;2020-42;6314.8
460;23-10-2020;2020-43;6446.6
461;30-10-2020;2020-44;6467.1
462;06-11-2020;2020-45;6505.0
463;13-11-2020;2020-46;6274.7
464;20-11-2020;2020-47;6292.1
465;27-11-2020;2020-48;6322.4
466;04-12-2020;2020-49;6481.5
467;11-12-2020;2020-50;6321.2
468;18-12-2020;2020-51;6322.9
469;25-12-2020;2020-52;6335.0
470;01-01-2021;2021-1;6389.9
471;08-01-2021;2021-2;6352.9
472;15-01-2021;2021-3;6262.7
473;22-01-2021;2021-4;6227.8
474;29-01-2021;2021-5;6272.3
475;05-02-2021;2021-6;6297.2
476;12-02-2021;2021-7;6307.0
477;19-02-2021;2021-8;6393.2
478;26-02-2021;2021-9;6468.5
479;05-03-2021;2021-10;6406.2
480;12-03-2021;2021-11;6351.2
481;19-03-2021;2021-12;6329.9
482;26-03-2021;2021-13;6442.9
483;02-04-2021;2021-14;6289.4
484;09-04-2021;2021-15;6120.8
485;16-04-2021;2021-16;6029.4
486;23-04-2021;2021-17;6170.2
487;30-04-2021;2021-18;6164.9
488;07-05-2021;2021-19;6029.4
489;14-05-2021;2021-20;6138.4
490;21-05-2021;2021-21;6389.2
491;28-05-2021;2021-22;6267.9
492;04-06-2021;2021-23;6236.3
493;11-06-2021;2021-24;6157.4
494;18-06-2021;2021-25;6262.5
495;25-06-2021;2021-26;6260.6
496;02-07-2021;2021-27;6226.9
497;09-07-2021;2021-28;6230.7
498;16-07-2021;2021-29;6163.9
499;23-07-2021;2021-30;6184.8
500;30-07-2021;2021-31;6167.5
501;06-08-2021;2021-32;6192.6
