;Tarih;YEARWEEK;TP_BS13_NOMINAL
0;30-12-2011;2011-52;34500.0
1;06-01-2012;2012-1;34500.0
2;13-01-2012;2012-2;34500.0
3;20-01-2012;2012-3;33500.0
4;27-01-2012;2012-4;35000.0
5;03-02-2012;2012-5;35000.0
6;10-02-2012;2012-6;35000.0
7;17-02-2012;2012-7;36000.0
8;24-02-2012;2012-8;36000.0
9;02-03-2012;2012-9;36000.0
10;09-03-2012;2012-10;36000.0
11;16-03-2012;2012-11;36000.0
12;23-03-2012;2012-12;36000.0
13;30-03-2012;2012-13;36000.0
14;06-04-2012;2012-14;36000.0
15;13-04-2012;2012-15;36000.0
16;20-04-2012;2012-16;36000.0
17;27-04-2012;2012-17;36000.0
18;04-05-2012;2012-18;36000.0
19;11-05-2012;2012-19;36000.0
20;18-05-2012;2012-20;36000.0
21;25-05-2012;2012-21;36000.0
22;01-06-2012;2012-22;36000.0
23;08-06-2012;2012-23;36000.0
24;15-06-2012;2012-24;36000.0
25;22-06-2012;2012-25;36000.0
26;29-06-2012;2012-26;37000.0
27;06-07-2012;2012-27;37000.0
28;13-07-2012;2012-28;37000.0
29;20-07-2012;2012-29;37000.0
30;27-07-2012;2012-30;37000.0
31;03-08-2012;2012-31;37000.0
32;10-08-2012;2012-32;37000.0
33;17-08-2012;2012-33;37000.0
34;24-08-2012;2012-34;37000.0
35;31-08-2012;2012-35;37000.0
36;07-09-2012;2012-36;37000.0
37;14-09-2012;2012-37;37000.0
38;21-09-2012;2012-38;37000.0
39;28-09-2012;2012-39;38500.0
40;05-10-2012;2012-40;38500.0
41;12-10-2012;2012-41;38500.0
42;19-10-2012;2012-42;38500.0
43;26-10-2012;2012-43;38500.0
44;02-11-2012;2012-44;38500.0
45;09-11-2012;2012-45;38500.0
46;16-11-2012;2012-46;38500.0
47;23-11-2012;2012-47;38500.0
48;30-11-2012;2012-48;38500.0
49;07-12-2012;2012-49;38500.0
50;14-12-2012;2012-50;39500.0
51;21-12-2012;2012-51;39500.0
52;28-12-2012;2012-52;39500.0
53;04-01-2013;2013-1;39500.0
54;11-01-2013;2013-2;41000.0
55;18-01-2013;2013-3;39500.0
56;25-01-2013;2013-4;39500.0
57;01-02-2013;2013-5;39500.0
58;08-02-2013;2013-6;39500.0
59;15-02-2013;2013-7;39500.0
60;22-02-2013;2013-8;39500.0
61;01-03-2013;2013-9;39500.0
62;08-03-2013;2013-10;39500.0
63;15-03-2013;2013-11;39500.0
64;22-03-2013;2013-12;39500.0
65;29-03-2013;2013-13;39500.0
66;05-04-2013;2013-14;39500.0
67;12-04-2013;2013-15;39500.0
68;19-04-2013;2013-16;41000.0
69;26-04-2013;2013-17;41000.0
70;03-05-2013;2013-18;41000.0
71;10-05-2013;2013-19;41000.0
72;17-05-2013;2013-20;41000.0
73;24-05-2013;2013-21;41000.0
74;31-05-2013;2013-22;41000.0
75;07-06-2013;2013-23;41000.0
