;Tarih;TP_BEKODTUFEYENI_BT46
0;2022-1;0.0
1;2022-2;0.0
2;2022-3;0.0
3;2022-4;0.0
4;2022-5;0.1857
5;2022-6;1.1867
6;2022-7;8.3448
7;2022-8;1.584
8;2022-9;0.0
9;2022-10;0.0
10;2022-11;0.192
11;2022-12;0.8696
12;2023-1;0.0
13;2023-2;0.0
14;2023-3;0.0
15;2023-4;0.0
16;2023-5;0.0
17;2023-6;0.208
18;2023-7;0.0
19;2023-8;4.4
20;2023-9;2.5071
21;2023-10;7.122
22;2023-11;13.9023
23;2023-12;1.4023
24;2024-1;1.3666
