;Tarih;TP_DK_CNY_A
1091;16-03-2015;0.41511
1092;17-03-2015;0.41615
1093;18-03-2015;0.41606
1094;19-03-2015;0.41783
1095;20-03-2015;0.41608
1096;21-03-2015;
1097;22-03-2015;
1098;23-03-2015;0.41575
1099;24-03-2015;0.41129
1100;25-03-2015;0.40872
1101;26-03-2015;0.40904
1102;27-03-2015;0.41564
1103;28-03-2015;
1104;29-03-2015;
1105;30-03-2015;0.41773
1106;31-03-2015;0.41817
1107;01-04-2015;0.41919
1108;02-04-2015;0.41728
1109;03-04-2015;0.4162
1110;04-04-2015;
1111;05-04-2015;
1112;06-04-2015;0.41592
1113;07-04-2015;0.41221
1114;08-04-2015;0.41393
1115;09-04-2015;0.41484
1116;10-04-2015;0.41571
1117;11-04-2015;
1118;12-04-2015;
1119;13-04-2015;0.4203
1120;14-04-2015;0.42331
1121;15-04-2015;0.42782
1122;16-04-2015;0.43213
1123;17-04-2015;0.43281
1124;18-04-2015;
1125;19-04-2015;
1126;20-04-2015;0.43039
1127;21-04-2015;0.43144
1128;22-04-2015;0.43283
1129;23-04-2015;
1130;24-04-2015;0.43145
1131;25-04-2015;
1132;26-04-2015;
1133;27-04-2015;0.43694
1134;28-04-2015;0.43588
1135;29-04-2015;0.42904
1136;30-04-2015;0.42733
1137;01-05-2015;
1138;02-05-2015;
1139;03-05-2015;
1140;04-05-2015;0.42583
1141;05-05-2015;0.43417
1142;06-05-2015;0.43419
1143;07-05-2015;0.43421
1144;08-05-2015;0.43257
1145;09-05-2015;
1146;10-05-2015;
1147;11-05-2015;0.43017
1148;12-05-2015;0.43157
1149;13-05-2015;0.43066
1150;14-05-2015;0.42519
1151;15-05-2015;0.41937
1152;16-05-2015;
1153;17-05-2015;
1154;18-05-2015;0.41454
1155;19-05-2015;
1156;20-05-2015;0.41322
1157;21-05-2015;0.41703
1158;22-05-2015;0.41183
1159;23-05-2015;
1160;24-05-2015;
1161;25-05-2015;0.41576
1162;26-05-2015;0.4179
1163;27-05-2015;0.42117
1164;28-05-2015;0.42365
1165;29-05-2015;0.42551
1166;30-05-2015;
1167;31-05-2015;
1168;01-06-2015;0.4265
1169;02-06-2015;0.42929
1170;03-06-2015;0.42967
1171;04-06-2015;0.43021
1172;05-06-2015;0.43186
1173;06-06-2015;
1174;07-06-2015;
1175;08-06-2015;0.42695
1176;09-06-2015;0.4438
1177;10-06-2015;0.44029
1178;11-06-2015;0.43834
1179;12-06-2015;0.43881
1180;13-06-2015;
1181;14-06-2015;
1182;15-06-2015;0.43464
1183;16-06-2015;0.4376
1184;17-06-2015;0.43899
1185;18-06-2015;0.43789
1186;19-06-2015;0.43442
1187;20-06-2015;
1188;21-06-2015;
1189;22-06-2015;0.43469
1190;23-06-2015;0.42896
1191;24-06-2015;0.42792
1192;25-06-2015;0.42884
1193;26-06-2015;0.42661
1194;27-06-2015;
1195;28-06-2015;
1196;29-06-2015;0.4258
1197;30-06-2015;0.43022
1198;01-07-2015;0.43052
1199;02-07-2015;0.42897
1200;03-07-2015;0.43258
1201;04-07-2015;
1202;05-07-2015;
1203;06-07-2015;0.43067
1204;07-07-2015;0.4308
1205;08-07-2015;0.42903
1206;09-07-2015;0.43072
1207;10-07-2015;0.42845
1208;11-07-2015;
1209;12-07-2015;
1210;13-07-2015;0.42611
1211;14-07-2015;0.42534
1212;15-07-2015;0.42222
1213;16-07-2015;0.42241
1214;17-07-2015;
1215;18-07-2015;
1216;19-07-2015;
1217;20-07-2015;0.42241
1218;21-07-2015;0.42847
1219;22-07-2015;0.43028
1220;23-07-2015;0.43303
1221;24-07-2015;0.43548
1222;25-07-2015;
1223;26-07-2015;
1224;27-07-2015;0.43832
1225;28-07-2015;0.44146
1226;29-07-2015;0.44121
1227;30-07-2015;0.44258
1228;31-07-2015;0.4443
1229;01-08-2015;
1230;02-08-2015;
1231;03-08-2015;0.44579
1232;04-08-2015;0.44415
1233;05-08-2015;0.44339
1234;06-08-2015;0.44593
1235;07-08-2015;0.44566
1236;08-08-2015;
1237;09-08-2015;
1238;10-08-2015;0.44501
1239;11-08-2015;0.44613
1240;12-08-2015;0.43504
1241;13-08-2015;0.43112
1242;14-08-2015;0.43213
1243;15-08-2015;
1244;16-08-2015;
1245;17-08-2015;0.44034
1246;18-08-2015;0.44293
1247;19-08-2015;0.44669
1248;20-08-2015;0.45098
1249;21-08-2015;0.46174
1250;22-08-2015;
1251;23-08-2015;
1252;24-08-2015;0.45373
1253;25-08-2015;0.4579
1254;26-08-2015;0.45367
1255;27-08-2015;0.45509
1256;28-08-2015;0.45175
1257;29-08-2015;
1258;30-08-2015;
1259;31-08-2015;0.45362
1260;01-09-2015;0.45497
1261;02-09-2015;0.45529
1262;03-09-2015;0.45992
1263;04-09-2015;0.46249
1264;05-09-2015;
1265;06-09-2015;
1266;07-09-2015;0.46583
1267;08-09-2015;0.47302
1268;09-09-2015;0.47087
1269;10-09-2015;0.46839
1270;11-09-2015;0.47406
1271;12-09-2015;
1272;13-09-2015;
1273;14-09-2015;0.4733
1274;15-09-2015;0.47781
1275;16-09-2015;0.47512
1276;17-09-2015;0.47013
1277;18-09-2015;0.47082
1278;19-09-2015;
1279;20-09-2015;
1280;21-09-2015;0.46816
1281;22-09-2015;0.46804
1282;23-09-2015;0.469
1283;24-09-2015;
1284;25-09-2015;
1285;26-09-2015;
1286;27-09-2015;
1287;28-09-2015;0.469
1288;29-09-2015;0.47562
1289;30-09-2015;0.47559
1290;01-10-2015;0.47323
1291;02-10-2015;0.47206
1292;03-10-2015;
1293;04-10-2015;
1294;05-10-2015;0.47304
1295;06-10-2015;0.46815
1296;07-10-2015;0.46745
1297;08-10-2015;0.45965
1298;09-10-2015;0.4595
1299;10-10-2015;
1300;11-10-2015;
1301;12-10-2015;0.45384
1302;13-10-2015;0.45975
1303;14-10-2015;0.46145
1304;15-10-2015;0.46085
1305;16-10-2015;0.45191
1306;17-10-2015;
1307;18-10-2015;
1308;19-10-2015;0.45275
1309;20-10-2015;0.45158
1310;21-10-2015;0.45354
1311;22-10-2015;0.45468
1312;23-10-2015;0.45198
1313;24-10-2015;
1314;25-10-2015;
1315;26-10-2015;0.44878
1316;27-10-2015;0.45253
1317;28-10-2015;0.45303
1318;29-10-2015;
1319;30-10-2015;0.45303
1320;31-10-2015;
1321;01-11-2015;
1322;02-11-2015;0.45858
1323;03-11-2015;0.43982
1324;04-11-2015;0.4439
1325;05-11-2015;0.44512
1326;06-11-2015;0.44941
1327;07-11-2015;
1328;08-11-2015;
1329;09-11-2015;0.44962
1330;10-11-2015;0.45628
1331;11-11-2015;0.45494
1332;12-11-2015;0.45154
1333;13-11-2015;0.44915
1334;14-11-2015;
1335;15-11-2015;
1336;16-11-2015;0.44755
1337;17-11-2015;0.44915
1338;18-11-2015;0.44773
1339;19-11-2015;0.44617
1340;20-11-2015;0.44389
1341;21-11-2015;
1342;22-11-2015;
1343;23-11-2015;0.44078
1344;24-11-2015;0.44251
1345;25-11-2015;0.44647
1346;26-11-2015;0.44844
1347;27-11-2015;0.45146
1348;28-11-2015;
1349;29-11-2015;
1350;30-11-2015;0.45398
1351;01-12-2015;0.45242
1352;02-12-2015;0.44948
1353;03-12-2015;0.44712
1354;04-12-2015;0.44788
1355;05-12-2015;
1356;06-12-2015;
1357;07-12-2015;0.44932
1358;08-12-2015;0.44841
1359;09-12-2015;0.45127
1360;10-12-2015;0.45031
1361;11-12-2015;0.44947
1362;12-12-2015;
1363;13-12-2015;
1364;14-12-2015;0.45376
1365;15-12-2015;0.45676
1366;16-12-2015;0.45712
1367;17-12-2015;0.4552
1368;18-12-2015;0.44956
1369;19-12-2015;
1370;20-12-2015;
1371;21-12-2015;0.44843
1372;22-12-2015;0.44602
1373;23-12-2015;0.44891
1374;24-12-2015;0.4492
1375;25-12-2015;0.44807
1376;26-12-2015;
1377;27-12-2015;
1378;28-12-2015;0.4472
1379;29-12-2015;0.44685
1380;30-12-2015;0.44596
1381;31-12-2015;0.44545
1382;01-01-2016;
1383;02-01-2016;
1384;03-01-2016;
1385;04-01-2016;0.44687
1386;05-01-2016;0.44797
1387;06-01-2016;0.45357
1388;07-01-2016;0.45572
1389;08-01-2016;0.45503
1390;09-01-2016;
1391;10-01-2016;
1392;11-01-2016;0.45077
1393;12-01-2016;0.45655
1394;13-01-2016;0.45843
1395;14-01-2016;0.45576
1396;15-01-2016;0.45678
1397;16-01-2016;
1398;17-01-2016;
1399;18-01-2016;0.45844
1400;19-01-2016;0.459
1401;20-01-2016;0.45712
1402;21-01-2016;0.46088
1403;22-01-2016;0.45928
1404;23-01-2016;
1405;24-01-2016;
1406;25-01-2016;0.45505
1407;26-01-2016;0.45489
1408;27-01-2016;0.45639
1409;28-01-2016;0.45316
1410;29-01-2016;0.45042
1411;30-01-2016;
1412;31-01-2016;
1413;01-02-2016;0.44767
1414;02-02-2016;0.4485
1415;03-02-2016;0.4462
1416;04-02-2016;0.4456
1417;05-02-2016;0.43908
1418;06-02-2016;
1419;07-02-2016;
1420;08-02-2016;0.4396
1421;09-02-2016;0.44313
1422;10-02-2016;0.4458
1423;11-02-2016;0.44228
1424;12-02-2016;0.44301
1425;13-02-2016;
1426;14-02-2016;
1427;15-02-2016;0.44212
1428;16-02-2016;0.45079
1429;17-02-2016;0.45058
1430;18-02-2016;0.45159
1431;19-02-2016;0.45173
1432;20-02-2016;
1433;21-02-2016;
1434;22-02-2016;0.45226
1435;23-02-2016;0.44912
1436;24-02-2016;0.44721
1437;25-02-2016;0.4471
1438;26-02-2016;0.44587
1439;27-02-2016;
1440;28-02-2016;
1441;29-02-2016;0.44551
1442;01-03-2016;0.44954
1443;02-03-2016;0.44727
1444;03-03-2016;0.44586
1445;04-03-2016;0.44413
1446;05-03-2016;
1447;06-03-2016;
1448;07-03-2016;0.44466
1449;08-03-2016;0.44558
1450;09-03-2016;0.44633
1451;10-03-2016;0.444
1452;11-03-2016;0.44065
1453;12-03-2016;
1454;13-03-2016;
1455;14-03-2016;0.43959
1456;15-03-2016;0.44083
1457;16-03-2016;0.44054
1458;17-03-2016;0.44353
1459;18-03-2016;0.43791
1460;19-03-2016;
1461;20-03-2016;
1462;21-03-2016;0.4384
1463;22-03-2016;0.44025
1464;23-03-2016;0.43992
1465;24-03-2016;0.43906
1466;25-03-2016;0.43952
1467;26-03-2016;
1468;27-03-2016;
1469;28-03-2016;0.43825
1470;29-03-2016;0.43847
1471;30-03-2016;0.43834
1472;31-03-2016;0.4349
1473;01-04-2016;0.43465
1474;02-04-2016;
1475;03-04-2016;
1476;04-04-2016;0.43375
1477;05-04-2016;0.43267
1478;06-04-2016;0.43435
1479;07-04-2016;0.43583
1480;08-04-2016;0.43699
1481;09-04-2016;
1482;10-04-2016;
1483;11-04-2016;0.43875
1484;12-04-2016;0.43549
1485;13-04-2016;0.43502
1486;14-04-2016;0.43767
1487;15-04-2016;0.43843
1488;16-04-2016;
1489;17-04-2016;
1490;18-04-2016;0.43811
1491;19-04-2016;0.4377
1492;20-04-2016;0.43537
1493;21-04-2016;0.43477
1494;22-04-2016;0.43309
1495;23-04-2016;
1496;24-04-2016;
1497;25-04-2016;0.43318
1498;26-04-2016;0.43551
1499;27-04-2016;0.43398
1500;28-04-2016;0.43153
1501;29-04-2016;0.43207
1502;30-04-2016;
1503;01-05-2016;
1504;02-05-2016;0.42954
1505;03-05-2016;0.42896
1506;04-05-2016;0.43084
1507;05-05-2016;0.43735
1508;06-05-2016;0.44641
1509;07-05-2016;
1510;08-05-2016;
1511;09-05-2016;0.44659
1512;10-05-2016;0.44665
1513;11-05-2016;0.44835
1514;12-05-2016;0.4526
1515;13-05-2016;0.45017
1516;14-05-2016;
1517;15-05-2016;
1518;16-05-2016;0.45118
1519;17-05-2016;0.45291
1520;18-05-2016;0.45188
1521;19-05-2016;
1522;20-05-2016;0.45309
1523;21-05-2016;
1524;22-05-2016;
1525;23-05-2016;0.45225
1526;24-05-2016;0.45265
1527;25-05-2016;0.45237
1528;26-05-2016;0.446
1529;27-05-2016;0.445
1530;28-05-2016;
1531;29-05-2016;
1532;30-05-2016;0.44567
1533;31-05-2016;0.44658
1534;01-06-2016;0.44592
1535;02-06-2016;0.4454
1536;03-06-2016;0.44415
1537;04-06-2016;
1538;05-06-2016;
1539;06-06-2016;0.44481
1540;07-06-2016;0.44041
1541;08-06-2016;0.43848
1542;09-06-2016;0.4373
1543;10-06-2016;0.43857
1544;11-06-2016;
1545;12-06-2016;
1546;13-06-2016;0.44098
1547;14-06-2016;0.44117
1548;15-06-2016;0.44202
1549;16-06-2016;0.44196
1550;17-06-2016;0.44241
1551;18-06-2016;
1552;19-06-2016;
1553;20-06-2016;0.44215
1554;21-06-2016;0.43799
1555;22-06-2016;0.43767
1556;23-06-2016;0.43899
1557;24-06-2016;0.43539
1558;25-06-2016;
1559;26-06-2016;
1560;27-06-2016;0.43981
1561;28-06-2016;0.43942
1562;29-06-2016;0.43565
1563;30-06-2016;0.43283
1564;01-07-2016;0.43172
1565;02-07-2016;
1566;03-07-2016;
1567;04-07-2016;0.43073
1568;05-07-2016;
1569;06-07-2016;
1570;07-07-2016;
1571;08-07-2016;0.43073
1572;09-07-2016;
1573;10-07-2016;
1574;11-07-2016;0.43439
1575;12-07-2016;0.43083
1576;13-07-2016;0.42958
1577;14-07-2016;0.43025
1578;15-07-2016;0.42998
1579;16-07-2016;
1580;17-07-2016;
1581;18-07-2016;0.42906
1582;19-07-2016;0.43753
1583;20-07-2016;0.44223
1584;21-07-2016;0.4508
1585;22-07-2016;0.45779
1586;23-07-2016;
1587;24-07-2016;
1588;25-07-2016;0.45566
1589;26-07-2016;0.45137
1590;27-07-2016;0.45218
1591;28-07-2016;0.45288
1592;29-07-2016;0.45053
1593;30-07-2016;
1594;31-07-2016;
1595;01-08-2016;0.45035
1596;02-08-2016;0.44622
1597;03-08-2016;0.44823
1598;04-08-2016;0.45105
1599;05-08-2016;0.45239
1600;06-08-2016;
1601;07-08-2016;
1602;08-08-2016;0.449
1603;09-08-2016;0.44552
1604;10-08-2016;0.44455
1605;11-08-2016;0.44265
1606;12-08-2016;0.44359
1607;13-08-2016;
1608;14-08-2016;
1609;15-08-2016;0.4423
1610;16-08-2016;0.44189
1611;17-08-2016;0.43977
1612;18-08-2016;0.43981
1613;19-08-2016;0.43839
1614;20-08-2016;
1615;21-08-2016;
1616;22-08-2016;0.43893
1617;23-08-2016;0.4399
1618;24-08-2016;0.4395
1619;25-08-2016;0.4414
1620;26-08-2016;0.43903
1621;27-08-2016;
1622;28-08-2016;
1623;29-08-2016;0.43745
1624;30-08-2016;
1625;31-08-2016;0.4399
1626;01-09-2016;0.43988
1627;02-09-2016;0.44002
1628;03-09-2016;
1629;04-09-2016;
1630;05-09-2016;0.44035
1631;06-09-2016;0.43846
1632;07-09-2016;0.43753
1633;08-09-2016;0.43705
1634;09-09-2016;0.43794
1635;10-09-2016;
1636;11-09-2016;
1637;12-09-2016;
1638;13-09-2016;
1639;14-09-2016;
1640;15-09-2016;
1641;16-09-2016;0.43992
1642;17-09-2016;
1643;18-09-2016;
1644;19-09-2016;0.44223
1645;20-09-2016;0.4433
1646;21-09-2016;0.44333
1647;22-09-2016;0.44321
1648;23-09-2016;0.43934
1649;24-09-2016;
1650;25-09-2016;
1651;26-09-2016;0.4394
1652;27-09-2016;0.44499
1653;28-09-2016;0.44301
1654;29-09-2016;0.44359
1655;30-09-2016;0.44676
1656;01-10-2016;
1657;02-10-2016;
1658;03-10-2016;0.44727
1659;04-10-2016;0.44768
1660;05-10-2016;0.45151
1661;06-10-2016;0.45515
1662;07-10-2016;0.45469
1663;08-10-2016;
1664;09-10-2016;
1665;10-10-2016;0.45468
1666;11-10-2016;0.45369
1667;12-10-2016;0.4561
1668;13-10-2016;0.45609
1669;14-10-2016;0.45768
1670;15-10-2016;
1671;16-10-2016;
1672;17-10-2016;0.45641
1673;18-10-2016;0.4569
1674;19-10-2016;0.45642
1675;20-10-2016;0.45434
1676;21-10-2016;0.45266
1677;22-10-2016;
1678;23-10-2016;
1679;24-10-2016;0.45199
1680;25-10-2016;0.45119
1681;26-10-2016;0.45165
1682;27-10-2016;0.45214
1683;28-10-2016;0.45464
1684;29-10-2016;
1685;30-10-2016;
1686;31-10-2016;0.45464
1687;01-11-2016;0.45558
1688;02-11-2016;0.45482
1689;03-11-2016;0.45756
1690;04-11-2016;0.45773
1691;05-11-2016;
1692;06-11-2016;
1693;07-11-2016;0.46123
1694;08-11-2016;0.46284
1695;09-11-2016;0.4654
1696;10-11-2016;0.46769
1697;11-11-2016;0.46906
1698;12-11-2016;
1699;13-11-2016;
1700;14-11-2016;0.47578
1701;15-11-2016;0.47664
1702;16-11-2016;0.47456
1703;17-11-2016;0.47825
1704;18-11-2016;0.47914
1705;19-11-2016;
1706;20-11-2016;
1707;21-11-2016;0.48847
1708;22-11-2016;0.48657
1709;23-11-2016;0.48488
1710;24-11-2016;0.48773
1711;25-11-2016;0.48935
1712;26-11-2016;
1713;27-11-2016;
1714;28-11-2016;0.49454
1715;29-11-2016;0.4922
1716;30-11-2016;0.49321
1717;01-12-2016;0.49364
1718;02-12-2016;0.49744
1719;03-12-2016;
1720;04-12-2016;
1721;05-12-2016;0.50643
1722;06-12-2016;0.51039
1723;07-12-2016;0.50745
1724;08-12-2016;0.49546
1725;09-12-2016;0.48675
1726;10-12-2016;
1727;11-12-2016;
1728;12-12-2016;0.49736
1729;13-12-2016;0.5058
1730;14-12-2016;0.50025
1731;15-12-2016;0.50111
1732;16-12-2016;0.50427
1733;17-12-2016;
1734;18-12-2016;
1735;19-12-2016;0.49959
1736;20-12-2016;0.50023
1737;21-12-2016;0.50245
1738;22-12-2016;0.50225
1739;23-12-2016;0.50175
1740;24-12-2016;
1741;25-12-2016;
1742;26-12-2016;0.502
1743;27-12-2016;0.50143
1744;28-12-2016;0.50262
1745;29-12-2016;0.505
1746;30-12-2016;0.50504
1747;31-12-2016;
1748;01-01-2017;
1749;02-01-2017;0.50375
1750;03-01-2017;0.50598
1751;04-01-2017;0.51076
1752;05-01-2017;0.51199
1753;06-01-2017;0.51902
1754;07-01-2017;
1755;08-01-2017;
1756;09-01-2017;0.5189
1757;10-01-2017;0.53085
1758;11-01-2017;0.54026
1759;12-01-2017;0.55247
1760;13-01-2017;0.55371
1761;14-01-2017;
1762;15-01-2017;
1763;16-01-2017;0.54782
1764;17-01-2017;0.54225
1765;18-01-2017;0.54775
1766;19-01-2017;0.54921
1767;20-01-2017;0.54933
1768;21-01-2017;
1769;22-01-2017;
1770;23-01-2017;0.55202
1771;24-01-2017;0.54653
1772;25-01-2017;0.544
1773;26-01-2017;0.54956
1774;27-01-2017;0.55417
1775;28-01-2017;
1776;29-01-2017;
1777;30-01-2017;0.56035
1778;31-01-2017;0.55378
1779;01-02-2017;0.54727
1780;02-02-2017;0.54543
1781;03-02-2017;0.53951
1782;04-02-2017;
1783;05-02-2017;
1784;06-02-2017;0.54159
1785;07-02-2017;0.53303
1786;08-02-2017;0.53605
1787;09-02-2017;0.54091
1788;10-02-2017;0.53653
1789;11-02-2017;
1790;12-02-2017;
1791;13-02-2017;0.53119
1792;14-02-2017;0.53294
1793;15-02-2017;0.52846
1794;16-02-2017;0.52784
1795;17-02-2017;0.53212
1796;18-02-2017;
1797;19-02-2017;
1798;20-02-2017;0.53077
1799;21-02-2017;0.52361
1800;22-02-2017;0.52275
1801;23-02-2017;0.52191
1802;24-02-2017;0.51686
1803;25-02-2017;
1804;26-02-2017;
1805;27-02-2017;0.51644
1806;28-02-2017;0.51929
1807;01-03-2017;0.52229
1808;02-03-2017;0.52487
1809;03-03-2017;0.53179
1810;04-03-2017;
1811;05-03-2017;
1812;06-03-2017;0.53632
1813;07-03-2017;0.53519
1814;08-03-2017;0.53098
1815;09-03-2017;0.5331
1816;10-03-2017;0.53981
1817;11-03-2017;
1818;12-03-2017;
1819;13-03-2017;0.53863
1820;14-03-2017;0.53823
1821;15-03-2017;0.53861
1822;16-03-2017;0.53644
1823;17-03-2017;0.52925
1824;18-03-2017;
1825;19-03-2017;
1826;20-03-2017;0.51925
1827;21-03-2017;0.52213
1828;22-03-2017;0.52085
1829;23-03-2017;0.5235
1830;24-03-2017;0.52167
1831;25-03-2017;
1832;26-03-2017;
1833;27-03-2017;0.52236
1834;28-03-2017;0.51964
1835;29-03-2017;0.52264
1836;30-03-2017;0.52555
1837;31-03-2017;0.5251
1838;01-04-2017;
1839;02-04-2017;
1840;03-04-2017;0.52478
1841;04-04-2017;0.52521
1842;05-04-2017;0.526
1843;06-04-2017;0.53029
1844;07-04-2017;0.53449
1845;08-04-2017;
1846;09-04-2017;
1847;10-04-2017;0.53637
1848;11-04-2017;0.53663
1849;12-04-2017;0.5353
1850;13-04-2017;0.5303
1851;14-04-2017;0.52806
1852;15-04-2017;
1853;16-04-2017;
1854;17-04-2017;0.53138
1855;18-04-2017;0.52823
1856;19-04-2017;0.53197
1857;20-04-2017;0.52887
1858;21-04-2017;0.52552
1859;22-04-2017;
1860;23-04-2017;
1861;24-04-2017;0.52565
1862;25-04-2017;0.51881
1863;26-04-2017;0.51746
1864;27-04-2017;0.51736
1865;28-04-2017;0.51326
1866;29-04-2017;
1867;30-04-2017;
1868;01-05-2017;
1869;02-05-2017;0.51195
1870;03-05-2017;0.50974
1871;04-05-2017;0.50948
1872;05-05-2017;0.51088
1873;06-05-2017;
1874;07-05-2017;
1875;08-05-2017;0.51298
1876;09-05-2017;0.511
1877;10-05-2017;0.5173
1878;11-05-2017;0.51827
1879;12-05-2017;0.5148
1880;13-05-2017;
1881;14-05-2017;
1882;15-05-2017;0.51665
1883;16-05-2017;0.51276
1884;17-05-2017;0.51166
1885;18-05-2017;0.51312
1886;19-05-2017;
1887;20-05-2017;
1888;21-05-2017;
1889;22-05-2017;0.52125
1890;23-05-2017;0.5139
1891;24-05-2017;0.51463
1892;25-05-2017;0.51444
1893;26-05-2017;0.51512
1894;27-05-2017;
1895;28-05-2017;
1896;29-05-2017;0.51689
1897;30-05-2017;0.51855
1898;31-05-2017;0.51699
1899;01-06-2017;0.51528
1900;02-06-2017;0.516
1901;03-06-2017;
1902;04-06-2017;
1903;05-06-2017;0.51452
1904;06-06-2017;0.51244
1905;07-06-2017;0.51678
1906;08-06-2017;0.51474
1907;09-06-2017;0.51822
1908;10-06-2017;
1909;11-06-2017;
1910;12-06-2017;0.51519
1911;13-06-2017;0.51474
1912;14-06-2017;0.5145
1913;15-06-2017;0.5141
1914;16-06-2017;0.51231
1915;17-06-2017;
1916;18-06-2017;
1917;19-06-2017;0.51259
1918;20-06-2017;0.51086
1919;21-06-2017;0.51284
1920;22-06-2017;0.51477
1921;23-06-2017;0.51201
1922;24-06-2017;
1923;25-06-2017;
1924;26-06-2017;
1925;27-06-2017;
1926;28-06-2017;0.5089
1927;29-06-2017;0.51488
1928;30-06-2017;0.51436
1929;01-07-2017;
1930;02-07-2017;
1931;03-07-2017;0.51584
1932;04-07-2017;0.51688
1933;05-07-2017;0.51901
1934;06-07-2017;0.52338
1935;07-07-2017;0.52945
1936;08-07-2017;
1937;09-07-2017;
1938;10-07-2017;0.53087
1939;11-07-2017;0.52674
1940;12-07-2017;0.53084
1941;13-07-2017;0.52771
1942;14-07-2017;0.52282
1943;15-07-2017;
1944;16-07-2017;
1945;17-07-2017;0.52204
1946;18-07-2017;0.51946
1947;19-07-2017;0.51924
1948;20-07-2017;0.51909
1949;21-07-2017;0.51866
1950;22-07-2017;
1951;23-07-2017;
1952;24-07-2017;0.51859
1953;25-07-2017;0.52202
1954;26-07-2017;0.52408
1955;27-07-2017;0.52369
1956;28-07-2017;0.52045
1957;29-07-2017;
1958;30-07-2017;
1959;31-07-2017;0.52044
1960;01-08-2017;0.52074
1961;02-08-2017;0.52043
1962;03-08-2017;0.522
1963;04-08-2017;0.52325
1964;05-08-2017;
1965;06-08-2017;
1966;07-08-2017;0.52224
1967;08-08-2017;0.52231
1968;09-08-2017;0.52323
1969;10-08-2017;0.52685
1970;11-08-2017;0.5279
1971;12-08-2017;
1972;13-08-2017;
1973;14-08-2017;0.52856
1974;15-08-2017;0.52572
1975;16-08-2017;0.52511
1976;17-08-2017;0.52427
1977;18-08-2017;0.52419
1978;19-08-2017;
1979;20-08-2017;
1980;21-08-2017;0.52454
1981;22-08-2017;0.52328
1982;23-08-2017;0.52215
1983;24-08-2017;0.52171
1984;25-08-2017;0.51914
1985;26-08-2017;
1986;27-08-2017;
1987;28-08-2017;0.51929
1988;29-08-2017;0.51664
1989;30-08-2017;
1990;31-08-2017;0.51866
1991;01-09-2017;
1992;02-09-2017;
1993;03-09-2017;
1994;04-09-2017;
1995;05-09-2017;0.51866
1996;06-09-2017;0.52234
1997;07-09-2017;0.5239
1998;08-09-2017;0.52337
1999;09-09-2017;
2000;10-09-2017;
2001;11-09-2017;0.52465
2002;12-09-2017;0.51785
2003;13-09-2017;0.5214
2004;14-09-2017;0.52288
2005;15-09-2017;0.52418
2006;16-09-2017;
2007;17-09-2017;
2008;18-09-2017;0.52158
2009;19-09-2017;0.52315
2010;20-09-2017;0.52702
2011;21-09-2017;0.52578
2012;22-09-2017;0.52932
2013;23-09-2017;
2014;24-09-2017;
2015;25-09-2017;0.52592
2016;26-09-2017;0.52825
2017;27-09-2017;0.5302
2018;28-09-2017;0.53409
2019;29-09-2017;0.53275
2020;30-09-2017;
2021;01-10-2017;
2022;02-10-2017;0.53087
2023;03-10-2017;0.53442
2024;04-10-2017;0.53476
2025;05-10-2017;0.53258
2026;06-10-2017;0.53334
2027;07-10-2017;
2028;08-10-2017;
2029;09-10-2017;0.53866
2030;10-10-2017;0.55461
2031;11-10-2017;0.55596
2032;12-10-2017;0.55458
2033;13-10-2017;0.55029
2034;14-10-2017;
2035;15-10-2017;
2036;16-10-2017;0.55077
2037;17-10-2017;0.54943
2038;18-10-2017;0.54912
2039;19-10-2017;0.55175
2040;20-10-2017;0.54962
2041;21-10-2017;
2042;22-10-2017;
2043;23-10-2017;0.54982
2044;24-10-2017;0.55409
2045;25-10-2017;0.55642
2046;26-10-2017;0.55841
2047;27-10-2017;0.56455
2048;28-10-2017;
2049;29-10-2017;
2050;30-10-2017;0.57063
2051;31-10-2017;0.56409
2052;01-11-2017;0.56628
2053;02-11-2017;0.57257
2054;03-11-2017;0.57299
2055;04-11-2017;
2056;05-11-2017;
2057;06-11-2017;0.57331
2058;07-11-2017;0.57847
2059;08-11-2017;0.57758
2060;09-11-2017;0.58189
2061;10-11-2017;0.57732
2062;11-11-2017;
2063;12-11-2017;
2064;13-11-2017;0.57863
2065;14-11-2017;0.57878
2066;15-11-2017;0.57909
2067;16-11-2017;0.5827
2068;17-11-2017;0.58
2069;18-11-2017;
2070;19-11-2017;
2071;20-11-2017;0.58155
2072;21-11-2017;0.58288
2073;22-11-2017;0.59238
2074;23-11-2017;0.59509
2075;24-11-2017;0.59128
2076;25-11-2017;
2077;26-11-2017;
2078;27-11-2017;0.59288
2079;28-11-2017;0.59168
2080;29-11-2017;0.59101
2081;30-11-2017;0.59526
2082;01-12-2017;0.59242
2083;02-12-2017;
2084;03-12-2017;
2085;04-12-2017;0.59167
2086;05-12-2017;0.58887
2087;06-12-2017;0.58076
2088;07-12-2017;0.57921
2089;08-12-2017;0.58025
2090;09-12-2017;
2091;10-12-2017;
2092;11-12-2017;0.57923
2093;12-12-2017;0.57517
2094;13-12-2017;0.57503
2095;14-12-2017;0.57674
2096;15-12-2017;0.57661
2097;16-12-2017;
2098;17-12-2017;
2099;18-12-2017;0.5807
2100;19-12-2017;0.57878
2101;20-12-2017;0.57714
2102;21-12-2017;0.57929
2103;22-12-2017;0.57738
2104;23-12-2017;
2105;24-12-2017;
2106;25-12-2017;0.57638
