;Tarih;TP_DK_CNY_A
235;10-11-2012;
236;11-11-2012;
237;12-11-2012;0.28281
238;13-11-2012;0.28471
239;14-11-2012;0.2862
240;15-11-2012;0.28576
241;16-11-2012;0.2851
242;17-11-2012;
243;18-11-2012;
244;19-11-2012;0.28512
245;20-11-2012;0.28524
246;21-11-2012;0.28496
247;22-11-2012;0.28501
248;23-11-2012;0.28513
249;24-11-2012;
250;25-11-2012;
251;26-11-2012;0.28505
252;27-11-2012;0.28458
253;28-11-2012;0.2846
254;29-11-2012;0.28418
