;Tarih;TP_TUFE1YI_T109
0;1994-1;1.1164135497
1;1994-2;1.1925326553
2;1994-3;1.2641741665
3;1994-4;1.3865617482
4;1994-5;1.5492476799
5;1994-6;1.5790983096
6;1994-7;1.5179045188
7;1994-8;1.5149194558
8;1994-9;1.6970082968
9;1994-10;1.6970082968
10;1994-11;1.6970082968
11;1994-12;1.6985008283
12;1995-1;1.811933221
13;1995-2;1.9850668731
14;1995-3;1.9850668731
15;1995-4;2.3850653107
16;1995-5;2.3850653107
17;1995-6;2.3850653107
18;1995-7;2.3805877163
19;1995-8;2.4835723886
20;1995-9;2.6984969223
21;1995-10;2.7865562798
22;1995-11;2.8835708262
23;1995-12;2.8835708262
24;1996-1;3.2850617953
25;1996-2;3.2850617953
26;1996-3;3.2850617953
27;1996-4;3.6119261902
28;1996-5;3.8552088221
29;1996-6;3.8820743888
30;1996-7;4.3746097783
31;1996-8;4.3746097783
32;1996-9;4.5089376119
33;1996-10;4.6447579769
34;1996-11;4.6447579769
35;1996-12;4.8074439086
36;1997-1;4.8238617549
37;1997-2;5.1850543739
38;1997-3;5.3402776482
39;1997-4;5.9850512491
40;1997-5;6.0731106067
41;1997-6;6.3596766515
42;1997-7;6.5343028351
43;1997-8;7.0387784765
44;1997-9;7.1835540305
45;1997-10;7.7178803016
46;1997-11;8.0074314094
47;1997-12;9.1895163444
48;1998-1;9.5014554245
49;1998-2;10.2671240755
50;1998-3;11.499955081
51;1998-4;11.499955081
52;1998-5;11.6118949423
53;1998-6;11.6372679775
54;1998-7;12.8447259477
55;1998-8;12.9939790961
56;1998-9;13.3492015892
57;1998-10;15.8357590408
58;1998-11;15.9611316854
59;1998-12;16.0223254763
60;1999-1;16.0969520504
61;1999-2;16.1685935616
62;1999-3;16.2984438007
63;1999-4;17.8835122363
64;1999-5;19.1432088084
65;1999-6;19.9491758096
66;1999-7;23.2536405142
67;1999-8;23.2536405142
68;1999-9;23.3357297458
69;1999-10;23.3357297458
70;1999-11;23.8342352613
71;1999-12;24.9178131184
72;2000-1;25.0342305742
73;2000-2;25.3267667449
74;2000-3;25.7401979659
75;2000-4;25.8745257994
76;2000-5;26.1864648795
77;2000-6;26.9685513769
78;2000-7;27.9416819042
79;2000-8;28.0775022692
80;2000-9;28.1491437804
81;2000-10;29.6267499491
82;2000-11;29.7237644956
83;2000-12;29.7237644956
84;2001-1;30.6133132598
85;2001-2;30.9864461307
86;2001-3;34.9968782271
87;2001-4;38.6968637749
88;2001-5;49.6341344866
89;2001-6;52.9072560301
90;2001-7;53.8147151722
91;2001-8;57.3833579494
92;2001-9;62.0788619968
93;2001-10;65.7997429854
94;2001-11;66.6907842811
95;2001-12;67.3251101616
96;2002-1;73.5385187278
97;2002-2;73.5385187278
98;2002-3;75.4116457397
99;2002-4;84.2116113669
100;2002-5;84.7936986455
101;2002-6;82.3578872643
102;2002-7;85.4325021205
103;2002-8;82.063858562
104;2002-9;85.0578767181
105;2002-10;85.0578767181
106;2002-11;85.0578767181
107;2002-12;85.0578767181
108;2003-1;94.6070931501
109;2003-2;95.1777889604
110;2003-3;96.2136206585
111;2003-4;96.4265238111
112;2003-5;101.6834648113
113;2003-6;102.2128329956
114;2003-7;101.4681226584
115;2003-8;101.4871663411
116;2003-9;102.036809581
117;2003-10;102.061856945
118;2003-11;103.3570837105
119;2003-12;103.2676363766
120;2004-1;92.6629193479
121;2004-2;92.6629193479
122;2004-3;92.6629193479
123;2004-4;93.1220574654
124;2004-5;97.866162653
125;2004-6;97.866162653
126;2004-7;97.9088568311
127;2004-8;97.9088568311
128;2004-9;97.9107575082
129;2004-10;105.4164649504
130;2004-11;105.4164649504
131;2004-12;105.4164649504
132;2005-1;105.42
133;2005-2;105.21
134;2005-3;105.64
135;2005-4;105.86
136;2005-5;105.86
137;2005-6;103.38
138;2005-7;105.26
139;2005-8;105.28
140;2005-9;105.35
141;2005-10;105.35
142;2005-11;105.35
143;2005-12;98.22
144;2006-1;98.22
145;2006-2;96.74
146;2006-3;96.74
147;2006-4;96.19
148;2006-5;96.19
149;2006-6;96.47
150;2006-7;96.47
151;2006-8;96.47
152;2006-9;96.47
153;2006-10;96.47
154;2006-11;96.6
155;2006-12;96.6
156;2007-1;96.6
157;2007-2;93.27
158;2007-3;97.58
159;2007-4;97.74
160;2007-5;97.91
161;2007-6;97.26
162;2007-7;97.26
163;2007-8;97.26
164;2007-9;97.44
165;2007-10;97.44
166;2007-11;97.44
167;2007-12;97.68
168;2008-1;89.07
169;2008-2;88.64
170;2008-3;89.25
171;2008-4;89.98
172;2008-5;89.99
173;2008-6;90.07
174;2008-7;90.82
175;2008-8;90.07
176;2008-9;89.34
177;2008-10;89.35
178;2008-11;89.61
179;2008-12;89.48
180;2009-1;91.54
181;2009-2;97.62
182;2009-3;97.68
183;2009-4;97.7
184;2009-5;97.74
185;2009-6;97.94
186;2009-7;98.19
187;2009-8;98.45
188;2009-9;97.22
189;2009-10;94.18
190;2009-11;94.64
191;2009-12;94.64
192;2010-1;94.64
193;2010-2;94.86
194;2010-3;94.51
195;2010-4;94.51
196;2010-5;94.51
197;2010-6;94.51
198;2010-7;87.6
199;2010-8;87.6
200;2010-9;87.6
201;2010-10;88.92
202;2010-11;88.92
203;2010-12;88.92
204;2011-1;88.92
205;2011-2;85.54
206;2011-3;85.92
207;2011-4;85.92
208;2011-5;85.92
209;2011-6;85.92
210;2011-7;85.92
211;2011-8;87.45
212;2011-9;87.95
213;2011-10;89.45
214;2011-11;89.45
215;2011-12;89.45
216;2012-1;90.85
217;2012-2;94.33
218;2012-3;94.18
219;2012-4;94.66
220;2012-5;94.94
221;2012-6;94.75
222;2012-7;94.62
223;2012-8;94.73
224;2012-9;94.63
225;2012-10;94.98
226;2012-11;94.89
227;2012-12;102.05
228;2013-1;102.21
229;2013-2;101.24
230;2013-3;102.03
231;2013-4;102.21
232;2013-5;102.17
233;2013-6;102.49
234;2013-7;102.93
235;2013-8;102.86
236;2013-9;104.55
237;2013-10;104.0
238;2013-11;103.9
239;2013-12;104.28
240;2014-1;110.69
241;2014-2;112.62
242;2014-3;113.39
243;2014-4;114.4
244;2014-5;114.44
245;2014-6;115.23
246;2014-7;115.04
247;2014-8;111.87
248;2014-9;111.81
249;2014-10;111.99
250;2014-11;112.09
251;2014-12;114.77
252;2015-1;115.12
253;2015-2;115.57
254;2015-3;118.09
255;2015-4;119.41
256;2015-5;120.18
257;2015-6;120.12
258;2015-7;120.07
259;2015-8;119.3
260;2015-9;120.19
261;2015-10;121.87
262;2015-11;122.0
263;2015-12;121.45
264;2016-1;128.56
265;2016-2;128.67
266;2016-3;129.12
267;2016-4;128.54
268;2016-5;128.87
269;2016-6;128.92
270;2016-7;128.81
271;2016-8;129.08
272;2016-9;129.16
273;2016-10;129.18
274;2016-11;129.18
275;2016-12;129.65
276;2017-1;133.37
277;2017-2;136.21
278;2017-3;141.29
279;2017-4;140.96
280;2017-5;143.47
281;2017-6;143.5
282;2017-7;143.98
283;2017-8;147.69
284;2017-9;151.07
285;2017-10;151.89
286;2017-11;151.77
287;2017-12;152.53
288;2018-1;163.17
289;2018-2;163.39
290;2018-3;163.11
291;2018-4;164.12
292;2018-5;168.9
293;2018-6;169.32
294;2018-7;170.05
295;2018-8;171.99
296;2018-9;173.94
297;2018-10;174.59
298;2018-11;175.84
299;2018-12;178.64
300;2019-1;185.68
301;2019-2;185.2
302;2019-3;188.26
303;2019-4;189.28
304;2019-5;189.34
305;2019-6;189.66
306;2019-7;189.29
307;2019-8;188.96
308;2019-9;181.8
309;2019-10;186.57
310;2019-11;193.07
311;2019-12;185.68
312;2020-1;206.61
313;2020-2;210.0
314;2020-3;213.89
315;2020-4;218.5
316;2020-5;224.26
317;2020-6;212.74
318;2020-7;212.67
319;2020-8;220.19
320;2020-9;226.41
321;2020-10;231.7
322;2020-11;237.2
323;2020-12;240.69
324;2021-1;265.11
325;2021-2;267.0
326;2021-3;272.27
327;2021-4;275.92
328;2021-5;282.94
329;2021-6;287.24
330;2021-7;286.5
331;2021-8;290.43
332;2021-9;303.47
333;2021-10;314.05
334;2021-11;322.53
335;2021-12;331.55
336;2022-1;385.04
337;2022-2;401.47
338;2022-3;433.53
339;2022-4;443.68
340;2022-5;450.94
341;2022-6;464.63
342;2022-7;483.29
343;2022-8;495.58
344;2022-9;517.22
345;2022-10;527.07
346;2022-11;533.16
347;2022-12;541.76
348;2023-1;615.29
349;2023-2;632.3
350;2023-3;633.86
351;2023-4;644.94
352;2023-5;653.72
353;2023-6;691.33
354;2023-7;770.85
355;2023-8;800.88
356;2023-9;812.23
357;2023-10;832.17
