;Tarih;TP_FG_J063
0;2003-1;90.12
1;2003-2;94.73
2;2003-3;97.41
3;2003-4;97.41
4;2003-5;97.49
5;2003-6;99.73
6;2003-7;102.66
7;2003-8;103.11
8;2003-9;103.66
9;2003-10;104.11
10;2003-11;104.78
11;2003-12;104.78
12;2004-1;108.45
13;2004-2;111.89
14;2004-3;112.78
15;2004-4;113.4
16;2004-5;113.48
17;2004-6;115.0
18;2004-7;117.86
19;2004-8;119.26
20;2004-9;120.24
21;2004-10;120.82
22;2004-11;121.06
23;2004-12;121.76
24;2005-1;121.88
25;2005-2;130.36
26;2005-3;138.55
27;2005-4;138.6
28;2005-5;138.67
29;2005-6;138.79
30;2005-7;139.51
31;2005-8;140.6
32;2005-9;141.11
33;2005-10;141.77
34;2005-11;142.17
35;2005-12;142.19
36;2006-1;143.6
37;2006-2;145.42
38;2006-3;146.49
39;2006-4;147.56
40;2006-5;151.82
41;2006-6;152.96
42;2006-7;154.46
43;2006-8;154.7
44;2006-9;155.03
45;2006-10;155.34
46;2006-11;155.46
47;2006-12;155.12
48;2007-1;156.63
49;2007-2;157.31
50;2007-3;158.43
51;2007-4;159.0
52;2007-5;159.15
53;2007-6;159.32
54;2007-7;159.38
55;2007-8;159.48
56;2007-9;159.66
57;2007-10;159.67
58;2007-11;159.73
59;2007-12;160.08
60;2008-1;160.63
61;2008-2;160.93
62;2008-3;161.26
63;2008-4;161.58
64;2008-5;161.63
65;2008-6;161.75
66;2008-7;161.59
67;2008-8;161.72
68;2008-9;161.77
69;2008-10;161.72
70;2008-11;161.66
71;2008-12;156.42
72;2009-1;156.63
73;2009-2;156.93
74;2009-3;156.97
75;2009-4;157.17
76;2009-5;157.25
77;2009-6;157.37
78;2009-7;157.45
79;2009-8;157.45
80;2009-9;157.54
81;2009-10;157.85
82;2009-11;157.88
83;2009-12;157.93
84;2010-1;158.36
85;2010-2;158.45
86;2010-3;158.63
87;2010-4;172.89
88;2010-5;172.91
89;2010-6;173.01
90;2010-7;173.08
91;2010-8;173.14
92;2010-9;173.16
93;2010-10;173.21
94;2010-11;173.35
95;2010-12;173.54
96;2011-1;174.39
97;2011-2;174.65
98;2011-3;175.07
99;2011-4;175.1
100;2011-5;175.19
101;2011-6;175.31
102;2011-7;175.37
103;2011-8;175.49
104;2011-9;175.51
105;2011-10;175.55
106;2011-11;175.87
107;2011-12;175.8
108;2012-1;176.42
109;2012-2;176.78
110;2012-3;177.23
111;2012-4;177.56
112;2012-5;177.67
113;2012-6;178.03
114;2012-7;178.03
115;2012-8;178.11
116;2012-9;178.15
117;2012-10;178.22
118;2012-11;178.3
119;2012-12;178.48
120;2013-1;178.43
121;2013-2;179.59
122;2013-3;180.42
123;2013-4;180.6
124;2013-5;181.08
125;2013-6;181.9
126;2013-7;182.15
127;2013-8;182.34
