;Tarih;TP_BEKODTUFEYENI_BT30
0;2022-1;6.6552
1;2022-2;2.72
2;2022-3;5.7867
3;2022-4;4.75
4;2022-5;1.5071
5;2022-6;0.0
6;2022-7;1.8621
7;2022-8;4.72
8;2022-9;1.86
9;2022-10;0.0
10;2022-11;0.0
11;2022-12;0.4435
12;2023-1;0.2261
13;2023-2;2.5364
14;2023-3;0.208
15;2023-4;0.6923
16;2023-5;0.96
17;2023-6;5.28
18;2023-7;4.4714
19;2023-8;1.8571
20;2023-9;1.8571
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;1.2564
