;Tarih;TP_BEKODTUFE_BT38
0;2017-11;42.0
1;2017-12;41.0
2;2018-1;37.0
3;2018-2;40.0
4;2018-3;38.0
5;2018-4;40.0
6;2018-5;38.0
7;2018-6;38.0
8;2018-7;37.0
9;2018-8;30.0
10;2018-9;33.0
11;2018-10;33.0
12;2018-11;32.0
13;2018-12;35.0
14;2019-1;38.0
15;2019-2;37.0
16;2019-3;37.0
17;2019-4;34.0
18;2019-5;40.0
19;2019-6;37.0
20;2019-7;36.0
21;2019-8;32.0
22;2019-9;31.0
23;2019-10;36.0
24;2019-11;31.0
25;2019-12;32.0
26;2020-1;30.0
27;2020-2;29.0
28;2020-3;30.0
29;2020-4;27.0
30;2020-5;28.0
31;2020-6;31.0
32;2020-7;26.0
33;2020-8;31.0
34;2020-9;30.0
35;2020-10;33.0
36;2020-11;29.0
37;2020-12;34.0
38;2021-1;33.0
39;2021-2;32.0
40;2021-3;34.0
41;2021-4;31.0
42;2021-5;33.0
43;2021-6;31.0
44;2021-7;32.0
45;2021-8;29.0
46;2021-9;32.0
47;2021-10;31.0
48;2021-11;25.0
49;2021-12;30.0
50;2022-1;27.0
51;2022-2;29.0
52;2022-3;29.0
53;2022-4;31.0
54;2022-5;26.0
55;2022-6;27.0
56;2022-7;28.0
57;2022-8;23.0
58;2022-9;20.0
59;2022-10;22.0
60;2022-11;21.0
61;2022-12;20.0
62;2023-1;20.0
63;2023-2;19.0
64;2023-3;24.0
65;2023-4;22.0
66;2023-5;23.0
67;2023-6;21.0
68;2023-7;24.0
69;2023-8;25.0
70;2023-9;25.0
71;2023-10;40.0
72;2023-11;40.0
