;Tarih;YEARWEEK;TP_BS14_CARI
261;30-12-2016;2016-53;7727.3
262;06-01-2017;2017-1;7791.8
263;13-01-2017;2017-2;7834.1
264;20-01-2017;2017-3;7849.2
265;27-01-2017;2017-4;7914.0
266;03-02-2017;2017-5;8009.8
267;10-02-2017;2017-6;7944.8
268;17-02-2017;2017-7;6352.5
269;24-02-2017;2017-8;6328.8
270;03-03-2017;2017-9;6288.3
271;10-03-2017;2017-10;6296.1
272;17-03-2017;2017-11;6389.7
273;24-03-2017;2017-12;6436.2
274;31-03-2017;2017-13;6409.5
275;07-04-2017;2017-14;6379.0
276;14-04-2017;2017-15;6370.8
277;21-04-2017;2017-16;6445.9
278;28-04-2017;2017-17;6545.6
279;05-05-2017;2017-18;6550.6
280;12-05-2017;2017-19;6522.4
281;19-05-2017;2017-20;6640.5
282;26-05-2017;2017-21;6749.6
283;02-06-2017;2017-22;6755.0
284;09-06-2017;2017-23;6743.5
285;16-06-2017;2017-24;7829.1
286;23-06-2017;2017-25;7809.6
287;30-06-2017;2017-26;7967.9
288;07-07-2017;2017-27;7898.2
289;14-07-2017;2017-28;7960.8
290;21-07-2017;2017-29;8044.5
291;28-07-2017;2017-30;8193.4
292;04-08-2017;2017-31;8286.3
293;11-08-2017;2017-32;8214.5
294;18-08-2017;2017-33;8223.2
295;25-08-2017;2017-34;8276.0
296;01-09-2017;2017-35;8455.0
297;08-09-2017;2017-36;8407.7
298;15-09-2017;2017-37;8346.5
299;22-09-2017;2017-38;8323.9
300;29-09-2017;2017-39;8219.7
301;06-10-2017;2017-40;8219.6
302;13-10-2017;2017-41;8286.2
303;20-10-2017;2017-42;8256.4
304;27-10-2017;2017-43;8220.7
305;03-11-2017;2017-44;8080.8
306;10-11-2017;2017-45;8023.0
307;17-11-2017;2017-46;8156.1
308;24-11-2017;2017-47;8203.9
309;01-12-2017;2017-48;8216.3
310;08-12-2017;2017-49;8193.5
311;15-12-2017;2017-50;8246.0
312;22-12-2017;2017-51;8286.3
313;29-12-2017;2017-52;8333.5
314;05-01-2018;2018-1;8429.2
315;12-01-2018;2018-2;8343.3
316;19-01-2018;2018-3;8511.1
317;26-01-2018;2018-4;8648.0
318;02-02-2018;2018-5;8638.4
319;09-02-2018;2018-6;8476.1
320;16-02-2018;2018-7;8643.9
321;23-02-2018;2018-8;8497.6
322;02-03-2018;2018-9;8437.0
323;09-03-2018;2018-10;8581.0
324;16-03-2018;2018-11;8555.8
325;23-03-2018;2018-12;8535.9
326;30-03-2018;2018-13;8516.2
327;06-04-2018;2018-14;8483.7
328;13-04-2018;2018-15;8530.9
329;20-04-2018;2018-16;8547.5
330;27-04-2018;2018-17;8390.6
331;04-05-2018;2018-18;8207.0
332;11-05-2018;2018-19;8103.2
333;18-05-2018;2018-20;7970.2
334;25-05-2018;2018-21;7920.5
335;01-06-2018;2018-22;7884.8
336;08-06-2018;2018-23;7951.6
337;15-06-2018;2018-24;7865.2
338;22-06-2018;2018-25;7715.3
339;29-06-2018;2018-26;7740.8
340;06-07-2018;2018-27;7864.8
341;13-07-2018;2018-28;7767.8
342;20-07-2018;2018-29;7765.2
343;27-07-2018;2018-30;7838.0
344;03-08-2018;2018-31;7751.9
345;10-08-2018;2018-32;7537.4
346;17-08-2018;2018-33;7180.1
347;24-08-2018;2018-34;7180.8
348;31-08-2018;2018-35;7340.9
349;07-09-2018;2018-36;7290.1
350;14-09-2018;2018-37;7494.7
351;21-09-2018;2018-38;7635.0
352;28-09-2018;2018-39;7718.4
353;05-10-2018;2018-40;7527.1
354;12-10-2018;2018-41;7594.5
355;19-10-2018;2018-42;7585.7
356;26-10-2018;2018-43;7486.5
357;02-11-2018;2018-44;7491.7
358;09-11-2018;2018-45;7526.6
359;16-11-2018;2018-46;9147.9
360;23-11-2018;2018-47;9172.7
361;30-11-2018;2018-48;9157.4
362;07-12-2018;2018-49;8999.2
363;14-12-2018;2018-50;9054.7
364;21-12-2018;2018-51;9148.8
365;28-12-2018;2018-52;9112.3
366;04-01-2019;2019-1;9088.4
367;11-01-2019;2019-2;9191.3
368;18-01-2019;2019-3;9148.7
369;25-01-2019;2019-4;9153.5
370;01-02-2019;2019-5;10699.7
371;08-02-2019;2019-6;10582.5
372;15-02-2019;2019-7;10513.3
373;22-02-2019;2019-8;10559.2
374;01-03-2019;2019-9;10626.7
375;08-03-2019;2019-10;10525.4
376;15-03-2019;2019-11;10568.3
377;22-03-2019;2019-12;10581.1
378;29-03-2019;2019-13;10315.2
379;05-04-2019;2019-14;8956.8
380;12-04-2019;2019-15;8908.9
381;19-04-2019;2019-16;8902.3
382;26-04-2019;2019-17;8804.3
383;03-05-2019;2019-18;8853.3
384;10-05-2019;2019-19;8723.8
385;17-05-2019;2019-20;8761.5
386;24-05-2019;2019-21;8657.5
387;31-05-2019;2019-22;8694.5
388;07-06-2019;2019-23;8700.7
389;14-06-2019;2019-24;8854.3
390;21-06-2019;2019-25;8934.0
391;28-06-2019;2019-26;9113.9
392;05-07-2019;2019-27;9105.8
393;12-07-2019;2019-28;9009.8
394;19-07-2019;2019-29;9054.0
395;26-07-2019;2019-30;9110.2
396;02-08-2019;2019-31;9001.4
397;09-08-2019;2019-32;9115.0
398;16-08-2019;2019-33;9013.7
399;23-08-2019;2019-34;8934.8
400;30-08-2019;2019-35;8929.9
401;06-09-2019;2019-36;8934.6
402;13-09-2019;2019-37;8923.0
403;20-09-2019;2019-38;8974.5
404;27-09-2019;2019-39;8911.6
405;04-10-2019;2019-40;8927.5
406;11-10-2019;2019-41;8903.0
407;18-10-2019;2019-42;8970.7
408;25-10-2019;2019-43;9088.7
409;01-11-2019;2019-44;9111.5
410;08-11-2019;2019-45;9101.4
411;15-11-2019;2019-46;9055.6
412;22-11-2019;2019-47;9110.2
413;29-11-2019;2019-48;9021.1
414;06-12-2019;2019-49;9100.0
415;13-12-2019;2019-50;9137.8
416;20-12-2019;2019-51;9154.0
417;27-12-2019;2019-52;9108.6
418;03-01-2020;2020-1;9219.3
419;10-01-2020;2020-2;9164.9
420;17-01-2020;2020-3;9243.3
421;24-01-2020;2020-4;9207.2
422;31-01-2020;2020-5;9161.4
423;07-02-2020;2020-6;9124.4
424;14-02-2020;2020-7;8997.8
425;21-02-2020;2020-8;8893.5
426;28-02-2020;2020-9;8847.2
427;06-03-2020;2020-10;9041.0
428;13-03-2020;2020-11;8900.9
429;20-03-2020;2020-12;8203.4
430;27-03-2020;2020-13;8278.2
431;03-04-2020;2020-14;8257.1
432;10-04-2020;2020-15;8268.9
433;17-04-2020;2020-16;8330.0
434;24-04-2020;2020-17;8397.9
435;01-05-2020;2020-18;8445.2
436;08-05-2020;2020-19;8388.6
437;15-05-2020;2020-20;8468.0
438;22-05-2020;2020-21;6484.4
439;29-05-2020;2020-22;6525.3
440;05-06-2020;2020-23;6734.6
441;12-06-2020;2020-24;6776.7
442;19-06-2020;2020-25;6715.5
443;26-06-2020;2020-26;6683.9
444;03-07-2020;2020-27;6736.4
445;10-07-2020;2020-28;6738.6
446;17-07-2020;2020-29;6780.6
447;24-07-2020;2020-30;6909.2
448;31-07-2020;2020-31;6878.9
449;07-08-2020;2020-32;6835.8
450;14-08-2020;2020-33;6900.2
451;21-08-2020;2020-34;6925.6
452;28-08-2020;2020-35;6960.4
453;04-09-2020;2020-36;6976.0
454;11-09-2020;2020-37;6996.6
455;18-09-2020;2020-38;6966.4
456;25-09-2020;2020-39;6890.3
457;02-10-2020;2020-40;6936.7
458;09-10-2020;2020-41;6978.5
459;16-10-2020;2020-42;6961.3
460;23-10-2020;2020-43;7050.4
461;30-10-2020;2020-44;6989.7
462;06-11-2020;2020-45;6983.5
463;13-11-2020;2020-46;7102.9
464;20-11-2020;2020-47;7175.6
465;27-11-2020;2020-48;7234.2
466;04-12-2020;2020-49;7394.1
467;11-12-2020;2020-50;7368.2
468;18-12-2020;2020-51;7491.5
469;25-12-2020;2020-52;7470.2
470;01-01-2021;2021-1;7555.8
471;08-01-2021;2021-2;7537.7
472;15-01-2021;2021-3;7465.2
473;22-01-2021;2021-4;7449.0
474;29-01-2021;2021-5;7440.0
475;05-02-2021;2021-6;7386.4
476;12-02-2021;2021-7;7457.6
477;19-02-2021;2021-8;7428.5
478;26-02-2021;2021-9;7497.4
479;05-03-2021;2021-10;7378.4
480;12-03-2021;2021-11;7319.3
481;19-03-2021;2021-12;7334.0
482;26-03-2021;2021-13;7027.9
483;02-04-2021;2021-14;7001.6
484;09-04-2021;2021-15;7129.3
485;16-04-2021;2021-16;7238.7
486;23-04-2021;2021-17;7254.0
487;30-04-2021;2021-18;7323.3
488;07-05-2021;2021-19;7292.5
489;14-05-2021;2021-20;7382.6
490;21-05-2021;2021-21;7428.0
491;28-05-2021;2021-22;7502.3
492;04-06-2021;2021-23;7490.3
493;11-06-2021;2021-24;7530.6
494;18-06-2021;2021-25;7363.7
495;25-06-2021;2021-26;7360.8
496;02-07-2021;2021-27;7269.4
497;09-07-2021;2021-28;9022.5
498;16-07-2021;2021-29;9025.6
499;23-07-2021;2021-30;9032.9
500;30-07-2021;2021-31;9089.4
501;06-08-2021;2021-32;9061.6
