;Tarih;TP_BEKODTUFEYENI_BT35
0;2022-1;1.9172
1;2022-2;3.9733
2;2022-3;4.9533
3;2022-4;4.3938
4;2022-5;0.5857
5;2022-6;8.04
6;2022-7;5.6345
7;2022-8;4.984
8;2022-9;8.06
9;2022-10;7.1077
10;2022-11;3.808
11;2022-12;6.2957
12;2023-1;2.4696
13;2023-2;9.3364
14;2023-3;5.176
15;2023-4;5.4462
16;2023-5;9.328
17;2023-6;5.312
18;2023-7;8.4714
19;2023-8;3.0857
20;2023-9;2.0571
21;2023-10;2.8878
22;2023-11;0.2325
23;2023-12;2.9325
24;2024-1;6.3923
