;Tarih;YEARWEEK;TP_BS15_NOMINAL
0;30-12-2011;2011-52;2313.9
1;06-01-2012;2012-1;2342.8
2;13-01-2012;2012-2;2340.4
3;20-01-2012;2012-3;2344.4
4;27-01-2012;2012-4;2319.9
5;03-02-2012;2012-5;2364.7
6;10-02-2012;2012-6;2331.9
7;17-02-2012;2012-7;2284.8
8;24-02-2012;2012-8;2246.1
9;02-03-2012;2012-9;2220.9
10;09-03-2012;2012-10;2207.8
11;16-03-2012;2012-11;3230.8
12;23-03-2012;2012-12;3255.0
13;30-03-2012;2012-13;3279.9
14;06-04-2012;2012-14;3289.5
15;13-04-2012;2012-15;3332.5
16;20-04-2012;2012-16;3309.2
17;27-04-2012;2012-17;3333.3
18;04-05-2012;2012-18;3361.1
19;11-05-2012;2012-19;3388.6
20;18-05-2012;2012-20;3362.8
21;25-05-2012;2012-21;3400.5
22;01-06-2012;2012-22;3426.0
23;08-06-2012;2012-23;3400.5
24;15-06-2012;2012-24;3403.5
25;22-06-2012;2012-25;3381.3
26;29-06-2012;2012-26;3401.4
27;06-07-2012;2012-27;3387.7
28;13-07-2012;2012-28;3403.5
29;20-07-2012;2012-29;3436.0
30;27-07-2012;2012-30;3455.3
31;03-08-2012;2012-31;3447.4
32;10-08-2012;2012-32;3440.8
33;17-08-2012;2012-33;3407.4
34;24-08-2012;2012-34;3436.0
35;31-08-2012;2012-35;3436.4
36;07-09-2012;2012-36;3439.5
37;14-09-2012;2012-37;3476.2
38;21-09-2012;2012-38;3452.7
39;28-09-2012;2012-39;3475.4
40;05-10-2012;2012-40;3435.6
41;12-10-2012;2012-41;3452.2
42;19-10-2012;2012-42;3408.2
43;26-10-2012;2012-43;3382.2
44;02-11-2012;2012-44;3374.2
45;09-11-2012;2012-45;3379.2
46;16-11-2012;2012-46;3330.0
47;23-11-2012;2012-47;3267.2
48;30-11-2012;2012-48;3288.3
49;07-12-2012;2012-49;3276.7
50;14-12-2012;2012-50;3236.2
51;21-12-2012;2012-51;3212.0
52;28-12-2012;2012-52;3148.0
53;04-01-2013;2013-1;3102.4
54;11-01-2013;2013-2;3061.9
55;18-01-2013;2013-3;3029.6
56;25-01-2013;2013-4;3014.06
57;01-02-2013;2013-5;2967.68
58;08-02-2013;2013-6;3075.61
59;15-02-2013;2013-7;3087.79
60;22-02-2013;2013-8;3094.42
61;01-03-2013;2013-9;3126.96
62;08-03-2013;2013-10;3062.87
63;15-03-2013;2013-11;2990.77
64;22-03-2013;2013-12;3024.01
65;29-03-2013;2013-13;3061.89
66;05-04-2013;2013-14;3023.06
67;12-04-2013;2013-15;2896.45
68;19-04-2013;2013-16;2935.96
69;26-04-2013;2013-17;2908.13
70;03-05-2013;2013-18;2961.6
71;10-05-2013;2013-19;2919.9
72;17-05-2013;2013-20;2815.0
73;24-05-2013;2013-21;2841.1
74;31-05-2013;2013-22;2850.9
75;07-06-2013;2013-23;2909.9
76;14-06-2013;2013-24;3062.9
77;21-06-2013;2013-25;2945.3
78;28-06-2013;2013-26;2938.7
79;05-07-2013;2013-27;2891.5
80;12-07-2013;2013-28;2907.0
81;19-07-2013;2013-29;2875.7
82;26-07-2013;2013-30;2887.8
83;02-08-2013;2013-31;2922.6
84;09-08-2013;2013-32;2935.7
85;16-08-2013;2013-33;2941.7
86;23-08-2013;2013-34;2926.7
87;30-08-2013;2013-35;2960.4
88;06-09-2013;2013-36;2887.5
89;13-09-2013;2013-37;2900.2
90;20-09-2013;2013-38;2915.8
91;27-09-2013;2013-39;2919.6
92;04-10-2013;2013-40;2950.1
93;11-10-2013;2013-41;2949.2
94;18-10-2013;2013-42;2933.0
95;25-10-2013;2013-43;2962.2
96;01-11-2013;2013-44;2935.1
97;08-11-2013;2013-45;2920.2
98;15-11-2013;2013-46;2887.2
99;22-11-2013;2013-47;2859.7
100;29-11-2013;2013-48;2820.8
101;06-12-2013;2013-49;2825.8
102;13-12-2013;2013-50;2805.4
103;20-12-2013;2013-51;2770.9
104;27-12-2013;2013-52;2752.7
105;03-01-2014;2014-1;2737.3
106;10-01-2014;2014-2;2747.7
107;17-01-2014;2014-3;2754.8
108;24-01-2014;2014-4;2766.4
109;31-01-2014;2014-5;2817.0
110;07-02-2014;2014-6;2841.4
