;Tarih;TP_BEKODTUFE_BT59
0;2017-11;0.12
1;2017-12;0.07
2;2018-1;0.0
3;2018-2;0.0
4;2018-3;0.0
5;2018-4;0.0
6;2018-5;0.0
7;2018-6;1.23
8;2018-7;1.54
9;2018-8;4.12
10;2018-9;1.39
11;2018-10;5.43
12;2018-11;6.16
13;2018-12;6.25
14;2019-1;5.17
15;2019-2;6.24
16;2019-3;6.54
17;2019-4;8.35
18;2019-5;9.86
19;2019-6;7.9
20;2019-7;7.84
21;2019-8;2.8
22;2019-9;1.63
23;2019-10;0.58
24;2019-11;1.31
25;2019-12;0.78
26;2020-1;0.36
27;2020-2;0.28
28;2020-3;0.17
29;2020-4;0.0
30;2020-5;0.0
31;2020-6;0.0
32;2020-7;0.0
33;2020-8;0.0
34;2020-9;0.0
35;2020-10;0.8727
36;2020-11;1.5034
37;2020-12;0.3941
38;2021-1;0.303
39;2021-2;0.0
40;2021-3;0.0
41;2021-4;2.2709
42;2021-5;1.2242
43;2021-6;0.9677
44;2021-7;1.825
45;2021-8;5.2689
46;2021-9;2.1312
47;2021-10;9.1096
48;2021-11;8.024
49;2021-12;3.48
50;2022-1;5.7333
51;2022-2;5.7931
52;2022-3;3.2551
53;2022-4;0.6387
54;2022-5;0.0
55;2022-6;0.0
56;2022-7;1.3571
57;2022-8;2.2608
58;2022-9;1.8
59;2022-10;1.3636
60;2022-11;0.0
61;2022-12;0.0
62;2023-1;0.78
63;2023-2;0.0
64;2023-3;0.4167
65;2023-4;2.2545
66;2023-5;0.0
67;2023-6;0.7429
68;2023-7;1.0
69;2023-8;0.0
70;2023-9;0.0
71;2023-10;0.0
72;2023-11;0.0
