;Tarih;TP_DB_B53
0;1989-Q4;9045.0
1;1990-Q1;9015.0
2;1990-Q2;9027.0
3;1990-Q3;9335.0
4;1990-Q4;9809.0
5;1991-Q1;9337.0
6;1991-Q2;9514.0
7;1991-Q3;9749.0
8;1991-Q4;10280.0
9;1992-Q1;9830.0
10;1992-Q2;10245.0
11;1992-Q3;10544.0
12;1992-Q4;9781.0
13;1993-Q1;9883.0
14;1993-Q2;9811.0
15;1993-Q3;10020.0
16;1993-Q4;9523.0
17;1994-Q1;9732.0
18;1994-Q2;10125.0
19;1994-Q3;10184.0
20;1994-Q4;10329.0
21;1995-Q1;11108.0
22;1995-Q2;11100.0
23;1995-Q3;10412.0
24;1995-Q4;10155.0
25;1996-Q1;10165.0
26;1996-Q2;9939.0
27;1996-Q3;9866.0
28;1996-Q4;9632.0
29;1997-Q1;9226.0
30;1997-Q2;9429.0
31;1997-Q3;9195.0
32;1997-Q4;8985.0
33;1998-Q1;8894.0
34;1998-Q2;8882.0
35;1998-Q3;9340.0
36;1998-Q4;9723.0
37;1999-Q1;9360.0
38;1999-Q2;9132.0
39;1999-Q3;9381.0
40;1999-Q4;9156.0
41;2000-Q1;9040.0
42;2000-Q2;9052.0
43;2000-Q3;8790.0
44;2000-Q4;8705.0
45;2001-Q1;8306.0
46;2001-Q2;7869.0
47;2001-Q3;8392.0
48;2001-Q4;8403.0
49;2002-Q1;7579.0
50;2002-Q2;8280.0
51;2002-Q3;9261.0
52;2002-Q4;9452.0
53;2003-Q1;9344.0
54;2003-Q2;9464.0
55;2003-Q3;9510.0
56;2003-Q4;9707.0
57;2004-Q1;9564.0
58;2004-Q2;9201.0
59;2004-Q3;8984.0
60;2004-Q4;9185.0
61;2005-Q1;8679.0
62;2005-Q2;8177.0
63;2005-Q3;7871.0
64;2005-Q4;7525.0
65;2006-Q1;7381.0
66;2006-Q2;7259.0
67;2006-Q3;7105.0
68;2006-Q4;7225.0
69;2007-Q1;7009.0
70;2007-Q2;6983.0
71;2007-Q3;7297.0
72;2007-Q4;7427.0
73;2008-Q1;8115.0
74;2008-Q2;7878.0
75;2008-Q3;7807.0
76;2008-Q4;8299.0
77;2009-Q1;8029.0
78;2009-Q2;8279.0
79;2009-Q3;8684.0
80;2009-Q4;8679.0
81;2010-Q1;8989.0
82;2010-Q2;8848.0
83;2010-Q3;9545.0
84;2010-Q4;9615.0
85;2011-Q1;9795.0
86;2011-Q2;9849.0
87;2011-Q3;9903.0
88;2011-Q4;9749.0
89;2012-Q1;9783.0
90;2012-Q2;9773.0
91;2012-Q3;10476.0
92;2012-Q4;10599.0
93;2013-Q1;10466.0
94;2013-Q2;10848.0
95;2013-Q3;11529.0
96;2013-Q4;11876.0
97;2014-Q1;12008.0
98;2014-Q2;12173.0
99;2014-Q3;11924.0
100;2014-Q4;11930.0
101;2015-Q1;11565.0
102;2015-Q2;11799.0
103;2015-Q3;12165.0
104;2015-Q4;12615.0
105;2016-Q1;13110.0
106;2016-Q2;13674.0
107;2016-Q3;13977.0
108;2016-Q4;13637.0
109;2017-Q1;14055.0
110;2017-Q2;14571.0
111;2017-Q3;15345.0
112;2017-Q4;16648.0
113;2018-Q1;17687.0
114;2018-Q2;17467.0
115;2018-Q3;17218.0
116;2018-Q4;17586.0
117;2019-Q1;17680.0
118;2019-Q2;19077.0
119;2019-Q3;18484.0
120;2019-Q4;19624.0
121;2020-Q1;19729.0
122;2020-Q2;19192.0
123;2020-Q3;19044.0
124;2020-Q4;18387.0
125;2021-Q1;18384.0
126;2021-Q2;17203.0
127;2021-Q3;17087.0
128;2021-Q4;16653.0
129;2022-Q1;16218.0
130;2022-Q2;16706.0
131;2022-Q3;16111.0
132;2022-Q4;16807.0
133;2023-Q1;17433.0
134;2023-Q2;14829.0
135;2023-Q3;14890.0
