;Tarih;TP_DB_B45
0;1989-Q4;17780.0
1;1990-Q1;18137.0
2;1990-Q2;18231.0
3;1990-Q3;19389.0
4;1990-Q4;19807.0
5;1991-Q1;18357.0
6;1991-Q2;17572.0
7;1991-Q3;18700.0
8;1991-Q4;19707.0
9;1992-Q1;18721.0
10;1992-Q2;19277.0
11;1992-Q3;20394.0
12;1992-Q4;19250.0
13;1993-Q1;20025.0
14;1993-Q2;20485.0
15;1993-Q3;22295.0
16;1993-Q4;22019.0
17;1994-Q1;23610.0
18;1994-Q2;24454.0
19;1994-Q3;25117.0
20;1994-Q4;25341.0
21;1995-Q1;27031.0
22;1995-Q2;27467.0
23;1995-Q3;27158.0
24;1995-Q4;27326.0
25;1996-Q1;27253.0
26;1996-Q2;27450.0
27;1996-Q3;28875.0
28;1996-Q4;30470.0
29;1997-Q1;30588.0
30;1997-Q2;31706.0
31;1997-Q3;33546.0
32;1997-Q4;35697.0
33;1998-Q1;36514.0
34;1998-Q2;39305.0
35;1998-Q3;42953.0
36;1998-Q4;43642.0
37;1999-Q1;42860.0
38;1999-Q2;42698.0
39;1999-Q3;44603.0
40;1999-Q4;46196.0
41;2000-Q1;45427.0
42;2000-Q2;47189.0
43;2000-Q3;46434.0
44;2000-Q4;48214.0
45;2001-Q1;48449.0
46;2001-Q2;47481.0
47;2001-Q3;48765.0
48;2001-Q4;45615.0
49;2002-Q1;44336.0
50;2002-Q2;48462.0
51;2002-Q3;47791.0
52;2002-Q4;49129.0
53;2003-Q1;48304.0
54;2003-Q2;49080.0
55;2003-Q3;49058.0
56;2003-Q4;50832.0
57;2004-Q1;51457.0
58;2004-Q2;51751.0
59;2004-Q3;53050.0
60;2004-Q4;57312.0
61;2005-Q1;56717.0
62;2005-Q2;60259.0
63;2005-Q3;62761.0
64;2005-Q4;67695.0
65;2006-Q1;79023.0
66;2006-Q2;85484.0
67;2006-Q3;89763.0
68;2006-Q4;99523.0
69;2007-Q1;109344.0
70;2007-Q2;118162.0
71;2007-Q3;128420.0
72;2007-Q4;138884.0
73;2008-Q1;149802.0
74;2008-Q2;161063.0
75;2008-Q3;161258.0
76;2008-Q4;155149.0
77;2009-Q1;146932.0
78;2009-Q2;146855.0
79;2009-Q3;144429.0
80;2009-Q4;139921.0
81;2010-Q1;133077.0
82;2010-Q2;125331.0
83;2010-Q3;129616.0
84;2010-Q4;127606.0
85;2011-Q1;132695.0
86;2011-Q2;135004.0
87;2011-Q3;132257.0
88;2011-Q4;129075.0
89;2012-Q1;132086.0
90;2012-Q2;129567.0
91;2012-Q3;129474.0
92;2012-Q4;130719.0
93;2013-Q1;128106.0
94;2013-Q2;127217.0
95;2013-Q3;129128.0
96;2013-Q4;132493.0
97;2014-Q1;134930.0
98;2014-Q2;135757.0
99;2014-Q3;130842.0
100;2014-Q4;130891.0
101;2015-Q1;127209.0
102;2015-Q2;138512.0
103;2015-Q3;147884.0
104;2015-Q4;153722.0
105;2016-Q1;160099.0
106;2016-Q2;163491.0
107;2016-Q3;164112.0
108;2016-Q4;162616.0
109;2017-Q1;158568.0
110;2017-Q2;161753.0
111;2017-Q3;163631.0
112;2017-Q4;166653.0
113;2018-Q1;169409.0
114;2018-Q2;165816.0
115;2018-Q3;161613.0
116;2018-Q4;158701.0
117;2019-Q1;156048.0
118;2019-Q2;149490.0
119;2019-Q3;144706.0
120;2019-Q4;141224.0
121;2020-Q1;136969.0
122;2020-Q2;133253.0
123;2020-Q3;133718.0
124;2020-Q4;135749.0
125;2021-Q1;133047.0
126;2021-Q2;137743.0
127;2021-Q3;135803.0
128;2021-Q4;134203.0
129;2022-Q1;133393.0
130;2022-Q2;128121.0
131;2022-Q3;128358.0
132;2022-Q4;131055.0
133;2023-Q1;133488.0
134;2023-Q2;135054.0
135;2023-Q3;134438.0
