;Tarih;TP_FG_J055
0;2003-1;96.96
1;2003-2;97.21
2;2003-3;97.4
3;2003-4;97.77
4;2003-5;98.37
5;2003-6;99.14
6;2003-7;99.84
7;2003-8;100.25
8;2003-9;101.52
9;2003-10;103.01
10;2003-11;103.9
11;2003-12;104.63
12;2004-1;105.55
13;2004-2;106.35
14;2004-3;106.94
15;2004-4;107.33
16;2004-5;108.03
17;2004-6;108.77
18;2004-7;109.71
19;2004-8;110.58
20;2004-9;111.68
21;2004-10;113.29
22;2004-11;114.43
23;2004-12;115.38
24;2005-1;116.05
25;2005-2;116.99
26;2005-3;117.69
27;2005-4;118.41
28;2005-5;118.82
29;2005-6;118.84
30;2005-7;118.59
31;2005-8;118.82
32;2005-9;119.0
33;2005-10;119.28
34;2005-11;119.36
35;2005-12;119.49
36;2006-1;119.56
37;2006-2;119.87
38;2006-3;119.78
39;2006-4;119.84
40;2006-5;121.2
41;2006-6;124.16
42;2006-7;127.39
43;2006-8;129.46
44;2006-9;131.09
45;2006-10;133.01
46;2006-11;134.42
47;2006-12;135.3
48;2007-1;135.53
49;2007-2;135.89
50;2007-3;136.31
51;2007-4;136.65
52;2007-5;136.85
53;2007-6;137.55
54;2007-7;137.78
55;2007-8;138.35
56;2007-9;138.9
57;2007-10;139.16
58;2007-11;140.08
59;2007-12;140.04
60;2008-1;140.36
61;2008-2;140.82
62;2008-3;141.42
63;2008-4;143.44
64;2008-5;145.56
65;2008-6;147.86
66;2008-7;150.23
67;2008-8;152.13
68;2008-9;154.42
69;2008-10;158.01
70;2008-11;161.55
71;2008-12;163.22
72;2009-1;164.73
73;2009-2;164.75
74;2009-3;165.25
75;2009-4;165.99
76;2009-5;166.45
77;2009-6;166.36
78;2009-7;166.69
79;2009-8;167.32
80;2009-9;167.65
81;2009-10;167.82
82;2009-11;167.59
83;2009-12;167.8
84;2010-1;167.98
85;2010-2;168.15
86;2010-3;168.34
87;2010-4;168.14
88;2010-5;168.62
89;2010-6;169.63
90;2010-7;170.55
91;2010-8;170.77
92;2010-9;171.87
93;2010-10;173.29
94;2010-11;174.13
95;2010-12;174.31
96;2011-1;173.87
97;2011-2;174.68
98;2011-3;175.54
99;2011-4;177.19
100;2011-5;178.04
101;2011-6;178.55
102;2011-7;179.23
103;2011-8;180.14
104;2011-9;181.97
105;2011-10;185.74
106;2011-11;188.34
107;2011-12;190.35
108;2012-1;192.53
109;2012-2;194.31
110;2012-3;196.52
111;2012-4;198.04
112;2012-5;198.91
113;2012-6;199.63
114;2012-7;199.97
115;2012-8;199.97
116;2012-9;200.77
117;2012-10;202.38
118;2012-11;203.93
119;2012-12;204.07
120;2013-1;203.4
121;2013-2;204.46
122;2013-3;205.1
123;2013-4;206.07
124;2013-5;206.8
125;2013-6;207.0
126;2013-7;208.36
127;2013-8;207.81
128;2013-9;210.1
129;2013-10;211.24
130;2013-11;212.06
131;2013-12;213.18
132;2014-1;213.74
133;2014-2;217.01
134;2014-3;218.8
135;2014-4;219.97
136;2014-5;221.33
137;2014-6;221.93
138;2014-7;223.73
139;2014-8;224.18
140;2014-9;225.9
141;2014-10;227.52
142;2014-11;229.04
143;2014-12;230.52
144;2015-1;230.93
145;2015-2;232.02
146;2015-3;233.49
147;2015-4;233.24
148;2015-5;236.44
149;2015-6;238.15
150;2015-7;239.26
151;2015-8;240.56
152;2015-9;242.94
153;2015-10;245.44
154;2015-11;248.31
155;2015-12;251.59
156;2016-1;252.18
157;2016-2;254.25
158;2016-3;253.31
159;2016-4;255.81
160;2016-5;257.61
161;2016-6;258.76
162;2016-7;259.75
163;2016-8;260.6
164;2016-9;260.63
165;2016-10;259.43
166;2016-11;264.32
167;2016-12;266.82
168;2017-1;271.61
169;2017-2;276.14
170;2017-3;275.86
171;2017-4;280.05
172;2017-5;276.91
173;2017-6;279.99
174;2017-7;282.86
175;2017-8;280.53
176;2017-9;285.41
177;2017-10;291.55
178;2017-11;297.54
179;2017-12;300.79
180;2018-1;302.8
181;2018-2;304.02
182;2018-3;307.49
183;2018-4;310.05
184;2018-5;314.5
185;2018-6;317.33
186;2018-7;321.83
187;2018-8;331.81
188;2018-9;364.35
189;2018-10;393.27
190;2018-11;405.73
191;2018-12;406.23
192;2019-1;403.5
193;2019-2;409.34
194;2019-3;408.0
195;2019-4;413.48
196;2019-5;414.04
197;2019-6;416.93
198;2019-7;418.3
199;2019-8;420.84
200;2019-9;422.12
201;2019-10;426.95
202;2019-11;424.12
203;2019-12;426.77
204;2020-1;425.93
205;2020-2;419.55
206;2020-3;424.28
207;2020-4;426.92
208;2020-5;429.41
209;2020-6;433.85
210;2020-7;439.08
211;2020-8;442.44
212;2020-9;450.18
213;2020-10;458.71
214;2020-11;469.23
215;2020-12;474.01
216;2021-1;482.11
217;2021-2;477.12
218;2021-3;471.9
219;2021-4;505.88
220;2021-5;503.98
221;2021-6;504.39
222;2021-7;527.98
223;2021-8;523.22
224;2021-9;533.51
225;2021-10;560.53
226;2021-11;592.67
227;2021-12;656.9
228;2022-1;702.59
229;2022-2;736.81
230;2022-3;764.56
231;2022-4;796.1
232;2022-5;823.91
233;2022-6;836.33
234;2022-7;850.12
235;2022-8;870.8
236;2022-9;911.78
237;2022-10;956.22
238;2022-11;970.44
239;2022-12;988.02
240;2023-1;1012.42
241;2023-2;1028.39
242;2023-3;1045.22
243;2023-4;1057.99
244;2023-5;1073.45
245;2023-6;1081.95
246;2023-7;1180.03
247;2023-8;1281.24
248;2023-9;1303.12
249;2023-10;1368.69
250;2023-11;1413.71
251;2023-12;1466.09
252;2024-1;1550.19
