;Tarih;TP_BEKODTUFE_BT14
0;2013-6;0.21
1;2013-7;1.77
2;2013-8;0.64
3;2013-9;0.19
4;2013-10;0.66
5;2013-11;1.57
6;2013-12;0.22
7;2014-1;2.63
8;2014-2;4.65
9;2014-3;4.92
10;2014-4;4.92
11;2014-5;5.54
12;2014-6;3.53
13;2014-7;5.34
14;2014-8;7.92
15;2014-9;4.88
16;2014-10;8.02
17;2014-11;7.96
18;2014-12;4.56
19;2015-1;1.35
20;2015-2;0.02
21;2015-3;1.48
22;2015-4;1.0
23;2015-5;2.34
24;2015-6;0.17
25;2015-7;1.63
26;2015-8;0.48
27;2015-9;1.84
28;2015-10;2.28
29;2015-11;3.79
30;2015-12;5.92
31;2016-1;13.82
32;2016-2;19.73
33;2016-3;9.44
34;2016-4;10.4
35;2016-5;10.69
36;2016-6;5.79
37;2016-7;7.1
38;2016-8;7.5
39;2016-9;5.82
40;2016-10;7.51
41;2016-11;10.49
42;2016-12;11.9
43;2017-1;20.62
44;2017-2;20.17
45;2017-3;22.33
46;2017-4;25.41
47;2017-5;18.62
48;2017-6;21.88
49;2017-7;21.38
50;2017-8;27.29
51;2017-9;23.61
52;2017-10;27.99
53;2017-11;27.65
54;2017-12;21.46
55;2018-1;18.1
56;2018-2;21.31
57;2018-3;16.7
58;2018-4;10.88
59;2018-5;3.68
60;2018-6;2.31
61;2018-7;0.0
62;2018-8;0.0
63;2018-9;0.0
64;2018-10;0.0
65;2018-11;0.0
66;2018-12;0.0
67;2019-1;0.0
68;2019-2;0.12
69;2019-3;0.12
70;2019-4;0.0
71;2019-5;0.0
72;2019-6;0.0
73;2019-7;0.0
74;2019-8;0.0
75;2019-9;0.88
76;2019-10;3.18
77;2019-11;9.75
78;2019-12;7.22
79;2020-1;8.12
80;2020-2;7.03
81;2020-3;10.04
82;2020-4;7.03
83;2020-5;13.25
84;2020-6;13.53
85;2020-7;12.83
86;2020-8;9.21
87;2020-9;7.15
88;2020-10;4.8342
89;2020-11;4.4727
90;2020-12;1.2647
91;2021-1;4.4181
92;2021-2;3.9111
93;2021-3;5.2171
94;2021-4;1.4117
95;2021-5;1.5419
96;2021-6;3.2685
97;2021-7;0.0
98;2021-8;1.8666
99;2021-9;0.2666
100;2021-10;0.2303
101;2021-11;0.0
102;2021-12;0.0
103;2022-1;0.0
104;2022-2;0.0
105;2022-3;0.0
106;2022-4;0.0
107;2022-5;0.0
108;2022-6;0.0
109;2022-7;0.0
110;2022-8;0.0
111;2022-9;0.0
112;2022-10;0.0
113;2022-11;0.0
114;2022-12;0.0
115;2023-1;0.0
116;2023-2;0.0
117;2023-3;0.0
118;2023-4;0.0
119;2023-5;0.0
120;2023-6;0.0
121;2023-7;0.0
122;2023-8;0.0
123;2023-9;0.0
124;2023-10;0.0
125;2023-11;0.0
