;Tarih;TP_DB_D02
0;1983-Q4;16957.0
1;1984-Q1;
2;1984-Q2;
3;1984-Q3;
4;1984-Q4;17643.0
5;1985-Q1;
6;1985-Q2;
7;1985-Q3;
8;1985-Q4;20901.0
9;1986-Q1;
10;1986-Q2;
11;1986-Q3;
12;1986-Q4;25857.0
13;1987-Q1;
14;1987-Q2;
15;1987-Q3;
16;1987-Q4;32703.0
17;1988-Q1;
18;1988-Q2;
19;1988-Q3;
20;1988-Q4;34305.0
21;1989-Q1;
22;1989-Q2;
23;1989-Q3;
24;1989-Q4;36006.0
25;1990-Q1;
26;1990-Q2;
27;1990-Q3;
28;1990-Q4;39535.0
29;1991-Q1;36350.0
30;1991-Q2;34930.0
31;1991-Q3;37092.0
32;1991-Q4;41372.0
33;1992-Q1;40758.0
34;1992-Q2;37511.0
35;1992-Q3;44374.0
36;1992-Q4;42932.0
37;1993-Q1;44204.0
38;1993-Q2;44896.0
39;1993-Q3;49332.0
40;1993-Q4;48823.0
41;1994-Q1;51356.0
42;1994-Q2;53360.0
43;1994-Q3;52625.0
44;1994-Q4;54291.0
45;1995-Q1;58415.0
46;1995-Q2;59552.0
47;1995-Q3;57585.0
48;1995-Q4;57577.0
49;1996-Q1;56949.0
50;1996-Q2;57238.0
51;1996-Q3;58808.0
52;1996-Q4;59231.0
