;Tarih;TP_BEKODTUFEYENI_BT83
0;2022-1;2.5185
1;2022-2;0.6897
2;2022-3;4.4068
3;2022-4;2.4258
4;2022-5;5.6385
5;2022-6;4.7704
6;2022-7;5.3
7;2022-8;7.1478
8;2022-9;7.62
9;2022-10;9.4
10;2022-11;3.3048
11;2022-12;5.06
12;2023-1;0.98
13;2023-2;2.0421
14;2023-3;0.625
15;2023-4;0.0
16;2023-5;5.2348
17;2023-6;2.381
18;2023-7;4.7833
19;2023-8;6.608
20;2023-9;5.136
21;2023-10;3.25
22;2023-11;3.8
23;2023-12;5.87
24;2024-1;11.9055
