;Tarih;YEARWEEK;TP_BS08_CARI
0;30-12-2011;2011-52;7617.0
1;06-01-2012;2012-1;7605.5
2;13-01-2012;2012-2;7611.0
3;20-01-2012;2012-3;7526.5
4;27-01-2012;2012-4;7550.1
5;03-02-2012;2012-5;7225.6
6;10-02-2012;2012-6;7647.6
7;17-02-2012;2012-7;7600.4
8;24-02-2012;2012-8;7674.4
9;02-03-2012;2012-9;7798.0
10;09-03-2012;2012-10;7832.7
11;16-03-2012;2012-11;7624.7
12;23-03-2012;2012-12;7588.5
13;30-03-2012;2012-13;7735.7
14;06-04-2012;2012-14;7593.7
15;13-04-2012;2012-15;7595.8
16;20-04-2012;2012-16;7661.7
17;27-04-2012;2012-17;7605.9
18;04-05-2012;2012-18;7739.8
19;11-05-2012;2012-19;7961.8
20;18-05-2012;2012-20;7607.6
21;25-05-2012;2012-21;7590.2
22;01-06-2012;2012-22;7445.0
23;08-06-2012;2012-23;7516.9
24;15-06-2012;2012-24;7583.7
25;22-06-2012;2012-25;7662.5
26;29-06-2012;2012-26;7502.9
27;06-07-2012;2012-27;7702.6
28;13-07-2012;2012-28;7644.3
29;20-07-2012;2012-29;7738.5
30;27-07-2012;2012-30;8157.1
31;03-08-2012;2012-31;8567.4
32;10-08-2012;2012-32;8161.1
33;17-08-2012;2012-33;7988.7
34;24-08-2012;2012-34;8185.5
35;31-08-2012;2012-35;8119.3
36;07-09-2012;2012-36;8223.8
37;14-09-2012;2012-37;8097.6
38;21-09-2012;2012-38;7968.8
39;28-09-2012;2012-39;7671.6
40;05-10-2012;2012-40;7878.9
41;12-10-2012;2012-41;8557.8
42;19-10-2012;2012-42;8696.9
43;26-10-2012;2012-43;8526.7
44;02-11-2012;2012-44;8566.3
45;09-11-2012;2012-45;8511.5
46;16-11-2012;2012-46;8484.7
47;23-11-2012;2012-47;8374.8
48;30-11-2012;2012-48;8576.5
49;07-12-2012;2012-49;8081.9
50;14-12-2012;2012-50;7732.4
51;21-12-2012;2012-51;8024.3
52;28-12-2012;2012-52;8092.5
53;04-01-2013;2013-1;7978.8
54;11-01-2013;2013-2;7839.8
55;18-01-2013;2013-3;7748.6
56;25-01-2013;2013-4;7356.72
57;01-02-2013;2013-5;7207.65
58;08-02-2013;2013-6;7085.54
59;15-02-2013;2013-7;7070.23
60;22-02-2013;2013-8;7041.04
61;01-03-2013;2013-9;7101.36
62;08-03-2013;2013-10;7146.61
63;15-03-2013;2013-11;7341.13
64;22-03-2013;2013-12;7304.27
