;Tarih;TP_TUFE1YI_T61
0;1994-1;0.9337369205
1;1994-2;1.0543987491
2;1994-3;1.1880549286
3;1994-4;1.5871671312
4;1994-5;1.7857950646
5;1994-6;1.8507668185
6;1994-7;1.930589259
7;1994-8;2.0493947519
8;1994-9;2.1960452822
9;1994-10;2.3352704691
10;1994-11;2.6359968729
11;1994-12;2.7306700001
12;1995-1;2.8717515228
13;1995-2;3.0388217472
14;1995-3;3.3024214345
15;1995-4;3.3209847927
16;1995-5;3.4323649423
17;1995-6;3.5326070769
18;1995-7;3.6105731816
19;1995-8;3.6532689056
20;1995-9;3.712671652
21;1995-10;3.8593221823
22;1995-11;4.065375459
23;1995-12;4.1916062952
24;1996-1;4.3809525494
25;1996-2;4.6371268934
26;1996-3;4.8951575732
27;1996-4;5.2404360369
28;1996-5;5.4910413734
29;1996-6;5.6265538887
30;1996-7;5.7732044189
31;1996-8;5.9105732701
32;1996-9;6.2001616589
33;1996-10;6.5138824135
34;1996-11;6.7496370634
35;1996-12;7.1320422436
36;1997-1;7.5144474238
37;1997-2;7.8281681784
38;1997-3;8.1456016046
39;1997-4;8.4611786951
40;1997-5;8.9085556291
41;1997-6;9.2464087495
42;1997-7;9.5861182056
43;1997-8;10.0761908637
44;1997-9;10.6275226041
45;1997-10;11.204843046
46;1997-11;11.620662271
47;1997-12;12.164568668
48;1998-1;12.7233257517
49;1998-2;13.4435840522
50;1998-3;13.9596454118
51;1998-4;14.3346252487
52;1998-5;14.5666672269
53;1998-6;14.8581119516
54;1998-7;15.2535114826
55;1998-8;15.4948351399
56;1998-9;15.7695728422
57;1998-10;16.5362395384
58;1998-11;17.4421314215
59;1998-12;17.8913646914
60;1999-1;18.3034712447
61;1999-2;18.7619861938
62;1999-3;19.2631968668
63;1999-4;20.1431000484
64;1999-5;21.3719943652
65;1999-6;22.1590807554
66;1999-7;23.3025836243
67;1999-8;24.1212277236
68;1999-9;25.1960461669
69;1999-10;27.4867645762
70;1999-11;29.2762723125
71;1999-12;30.4736089203
72;2000-1;33.1745775472
73;2000-2;35.6193718301
74;2000-3;36.3693315038
75;2000-4;37.2046826255
76;2000-5;38.3296221361
77;2000-6;41.4000015924
78;2000-7;41.7322857053
79;2000-8;42.0311557733
80;2000-9;42.3671525578
81;2000-10;42.8368055218
82;2000-11;43.1301065823
83;2000-12;43.4902357325
84;2001-1;43.9858773981
85;2001-2;44.4908007428
86;2001-3;52.0238115249
87;2001-4;59.7071855088
88;2001-5;63.2360799142
89;2001-6;63.7242962364
90;2001-7;67.8880574942
91;2001-8;70.7301076439
92;2001-9;72.179905924
93;2001-10;76.9748213627
94;2001-11;80.3923356185
95;2001-12;80.6355156117
96;2002-1;81.6267989428
97;2002-2;80.9529490379
98;2002-3;81.4708667334
99;2002-4;83.3550475968
100;2002-5;84.2832155099
101;2002-6;83.652061329
102;2002-7;85.8648136336
103;2002-8;88.0348702143
104;2002-9;91.6435870601
105;2002-10;92.2654595618
106;2002-11;93.3829737291
107;2002-12;94.398389426
108;2003-1;97.1179214111
109;2003-2;98.2010607925
110;2003-3;99.6446415551
111;2003-4;100.7380830591
112;2003-5;100.0874405853
113;2003-6;98.8656200334
114;2003-7;99.402061158
115;2003-8;99.8733769472
116;2003-9;100.869017905
117;2003-10;100.9407032869
118;2003-11;101.6499802954
119;2003-12;102.6100929704
120;2004-1;101.9226577733
121;2004-2;103.0723416396
122;2004-3;103.5871180409
123;2004-4;104.7125507197
124;2004-5;106.8286550076
125;2004-6;107.9819734129
126;2004-7;109.5497445231
127;2004-8;111.683478642
128;2004-9;113.2632668479
129;2004-10;114.5549806231
130;2004-11;116.2741461384
131;2004-12;116.688899171
132;2005-1;117.23
133;2005-2;117.22
134;2005-3;116.57
135;2005-4;117.04
136;2005-5;118.36
137;2005-6;114.54
138;2005-7;114.76
139;2005-8;116.9
140;2005-9;118.98
141;2005-10;119.95
142;2005-11;120.63
143;2005-12;120.0
144;2006-1;119.21
145;2006-2;119.97
146;2006-3;119.72
147;2006-4;120.25
148;2006-5;122.45
149;2006-6;130.42
150;2006-7;132.33
151;2006-8;133.66
152;2006-9;134.72
153;2006-10;136.07
154;2006-11;136.06
155;2006-12;136.42
156;2007-1;135.67
157;2007-2;135.48
158;2007-3;136.1
159;2007-4;135.99
160;2007-5;136.26
161;2007-6;136.48
162;2007-7;135.94
163;2007-8;137.19
164;2007-9;139.08
165;2007-10;136.99
166;2007-11;136.66
167;2007-12;136.64
168;2008-1;137.21
169;2008-2;136.89
170;2008-3;139.12
171;2008-4;142.82
172;2008-5;143.91
173;2008-6;143.87
174;2008-7;146.63
175;2008-8;149.39
176;2008-9;149.29
177;2008-10;152.98
178;2008-11;153.24
179;2008-12;151.66
180;2009-1;151.94
181;2009-2;152.8
182;2009-3;153.75
183;2009-4;150.55
184;2009-5;149.65
185;2009-6;150.19
186;2009-7;151.81
187;2009-8;152.16
188;2009-9;153.7
189;2009-10;153.06
190;2009-11;152.89
191;2009-12;153.61
192;2010-1;151.29
193;2010-2;151.83
194;2010-3;153.33
195;2010-4;153.43
196;2010-5;152.78
197;2010-6;154.6
198;2010-7;155.64
199;2010-8;155.22
200;2010-9;155.49
201;2010-10;155.35
202;2010-11;155.58
203;2010-12;156.65
204;2011-1;159.15
205;2011-2;163.67
206;2011-3;167.14
207;2011-4;170.47
208;2011-5;174.48
209;2011-6;175.77
210;2011-7;177.02
211;2011-8;180.42
212;2011-9;182.97
213;2011-10;184.58
214;2011-11;185.48
215;2011-12;185.06
216;2012-1;183.71
217;2012-2;182.97
218;2012-3;184.29
219;2012-4;186.58
220;2012-5;187.02
221;2012-6;186.69
222;2012-7;184.81
223;2012-8;184.43
224;2012-9;186.56
225;2012-10;187.28
226;2012-11;185.75
227;2012-12;186.98
228;2013-1;188.63
229;2013-2;190.95
230;2013-3;191.39
231;2013-4;192.03
232;2013-5;192.3
233;2013-6;194.06
234;2013-7;195.41
235;2013-8;197.78
236;2013-9;201.81
237;2013-10;203.45
238;2013-11;204.05
239;2013-12;205.29
240;2014-1;212.34
241;2014-2;216.59
242;2014-3;219.35
243;2014-4;219.54
244;2014-5;218.74
245;2014-6;219.01
246;2014-7;220.37
247;2014-8;219.87
248;2014-9;220.98
249;2014-10;222.95
250;2014-11;223.23
251;2014-12;222.9
252;2015-1;221.34
253;2015-2;219.87
254;2015-3;220.3
255;2015-4;223.9
256;2015-5;228.4
257;2015-6;234.02
258;2015-7;235.09
259;2015-8;241.24
260;2015-9;245.02
261;2015-10;243.44
262;2015-11;240.56
263;2015-12;241.64
264;2016-1;241.31
265;2016-2;240.11
266;2016-3;240.16
267;2016-4;241.19
268;2016-5;242.86
269;2016-6;245.55
270;2016-7;246.95
271;2016-8;247.48
272;2016-9;247.7
273;2016-10;252.34
274;2016-11;257.45
275;2016-12;263.73
276;2017-1;271.26
277;2017-2;275.94
278;2017-3;281.23
279;2017-4;282.96
280;2017-5;286.34
281;2017-6;285.65
282;2017-7;286.62
283;2017-8;287.78
284;2017-9;288.06
285;2017-10;292.79
286;2017-11;300.82
287;2017-12;305.33
288;2018-1;310.74
289;2018-2;315.02
290;2018-3;319.59
291;2018-4;326.99
292;2018-5;338.93
293;2018-6;350.86
294;2018-7;358.59
295;2018-8;390.5
296;2018-9;431.34
297;2018-10;434.2
298;2018-11;421.62
299;2018-12;415.94
300;2019-1;418.92
301;2019-2;416.67
302;2019-3;419.32
303;2019-4;423.85
304;2019-5;432.1
305;2019-6;435.73
306;2019-7;432.4
307;2019-8;430.81
308;2019-9;432.4
309;2019-10;434.29
310;2019-11;431.75
311;2019-12;433.3
312;2020-1;436.77
313;2020-2;440.22
314;2020-3;447.39
315;2020-4;456.92
316;2020-5;465.29
317;2020-6;469.22
318;2020-7;471.72
319;2020-8;486.26
320;2020-9;502.03
321;2020-10;523.11
322;2020-11;542.64
323;2020-12;551.69
324;2021-1;562.68
325;2021-2;565.57
326;2021-3;590.45
327;2021-4;625.79
328;2021-5;650.63
329;2021-6;669.78
330;2021-7;676.74
331;2021-8;677.29
332;2021-9;683.52
333;2021-10;705.83
334;2021-11;771.25
335;2021-12;904.93
336;2022-1;998.32
337;2022-2;1045.66
338;2022-3;1095.32
339;2022-4;1136.92
340;2022-5;1202.65
341;2022-6;1269.71
342;2022-7;1303.61
343;2022-8;1349.85
344;2022-9;1361.62
345;2022-10;1382.38
346;2022-11;1391.14
347;2022-12;1429.39
348;2023-1;1475.25
349;2023-2;1496.57
350;2023-3;1507.4
351;2023-4;1539.01
352;2023-5;1558.27
353;2023-6;1649.79
354;2023-7;1792.17
355;2023-8;1857.6
356;2023-9;1900.74
357;2023-10;1957.96
358;2023-11;2020.45
359;2023-12;2103.14
360;2024-1;2214.14
