;Tarih;YEARWEEK;TP_BS03_NOMINAL
192;04-09-2015;2015-36;13515.4
193;11-09-2015;2015-37;13736.6
194;18-09-2015;2015-38;14192.8
195;25-09-2015;2015-39;14391.7
196;02-10-2015;2015-40;14586.9
197;09-10-2015;2015-41;14491.1
198;16-10-2015;2015-42;14570.9
199;23-10-2015;2015-43;14518.7
200;30-10-2015;2015-44;14772.9
201;06-11-2015;2015-45;14837.2
202;13-11-2015;2015-46;14698.2
203;20-11-2015;2015-47;15014.5
204;27-11-2015;2015-48;15260.0
205;04-12-2015;2015-49;14971.5
206;11-12-2015;2015-50;15045.5
207;18-12-2015;2015-51;15941.4
208;25-12-2015;2015-52;16044.7
209;01-01-2016;2016-1;15938.7
210;08-01-2016;2016-2;15796.3
211;15-01-2016;2016-3;15858.4
212;22-01-2016;2016-4;16070.6
213;29-01-2016;2016-5;16148.7
214;05-02-2016;2016-6;16355.5
215;12-02-2016;2016-7;16435.8
216;19-02-2016;2016-8;16434.7
217;26-02-2016;2016-9;16451.5
218;04-03-2016;2016-10;15888.4
219;11-03-2016;2016-11;16224.5
220;18-03-2016;2016-12;16298.8
221;25-03-2016;2016-13;16326.6
222;01-04-2016;2016-14;16425.6
223;08-04-2016;2016-15;16264.4
224;15-04-2016;2016-16;15991.2
225;22-04-2016;2016-17;16032.4
226;29-04-2016;2016-18;15969.8
227;06-05-2016;2016-19;16274.3
228;13-05-2016;2016-20;16324.7
229;20-05-2016;2016-21;16276.7
230;27-05-2016;2016-22;16254.5
231;03-06-2016;2016-23;16197.0
232;10-06-2016;2016-24;16591.4
233;17-06-2016;2016-25;16543.5
234;24-06-2016;2016-26;16749.0
235;01-07-2016;2016-27;15865.9
236;08-07-2016;2016-28;16524.0
237;15-07-2016;2016-29;16314.4
238;22-07-2016;2016-30;15988.7
239;29-07-2016;2016-31;16047.9
240;05-08-2016;2016-32;16101.6
241;12-08-2016;2016-33;15982.6
242;19-08-2016;2016-34;15930.3
243;26-08-2016;2016-35;15796.9
244;02-09-2016;2016-36;15967.3
245;09-09-2016;2016-37;16051.2
246;16-09-2016;2016-38;15500.6
247;23-09-2016;2016-39;15966.2
248;30-09-2016;2016-40;15297.1
249;07-10-2016;2016-41;15098.8
250;14-10-2016;2016-42;15027.2
251;21-10-2016;2016-43;15349.8
252;28-10-2016;2016-44;15301.0
253;04-11-2016;2016-45;15490.3
254;11-11-2016;2016-46;15563.8
255;18-11-2016;2016-47;15751.2
256;25-11-2016;2016-48;15822.8
257;02-12-2016;2016-49;15875.9
258;09-12-2016;2016-50;16049.1
259;16-12-2016;2016-51;15597.4
260;23-12-2016;2016-52;15705.2
261;30-12-2016;2016-53;15670.4
262;06-01-2017;2017-1;15806.9
263;13-01-2017;2017-2;15581.1
264;20-01-2017;2017-3;15821.5
265;27-01-2017;2017-4;16045.6
266;03-02-2017;2017-5;15876.6
267;10-02-2017;2017-6;15871.9
268;17-02-2017;2017-7;15134.8
269;24-02-2017;2017-8;15374.1
270;03-03-2017;2017-9;15403.3
271;10-03-2017;2017-10;15107.0
272;17-03-2017;2017-11;15231.1
273;24-03-2017;2017-12;15434.5
274;31-03-2017;2017-13;15420.3
275;07-04-2017;2017-14;15663.6
276;14-04-2017;2017-15;15681.9
277;21-04-2017;2017-16;15603.9
278;28-04-2017;2017-17;15565.1
279;05-05-2017;2017-18;15505.2
280;12-05-2017;2017-19;15608.3
281;19-05-2017;2017-20;15942.6
282;26-05-2017;2017-21;15780.7
283;02-06-2017;2017-22;15821.5
284;09-06-2017;2017-23;15561.1
285;16-06-2017;2017-24;15704.6
286;23-06-2017;2017-25;15594.3
287;30-06-2017;2017-26;15739.4
288;07-07-2017;2017-27;15711.7
289;14-07-2017;2017-28;15418.6
290;21-07-2017;2017-29;15371.2
291;28-07-2017;2017-30;15241.5
292;04-08-2017;2017-31;14983.0
293;11-08-2017;2017-32;14891.4
294;18-08-2017;2017-33;14830.1
295;25-08-2017;2017-34;14755.9
296;01-09-2017;2017-35;14891.3
297;08-09-2017;2017-36;14824.1
298;15-09-2017;2017-37;14733.2
299;22-09-2017;2017-38;14694.7
300;29-09-2017;2017-39;14541.9
301;06-10-2017;2017-40;14757.4
302;13-10-2017;2017-41;14643.9
303;20-10-2017;2017-42;14688.3
304;27-10-2017;2017-43;14756.2
305;03-11-2017;2017-44;14825.8
306;10-11-2017;2017-45;14805.9
307;17-11-2017;2017-46;14903.5
308;24-11-2017;2017-47;14925.6
309;01-12-2017;2017-48;14761.6
310;08-12-2017;2017-49;14996.4
311;15-12-2017;2017-50;15131.9
312;22-12-2017;2017-51;15016.0
313;29-12-2017;2017-52;14955.4
314;05-01-2018;2018-1;15002.3
315;12-01-2018;2018-2;14959.9
316;19-01-2018;2018-3;15448.9
317;26-01-2018;2018-4;15464.9
318;02-02-2018;2018-5;15278.9
319;09-02-2018;2018-6;15259.7
320;16-02-2018;2018-7;15272.5
321;23-02-2018;2018-8;15336.3
322;02-03-2018;2018-9;15435.5
323;09-03-2018;2018-10;15454.3
324;16-03-2018;2018-11;15507.7
325;23-03-2018;2018-12;15809.1
326;30-03-2018;2018-13;15188.5
327;06-04-2018;2018-14;14816.7
328;13-04-2018;2018-15;14677.3
329;20-04-2018;2018-16;15036.6
330;27-04-2018;2018-17;14953.9
331;04-05-2018;2018-18;15182.5
332;11-05-2018;2018-19;15135.1
333;18-05-2018;2018-20;15179.2
334;25-05-2018;2018-21;15116.3
335;01-06-2018;2018-22;15432.0
336;08-06-2018;2018-23;15006.2
337;15-06-2018;2018-24;15180.2
338;22-06-2018;2018-25;14974.9
339;29-06-2018;2018-26;15017.9
340;06-07-2018;2018-27;14958.9
341;13-07-2018;2018-28;15151.0
342;20-07-2018;2018-29;14846.2
343;27-07-2018;2018-30;14991.5
344;03-08-2018;2018-31;14951.8
345;10-08-2018;2018-32;14912.4
346;17-08-2018;2018-33;15122.3
347;24-08-2018;2018-34;14995.3
348;31-08-2018;2018-35;15420.1
349;07-09-2018;2018-36;15427.3
350;14-09-2018;2018-37;15362.5
351;21-09-2018;2018-38;15732.6
352;28-09-2018;2018-39;15606.6
353;05-10-2018;2018-40;15547.0
354;12-10-2018;2018-41;15205.9
355;19-10-2018;2018-42;15252.1
356;26-10-2018;2018-43;15118.4
357;02-11-2018;2018-44;15129.5
358;09-11-2018;2018-45;15226.2
359;16-11-2018;2018-46;14977.8
360;23-11-2018;2018-47;15020.9
361;30-11-2018;2018-48;15070.9
362;07-12-2018;2018-49;15064.4
363;14-12-2018;2018-50;15078.8
364;21-12-2018;2018-51;15064.2
365;28-12-2018;2018-52;15229.6
366;04-01-2019;2019-1;15216.0
367;11-01-2019;2019-2;15065.1
368;18-01-2019;2019-3;14967.9
369;25-01-2019;2019-4;14642.3
370;01-02-2019;2019-5;14988.7
371;08-02-2019;2019-6;15078.0
372;15-02-2019;2019-7;14972.6
373;22-02-2019;2019-8;15020.3
374;01-03-2019;2019-9;15018.8
375;08-03-2019;2019-10;14997.0
376;15-03-2019;2019-11;14647.7
377;22-03-2019;2019-12;14715.8
378;29-03-2019;2019-13;14869.3
379;05-04-2019;2019-14;14381.9
380;12-04-2019;2019-15;14551.5
381;19-04-2019;2019-16;14790.7
382;26-04-2019;2019-17;14742.4
383;03-05-2019;2019-18;14772.5
384;10-05-2019;2019-19;14700.5
385;17-05-2019;2019-20;14777.1
386;24-05-2019;2019-21;14783.5
387;31-05-2019;2019-22;14578.4
388;07-06-2019;2019-23;14621.3
389;14-06-2019;2019-24;14620.3
390;21-06-2019;2019-25;14635.6
391;28-06-2019;2019-26;14518.8
392;05-07-2019;2019-27;14553.3
393;12-07-2019;2019-28;14522.2
394;19-07-2019;2019-29;14486.8
395;26-07-2019;2019-30;14375.8
396;02-08-2019;2019-31;14442.1
397;09-08-2019;2019-32;14519.9
398;16-08-2019;2019-33;15206.1
399;23-08-2019;2019-34;14570.1
400;30-08-2019;2019-35;14563.4
401;06-09-2019;2019-36;14928.3
402;13-09-2019;2019-37;14870.8
403;20-09-2019;2019-38;14965.1
404;27-09-2019;2019-39;15006.6
405;04-10-2019;2019-40;15368.5
406;11-10-2019;2019-41;15170.6
407;18-10-2019;2019-42;15244.8
408;25-10-2019;2019-43;15523.0
409;01-11-2019;2019-44;17762.4
410;08-11-2019;2019-45;15084.5
411;15-11-2019;2019-46;16035.2
412;22-11-2019;2019-47;16747.7
413;29-11-2019;2019-48;18010.3
414;06-12-2019;2019-49;18122.9
415;13-12-2019;2019-50;18248.2
416;20-12-2019;2019-51;18244.6
417;27-12-2019;2019-52;18406.3
418;03-01-2020;2020-1;18844.0
419;10-01-2020;2020-2;18868.1
420;17-01-2020;2020-3;18996.8
421;24-01-2020;2020-4;19261.1
422;31-01-2020;2020-5;19700.9
423;07-02-2020;2020-6;19767.5
424;14-02-2020;2020-7;20088.4
425;21-02-2020;2020-8;20029.5
426;28-02-2020;2020-9;20203.3
427;06-03-2020;2020-10;20408.6
428;13-03-2020;2020-11;21148.7
429;20-03-2020;2020-12;21684.3
430;27-03-2020;2020-13;22012.5
431;03-04-2020;2020-14;21626.5
432;10-04-2020;2020-15;21693.7
433;17-04-2020;2020-16;21781.7
434;24-04-2020;2020-17;22210.9
435;01-05-2020;2020-18;22399.7
436;08-05-2020;2020-19;22347.7
437;15-05-2020;2020-20;22431.7
438;22-05-2020;2020-21;21447.2
439;29-05-2020;2020-22;21529.0
440;05-06-2020;2020-23;21128.4
441;12-06-2020;2020-24;21126.4
442;19-06-2020;2020-25;21169.2
443;26-06-2020;2020-26;20883.4
444;03-07-2020;2020-27;20883.0
445;10-07-2020;2020-28;20931.0
446;17-07-2020;2020-29;20951.9
447;24-07-2020;2020-30;20973.0
448;31-07-2020;2020-31;21015.6
449;07-08-2020;2020-32;21159.4
450;14-08-2020;2020-33;21178.3
451;21-08-2020;2020-34;21129.5
452;28-08-2020;2020-35;21443.7
453;04-09-2020;2020-36;21273.5
454;11-09-2020;2020-37;21202.9
455;18-09-2020;2020-38;21257.0
456;25-09-2020;2020-39;21259.4
457;02-10-2020;2020-40;21345.7
458;09-10-2020;2020-41;21238.9
459;16-10-2020;2020-42;21512.3
460;23-10-2020;2020-43;21562.9
461;30-10-2020;2020-44;21653.3
462;06-11-2020;2020-45;21560.9
463;13-11-2020;2020-46;21670.8
464;20-11-2020;2020-47;22012.2
465;27-11-2020;2020-48;22008.4
466;04-12-2020;2020-49;22172.0
467;11-12-2020;2020-50;22151.5
468;18-12-2020;2020-51;22110.5
469;25-12-2020;2020-52;22054.4
470;01-01-2021;2021-1;22188.7
471;08-01-2021;2021-2;21999.7
472;15-01-2021;2021-3;22024.6
473;22-01-2021;2021-4;22151.6
474;29-01-2021;2021-5;22448.2
475;05-02-2021;2021-6;22215.3
476;12-02-2021;2021-7;21983.5
477;19-02-2021;2021-8;21973.5
478;26-02-2021;2021-9;22131.7
479;05-03-2021;2021-10;22186.9
480;12-03-2021;2021-11;22404.9
481;19-03-2021;2021-12;22193.0
482;26-03-2021;2021-13;22571.9
483;02-04-2021;2021-14;21688.7
484;09-04-2021;2021-15;21956.1
485;16-04-2021;2021-16;22052.6
486;23-04-2021;2021-17;22058.8
487;30-04-2021;2021-18;22120.3
488;07-05-2021;2021-19;22223.2
489;14-05-2021;2021-20;22289.6
490;21-05-2021;2021-21;22237.5
491;28-05-2021;2021-22;22420.3
492;04-06-2021;2021-23;22467.7
493;11-06-2021;2021-24;22120.5
494;18-06-2021;2021-25;22221.7
495;25-06-2021;2021-26;22944.8
496;02-07-2021;2021-27;22947.4
497;09-07-2021;2021-28;23592.4
498;16-07-2021;2021-29;23709.4
499;23-07-2021;2021-30;23781.6
500;30-07-2021;2021-31;23863.1
501;06-08-2021;2021-32;23965.6
