;Tarih;TP_AOFO
1082;03-03-2015;10.39
1083;04-03-2015;10.3
1084;05-03-2015;10.43
1085;06-03-2015;10.73
1086;09-03-2015;10.74
1087;10-03-2015;10.74
1088;11-03-2015;10.74
1089;12-03-2015;10.72
1090;13-03-2015;10.74
1091;16-03-2015;10.74
1092;17-03-2015;10.74
1093;18-03-2015;10.74
1094;19-03-2015;10.73
1095;20-03-2015;10.74
1096;23-03-2015;10.73
1097;24-03-2015;10.72
1098;25-03-2015;10.72
1099;26-03-2015;10.73
1100;27-03-2015;10.74
1101;30-03-2015;10.74
1102;31-03-2015;10.74
1103;01-04-2015;10.74
1104;02-04-2015;10.74
1105;03-04-2015;10.74
1106;06-04-2015;10.74
1107;07-04-2015;10.74
1108;08-04-2015;10.74
1109;09-04-2015;10.74
1110;10-04-2015;10.74
1111;13-04-2015;10.74
1112;14-04-2015;10.74
1113;15-04-2015;10.74
1114;16-04-2015;10.74
1115;17-04-2015;10.74
1116;20-04-2015;10.74
1117;21-04-2015;10.74
1118;22-04-2015;10.74
1119;23-04-2015;
1120;24-04-2015;10.74
1121;27-04-2015;10.74
1122;28-04-2015;10.74
1123;29-04-2015;10.75
1124;30-04-2015;10.74
1125;01-05-2015;
1126;04-05-2015;10.75
1127;05-05-2015;10.75
1128;06-05-2015;10.75
1129;07-05-2015;10.75
1130;08-05-2015;10.75
1131;11-05-2015;10.75
1132;12-05-2015;10.75
1133;13-05-2015;10.75
1134;14-05-2015;10.75
1135;15-05-2015;10.74
1136;18-05-2015;10.74
1137;19-05-2015;
1138;20-05-2015;10.75
1139;21-05-2015;10.75
1140;22-05-2015;10.75
1141;25-05-2015;10.74
1142;26-05-2015;10.75
1143;27-05-2015;10.75
1144;28-05-2015;10.75
1145;29-05-2015;10.75
1146;01-06-2015;10.75
1147;02-06-2015;10.75
1148;03-06-2015;10.75
1149;04-06-2015;10.75
1150;05-06-2015;10.75
1151;08-06-2015;10.75
1152;09-06-2015;10.75
1153;10-06-2015;10.75
1154;11-06-2015;10.75
1155;12-06-2015;10.75
1156;15-06-2015;10.75
1157;16-06-2015;10.75
1158;17-06-2015;10.75
1159;18-06-2015;10.75
1160;19-06-2015;10.75
1161;22-06-2015;10.75
1162;23-06-2015;10.75
1163;24-06-2015;10.75
1164;25-06-2015;10.75
1165;26-06-2015;10.75
1166;29-06-2015;10.75
1167;30-06-2015;10.75
1168;01-07-2015;10.75
1169;02-07-2015;10.75
1170;03-07-2015;10.75
1171;06-07-2015;10.75
1172;07-07-2015;10.75
1173;08-07-2015;10.75
1174;09-07-2015;10.75
1175;10-07-2015;10.75
1176;13-07-2015;10.75
1177;14-07-2015;10.75
1178;15-07-2015;10.75
1179;16-07-2015;10.75
1180;17-07-2015;
1181;20-07-2015;10.75
1182;21-07-2015;10.75
1183;22-07-2015;10.75
1184;23-07-2015;10.75
1185;24-07-2015;10.75
1186;27-07-2015;10.75
1187;28-07-2015;10.75
1188;29-07-2015;10.75
1189;30-07-2015;10.75
1190;31-07-2015;10.75
1191;03-08-2015;10.75
1192;04-08-2015;10.75
1193;05-08-2015;10.75
1194;06-08-2015;10.75
1195;07-08-2015;10.75
1196;10-08-2015;10.75
1197;11-08-2015;10.75
1198;12-08-2015;10.75
1199;13-08-2015;10.75
1200;14-08-2015;10.75
1201;17-08-2015;10.75
1202;18-08-2015;10.75
1203;19-08-2015;10.75
1204;20-08-2015;10.75
1205;21-08-2015;10.75
1206;24-08-2015;10.75
1207;25-08-2015;10.75
1208;26-08-2015;10.75
1209;27-08-2015;10.75
1210;28-08-2015;10.75
1211;31-08-2015;10.75
1212;01-09-2015;10.75
1213;02-09-2015;10.75
1214;03-09-2015;10.75
1215;04-09-2015;10.75
1216;07-09-2015;10.75
1217;08-09-2015;10.75
1218;09-09-2015;10.75
1219;10-09-2015;10.75
1220;11-09-2015;10.75
1221;14-09-2015;10.75
1222;15-09-2015;10.75
1223;16-09-2015;10.75
1224;17-09-2015;10.75
1225;18-09-2015;10.75
1226;21-09-2015;10.75
1227;22-09-2015;10.75
1228;23-09-2015;10.75
1229;24-09-2015;
1230;25-09-2015;
1231;28-09-2015;10.75
1232;29-09-2015;10.75
1233;30-09-2015;10.75
1234;01-10-2015;10.75
1235;02-10-2015;10.75
1236;05-10-2015;10.75
1237;06-10-2015;10.75
1238;07-10-2015;10.75
1239;08-10-2015;10.75
1240;09-10-2015;10.75
1241;12-10-2015;10.75
1242;13-10-2015;10.75
1243;14-10-2015;10.75
1244;15-10-2015;10.75
1245;16-10-2015;10.75
1246;19-10-2015;10.75
1247;20-10-2015;10.75
1248;21-10-2015;10.75
1249;22-10-2015;10.75
1250;23-10-2015;10.75
1251;26-10-2015;10.75
1252;27-10-2015;10.75
1253;28-10-2015;10.75
1254;29-10-2015;
1255;30-10-2015;10.75
1256;02-11-2015;10.75
1257;03-11-2015;10.75
1258;04-11-2015;10.75
1259;05-11-2015;10.75
1260;06-11-2015;10.75
1261;09-11-2015;10.75
1262;10-11-2015;10.75
1263;11-11-2015;10.75
1264;12-11-2015;10.75
1265;13-11-2015;10.75
1266;16-11-2015;10.75
1267;17-11-2015;10.75
1268;18-11-2015;10.75
1269;19-11-2015;10.75
1270;20-11-2015;10.75
1271;23-11-2015;10.75
1272;24-11-2015;10.75
1273;25-11-2015;10.75
1274;26-11-2015;10.75
1275;27-11-2015;10.75
1276;30-11-2015;10.75
1277;01-12-2015;10.75
1278;02-12-2015;10.75
1279;03-12-2015;10.75
1280;04-12-2015;10.75
1281;07-12-2015;10.75
1282;08-12-2015;10.75
1283;09-12-2015;10.75
1284;10-12-2015;10.75
1285;11-12-2015;10.75
1286;14-12-2015;10.75
1287;15-12-2015;10.75
1288;16-12-2015;10.75
1289;17-12-2015;10.75
1290;18-12-2015;10.75
1291;21-12-2015;10.75
1292;22-12-2015;10.75
1293;23-12-2015;10.75
1294;24-12-2015;10.75
1295;25-12-2015;10.75
1296;28-12-2015;10.75
1297;29-12-2015;10.75
1298;30-12-2015;10.75
1299;31-12-2015;10.75
1300;01-01-2016;
1301;04-01-2016;10.75
1302;05-01-2016;10.75
1303;06-01-2016;10.75
1304;07-01-2016;10.75
1305;08-01-2016;10.75
1306;11-01-2016;10.75
1307;12-01-2016;10.75
1308;13-01-2016;10.75
1309;14-01-2016;10.75
1310;15-01-2016;10.75
1311;18-01-2016;10.75
1312;19-01-2016;10.75
1313;20-01-2016;10.75
1314;21-01-2016;10.75
1315;22-01-2016;10.75
1316;25-01-2016;10.75
1317;26-01-2016;10.75
1318;27-01-2016;10.75
1319;28-01-2016;10.75
1320;29-01-2016;10.75
1321;01-02-2016;10.75
1322;02-02-2016;10.75
1323;03-02-2016;10.75
1324;04-02-2016;10.75
1325;05-02-2016;10.75
1326;08-02-2016;10.75
1327;09-02-2016;10.75
1328;10-02-2016;10.75
1329;11-02-2016;10.75
1330;12-02-2016;10.75
1331;15-02-2016;10.75
1332;16-02-2016;10.75
1333;17-02-2016;10.75
1334;18-02-2016;10.75
1335;19-02-2016;10.75
1336;22-02-2016;10.75
1337;23-02-2016;10.75
1338;24-02-2016;10.75
1339;25-02-2016;10.75
1340;26-02-2016;10.75
1341;29-02-2016;10.75
1342;01-03-2016;10.75
1343;02-03-2016;10.75
1344;03-03-2016;10.75
1345;04-03-2016;10.75
1346;07-03-2016;10.75
1347;08-03-2016;10.75
1348;09-03-2016;10.75
1349;10-03-2016;10.75
1350;11-03-2016;10.75
1351;14-03-2016;10.75
1352;15-03-2016;10.75
1353;16-03-2016;10.75
1354;17-03-2016;10.75
1355;18-03-2016;10.75
1356;21-03-2016;10.75
1357;22-03-2016;10.75
1358;23-03-2016;10.75
1359;24-03-2016;10.75
1360;25-03-2016;10.5
1361;28-03-2016;10.5
1362;29-03-2016;10.5
1363;30-03-2016;10.5
1364;31-03-2016;10.5
1365;01-04-2016;10.5
1366;04-04-2016;10.5
1367;05-04-2016;10.5
1368;06-04-2016;10.5
1369;07-04-2016;10.5
1370;08-04-2016;10.5
1371;11-04-2016;10.5
1372;12-04-2016;10.5
1373;13-04-2016;10.5
1374;14-04-2016;10.5
1375;15-04-2016;10.5
1376;18-04-2016;10.5
1377;19-04-2016;10.5
1378;20-04-2016;10.5
1379;21-04-2016;10.0
1380;22-04-2016;10.0
1381;25-04-2016;10.0
1382;26-04-2016;10.0
1383;27-04-2016;10.0
1384;28-04-2016;10.0
1385;29-04-2016;10.0
1386;02-05-2016;10.0
1387;03-05-2016;10.0
1388;04-05-2016;10.0
1389;05-05-2016;10.0
1390;06-05-2016;10.0
1391;09-05-2016;10.0
1392;10-05-2016;10.0
1393;11-05-2016;10.0
1394;12-05-2016;10.0
1395;13-05-2016;10.0
1396;16-05-2016;10.0
1397;17-05-2016;10.0
1398;18-05-2016;10.0
1399;19-05-2016;
1400;20-05-2016;10.0
1401;23-05-2016;10.0
1402;24-05-2016;10.0
1403;25-05-2016;9.5
1404;26-05-2016;9.5
1405;27-05-2016;9.5
1406;30-05-2016;9.5
1407;31-05-2016;9.5
1408;01-06-2016;9.5
1409;02-06-2016;9.5
1410;03-06-2016;9.5
1411;06-06-2016;9.5
1412;07-06-2016;9.5
1413;08-06-2016;9.5
1414;09-06-2016;9.5
1415;10-06-2016;9.5
1416;13-06-2016;9.5
1417;14-06-2016;9.5
1418;15-06-2016;9.5
1419;16-06-2016;9.5
1420;17-06-2016;9.5
1421;20-06-2016;9.5
1422;21-06-2016;9.5
1423;22-06-2016;9.0
1424;23-06-2016;9.0
1425;24-06-2016;9.0
1426;27-06-2016;9.0
1427;28-06-2016;9.0
1428;29-06-2016;9.0
1429;30-06-2016;9.0
1430;01-07-2016;9.0
1431;04-07-2016;9.0
1432;05-07-2016;
1433;06-07-2016;
1434;07-07-2016;
1435;08-07-2016;9.0
1436;11-07-2016;9.0
1437;12-07-2016;9.0
1438;13-07-2016;9.0
1439;14-07-2016;9.0
1440;15-07-2016;9.0
1441;18-07-2016;9.0
1442;19-07-2016;9.0
1443;20-07-2016;8.75
1444;21-07-2016;8.75
1445;22-07-2016;8.75
1446;25-07-2016;8.75
1447;26-07-2016;8.75
1448;27-07-2016;8.75
1449;28-07-2016;8.75
1450;29-07-2016;8.75
1451;01-08-2016;8.75
1452;02-08-2016;8.75
1453;03-08-2016;8.75
1454;04-08-2016;8.75
1455;05-08-2016;8.75
1456;08-08-2016;8.75
1457;09-08-2016;8.75
1458;10-08-2016;8.75
1459;11-08-2016;8.75
1460;12-08-2016;8.75
1461;15-08-2016;8.75
1462;16-08-2016;8.75
1463;17-08-2016;8.75
1464;18-08-2016;8.75
1465;19-08-2016;8.75
1466;22-08-2016;8.75
1467;23-08-2016;8.75
1468;24-08-2016;8.5
1469;25-08-2016;8.5
1470;26-08-2016;8.5
1471;29-08-2016;8.5
1472;30-08-2016;
1473;31-08-2016;8.5
1474;01-09-2016;8.5
1475;02-09-2016;8.5
1476;05-09-2016;8.5
1477;06-09-2016;8.5
1478;07-09-2016;8.5
1479;08-09-2016;8.5
1480;09-09-2016;8.5
1481;12-09-2016;
1482;13-09-2016;
1483;14-09-2016;
1484;15-09-2016;
1485;16-09-2016;8.49
1486;19-09-2016;8.49
1487;20-09-2016;8.5
1488;21-09-2016;8.5
1489;22-09-2016;8.49
1490;23-09-2016;8.25
1491;26-09-2016;8.25
1492;27-09-2016;8.25
1493;28-09-2016;8.25
1494;29-09-2016;8.25
1495;30-09-2016;8.24
1496;03-10-2016;8.25
1497;04-10-2016;8.25
1498;05-10-2016;8.25
1499;06-10-2016;8.25
1500;07-10-2016;8.25
1501;10-10-2016;8.25
1502;11-10-2016;8.25
1503;12-10-2016;8.25
1504;13-10-2016;8.25
1505;14-10-2016;8.24
1506;17-10-2016;8.25
1507;18-10-2016;8.25
1508;19-10-2016;8.24
1509;20-10-2016;8.25
1510;21-10-2016;8.25
1511;24-10-2016;8.25
1512;25-10-2016;8.25
1513;26-10-2016;8.25
1514;27-10-2016;8.25
1515;28-10-2016;8.25
1516;31-10-2016;8.25
1517;01-11-2016;8.25
1518;02-11-2016;8.25
1519;03-11-2016;8.25
1520;04-11-2016;8.25
1521;07-11-2016;8.25
1522;08-11-2016;8.25
1523;09-11-2016;8.25
1524;10-11-2016;8.25
1525;11-11-2016;8.25
1526;14-11-2016;8.25
1527;15-11-2016;8.25
1528;16-11-2016;8.25
1529;17-11-2016;8.25
1530;18-11-2016;8.25
1531;21-11-2016;8.25
1532;22-11-2016;8.25
1533;23-11-2016;8.25
1534;24-11-2016;8.25
1535;25-11-2016;8.5
1536;28-11-2016;8.5
1537;29-11-2016;8.5
1538;30-11-2016;8.5
1539;01-12-2016;8.5
1540;02-12-2016;8.5
1541;05-12-2016;8.5
1542;06-12-2016;8.5
1543;07-12-2016;8.5
1544;08-12-2016;8.5
1545;09-12-2016;8.5
1546;12-12-2016;8.5
1547;13-12-2016;8.5
1548;14-12-2016;8.5
1549;15-12-2016;8.5
1550;16-12-2016;8.5
1551;19-12-2016;8.5
1552;20-12-2016;8.5
1553;21-12-2016;8.5
1554;22-12-2016;8.5
1555;23-12-2016;8.5
1556;26-12-2016;8.5
1557;27-12-2016;8.5
1558;28-12-2016;8.48
1559;29-12-2016;8.5
1560;30-12-2016;8.5
1561;02-01-2017;8.5
1562;03-01-2017;8.5
1563;04-01-2017;8.5
1564;05-01-2017;8.5
1565;06-01-2017;8.5
1566;09-01-2017;8.5
1567;10-01-2017;8.5
1568;11-01-2017;8.5
1569;12-01-2017;8.5
1570;13-01-2017;8.5
1571;16-01-2017;8.91
1572;17-01-2017;9.06
1573;18-01-2017;9.0
1574;19-01-2017;8.87
1575;20-01-2017;8.83
1576;23-01-2017;8.85
1577;24-01-2017;8.91
1578;25-01-2017;9.35
1579;26-01-2017;9.8
1580;27-01-2017;9.82
1581;30-01-2017;9.79
1582;31-01-2017;9.87
1583;01-02-2017;9.64
1584;02-02-2017;9.55
1585;03-02-2017;9.51
1586;06-02-2017;9.57
1587;07-02-2017;9.71
1588;08-02-2017;9.71
1589;09-02-2017;9.66
1590;10-02-2017;9.72
1591;13-02-2017;9.73
1592;14-02-2017;9.74
1593;15-02-2017;9.63
1594;16-02-2017;9.5
1595;17-02-2017;9.57
1596;20-02-2017;9.61
1597;21-02-2017;9.57
1598;22-02-2017;9.66
1599;23-02-2017;9.68
1600;24-02-2017;9.71
1601;27-02-2017;9.77
1602;28-02-2017;9.91
1603;01-03-2017;9.84
1604;02-03-2017;9.72
1605;03-03-2017;9.77
1606;06-03-2017;9.75
1607;07-03-2017;9.7
1608;08-03-2017;9.77
1609;09-03-2017;10.11
1610;10-03-2017;11.03
1611;13-03-2017;11.01
1612;14-03-2017;11.0
1613;15-03-2017;11.0
1614;16-03-2017;11.0
1615;17-03-2017;10.83
1616;20-03-2017;10.91
1617;21-03-2017;10.94
1618;22-03-2017;11.02
1619;23-03-2017;11.13
1620;24-03-2017;10.97
1621;27-03-2017;11.05
1622;28-03-2017;11.08
1623;29-03-2017;11.07
1624;30-03-2017;11.01
1625;31-03-2017;11.17
1626;03-04-2017;11.76
1627;04-04-2017;11.76
1628;05-04-2017;11.77
1629;06-04-2017;11.78
1630;07-04-2017;11.79
1631;10-04-2017;11.78
1632;11-04-2017;11.77
1633;12-04-2017;11.77
1634;13-04-2017;11.75
1635;14-04-2017;11.74
1636;17-04-2017;11.75
1637;18-04-2017;11.75
1638;19-04-2017;11.75
1639;20-04-2017;11.74
1640;21-04-2017;11.75
1641;24-04-2017;11.75
1642;25-04-2017;11.75
1643;26-04-2017;11.75
1644;27-04-2017;11.27
1645;28-04-2017;11.39
1646;01-05-2017;
1647;02-05-2017;11.01
1648;03-05-2017;11.03
1649;04-05-2017;12.25
1650;05-05-2017;12.25
1651;08-05-2017;12.25
1652;09-05-2017;12.26
1653;10-05-2017;12.25
1654;11-05-2017;12.25
1655;12-05-2017;12.25
1656;15-05-2017;12.25
1657;16-05-2017;12.25
1658;17-05-2017;12.25
1659;18-05-2017;12.23
1660;19-05-2017;
1661;22-05-2017;12.22
1662;23-05-2017;12.2
1663;24-05-2017;12.2
1664;25-05-2017;12.19
1665;26-05-2017;12.22
1666;29-05-2017;12.24
1667;30-05-2017;12.25
1668;31-05-2017;12.24
1669;01-06-2017;12.25
1670;02-06-2017;12.25
1671;05-06-2017;12.26
1672;06-06-2017;12.25
1673;07-06-2017;12.25
1674;08-06-2017;12.25
1675;09-06-2017;12.25
1676;12-06-2017;12.25
1677;13-06-2017;12.25
1678;14-06-2017;12.25
1679;15-06-2017;12.25
1680;16-06-2017;12.25
1681;19-06-2017;12.25
1682;20-06-2017;12.25
1683;21-06-2017;12.25
1684;22-06-2017;12.25
1685;23-06-2017;12.25
1686;26-06-2017;
1687;27-06-2017;
1688;28-06-2017;12.25
1689;29-06-2017;12.25
1690;30-06-2017;12.25
1691;03-07-2017;12.25
1692;04-07-2017;12.25
1693;05-07-2017;12.25
1694;06-07-2017;12.25
1695;07-07-2017;12.25
1696;10-07-2017;12.25
1697;11-07-2017;12.25
1698;12-07-2017;12.25
1699;13-07-2017;12.25
1700;14-07-2017;12.25
1701;17-07-2017;12.25
1702;18-07-2017;12.25
1703;19-07-2017;12.25
1704;20-07-2017;12.25
1705;21-07-2017;12.25
1706;24-07-2017;12.25
1707;25-07-2017;12.25
1708;26-07-2017;12.25
1709;27-07-2017;12.25
1710;28-07-2017;12.26
1711;31-07-2017;12.26
1712;01-08-2017;12.26
1713;02-08-2017;12.26
1714;03-08-2017;12.25
1715;04-08-2017;12.25
1716;07-08-2017;12.23
1717;08-08-2017;12.25
1718;09-08-2017;12.25
1719;10-08-2017;12.25
1720;11-08-2017;12.25
1721;14-08-2017;12.25
1722;15-08-2017;12.25
1723;16-08-2017;12.25
1724;17-08-2017;12.25
1725;18-08-2017;12.25
1726;21-08-2017;12.25
1727;22-08-2017;12.25
1728;23-08-2017;12.25
1729;24-08-2017;12.25
1730;25-08-2017;12.25
1731;28-08-2017;12.25
1732;29-08-2017;12.25
1733;30-08-2017;
1734;31-08-2017;12.29
1735;01-09-2017;
1736;04-09-2017;
1737;05-09-2017;12.25
1738;06-09-2017;12.25
1739;07-09-2017;12.25
1740;08-09-2017;12.25
1741;11-09-2017;12.25
1742;12-09-2017;12.25
1743;13-09-2017;12.25
1744;14-09-2017;12.26
1745;15-09-2017;12.28
1746;18-09-2017;12.26
1747;19-09-2017;12.26
1748;20-09-2017;12.25
1749;21-09-2017;12.25
1750;22-09-2017;12.25
1751;25-09-2017;12.25
1752;26-09-2017;12.25
1753;27-09-2017;12.25
1754;28-09-2017;12.24
1755;29-09-2017;12.25
1756;02-10-2017;12.25
1757;03-10-2017;12.25
1758;04-10-2017;12.24
1759;05-10-2017;12.24
1760;06-10-2017;12.25
1761;09-10-2017;12.25
1762;10-10-2017;12.25
1763;11-10-2017;12.25
1764;12-10-2017;12.24
1765;13-10-2017;12.25
1766;16-10-2017;12.24
1767;17-10-2017;12.24
1768;18-10-2017;12.23
1769;19-10-2017;12.23
1770;20-10-2017;12.23
1771;23-10-2017;12.23
1772;24-10-2017;12.23
1773;25-10-2017;12.23
1774;26-10-2017;12.23
1775;27-10-2017;12.22
1776;30-10-2017;12.22
1777;31-10-2017;12.2
1778;01-11-2017;12.19
1779;02-11-2017;12.2
1780;03-11-2017;12.23
1781;06-11-2017;12.23
1782;07-11-2017;12.22
1783;08-11-2017;12.2
1784;09-11-2017;12.2
1785;10-11-2017;12.21
1786;13-11-2017;12.22
1787;14-11-2017;12.21
1788;15-11-2017;12.21
1789;16-11-2017;12.2
1790;17-11-2017;12.23
1791;20-11-2017;12.21
1792;21-11-2017;12.22
1793;22-11-2017;12.22
1794;23-11-2017;12.22
1795;24-11-2017;12.21
1796;27-11-2017;12.2
1797;28-11-2017;12.21
1798;29-11-2017;12.21
1799;30-11-2017;12.21
1800;01-12-2017;12.24
1801;04-12-2017;12.25
1802;05-12-2017;12.27
1803;06-12-2017;12.23
1804;07-12-2017;12.24
1805;08-12-2017;12.25
1806;11-12-2017;12.25
1807;12-12-2017;12.25
1808;13-12-2017;12.25
1809;14-12-2017;12.24
1810;15-12-2017;12.71
1811;18-12-2017;12.73
1812;19-12-2017;12.74
1813;20-12-2017;12.74
1814;21-12-2017;12.74
1815;22-12-2017;12.74
1816;25-12-2017;12.74
1817;26-12-2017;12.71
1818;27-12-2017;12.72
1819;28-12-2017;12.71
1820;29-12-2017;12.74
1821;01-01-2018;
1822;02-01-2018;12.74
1823;03-01-2018;12.75
1824;04-01-2018;12.75
1825;05-01-2018;12.75
1826;08-01-2018;12.75
1827;09-01-2018;12.75
1828;10-01-2018;12.75
1829;11-01-2018;12.75
1830;12-01-2018;12.75
1831;15-01-2018;12.75
1832;16-01-2018;12.75
1833;17-01-2018;12.74
1834;18-01-2018;12.75
1835;19-01-2018;12.74
1836;22-01-2018;12.75
1837;23-01-2018;12.75
1838;24-01-2018;12.75
1839;25-01-2018;12.75
1840;26-01-2018;12.75
1841;29-01-2018;12.75
1842;30-01-2018;12.76
1843;31-01-2018;12.75
1844;01-02-2018;12.75
1845;02-02-2018;12.76
1846;05-02-2018;12.76
1847;06-02-2018;12.74
1848;07-02-2018;12.76
1849;08-02-2018;12.76
1850;09-02-2018;12.76
1851;12-02-2018;12.76
1852;13-02-2018;12.76
1853;14-02-2018;12.76
1854;15-02-2018;12.76
1855;16-02-2018;12.76
1856;19-02-2018;12.75
1857;20-02-2018;12.74
1858;21-02-2018;12.75
1859;22-02-2018;12.76
1860;23-02-2018;12.75
1861;26-02-2018;12.76
1862;27-02-2018;12.76
1863;28-02-2018;12.75
1864;01-03-2018;12.75
1865;02-03-2018;12.76
1866;05-03-2018;12.76
1867;06-03-2018;12.76
1868;07-03-2018;12.76
1869;08-03-2018;12.74
1870;09-03-2018;12.75
1871;12-03-2018;12.75
1872;13-03-2018;12.76
1873;14-03-2018;12.74
1874;15-03-2018;12.74
1875;16-03-2018;12.75
1876;19-03-2018;12.75
1877;20-03-2018;12.75
1878;21-03-2018;12.75
1879;22-03-2018;12.75
1880;23-03-2018;12.75
1881;26-03-2018;12.72
1882;27-03-2018;12.7
1883;28-03-2018;12.7
1884;29-03-2018;12.74
1885;30-03-2018;12.69
1886;02-04-2018;12.75
1887;03-04-2018;12.75
1888;04-04-2018;12.73
1889;05-04-2018;12.75
1890;06-04-2018;12.75
1891;09-04-2018;12.77
1892;10-04-2018;12.75
1893;11-04-2018;12.76
1894;12-04-2018;12.76
1895;13-04-2018;12.76
1896;16-04-2018;12.75
1897;17-04-2018;12.75
1898;18-04-2018;12.75
1899;19-04-2018;12.75
1900;20-04-2018;12.75
1901;23-04-2018;
1902;24-04-2018;12.75
1903;25-04-2018;12.74
1904;26-04-2018;13.48
1905;27-04-2018;13.4
1906;30-04-2018;13.05
1907;01-05-2018;
1908;02-05-2018;13.49
1909;03-05-2018;13.43
1910;04-05-2018;13.48
1911;07-05-2018;13.49
1912;08-05-2018;13.5
1913;09-05-2018;13.5
1914;10-05-2018;13.51
1915;11-05-2018;13.5
1916;14-05-2018;13.5
1917;15-05-2018;13.5
1918;16-05-2018;13.5
1919;17-05-2018;13.5
1920;18-05-2018;13.5
1921;21-05-2018;
1922;22-05-2018;13.5
1923;23-05-2018;13.5
1924;24-05-2018;16.5
1925;25-05-2018;16.47
1926;28-05-2018;16.44
1927;29-05-2018;16.4
1928;30-05-2018;16.47
1929;31-05-2018;16.22
1930;01-06-2018;16.46
1931;04-06-2018;16.4
1932;05-06-2018;16.49
1933;06-06-2018;16.49
1934;07-06-2018;16.44
1935;08-06-2018;17.35
1936;11-06-2018;17.23
1937;12-06-2018;17.63
1938;13-06-2018;19.08
1939;14-06-2018;18.8
1940;15-06-2018;
1941;18-06-2018;18.67
1942;19-06-2018;18.29
1943;20-06-2018;18.39
1944;21-06-2018;17.79
1945;22-06-2018;18.03
1946;25-06-2018;17.32
1947;26-06-2018;16.7
1948;27-06-2018;18.01
1949;28-06-2018;19.12
1950;29-06-2018;18.82
1951;02-07-2018;16.82
1952;03-07-2018;18.0
1953;04-07-2018;18.17
1954;05-07-2018;18.04
1955;06-07-2018;17.08
1956;09-07-2018;17.56
1957;10-07-2018;17.28
1958;11-07-2018;17.48
1959;12-07-2018;17.79
1960;13-07-2018;18.0
1961;16-07-2018;18.0
1962;17-07-2018;18.21
1963;18-07-2018;18.31
1964;19-07-2018;17.92
1965;20-07-2018;17.89
1966;23-07-2018;18.27
1967;24-07-2018;18.69
1968;25-07-2018;17.22
1969;26-07-2018;17.01
1970;27-07-2018;17.07
1971;30-07-2018;18.0
1972;31-07-2018;18.5
1973;01-08-2018;17.65
1974;02-08-2018;18.37
1975;03-08-2018;18.04
1976;06-08-2018;18.25
1977;07-08-2018;18.5
1978;08-08-2018;17.85
1979;09-08-2018;17.17
1980;10-08-2018;19.22
1981;13-08-2018;19.19
1982;14-08-2018;19.24
1983;15-08-2018;19.15
1984;16-08-2018;19.0
1985;17-08-2018;19.21
1986;20-08-2018;19.24
1987;21-08-2018;
1988;22-08-2018;
1989;23-08-2018;
1990;24-08-2018;
1991;27-08-2018;19.24
1992;28-08-2018;19.24
1993;29-08-2018;19.25
1994;30-08-2018;
1995;31-08-2018;19.25
1996;03-09-2018;19.25
1997;04-09-2018;19.25
1998;05-09-2018;19.25
1999;06-09-2018;19.25
2000;07-09-2018;19.25
2001;10-09-2018;19.25
2002;11-09-2018;19.25
2003;12-09-2018;19.25
2004;13-09-2018;19.25
2005;14-09-2018;24.0
2006;17-09-2018;24.0
2007;18-09-2018;24.0
2008;19-09-2018;24.0
2009;20-09-2018;23.36
2010;21-09-2018;24.48
2011;24-09-2018;24.25
2012;25-09-2018;23.48
2013;26-09-2018;23.75
2014;27-09-2018;23.45
2015;28-09-2018;24.21
2016;01-10-2018;24.88
2017;02-10-2018;24.51
2018;03-10-2018;24.09
2019;04-10-2018;23.82
2020;05-10-2018;24.23
2021;08-10-2018;24.35
2022;09-10-2018;24.48
2023;10-10-2018;24.23
2024;11-10-2018;23.99
2025;12-10-2018;23.24
2026;15-10-2018;24.15
2027;16-10-2018;24.48
2028;17-10-2018;23.83
2029;18-10-2018;23.08
2030;19-10-2018;24.34
2031;22-10-2018;24.13
2032;23-10-2018;23.78
2033;24-10-2018;23.68
2034;25-10-2018;23.86
2035;26-10-2018;23.73
2036;29-10-2018;
2037;30-10-2018;23.63
2038;31-10-2018;23.69
2039;01-11-2018;23.88
2040;02-11-2018;23.76
2041;05-11-2018;23.83
2042;06-11-2018;23.45
2043;07-11-2018;23.54
2044;08-11-2018;23.68
2045;09-11-2018;23.76
2046;12-11-2018;23.66
2047;13-11-2018;23.96
2048;14-11-2018;23.72
2049;15-11-2018;22.97
2050;16-11-2018;23.48
2051;19-11-2018;23.57
2052;20-11-2018;24.04
2053;21-11-2018;24.31
2054;22-11-2018;23.83
2055;23-11-2018;24.45
2056;26-11-2018;24.31
2057;27-11-2018;24.45
2058;28-11-2018;23.5
2059;29-11-2018;23.58
2060;30-11-2018;23.94
2061;03-12-2018;24.25
2062;04-12-2018;24.11
2063;05-12-2018;23.83
2064;06-12-2018;23.27
2065;07-12-2018;24.32
2066;10-12-2018;24.29
2067;11-12-2018;23.44
2068;12-12-2018;23.15
2069;13-12-2018;22.63
2070;14-12-2018;24.03
2071;17-12-2018;24.4
2072;18-12-2018;23.9
2073;19-12-2018;23.9
2074;20-12-2018;23.84
2075;21-12-2018;23.96
2076;24-12-2018;24.32
2077;25-12-2018;24.01
2078;26-12-2018;23.03
2079;27-12-2018;22.69
2080;28-12-2018;23.88
2081;31-12-2018;25.03
2082;01-01-2019;
2083;02-01-2019;23.03
2084;03-01-2019;22.95
2085;04-01-2019;23.33
2086;07-01-2019;23.93
2087;08-01-2019;24.0
