;Tarih;YEARWEEK;TP_BS05_NOMINAL
0;30-12-2011;2011-52;2048.8
1;06-01-2012;2012-1;2052.3
2;13-01-2012;2012-2;2061.0
3;20-01-2012;2012-3;2067.8
4;27-01-2012;2012-4;1729.3
5;03-02-2012;2012-5;2006.7
6;10-02-2012;2012-6;2033.6
7;17-02-2012;2012-7;1976.7
8;24-02-2012;2012-8;2016.8
9;02-03-2012;2012-9;1997.2
10;09-03-2012;2012-10;1977.1
11;16-03-2012;2012-11;1946.7
12;23-03-2012;2012-12;1948.1
13;30-03-2012;2012-13;1972.3
14;06-04-2012;2012-14;1947.6
15;13-04-2012;2012-15;1943.5
16;20-04-2012;2012-16;1949.8
17;27-04-2012;2012-17;1946.8
18;04-05-2012;2012-18;1927.2
19;11-05-2012;2012-19;1917.0
20;18-05-2012;2012-20;1908.7
21;25-05-2012;2012-21;1900.9
22;01-06-2012;2012-22;1905.1
23;08-06-2012;2012-23;1902.7
24;15-06-2012;2012-24;1875.3
25;22-06-2012;2012-25;1873.9
26;29-06-2012;2012-26;1813.7
27;06-07-2012;2012-27;1722.1
28;13-07-2012;2012-28;1707.3
29;20-07-2012;2012-29;1696.0
30;27-07-2012;2012-30;1463.0
31;03-08-2012;2012-31;1445.4
32;10-08-2012;2012-32;1445.8
33;17-08-2012;2012-33;1421.4
34;24-08-2012;2012-34;1427.7
35;31-08-2012;2012-35;1422.4
36;07-09-2012;2012-36;1402.4
37;14-09-2012;2012-37;1397.6
38;21-09-2012;2012-38;1406.0
39;28-09-2012;2012-39;1422.9
40;05-10-2012;2012-40;1412.1
41;12-10-2012;2012-41;1399.2
42;19-10-2012;2012-42;1405.2
43;26-10-2012;2012-43;1405.3
44;02-11-2012;2012-44;1532.3
45;09-11-2012;2012-45;1386.8
46;16-11-2012;2012-46;1368.9
47;23-11-2012;2012-47;1370.2
48;30-11-2012;2012-48;1371.7
49;07-12-2012;2012-49;1367.9
50;14-12-2012;2012-50;1369.6
51;21-12-2012;2012-51;1379.3
52;28-12-2012;2012-52;1373.6
53;04-01-2013;2013-1;1370.6
54;11-01-2013;2013-2;1371.4
55;18-01-2013;2013-3;1353.9
56;25-01-2013;2013-4;1357.77
57;01-02-2013;2013-5;1365.2
58;08-02-2013;2013-6;1366.4
59;15-02-2013;2013-7;1369.59
60;22-02-2013;2013-8;1368.57
61;01-03-2013;2013-9;1369.57
62;08-03-2013;2013-10;1360.66
63;15-03-2013;2013-11;1370.36
64;22-03-2013;2013-12;1376.73
65;29-03-2013;2013-13;1372.9
66;05-04-2013;2013-14;1362.3
67;12-04-2013;2013-15;1370.0
68;19-04-2013;2013-16;1373.71
69;26-04-2013;2013-17;1357.74
70;03-05-2013;2013-18;1353.3
71;10-05-2013;2013-19;1348.2
72;17-05-2013;2013-20;1356.5
73;24-05-2013;2013-21;1342.3
74;31-05-2013;2013-22;1358.1
75;07-06-2013;2013-23;1354.9
76;14-06-2013;2013-24;1360.0
77;21-06-2013;2013-25;1375.3
78;28-06-2013;2013-26;1379.2
79;05-07-2013;2013-27;1563.2
80;12-07-2013;2013-28;1417.8
81;19-07-2013;2013-29;1488.1
82;26-07-2013;2013-30;1496.0
83;02-08-2013;2013-31;1500.9
84;09-08-2013;2013-32;1468.7
85;16-08-2013;2013-33;1490.1
86;23-08-2013;2013-34;1493.9
87;30-08-2013;2013-35;1484.7
88;06-09-2013;2013-36;1483.6
89;13-09-2013;2013-37;1501.9
90;20-09-2013;2013-38;1532.7
91;27-09-2013;2013-39;1522.2
92;04-10-2013;2013-40;1520.6
93;11-10-2013;2013-41;1526.3
94;18-10-2013;2013-42;1526.0
95;25-10-2013;2013-43;1539.1
96;01-11-2013;2013-44;1541.2
97;08-11-2013;2013-45;1535.2
98;15-11-2013;2013-46;1533.8
99;22-11-2013;2013-47;1539.9
100;29-11-2013;2013-48;1558.6
101;06-12-2013;2013-49;1542.3
102;13-12-2013;2013-50;1554.8
103;20-12-2013;2013-51;1573.8
104;27-12-2013;2013-52;1595.1
105;03-01-2014;2014-1;1565.5
106;10-01-2014;2014-2;1558.3
107;17-01-2014;2014-3;1520.6
108;24-01-2014;2014-4;1549.7
109;31-01-2014;2014-5;1527.4
110;07-02-2014;2014-6;1596.3
111;14-02-2014;2014-7;1490.7
112;21-02-2014;2014-8;2029.4
113;28-02-2014;2014-9;2018.2
114;07-03-2014;2014-10;1819.3
115;14-03-2014;2014-11;1811.6
116;21-03-2014;2014-12;1796.8
117;28-03-2014;2014-13;1533.6
118;04-04-2014;2014-14;1481.0
119;11-04-2014;2014-15;1507.4
120;18-04-2014;2014-16;1493.2
121;25-04-2014;2014-17;1482.2
122;02-05-2014;2014-18;1484.3
123;09-05-2014;2014-19;1494.0
124;16-05-2014;2014-20;1497.3
125;23-05-2014;2014-21;1477.5
126;30-05-2014;2014-22;1486.7
127;06-06-2014;2014-23;1465.6
128;13-06-2014;2014-24;1494.36
129;20-06-2014;2014-25;1507.5
130;27-06-2014;2014-26;1500.0
131;04-07-2014;2014-27;1494.9
132;11-07-2014;2014-28;1497.0
133;18-07-2014;2014-29;1498.8
134;25-07-2014;2014-30;1493.9
135;01-08-2014;2014-31;1493.6
136;08-08-2014;2014-32;1484.8
137;15-08-2014;2014-33;1492.2
138;22-08-2014;2014-34;1476.9
139;29-08-2014;2014-35;1480.1
140;05-09-2014;2014-36;1473.9
141;12-09-2014;2014-37;1477.3
142;19-09-2014;2014-38;1470.7
143;26-09-2014;2014-39;1468.9
144;03-10-2014;2014-40;1466.3
145;10-10-2014;2014-41;1474.4
146;17-10-2014;2014-42;1441.5
147;24-10-2014;2014-43;1460.0
148;31-10-2014;2014-44;1455.4
149;07-11-2014;2014-45;1461.8
150;14-11-2014;2014-46;1439.6
151;21-11-2014;2014-47;1428.6
152;28-11-2014;2014-48;1434.6
153;05-12-2014;2014-49;1430.3
154;12-12-2014;2014-50;1438.5
155;19-12-2014;2014-51;1411.7
156;26-12-2014;2014-52;1415.1
157;02-01-2015;2015-1;1411.1
158;09-01-2015;2015-2;1397.6
159;16-01-2015;2015-3;1421.6
160;23-01-2015;2015-4;1378.8
161;30-01-2015;2015-5;1391.9
162;06-02-2015;2015-6;1378.1
163;13-02-2015;2015-7;1355.9
164;20-02-2015;2015-8;1382.1
165;27-02-2015;2015-9;1393.2
166;06-03-2015;2015-10;1392.4
167;13-03-2015;2015-11;1435.9
168;20-03-2015;2015-12;1326.0
169;27-03-2015;2015-13;1381.1
170;03-04-2015;2015-14;1328.7
171;10-04-2015;2015-15;1343.0
172;17-04-2015;2015-16;1340.8
173;24-04-2015;2015-17;1366.2
174;01-05-2015;2015-18;1357.6
175;08-05-2015;2015-19;1356.5
176;15-05-2015;2015-20;1365.6
177;22-05-2015;2015-21;1390.7
178;29-05-2015;2015-22;1379.0
179;05-06-2015;2015-23;1377.6
180;12-06-2015;2015-24;1387.1
181;19-06-2015;2015-25;1402.6
182;26-06-2015;2015-26;1407.1
183;03-07-2015;2015-27;1401.1
184;10-07-2015;2015-28;1403.9
185;17-07-2015;2015-29;1406.2
186;24-07-2015;2015-30;1410.7
187;31-07-2015;2015-31;1399.1
188;07-08-2015;2015-32;1399.9
189;14-08-2015;2015-33;1488.2
190;21-08-2015;2015-34;1390.4
191;28-08-2015;2015-35;1412.9
192;04-09-2015;2015-36;1428.9
193;11-09-2015;2015-37;1423.6
194;18-09-2015;2015-38;1419.3
195;25-09-2015;2015-39;1424.7
196;02-10-2015;2015-40;1424.9
197;09-10-2015;2015-41;1421.6
198;16-10-2015;2015-42;1441.3
199;23-10-2015;2015-43;1427.8
200;30-10-2015;2015-44;1437.0
201;06-11-2015;2015-45;1439.6
202;13-11-2015;2015-46;1423.3
203;20-11-2015;2015-47;1422.8
204;27-11-2015;2015-48;1442.1
205;04-12-2015;2015-49;1449.3
206;11-12-2015;2015-50;1473.1
207;18-12-2015;2015-51;1446.0
208;25-12-2015;2015-52;1460.8
209;01-01-2016;2016-1;1464.8
210;08-01-2016;2016-2;1453.8
211;15-01-2016;2016-3;1469.1
212;22-01-2016;2016-4;1455.0
213;29-01-2016;2016-5;1457.4
214;05-02-2016;2016-6;1481.7
215;12-02-2016;2016-7;1486.6
216;19-02-2016;2016-8;1487.9
217;26-02-2016;2016-9;1495.3
218;04-03-2016;2016-10;1460.6
219;11-03-2016;2016-11;1466.2
220;18-03-2016;2016-12;1470.8
221;25-03-2016;2016-13;1459.2
222;01-04-2016;2016-14;1462.0
223;08-04-2016;2016-15;1459.6
224;15-04-2016;2016-16;1448.6
225;22-04-2016;2016-17;1443.1
226;29-04-2016;2016-18;1438.2
227;06-05-2016;2016-19;1447.2
228;13-05-2016;2016-20;1457.5
229;20-05-2016;2016-21;1446.9
230;27-05-2016;2016-22;1454.6
231;03-06-2016;2016-23;1445.7
232;10-06-2016;2016-24;1457.8
233;17-06-2016;2016-25;1448.8
234;24-06-2016;2016-26;1458.6
235;01-07-2016;2016-27;1417.5
236;08-07-2016;2016-28;1430.7
237;15-07-2016;2016-29;1386.5
238;22-07-2016;2016-30;1374.1
239;29-07-2016;2016-31;1392.1
240;05-08-2016;2016-32;1397.6
241;12-08-2016;2016-33;1394.5
242;19-08-2016;2016-34;1407.6
243;26-08-2016;2016-35;1403.9
244;02-09-2016;2016-36;1364.1
245;09-09-2016;2016-37;1411.1
246;16-09-2016;2016-38;1393.3
247;23-09-2016;2016-39;1415.7
248;30-09-2016;2016-40;1362.4
249;07-10-2016;2016-41;1408.3
250;14-10-2016;2016-42;1403.4
251;21-10-2016;2016-43;1409.4
252;28-10-2016;2016-44;1425.5
253;04-11-2016;2016-45;1428.4
254;11-11-2016;2016-46;1400.2
255;18-11-2016;2016-47;1453.8
256;25-11-2016;2016-48;1455.8
257;02-12-2016;2016-49;1467.3
258;09-12-2016;2016-50;1446.3
259;16-12-2016;2016-51;1410.2
260;23-12-2016;2016-52;1425.2
261;30-12-2016;2016-53;1482.3
262;06-01-2017;2017-1;1426.9
263;13-01-2017;2017-2;1404.2
264;20-01-2017;2017-3;1428.5
265;27-01-2017;2017-4;1444.0
266;03-02-2017;2017-5;1426.6
267;10-02-2017;2017-6;1424.4
268;17-02-2017;2017-7;1332.4
269;24-02-2017;2017-8;1341.1
270;03-03-2017;2017-9;1353.7
271;10-03-2017;2017-10;1340.7
272;17-03-2017;2017-11;1334.0
273;24-03-2017;2017-12;1365.2
274;31-03-2017;2017-13;1349.1
275;07-04-2017;2017-14;1351.1
276;14-04-2017;2017-15;1338.3
277;21-04-2017;2017-16;1327.9
278;28-04-2017;2017-17;1323.8
279;05-05-2017;2017-18;1322.6
280;12-05-2017;2017-19;1318.3
281;19-05-2017;2017-20;1343.8
282;26-05-2017;2017-21;1331.9
283;02-06-2017;2017-22;1321.0
284;09-06-2017;2017-23;1318.1
285;16-06-2017;2017-24;1323.4
286;23-06-2017;2017-25;1319.8
287;30-06-2017;2017-26;1332.3
288;07-07-2017;2017-27;1329.2
289;14-07-2017;2017-28;1317.1
290;21-07-2017;2017-29;1331.2
291;28-07-2017;2017-30;1335.3
292;04-08-2017;2017-31;1331.6
293;11-08-2017;2017-32;1330.3
294;18-08-2017;2017-33;1345.0
295;25-08-2017;2017-34;1343.3
296;01-09-2017;2017-35;1357.2
297;08-09-2017;2017-36;1345.5
298;15-09-2017;2017-37;1338.0
299;22-09-2017;2017-38;1338.6
300;29-09-2017;2017-39;1344.9
301;06-10-2017;2017-40;1370.7
302;13-10-2017;2017-41;1357.8
303;20-10-2017;2017-42;1366.0
