;Tarih;TP_BEKODTUFE_BT56
0;2017-11;0.22
1;2017-12;1.88
2;2018-1;1.48
3;2018-2;0.33
4;2018-3;0.29
5;2018-4;0.28
6;2018-5;3.6
7;2018-6;3.16
8;2018-7;5.46
9;2018-8;11.68
10;2018-9;12.24
11;2018-10;4.45
12;2018-11;8.48
13;2018-12;5.69
14;2019-1;5.11
15;2019-2;2.23
16;2019-3;8.03
17;2019-4;3.31
18;2019-5;4.9
19;2019-6;5.97
20;2019-7;10.32
21;2019-8;14.64
22;2019-9;10.36
23;2019-10;10.08
24;2019-11;3.7
25;2019-12;1.3
26;2020-1;0.51
27;2020-2;2.53
28;2020-3;1.93
29;2020-4;3.3
30;2020-5;1.98
31;2020-6;0.65
32;2020-7;2.8
33;2020-8;0.98
34;2020-9;2.39
35;2020-10;3.2666
36;2020-11;0.731
37;2020-12;3.4058
38;2021-1;2.6606
39;2021-2;0.7875
40;2021-3;3.0647
41;2021-4;6.6258
42;2021-5;8.103
43;2021-6;6.3677
44;2021-7;9.9687
45;2021-8;11.4896
46;2021-9;14.7937
47;2021-10;10.0258
48;2021-11;11.824
49;2021-12;4.4266
50;2022-1;4.6518
51;2022-2;0.3448
52;2022-3;0.1655
53;2022-4;0.4645
54;2022-5;1.3538
55;2022-6;0.1333
56;2022-7;1.8428
57;2022-8;0.0
58;2022-9;0.44
59;2022-10;0.4
60;2022-11;0.0
61;2022-12;0.78
62;2023-1;2.54
63;2023-2;2.1474
64;2023-3;2.1
65;2023-4;1.9091
66;2023-5;1.887
67;2023-6;0.2286
68;2023-7;0.4
69;2023-8;0.0
70;2023-9;0.0
71;2023-10;0.0
72;2023-11;0.0
