;Tarih;TP_TUFE1YI_T50
0;1994-1;1.0269907489
1;1994-2;1.070759
2;1994-3;1.1051483401
3;1994-4;1.453731197
4;1994-5;1.5897254058
5;1994-6;1.5912885576
6;1994-7;1.5897254058
7;1994-8;1.7382248292
8;1994-9;1.7444774365
9;1994-10;1.8367033941
10;1994-11;1.9351819591
11;1994-12;2.0743024715
12;1995-1;2.1837230992
13;1995-2;2.1837230992
14;1995-3;2.2525017795
15;1995-4;2.4135064175
16;1995-5;2.4666535795
17;1995-6;2.5463743226
18;1995-7;2.8621309912
19;1995-8;3.265424162
20;1995-9;3.327950235
21;1995-10;3.4576918365
22;1995-11;3.5170916058
23;1995-12;3.5264705168
24;1996-1;3.6343279927
25;1996-2;3.6421437518
26;1996-3;3.9047532584
27;1996-4;4.1376628803
28;1996-5;4.3252410993
29;1996-6;4.6425609197
30;1996-7;4.9848911693
31;1996-8;5.3663002146
32;1996-9;5.6273465693
33;1996-10;5.8758877095
34;1996-11;6.1400603679
35;1996-12;6.4120487854
36;1997-1;6.7762631606
37;1997-2;7.3374346657
38;1997-3;7.5531496175
39;1997-4;7.9455007256
40;1997-5;8.4488356132
41;1997-6;8.9287232234
42;1997-7;9.5586734088
43;1997-8;10.3199283475
44;1997-9;10.6591322935
45;1997-10;11.1843513066
46;1997-11;11.3797452847
47;1997-12;12.6036931636
48;1998-1;12.8631763665
49;1998-2;12.9397708059
50;1998-3;12.9554023241
51;1998-4;13.965198403
52;1998-5;14.1402714074
53;1998-6;15.1156781461
54;1998-7;15.4345611183
55;1998-8;15.6799759548
56;1998-9;15.7174915986
57;1998-10;15.7800176716
58;1998-11;15.9644695869
59;1998-12;16.4005889461
60;1999-1;16.7397928921
61;1999-2;17.355674711
62;1999-3;18.9547790279
63;1999-4;20.2303109169
64;1999-5;20.5695148629
65;1999-6;20.7711614483
66;1999-7;22.9314372702
67;1999-8;23.2675149126
68;1999-9;24.5555520162
69;1999-10;25.3621383578
70;1999-11;26.154656333
71;1999-12;29.4826065681
72;2000-1;32.1649750995
73;2000-2;32.5479472966
74;2000-3;32.9027827608
75;2000-4;34.4690608893
76;2000-5;36.2494908178
77;2000-6;37.8798581711
78;2000-7;38.2925302528
79;2000-8;38.8474491507
80;2000-9;40.0323182339
81;2000-10;42.3973669448
82;2000-11;44.5670216777
83;2000-12;44.5341954894
84;2001-1;44.5123113638
85;2001-2;45.4439498514
86;2001-3;58.1601899464
87;2001-4;70.7904566911
88;2001-5;71.9972098998
89;2001-6;73.6963559334
90;2001-7;76.4537557524
91;2001-8;82.1342494839
92;2001-9;86.1187234854
93;2001-10;90.2579495175
94;2001-11;92.4150990358
95;2001-12;92.064953027
96;2002-1;91.5881917204
97;2002-2;91.386545135
98;2002-3;93.9704351015
99;2002-4;85.1636377204
100;2002-5;86.3860224474
101;2002-6;91.7241859292
102;2002-7;95.6570759205
103;2002-8;94.7942161132
104;2002-9;104.7702510593
105;2002-10;104.7858825775
106;2002-11;103.3290250768
107;2002-12;110.8430958987
108;2003-1;116.7799465294
109;2003-2;109.7584349477
110;2003-3;107.911486248
111;2003-4;107.679610625
112;2003-5;100.1806156516
113;2003-6;90.1709879114
114;2003-7;86.8739548205
115;2003-8;89.4979204305
116;2003-9;85.6242130645
117;2003-10;93.2703815559
118;2003-11;99.7868767684
119;2003-12;112.4655714466
120;2004-1;141.0470054197
121;2004-2;120.2042005123
122;2004-3;122.796916466
123;2004-4;124.4223918892
124;2004-5;129.3820302991
125;2004-6;148.9526918395
126;2004-7;145.9517301578
127;2004-8;146.6450860995
128;2004-9;150.9512053867
129;2004-10;189.4996153388
130;2004-11;167.1446606459
131;2004-12;163.8749142746
132;2005-1;160.76
133;2005-2;156.42
134;2005-3;151.16
135;2005-4;162.62
136;2005-5;157.58
137;2005-6;152.83
138;2005-7;149.19
139;2005-8;150.13
140;2005-9;149.33
141;2005-10;152.34
142;2005-11;150.72
143;2005-12;151.47
144;2006-1;151.09
145;2006-2;147.86
146;2006-3;148.24
147;2006-4;150.8
148;2006-5;151.0
149;2006-6;174.86
150;2006-7;176.5
151;2006-8;165.51
152;2006-9;169.97
153;2006-10;176.04
154;2006-11;171.59
155;2006-12;181.38
156;2007-1;181.82
157;2007-2;183.89
158;2007-3;186.15
159;2007-4;182.47
160;2007-5;178.5
161;2007-6;175.81
162;2007-7;171.26
163;2007-8;181.59
164;2007-9;177.48
165;2007-10;184.16
166;2007-11;196.5
167;2007-12;208.85
168;2008-1;228.24
169;2008-2;287.8
170;2008-3;316.99
171;2008-4;345.71
172;2008-5;341.41
173;2008-6;340.05
174;2008-7;394.79
175;2008-8;381.94
176;2008-9;399.26
177;2008-10;460.47
178;2008-11;507.15
179;2008-12;379.01
180;2009-1;390.26
181;2009-2;400.84
182;2009-3;373.15
183;2009-4;355.09
184;2009-5;342.31
185;2009-6;341.64
186;2009-7;271.72
187;2009-8;264.92
188;2009-9;264.68
189;2009-10;269.5
190;2009-11;266.62
191;2009-12;268.5
192;2010-1;263.32
193;2010-2;274.68
194;2010-3;278.13
195;2010-4;286.1
196;2010-5;293.97
197;2010-6;298.72
198;2010-7;298.84
199;2010-8;299.74
200;2010-9;292.9
201;2010-10;292.32
202;2010-11;297.34
203;2010-12;302.71
204;2011-1;304.69
205;2011-2;302.4
206;2011-3;317.89
207;2011-4;306.0
208;2011-5;339.95
209;2011-6;344.28
210;2011-7;350.46
211;2011-8;373.68
212;2011-9;373.97
213;2011-10;390.81
214;2011-11;382.76
215;2011-12;397.67
216;2012-1;398.51
217;2012-2;385.26
218;2012-3;393.81
219;2012-4;390.39
220;2012-5;392.25
221;2012-6;400.21
222;2012-7;393.36
223;2012-8;392.44
224;2012-9;397.35
225;2012-10;398.9
226;2012-11;357.1
227;2012-12;345.37
228;2013-1;338.46
229;2013-2;340.6
230;2013-3;394.66
231;2013-4;395.42
232;2013-5;361.8
233;2013-6;373.62
234;2013-7;383.1
235;2013-8;384.67
236;2013-9;444.06
237;2013-10;429.17
238;2013-11;429.39
239;2013-12;435.94
240;2014-1;453.65
241;2014-2;481.64
242;2014-3;496.5
243;2014-4;477.25
244;2014-5;470.95
245;2014-6;467.91
246;2014-7;467.6
247;2014-8;467.09
248;2014-9;485.97
249;2014-10;496.64
250;2014-11;484.23
251;2014-12;505.23
252;2015-1;390.06
253;2015-2;409.52
254;2015-3;424.03
255;2015-4;456.93
256;2015-5;469.41
257;2015-6;479.24
258;2015-7;477.2
259;2015-8;476.51
260;2015-9;484.69
261;2015-10;427.0
262;2015-11;413.82
263;2015-12;428.55
264;2016-1;418.54
265;2016-2;348.87
266;2016-3;336.09
267;2016-4;334.49
268;2016-5;344.03
269;2016-6;339.67
270;2016-7;341.54
271;2016-8;343.26
272;2016-9;343.57
273;2016-10;349.09
274;2016-11;379.9
275;2016-12;409.92
276;2017-1;435.15
277;2017-2;427.18
278;2017-3;421.6
279;2017-4;401.31
280;2017-5;361.22
281;2017-6;372.08
282;2017-7;386.99
283;2017-8;381.0
284;2017-9;372.24
285;2017-10;439.26
286;2017-11;469.15
287;2017-12;464.34
288;2018-1;467.03
289;2018-2;489.64
290;2018-3;503.67
291;2018-4;561.06
292;2018-5;630.52
293;2018-6;639.52
294;2018-7;648.98
295;2018-8;773.72
296;2018-9;835.08
297;2018-10;779.11
298;2018-11;765.16
299;2018-12;684.36
300;2019-1;677.42
301;2019-2;658.14
302;2019-3;684.34
303;2019-4;696.62
304;2019-5;735.42
305;2019-6;705.82
306;2019-7;667.98
307;2019-8;666.01
308;2019-9;672.15
309;2019-10;679.73
310;2019-11;691.48
311;2019-12;701.38
312;2020-1;708.24
313;2020-2;711.42
314;2020-3;738.4
315;2020-4;791.39
316;2020-5;789.35
317;2020-6;796.42
318;2020-7;768.39
319;2020-8;813.1
320;2020-9;847.18
321;2020-10;915.7
322;2020-11;900.0
323;2020-12;900.99
324;2021-1;849.93
325;2021-2;810.6
326;2021-3;859.16
327;2021-4;930.44
328;2021-5;961.57
329;2021-6;987.21
330;2021-7;989.17
331;2021-8;986.53
332;2021-9;984.12
333;2021-10;1062.4
334;2021-11;1214.98
335;2021-12;1594.52
336;2022-1;1605.44
337;2022-2;1641.65
338;2022-3;1748.17
339;2022-4;1763.17
340;2022-5;1867.4
341;2022-6;2019.49
342;2022-7;2099.35
343;2022-8;2171.58
344;2022-9;2205.94
345;2022-10;2239.3
346;2022-11;2260.47
347;2022-12;2266.43
348;2023-1;2287.06
349;2023-2;2290.66
350;2023-3;2305.25
351;2023-4;2349.71
352;2023-5;2390.86
353;2023-6;2719.42
354;2023-7;3099.55
355;2023-8;3168.17
