;Tarih;TP_BEKODTUFEYENI_BT80
0;2022-1;8.4889
1;2022-2;8.9448
2;2022-3;10.8482
3;2022-4;9.729
4;2022-5;6.8615
5;2022-6;11.163
6;2022-7;3.9
7;2022-8;6.6957
8;2022-9;6.9
9;2022-10;6.6727
10;2022-11;7.5048
11;2022-12;15.18
12;2023-1;2.64
13;2023-2;3.0526
14;2023-3;9.7667
15;2023-4;7.4909
16;2023-5;10.6609
17;2023-6;8.9619
18;2023-7;7.8833
19;2023-8;12.528
20;2023-9;11.808
21;2023-10;7.2
22;2023-11;11.515
23;2023-12;7.825
24;2024-1;8.3194
