;Tarih;TP_ISGUCARSIV_G5
0;2005-1;27267.0
1;2005-2;27312.0
2;2005-3;27159.0
3;2005-4;26626.0
4;2005-5;26180.0
5;2005-6;26002.0
6;2005-7;25909.0
7;2005-8;26216.0
8;2005-9;26458.0
9;2005-10;26771.0
10;2005-11;26953.0
11;2005-12;27403.0
12;2006-1;27851.0
13;2006-2;28169.0
14;2006-3;27853.0
15;2006-4;27342.0
16;2006-5;27041.0
17;2006-6;26824.0
18;2006-7;26811.0
19;2006-8;26759.0
20;2006-9;26973.0
21;2006-10;27298.0
22;2006-11;27479.0
23;2006-12;27807.0
24;2007-1;28169.0
25;2007-2;28462.0
26;2007-3;28185.0
27;2007-4;27806.0
28;2007-5;27436.0
29;2007-6;27254.0
30;2007-7;27181.0
31;2007-8;27328.0
32;2007-9;27532.0
33;2007-10;28042.0
34;2007-11;28473.0
35;2007-12;28804.0
36;2008-1;29078.0
37;2008-2;29015.0
38;2008-3;28713.0
39;2008-4;28156.0
40;2008-5;27729.0
41;2008-6;27442.0
42;2008-7;27327.0
43;2008-8;27428.0
44;2008-9;27652.0
45;2008-10;27827.0
46;2008-11;28160.0
47;2008-12;28478.0
48;2009-1;28844.0
49;2009-2;28925.0
50;2009-3;28645.0
51;2009-4;28358.0
52;2009-5;27917.0
53;2009-6;27620.0
54;2009-7;27432.0
55;2009-8;27458.0
56;2009-9;27675.0
57;2009-10;27816.0
58;2009-11;28195.0
59;2009-12;28435.0
60;2010-1;28595.0
61;2010-2;28667.0
62;2010-3;28434.0
63;2010-4;28146.0
64;2010-5;27913.0
65;2010-6;27689.0
66;2010-7;27779.0
67;2010-8;27957.0
68;2010-9;28301.0
69;2010-10;28428.0
70;2010-11;28702.0
71;2010-12;28842.0
72;2011-1;29009.0
73;2011-2;28923.0
74;2011-3;28684.0
75;2011-4;28307.0
76;2011-5;27999.0
77;2011-6;27675.0
78;2011-7;27729.0
79;2011-8;27861.0
80;2011-9;28191.0
81;2011-10;28490.0
82;2011-11;28781.0
83;2011-12;29237.0
84;2012-1;29406.0
85;2012-2;29659.0
86;2012-3;29416.0
87;2012-4;28916.0
88;2012-5;28522.0
89;2012-6;28370.0
90;2012-7;28438.0
91;2012-8;28499.0
92;2012-9;28403.0
93;2012-10;28417.0
94;2012-11;28601.0
95;2012-12;28951.0
96;2013-1;29224.0
97;2013-2;29332.0
98;2013-3;29061.0
99;2013-4;28611.0
100;2013-5;28392.0
101;2013-6;28329.0
102;2013-7;28507.0
103;2013-8;28582.0
104;2013-9;28786.0
105;2013-10;29050.0
106;2013-11;29437.0
107;2013-12;29584.0
108;2014-1;29310.0
109;2014-2;28824.0
110;2014-3;28388.0
111;2014-4;28022.0
112;2014-5;27780.0
113;2014-6;27706.0
114;2014-7;27745.0
115;2014-8;27841.0
116;2014-9;27942.0
117;2014-10;28068.0
118;2014-11;28356.0
119;2014-12;28614.0
120;2015-1;28761.0
121;2015-2;28742.0
122;2015-3;28587.0
123;2015-4;28220.0
124;2015-5;27886.0
125;2015-6;27677.0
126;2015-7;27580.0
127;2015-8;27764.0
128;2015-9;27795.0
129;2015-10;28131.0
130;2015-11;28414.0
131;2015-12;28642.0
132;2016-1;28802.0
133;2016-2;28753.0
134;2016-3;28478.0
135;2016-4;28097.0
136;2016-5;27859.0
137;2016-6;27908.0
138;2016-7;27795.0
139;2016-8;27868.0
140;2016-9;27826.0
141;2016-10;28076.0
142;2016-11;28288.0
143;2016-12;28606.0
144;2017-1;28835.0
145;2017-2;28712.0
146;2017-3;28504.0
147;2017-4;28265.0
148;2017-5;28068.0
149;2017-6;27901.0
150;2017-7;27727.0
151;2017-8;27769.0
152;2017-9;27861.0
153;2017-10;28217.0
154;2017-11;28433.0
155;2017-12;28716.0
156;2018-1;28922.0
157;2018-2;28895.0
158;2018-3;28755.0
159;2018-4;28424.0
160;2018-5;28297.0
161;2018-6;27997.0
162;2018-7;27883.0
163;2018-8;27745.0
164;2018-9;27975.0
165;2018-10;28183.0
166;2018-11;28601.0
167;2018-12;28992.0
168;2019-1;29192.0
169;2019-2;29017.0
170;2019-3;28838.0
171;2019-4;28860.0
172;2019-5;28916.0
173;2019-6;28660.0
174;2019-7;28394.0
175;2019-8;28411.0
176;2019-9;28668.0
177;2019-10;29016.0
178;2019-11;29363.0
179;2019-12;29869.0
180;2020-1;30386.0
181;2020-2;31137.0
182;2020-3;32112.0
183;2020-4;32932.0
184;2020-5;32738.0
185;2020-6;31894.0
186;2020-7;31135.0
187;2020-8;30981.0
188;2020-9;31110.0
189;2020-10;31483.0
190;2020-11;31968.0
