;Tarih;TP_FG_J124
0;2003-1;90.84
1;2003-2;91.72
2;2003-3;96.09
3;2003-4;96.67
4;2003-5;96.94
5;2003-6;97.47
6;2003-7;97.71
7;2003-8;99.9
8;2003-9;106.49
9;2003-10;108.35
10;2003-11;108.9
11;2003-12;108.9
12;2004-1;110.21
13;2004-2;111.62
14;2004-3;112.89
15;2004-4;114.45
16;2004-5;115.48
17;2004-6;115.99
18;2004-7;116.27
19;2004-8;116.92
20;2004-9;126.64
21;2004-10;129.91
22;2004-11;130.05
23;2004-12;130.7
24;2005-1;131.3
25;2005-2;129.7
26;2005-3;130.61
27;2005-4;131.08
28;2005-5;131.37
29;2005-6;135.88
30;2005-7;136.9
31;2005-8;139.69
32;2005-9;146.0
33;2005-10;146.95
34;2005-11;147.03
35;2005-12;146.75
36;2006-1;147.07
37;2006-2;148.6
38;2006-3;149.26
39;2006-4;149.83
40;2006-5;150.01
41;2006-6;152.56
42;2006-7;152.86
43;2006-8;154.44
44;2006-9;160.72
45;2006-10;162.26
46;2006-11;162.12
47;2006-12;162.47
48;2007-1;163.95
49;2007-2;165.0
50;2007-3;165.34
51;2007-4;165.6
52;2007-5;165.99
53;2007-6;167.14
54;2007-7;167.4
55;2007-8;168.46
56;2007-9;175.5
57;2007-10;178.07
58;2007-11;178.75
59;2007-12;178.69
60;2008-1;178.81
61;2008-2;179.81
62;2008-3;180.65
63;2008-4;181.4
64;2008-5;182.12
65;2008-6;182.69
66;2008-7;183.73
67;2008-8;185.41
68;2008-9;195.57
69;2008-10;196.08
70;2008-11;196.25
71;2008-12;195.97
72;2009-1;196.12
73;2009-2;196.73
74;2009-3;197.33
75;2009-4;198.18
76;2009-5;198.45
77;2009-6;198.34
78;2009-7;198.04
79;2009-8;198.29
80;2009-9;202.81
81;2009-10;203.46
82;2009-11;203.31
83;2009-12;202.46
84;2010-1;202.43
85;2010-2;202.92
86;2010-3;203.6
87;2010-4;203.75
88;2010-5;204.68
89;2010-6;205.44
90;2010-7;205.6
91;2010-8;205.89
92;2010-9;210.91
93;2010-10;213.68
94;2010-11;214.19
95;2010-12;214.26
96;2011-1;214.67
97;2011-2;215.15
