;Tarih;TP_FG_J03
0;2003-1;95.24
1;2003-2;93.66
2;2003-3;93.28
3;2003-4;96.99
4;2003-5;100.37
5;2003-6;100.97
6;2003-7;99.45
7;2003-8;97.56
8;2003-9;100.58
9;2003-10;105.02
10;2003-11;108.59
11;2003-12;108.28
12;2004-1;105.25
13;2004-2;101.38
14;2004-3;99.62
15;2004-4;102.38
16;2004-5;107.67
17;2004-6;108.63
18;2004-7;104.57
19;2004-8;101.63
20;2004-9;103.72
21;2004-10;111.54
22;2004-11;116.56
23;2004-12;116.67
24;2005-1;110.77
25;2005-2;103.13
26;2005-3;99.69
27;2005-4;108.26
28;2005-5;117.82
29;2005-6;118.78
30;2005-7;109.93
31;2005-8;104.36
32;2005-9;105.56
33;2005-10;113.21
34;2005-11;117.21
35;2005-12;116.52
36;2006-1;109.24
37;2006-2;100.26
38;2006-3;97.33
39;2006-4;106.27
40;2006-5;117.83
41;2006-6;118.82
42;2006-7;110.58
43;2006-8;102.93
44;2006-9;105.42
45;2006-10;115.61
46;2006-11;121.16
47;2006-12;118.74
48;2007-1;108.73
49;2007-2;101.69
50;2007-3;101.41
51;2007-4;112.88
52;2007-5;125.69
53;2007-6;127.32
54;2007-7;117.5
55;2007-8;109.12
56;2007-9;110.89
57;2007-10;120.0
58;2007-11;125.16
59;2007-12;123.59
60;2008-1;110.96
61;2008-2;103.27
62;2008-3;105.13
63;2008-4;117.42
64;2008-5;131.5
65;2008-6;130.96
66;2008-7;120.48
67;2008-8;113.19
68;2008-9;113.77
69;2008-10;123.4
70;2008-11;126.65
71;2008-12;121.69
72;2009-1;111.67
73;2009-2;105.44
74;2009-3;105.51
75;2009-4;117.06
76;2009-5;130.48
77;2009-6;129.45
78;2009-7;121.74
79;2009-8;115.38
80;2009-9;114.21
81;2009-10;123.79
82;2009-11;129.42
83;2009-12;125.81
84;2010-1;115.49
85;2010-2;109.43
86;2010-3;110.19
87;2010-4;121.85
88;2010-5;135.45
89;2010-6;135.93
90;2010-7;128.87
91;2010-8;122.7
92;2010-9;119.99
93;2010-10;129.15
94;2010-11;134.15
95;2010-12;131.77
96;2011-1;121.54
97;2011-2;115.28
98;2011-3;116.17
99;2011-4;128.84
100;2011-5;143.89
101;2011-6;144.81
102;2011-7;137.8
103;2011-8;131.81
104;2011-9;127.54
105;2011-10;137.73
106;2011-11;145.43
107;2011-12;142.28
108;2012-1;131.07
109;2012-2;125.74
110;2012-3;127.08
111;2012-4;143.86
112;2012-5;156.23
113;2012-6;154.95
114;2012-7;148.16
115;2012-8;141.35
116;2012-9;137.64
117;2012-10;147.02
118;2012-11;156.25
119;2012-12;153.91
120;2013-1;143.22
121;2013-2;134.11
122;2013-3;135.26
123;2013-4;152.5
124;2013-5;165.99
125;2013-6;163.1
126;2013-7;155.46
127;2013-8;149.84
128;2013-9;146.43
129;2013-10;160.43
130;2013-11;165.68
131;2013-12;161.41
132;2014-1;149.16
133;2014-2;141.61
134;2014-3;145.13
135;2014-4;164.14
136;2014-5;179.22
137;2014-6;176.98
138;2014-7;171.18
139;2014-8;162.76
140;2014-9;158.79
141;2014-10;174.59
142;2014-11;181.76
143;2014-12;175.02
144;2015-1;162.8
145;2015-2;152.09
146;2015-3;153.7
147;2015-4;172.6
148;2015-5;189.96
149;2015-6;187.45
150;2015-7;178.13
151;2015-8;170.44
152;2015-9;165.74
153;2015-10;184.69
154;2015-11;194.6
155;2015-12;190.75
156;2016-1;177.96
157;2016-2;167.0
158;2016-3;167.58
159;2016-4;188.69
160;2016-5;203.87
161;2016-6;201.16
162;2016-7;192.84
163;2016-8;183.8
164;2016-9;177.39
165;2016-10;195.9
166;2016-11;203.53
167;2016-12;198.34
168;2017-1;184.48
169;2017-2;178.3
170;2017-3;181.85
171;2017-4;198.45
172;2017-5;210.3
173;2017-6;207.68
174;2017-7;200.39
175;2017-8;194.19
176;2017-9;195.75
177;2017-10;218.28
178;2017-11;226.52
179;2017-12;221.1
180;2018-1;207.78
181;2018-2;199.29
182;2018-3;201.38
183;2018-4;222.32
184;2018-5;233.91
185;2018-6;231.23
186;2018-7;224.14
187;2018-8;220.58
188;2018-9;229.34
189;2018-10;258.56
190;2018-11;264.7
191;2018-12;253.89
192;2019-1;233.7
193;2019-2;222.45
194;2019-3;223.47
195;2019-4;235.45
196;2019-5;245.08
197;2019-6;241.24
198;2019-7;233.52
199;2019-8;230.94
200;2019-9;235.87
201;2019-10;263.47
202;2019-11;270.55
203;2019-12;265.38
204;2020-1;247.73
205;2020-2;235.76
206;2020-3;237.29
207;2020-4;246.98
208;2020-5;263.9
209;2020-6;266.95
210;2020-7;257.67
211;2020-8;252.23
212;2020-9;252.16
213;2020-10;269.32
214;2020-11;273.24
215;2020-12;264.54
216;2021-1;252.97
217;2021-2;250.63
218;2021-3;254.93
219;2021-4;274.23
220;2021-5;279.07
221;2021-6;285.77
222;2021-7;279.67
223;2021-8;271.06
224;2021-9;270.62
225;2021-10;291.07
226;2021-11;296.01
227;2021-12;317.78
228;2022-1;317.02
229;2022-2;317.97
230;2022-3;323.64
231;2022-4;346.17
232;2022-5;362.23
233;2022-6;362.89
234;2022-7;369.42
235;2022-8;374.15
236;2022-9;379.63
237;2022-10;411.28
238;2022-11;405.43
239;2022-12;399.98
240;2023-1;393.88
241;2023-2;386.93
242;2023-3;379.52
243;2023-4;394.01
244;2023-5;432.83
245;2023-6;439.11
246;2023-7;453.1
247;2023-8;490.5
248;2023-9;503.18
249;2023-10;572.29
250;2023-11;570.51
251;2023-12;562.93
252;2024-1;553.89
