;Tarih;TP_14TR63
0;2010-1;96.95
1;2010-2;98.49
2;2010-3;97.45
3;2010-4;98.41
4;2010-5;98.21
5;2010-6;99.4
6;2010-7;98.66
7;2010-8;98.92
8;2010-9;100.95
9;2010-10;104.24
10;2010-11;104.49
11;2010-12;103.77
12;2011-1;103.52
13;2011-2;103.98
14;2011-3;105.24
15;2011-4;106.07
16;2011-5;108.79
17;2011-6;109.44
18;2011-7;109.54
19;2011-8;109.9
20;2011-9;112.47
21;2011-10;114.67
22;2011-11;115.6
23;2011-12;115.65
24;2012-1;115.49
25;2012-2;116.17
26;2012-3;118.25
27;2012-4;120.14
28;2012-5;120.64
29;2012-6;121.07
30;2012-7;120.17
31;2012-8;120.94
32;2012-9;121.03
33;2012-10;122.16
34;2012-11;122.93
35;2012-12;123.58
36;2013-1;124.48
37;2013-2;125.93
38;2013-3;126.68
39;2013-4;126.01
40;2013-5;127.18
41;2013-6;128.67
42;2013-7;130.62
43;2013-8;131.58
44;2013-9;131.53
45;2013-10;131.33
46;2013-11;132.45
47;2013-12;134.88
48;2014-1;136.54
49;2014-2;137.65
50;2014-3;137.84
51;2014-4;140.39
52;2014-5;142.47
53;2014-6;143.55
54;2014-7;145.1
55;2014-8;147.78
56;2014-9;150.0
57;2014-10;151.53
58;2014-11;151.83
59;2014-12;152.07
60;2015-1;154.86
61;2015-2;157.26
62;2015-3;158.52
63;2015-4;158.66
64;2015-5;159.26
65;2015-6;161.56
66;2015-7;164.43
67;2015-8;166.5
68;2015-9;165.98
69;2015-10;166.94
70;2015-11;162.99
71;2015-12;163.38
72;2016-1;163.8
73;2016-2;167.68
74;2016-3;169.41
75;2016-4;171.68
76;2016-5;172.52
77;2016-6;173.46
78;2016-7;173.48
79;2016-8;173.77
80;2016-9;174.56
81;2016-10;176.45
82;2016-11;175.94
83;2016-12;176.65
84;2017-1;181.59
85;2017-2;183.87
86;2017-3;185.02
87;2017-4;185.34
88;2017-5;185.88
89;2017-6;186.94
90;2017-7;188.44
91;2017-8;190.15
92;2017-9;190.43
93;2017-10;192.58
94;2017-11;192.14
95;2017-12;193.42
96;2018-1;192.75
97;2018-2;195.42
98;2018-3;195.98
99;2018-4;198.5
100;2018-5;202.86
101;2018-6;205.3
102;2018-7;205.78
103;2018-8;204.99
104;2018-9;202.58
105;2018-10;203.88
106;2018-11;199.71
107;2018-12;202.24
108;2019-1;210.26
