;Tarih;TP_DK_EUR_S_EF
3469;03-07-2011;
3470;04-07-2011;2.347
3471;05-07-2011;2.3468
3472;06-07-2011;2.3573
3473;07-07-2011;2.3465
3474;08-07-2011;2.3406
3475;09-07-2011;
3476;10-07-2011;
3477;11-07-2011;2.3209
3478;12-07-2011;2.3206
3479;13-07-2011;2.3076
3480;14-07-2011;2.3248
3481;15-07-2011;2.3419
3482;16-07-2011;
3483;17-07-2011;
3484;18-07-2011;2.3343
3485;19-07-2011;2.3413
3486;20-07-2011;2.3526
3487;21-07-2011;2.3574
3488;22-07-2011;2.3808
3489;23-07-2011;
3490;24-07-2011;
3491;25-07-2011;2.4165
3492;26-07-2011;2.4742
3493;27-07-2011;2.492
3494;28-07-2011;2.4567
3495;29-07-2011;2.4079
3496;30-07-2011;
3497;31-07-2011;
3498;01-08-2011;2.4031
3499;02-08-2011;2.4181
3500;03-08-2011;2.4146
3501;04-08-2011;2.4419
3502;05-08-2011;2.4476
3503;06-08-2011;
3504;07-08-2011;
3505;08-08-2011;2.4642
3506;09-08-2011;2.5001
3507;10-08-2011;2.5298
3508;11-08-2011;2.5172
3509;12-08-2011;2.5252
3510;13-08-2011;
3511;14-08-2011;
3512;15-08-2011;2.5425
3513;16-08-2011;2.5379
3514;17-08-2011;2.5631
3515;18-08-2011;2.5595
3516;19-08-2011;2.56
3517;20-08-2011;
3518;21-08-2011;
3519;22-08-2011;2.5686
3520;23-08-2011;2.5829
3521;24-08-2011;2.5848
3522;25-08-2011;2.5727
3523;26-08-2011;2.5599
3524;27-08-2011;
3525;28-08-2011;
3526;29-08-2011;2.5345
3527;30-08-2011;
3528;31-08-2011;
3529;01-09-2011;
3530;02-09-2011;2.5345
3531;03-09-2011;
3532;04-09-2011;
3533;05-09-2011;2.4882
3534;06-09-2011;2.495
3535;07-09-2011;2.5079
3536;08-09-2011;2.4702
3537;09-09-2011;2.4887
3538;10-09-2011;
3539;11-09-2011;
3540;12-09-2011;2.4615
3541;13-09-2011;2.4433
3542;14-09-2011;2.4341
3543;15-09-2011;2.428
3544;16-09-2011;2.4595
3545;17-09-2011;
3546;18-09-2011;
3547;19-09-2011;2.4636
3548;20-09-2011;2.458
3549;21-09-2011;2.4639
3550;22-09-2011;2.4605
3551;23-09-2011;2.4679
3552;24-09-2011;
3553;25-09-2011;
3554;26-09-2011;2.4802
3555;27-09-2011;2.4979
3556;28-09-2011;2.5069
3557;29-09-2011;2.5217
3558;30-09-2011;2.5316
3559;01-10-2011;
3560;02-10-2011;
3561;03-10-2011;2.5166
3562;04-10-2011;2.4949
3563;05-10-2011;2.5031
3564;06-10-2011;2.5027
3565;07-10-2011;2.4656
3566;08-10-2011;
3567;09-10-2011;
3568;10-10-2011;2.481
3569;11-10-2011;2.4942
3570;12-10-2011;2.5092
3571;13-10-2011;2.5202
3572;14-10-2011;2.5235
3573;15-10-2011;
3574;16-10-2011;
3575;17-10-2011;2.538
3576;18-10-2011;2.556
3577;19-10-2011;2.5609
3578;20-10-2011;2.5636
3579;21-10-2011;2.5747
3580;22-10-2011;
3581;23-10-2011;
3582;24-10-2011;2.5548
3583;25-10-2011;2.5355
3584;26-10-2011;2.5119
3585;27-10-2011;2.4628
3586;28-10-2011;2.471
3587;29-10-2011;
3588;30-10-2011;
3589;31-10-2011;2.471
3590;01-11-2011;2.4606
3591;02-11-2011;2.4606
3592;03-11-2011;2.4578
3593;04-11-2011;2.4499
3594;05-11-2011;
3595;06-11-2011;
3596;07-11-2011;
3597;08-11-2011;
3598;09-11-2011;
3599;10-11-2011;2.4255
3600;11-11-2011;2.4318
3601;12-11-2011;
3602;13-11-2011;
3603;14-11-2011;2.4312
3604;15-11-2011;2.4389
3605;16-11-2011;2.4316
3606;17-11-2011;2.4369
3607;18-11-2011;2.4433
3608;19-11-2011;
3609;20-11-2011;
3610;21-11-2011;2.4624
3611;22-11-2011;2.4823
3612;23-11-2011;2.4974
3613;24-11-2011;2.5031
3614;25-11-2011;2.4977
3615;26-11-2011;
3616;27-11-2011;
3617;28-11-2011;2.5014
3618;29-11-2011;2.4934
3619;30-11-2011;2.479
3620;01-12-2011;2.4673
3621;02-12-2011;2.474
3622;03-12-2011;
3623;04-12-2011;
3624;05-12-2011;2.4635
3625;06-12-2011;2.4635
3626;07-12-2011;2.4651
3627;08-12-2011;2.4584
3628;09-12-2011;2.459
3629;10-12-2011;
3630;11-12-2011;
3631;12-12-2011;2.4743
3632;13-12-2011;2.4685
3633;14-12-2011;2.4683
3634;15-12-2011;2.4526
3635;16-12-2011;2.4469
3636;17-12-2011;
3637;18-12-2011;
3638;19-12-2011;2.4529
3639;20-12-2011;2.4637
3640;21-12-2011;2.4828
3641;22-12-2011;2.4677
3642;23-12-2011;2.471
3643;24-12-2011;
3644;25-12-2011;
3645;26-12-2011;2.4739
3646;27-12-2011;2.4769
3647;28-12-2011;2.4789
3648;29-12-2011;2.4858
3649;30-12-2011;2.4748
3650;31-12-2011;
3651;01-01-2012;
3652;02-01-2012;2.4593
3653;03-01-2012;2.4456
3654;04-01-2012;2.4597
3655;05-01-2012;2.4381
3656;06-01-2012;2.4246
3657;07-01-2012;
3658;08-01-2012;
3659;09-01-2012;2.4067
3660;10-01-2012;2.3918
3661;11-01-2012;2.3967
3662;12-01-2012;2.3759
3663;13-01-2012;2.3568
3664;14-01-2012;
3665;15-01-2012;
3666;16-01-2012;2.3761
3667;17-01-2012;2.352
3668;18-01-2012;2.355
3669;19-01-2012;2.3579
3670;20-01-2012;2.3649
3671;21-01-2012;
3672;22-01-2012;
3673;23-01-2012;2.3671
3674;24-01-2012;2.375
3675;25-01-2012;2.3777
3676;26-01-2012;2.3746
3677;27-01-2012;2.3656
3678;28-01-2012;
3679;29-01-2012;
3680;30-01-2012;2.3461
3681;31-01-2012;2.3544
3682;01-02-2012;2.3407
3683;02-02-2012;2.3245
3684;03-02-2012;2.3161
3685;04-02-2012;
3686;05-02-2012;
3687;06-02-2012;2.3135
3688;07-02-2012;2.3068
3689;08-02-2012;2.31
3690;09-02-2012;2.3208
3691;10-02-2012;2.3311
3692;11-02-2012;
3693;12-02-2012;
3694;13-02-2012;2.3363
3695;14-02-2012;2.332
3696;15-02-2012;2.3352
3697;16-02-2012;2.3188
3698;17-02-2012;2.3123
3699;18-02-2012;
3700;19-02-2012;
3701;20-02-2012;2.3163
3702;21-02-2012;2.3101
3703;22-02-2012;2.3164
3704;23-02-2012;2.3207
3705;24-02-2012;2.3436
3706;25-02-2012;
3707;26-02-2012;
3708;27-02-2012;2.3641
3709;28-02-2012;2.3803
3710;29-02-2012;2.3651
3711;01-03-2012;2.3526
3712;02-03-2012;2.3388
3713;03-03-2012;
3714;04-03-2012;
3715;05-03-2012;2.3375
3716;06-03-2012;2.3417
3717;07-03-2012;2.3516
3718;08-03-2012;2.3511
3719;09-03-2012;2.3497
3720;10-03-2012;
3721;11-03-2012;
3722;12-03-2012;2.3589
3723;13-03-2012;2.3594
3724;14-03-2012;2.3523
3725;15-03-2012;2.3456
3726;16-03-2012;2.3582
3727;17-03-2012;
3728;18-03-2012;
3729;19-03-2012;2.3564
3730;20-03-2012;2.3797
3731;21-03-2012;2.4013
3732;22-03-2012;2.4069
3733;23-03-2012;2.386
3734;24-03-2012;
3735;25-03-2012;
3736;26-03-2012;2.3886
3737;27-03-2012;2.3801
3738;28-03-2012;2.3865
3739;29-03-2012;2.3835
3740;30-03-2012;2.3704
3741;31-03-2012;
3742;01-04-2012;
3743;02-04-2012;2.3814
3744;03-04-2012;2.3804
3745;04-04-2012;2.3741
3746;05-04-2012;2.3605
3747;06-04-2012;2.3541
3748;07-04-2012;
3749;08-04-2012;
3750;09-04-2012;2.3464
3751;10-04-2012;2.3535
3752;11-04-2012;2.3606
3753;12-04-2012;2.3752
3754;13-04-2012;2.3681
3755;14-04-2012;
3756;15-04-2012;
3757;16-04-2012;2.3615
3758;17-04-2012;2.3491
3759;18-04-2012;2.3574
3760;19-04-2012;2.3483
3761;20-04-2012;2.3501
3762;21-04-2012;
3763;22-04-2012;
3764;23-04-2012;
3765;24-04-2012;2.3634
3766;25-04-2012;2.3581
3767;26-04-2012;2.3486
3768;27-04-2012;2.3382
3769;28-04-2012;
3770;29-04-2012;
3771;30-04-2012;2.332
3772;01-05-2012;
3773;02-05-2012;2.3279
3774;03-05-2012;2.3201
3775;04-05-2012;2.3153
3776;05-05-2012;
3777;06-05-2012;
3778;07-05-2012;2.3107
3779;08-05-2012;2.3024
3780;09-05-2012;2.3001
3781;10-05-2012;2.3233
3782;11-05-2012;2.3182
3783;12-05-2012;
3784;13-05-2012;
3785;14-05-2012;2.317
3786;15-05-2012;2.3297
3787;16-05-2012;2.324
3788;17-05-2012;2.3263
3789;18-05-2012;2.3208
3790;19-05-2012;
3791;20-05-2012;
3792;21-05-2012;2.3305
3793;22-05-2012;2.3396
3794;23-05-2012;2.3352
3795;24-05-2012;2.3411
3796;25-05-2012;2.3258
3797;26-05-2012;
3798;27-05-2012;
3799;28-05-2012;2.3174
3800;29-05-2012;2.3108
3801;30-05-2012;2.3064
3802;31-05-2012;2.2938
3803;01-06-2012;2.2984
3804;02-06-2012;
3805;03-06-2012;
3806;04-06-2012;2.3072
3807;05-06-2012;2.3049
3808;06-06-2012;2.3042
3809;07-06-2012;2.3039
3810;08-06-2012;2.3024
3811;09-06-2012;
3812;10-06-2012;
3813;11-06-2012;2.2918
3814;12-06-2012;2.289
3815;13-06-2012;2.2897
3816;14-06-2012;2.2911
3817;15-06-2012;2.2948
3818;16-06-2012;
3819;17-06-2012;
3820;18-06-2012;2.2949
3821;19-06-2012;2.2926
3822;20-06-2012;2.2815
3823;21-06-2012;2.2797
3824;22-06-2012;2.2823
3825;23-06-2012;
3826;24-06-2012;
3827;25-06-2012;2.2693
3828;26-06-2012;2.2776
3829;27-06-2012;2.2774
3830;28-06-2012;2.2638
3831;29-06-2012;2.2733
3832;30-06-2012;
3833;01-07-2012;
3834;02-07-2012;2.2886
3835;03-07-2012;2.2857
3836;04-07-2012;2.2697
3837;05-07-2012;2.2695
3838;06-07-2012;2.2647
3839;07-07-2012;
3840;08-07-2012;
3841;09-07-2012;2.2543
3842;10-07-2012;2.2439
3843;11-07-2012;2.2417
3844;12-07-2012;2.2246
3845;13-07-2012;2.2199
3846;14-07-2012;
3847;15-07-2012;
3848;16-07-2012;2.2208
3849;17-07-2012;2.2163
3850;18-07-2012;2.2266
3851;19-07-2012;2.2197
3852;20-07-2012;2.2196
3853;21-07-2012;
3854;22-07-2012;
3855;23-07-2012;2.2137
3856;24-07-2012;2.2055
3857;25-07-2012;2.2119
3858;26-07-2012;2.2167
3859;27-07-2012;2.225
3860;28-07-2012;
3861;29-07-2012;
3862;30-07-2012;2.2368
3863;31-07-2012;2.2227
3864;01-08-2012;2.2068
3865;02-08-2012;2.2127
3866;03-08-2012;2.2118
3867;04-08-2012;
3868;05-08-2012;
3869;06-08-2012;2.1916
3870;07-08-2012;2.2032
3871;08-08-2012;2.2161
3872;09-08-2012;2.2154
3873;10-08-2012;2.2031
3874;11-08-2012;
3875;12-08-2012;
3876;13-08-2012;2.1994
3877;14-08-2012;2.2095
3878;15-08-2012;2.2225
3879;16-08-2012;2.2214
3880;17-08-2012;2.2111
3881;18-08-2012;
3882;19-08-2012;
3883;20-08-2012;
3884;21-08-2012;
3885;22-08-2012;2.2269
3886;23-08-2012;2.2406
3887;24-08-2012;2.2549
3888;25-08-2012;
3889;26-08-2012;
3890;27-08-2012;2.2565
3891;28-08-2012;2.2578
3892;29-08-2012;2.2615
3893;30-08-2012;
3894;31-08-2012;2.2826
3895;01-09-2012;
3896;02-09-2012;
3897;03-09-2012;2.2894
3898;04-09-2012;2.2924
3899;05-09-2012;2.2936
3900;06-09-2012;2.2907
3901;07-09-2012;2.2977
3902;08-09-2012;
3903;09-09-2012;
3904;10-09-2012;2.297
3905;11-09-2012;2.3057
3906;12-09-2012;2.3114
3907;13-09-2012;2.3273
3908;14-09-2012;2.3403
3909;15-09-2012;
3910;16-09-2012;
3911;17-09-2012;2.348
3912;18-09-2012;2.359
3913;19-09-2012;2.3588
3914;20-09-2012;2.3395
3915;21-09-2012;2.3376
3916;22-09-2012;
3917;23-09-2012;
3918;24-09-2012;2.336
3919;25-09-2012;2.3292
3920;26-09-2012;2.322
3921;27-09-2012;2.311
3922;28-09-2012;2.3075
3923;29-09-2012;
3924;30-09-2012;
3925;01-10-2012;2.3231
3926;02-10-2012;2.3184
3927;03-10-2012;2.3187
3928;04-10-2012;2.3195
3929;05-10-2012;2.3415
3930;06-10-2012;
3931;07-10-2012;
3932;08-10-2012;2.3426
3933;09-10-2012;2.3488
3934;10-10-2012;2.3516
3935;11-10-2012;2.3426
3936;12-10-2012;2.341
3937;13-10-2012;
3938;14-10-2012;
3939;15-10-2012;2.3481
3940;16-10-2012;2.349
3941;17-10-2012;2.3573
3942;18-10-2012;2.3663
3943;19-10-2012;2.3624
3944;20-10-2012;
3945;21-10-2012;
3946;22-10-2012;2.3499
3947;23-10-2012;2.3469
3948;24-10-2012;2.3478
3949;25-10-2012;
3950;26-10-2012;
3951;27-10-2012;
3952;28-10-2012;
3953;29-10-2012;
3954;30-10-2012;2.3478
3955;31-10-2012;2.3363
3956;01-11-2012;2.3357
3957;02-11-2012;2.3259
3958;03-11-2012;
3959;04-11-2012;
3960;05-11-2012;2.3104
3961;06-11-2012;2.2909
3962;07-11-2012;2.2758
3963;08-11-2012;2.2798
3964;09-11-2012;2.2769
3965;10-11-2012;
3966;11-11-2012;
3967;12-11-2012;2.2806
3968;13-11-2012;2.2887
3969;14-11-2012;2.2937
3970;15-11-2012;2.299
3971;16-11-2012;2.3003
3972;17-11-2012;
3973;18-11-2012;
3974;19-11-2012;2.2982
3975;20-11-2012;2.3037
3976;21-11-2012;2.3082
3977;22-11-2012;2.3051
3978;23-11-2012;2.3193
3979;24-11-2012;
3980;25-11-2012;
3981;26-11-2012;2.3245
3982;27-11-2012;2.3307
3983;28-11-2012;2.3286
3984;29-11-2012;2.3183
3985;30-11-2012;2.3254
3986;01-12-2012;
3987;02-12-2012;
3988;03-12-2012;2.326
3989;04-12-2012;2.3343
3990;05-12-2012;2.3389
3991;06-12-2012;2.3402
3992;07-12-2012;2.342
3993;08-12-2012;
3994;09-12-2012;
3995;10-12-2012;2.319
3996;11-12-2012;2.3167
3997;12-12-2012;2.3201
3998;13-12-2012;2.321
3999;14-12-2012;2.3282
4000;15-12-2012;
4001;16-12-2012;
4002;17-12-2012;2.3363
4003;18-12-2012;2.3501
4004;19-12-2012;2.3529
4005;20-12-2012;2.3669
4006;21-12-2012;2.3678
4007;22-12-2012;
4008;23-12-2012;
4009;24-12-2012;2.3755
4010;25-12-2012;2.3801
4011;26-12-2012;2.3736
4012;27-12-2012;2.3716
4013;28-12-2012;2.3807
4014;29-12-2012;
4015;30-12-2012;
4016;31-12-2012;2.3665
4017;01-01-2013;
4018;02-01-2013;2.36
4019;03-01-2013;2.3627
4020;04-01-2013;2.341
4021;05-01-2013;
4022;06-01-2013;
4023;07-01-2013;2.3315
4024;08-01-2013;2.3273
4025;09-01-2013;2.3361
4026;10-01-2013;2.3264
4027;11-01-2013;2.3277
4028;12-01-2013;
4029;13-01-2013;
4030;14-01-2013;2.3542
4031;15-01-2013;2.3684
4032;16-01-2013;2.3683
4033;17-01-2013;2.3567
4034;18-01-2013;2.3525
4035;19-01-2013;
4036;20-01-2013;
4037;21-01-2013;2.3501
4038;22-01-2013;2.3501
4039;23-01-2013;2.3579
4040;24-01-2013;2.3633
4041;25-01-2013;2.3646
4042;26-01-2013;
4043;27-01-2013;
4044;28-01-2013;2.3766
4045;29-01-2013;2.3804
4046;30-01-2013;2.3845
4047;31-01-2013;2.3956
4048;01-02-2013;2.3938
4049;02-02-2013;
4050;03-02-2013;
4051;04-02-2013;2.3979
4052;05-02-2013;2.3858
4053;06-02-2013;2.3857
4054;07-02-2013;2.3915
4055;08-02-2013;2.4024
4056;09-02-2013;
4057;10-02-2013;
4058;11-02-2013;2.3786
4059;12-02-2013;2.3774
4060;13-02-2013;2.3861
4061;14-02-2013;2.3862
4062;15-02-2013;2.367
4063;16-02-2013;
4064;17-02-2013;
4065;18-02-2013;2.3636
4066;19-02-2013;2.3648
4067;20-02-2013;2.3703
4068;21-02-2013;2.387
4069;22-02-2013;2.3713
4070;23-02-2013;
4071;24-02-2013;
4072;25-02-2013;2.3715
4073;26-02-2013;2.3902
4074;27-02-2013;2.3719
4075;28-02-2013;2.3705
4076;01-03-2013;2.3638
4077;02-03-2013;
4078;03-03-2013;
4079;04-03-2013;2.355
4080;05-03-2013;2.3508
4081;06-03-2013;2.3486
4082;07-03-2013;2.3433
4083;08-03-2013;2.3473
4084;09-03-2013;
4085;10-03-2013;
4086;11-03-2013;2.3589
4087;12-03-2013;2.3515
4088;13-03-2013;2.3548
4089;14-03-2013;2.3573
4090;15-03-2013;2.3533
4091;16-03-2013;
4092;17-03-2013;
4093;18-03-2013;2.3686
4094;19-03-2013;2.3556
4095;20-03-2013;2.3568
4096;21-03-2013;2.3585
4097;22-03-2013;2.3504
4098;23-03-2013;
4099;24-03-2013;
4100;25-03-2013;2.3588
4101;26-03-2013;2.3629
4102;27-03-2013;2.3456
4103;28-03-2013;2.3333
4104;29-03-2013;2.3283
4105;30-03-2013;
4106;31-03-2013;
4107;01-04-2013;2.3265
4108;02-04-2013;2.327
4109;03-04-2013;2.325
4110;04-04-2013;2.323
4111;05-04-2013;2.3226
4112;06-04-2013;
4113;07-04-2013;
4114;08-04-2013;2.3364
4115;09-04-2013;2.3345
4116;10-04-2013;2.3327
4117;11-04-2013;2.3448
4118;12-04-2013;2.3466
4119;13-04-2013;
4120;14-04-2013;
4121;15-04-2013;2.3438
4122;16-04-2013;2.3468
4123;17-04-2013;2.353
4124;18-04-2013;2.3613
4125;19-04-2013;2.3499
4126;20-04-2013;
4127;21-04-2013;
4128;22-04-2013;2.3576
4129;23-04-2013;
4130;24-04-2013;2.3579
4131;25-04-2013;2.3517
4132;26-04-2013;2.3575
4133;27-04-2013;
4134;28-04-2013;
4135;29-04-2013;2.3515
4136;30-04-2013;2.3578
4137;01-05-2013;
4138;02-05-2013;2.3563
4139;03-05-2013;2.3681
4140;04-05-2013;
4141;05-05-2013;
4142;06-05-2013;2.3598
4143;07-05-2013;2.36
4144;08-05-2013;2.3643
4145;09-05-2013;2.362
4146;10-05-2013;2.3607
4147;11-05-2013;
4148;12-05-2013;
4149;13-05-2013;2.3491
4150;14-05-2013;2.35
4151;15-05-2013;2.3585
4152;16-05-2013;2.3534
4153;17-05-2013;2.3543
4154;18-05-2013;
4155;19-05-2013;
4156;20-05-2013;2.3674
4157;21-05-2013;2.3782
4158;22-05-2013;2.3858
4159;23-05-2013;2.3875
4160;24-05-2013;2.3912
4161;25-05-2013;
4162;26-05-2013;
4163;27-05-2013;2.397
4164;28-05-2013;2.395
4165;29-05-2013;2.3967
4166;30-05-2013;2.4136
4167;31-05-2013;2.4288
4168;01-06-2013;
4169;02-06-2013;
4170;03-06-2013;2.4579
4171;04-06-2013;2.4685
4172;05-06-2013;2.4603
4173;06-06-2013;2.4654
4174;07-06-2013;2.4821
4175;08-06-2013;
4176;09-06-2013;
4177;10-06-2013;2.5066
4178;11-06-2013;2.5105
4179;12-06-2013;2.5236
4180;13-06-2013;2.5011
4181;14-06-2013;2.4992
4182;15-06-2013;
4183;16-06-2013;
4184;17-06-2013;2.4777
4185;18-06-2013;2.4962
4186;19-06-2013;2.5166
4187;20-06-2013;2.5281
4188;21-06-2013;2.541
4189;22-06-2013;
4190;23-06-2013;
4191;24-06-2013;2.5592
4192;25-06-2013;2.551
4193;26-06-2013;2.5463
4194;27-06-2013;2.5275
4195;28-06-2013;2.5192
4196;29-06-2013;
4197;30-06-2013;
4198;01-07-2013;2.5221
4199;02-07-2013;2.5169
4200;03-07-2013;2.5126
4201;04-07-2013;2.5324
4202;05-07-2013;2.5402
4203;06-07-2013;
4204;07-07-2013;
4205;08-07-2013;2.5156
4206;09-07-2013;2.514
4207;10-07-2013;2.5033
4208;11-07-2013;2.4989
4209;12-07-2013;2.5408
4210;13-07-2013;
4211;14-07-2013;
4212;15-07-2013;2.5622
4213;16-07-2013;2.5389
4214;17-07-2013;2.5335
4215;18-07-2013;2.5383
4216;19-07-2013;2.5198
4217;20-07-2013;
4218;21-07-2013;
4219;22-07-2013;2.5296
4220;23-07-2013;2.5299
4221;24-07-2013;2.5292
4222;25-07-2013;2.5327
4223;26-07-2013;2.5492
4224;27-07-2013;
4225;28-07-2013;
4226;29-07-2013;2.558
4227;30-07-2013;2.5625
4228;31-07-2013;2.5623
4229;01-08-2013;2.5692
4230;02-08-2013;2.5701
4231;03-08-2013;
4232;04-08-2013;
4233;05-08-2013;2.5792
4234;06-08-2013;2.5683
4235;07-08-2013;2.5691
4236;08-08-2013;
4237;09-08-2013;
4238;10-08-2013;
4239;11-08-2013;
4240;12-08-2013;2.5691
4241;13-08-2013;2.5656
4242;14-08-2013;2.5681
4243;15-08-2013;2.5744
4244;16-08-2013;2.5707
4245;17-08-2013;
4246;18-08-2013;
4247;19-08-2013;2.589
4248;20-08-2013;2.6059
4249;21-08-2013;2.6147
4250;22-08-2013;2.6309
4251;23-08-2013;2.6533
4252;24-08-2013;
4253;25-08-2013;
4254;26-08-2013;2.6596
4255;27-08-2013;2.6768
4256;28-08-2013;2.7079
4257;29-08-2013;2.756
4258;30-08-2013;
4259;31-08-2013;
4260;01-09-2013;
4261;02-09-2013;2.7018
4262;03-09-2013;2.6732
4263;04-09-2013;2.6983
4264;05-09-2013;2.7148
4265;06-09-2013;2.7449
4266;07-09-2013;
4267;08-09-2013;
4268;09-09-2013;2.7156
4269;10-09-2013;2.6977
4270;11-09-2013;2.6958
4271;12-09-2013;2.68
4272;13-09-2013;2.6957
4273;14-09-2013;
4274;15-09-2013;
4275;16-09-2013;2.7015
4276;17-09-2013;2.6705
4277;18-09-2013;2.6866
4278;19-09-2013;2.6828
4279;20-09-2013;2.6537
4280;21-09-2013;
4281;22-09-2013;
4282;23-09-2013;2.6777
4283;24-09-2013;2.6924
4284;25-09-2013;2.6998
4285;26-09-2013;2.7138
4286;27-09-2013;2.7261
4287;28-09-2013;
4288;29-09-2013;
4289;30-09-2013;2.7574
4290;01-10-2013;2.7593
4291;02-10-2013;2.7341
4292;03-10-2013;2.7395
4293;04-10-2013;2.728
4294;05-10-2013;
4295;06-10-2013;
4296;07-10-2013;2.7252
4297;08-10-2013;2.7191
4298;09-10-2013;2.7063
4299;10-10-2013;2.6957
4300;11-10-2013;2.6826
4301;12-10-2013;
4302;13-10-2013;
4303;14-10-2013;2.6895
4304;15-10-2013;
4305;16-10-2013;
4306;17-10-2013;
4307;18-10-2013;
4308;19-10-2013;
4309;20-10-2013;
4310;21-10-2013;2.6895
4311;22-10-2013;2.7087
4312;23-10-2013;2.7187
4313;24-10-2013;2.7243
4314;25-10-2013;2.7352
4315;26-10-2013;
4316;27-10-2013;
4317;28-10-2013;2.7489
4318;29-10-2013;
4319;30-10-2013;2.7489
4320;31-10-2013;2.7451
4321;01-11-2013;2.729
4322;02-11-2013;
4323;03-11-2013;
4324;04-11-2013;2.7218
4325;05-11-2013;2.7344
4326;06-11-2013;2.7393
4327;07-11-2013;2.7464
4328;08-11-2013;2.7474
4329;09-11-2013;
4330;10-11-2013;
4331;11-11-2013;2.7287
4332;12-11-2013;2.7352
4333;13-11-2013;2.7552
4334;14-11-2013;2.763
4335;15-11-2013;2.7576
4336;16-11-2013;
4337;17-11-2013;
4338;18-11-2013;2.7501
4339;19-11-2013;2.7383
4340;20-11-2013;2.7332
4341;21-11-2013;2.728
4342;22-11-2013;2.7213
4343;23-11-2013;
4344;24-11-2013;
4345;25-11-2013;2.7345
4346;26-11-2013;2.7084
4347;27-11-2013;2.7283
4348;28-11-2013;2.7489
4349;29-11-2013;2.7514
4350;30-11-2013;
4351;01-12-2013;
4352;02-12-2013;2.7545
4353;03-12-2013;2.7586
4354;04-12-2013;2.7721
4355;05-12-2013;2.7882
4356;06-12-2013;2.7938
4357;07-12-2013;
4358;08-12-2013;
4359;09-12-2013;2.7958
4360;10-12-2013;2.7956
4361;11-12-2013;2.7952
4362;12-12-2013;2.8024
4363;13-12-2013;2.8157
4364;14-12-2013;
4365;15-12-2013;
4366;16-12-2013;2.8124
4367;17-12-2013;2.8108
4368;18-12-2013;2.8135
4369;19-12-2013;2.8178
4370;20-12-2013;2.8281
4371;21-12-2013;
4372;22-12-2013;
4373;23-12-2013;2.86
4374;24-12-2013;2.8668
4375;25-12-2013;2.856
4376;26-12-2013;2.8447
4377;27-12-2013;2.8788
4378;28-12-2013;
4379;29-12-2013;
4380;30-12-2013;2.9942
4381;31-12-2013;2.9462
4382;01-01-2014;
4383;02-01-2014;2.9441
4384;03-01-2014;2.9842
4385;04-01-2014;
4386;05-01-2014;
4387;06-01-2014;2.9684
4388;07-01-2014;2.9866
4389;08-01-2014;2.971
4390;09-01-2014;2.9673
4391;10-01-2014;2.9831
4392;11-01-2014;
4393;12-01-2014;
4394;13-01-2014;2.9683
4395;14-01-2014;2.977
4396;15-01-2014;3.0068
4397;16-01-2014;2.9932
4398;17-01-2014;3.0124
4399;18-01-2014;
4400;19-01-2014;
4401;20-01-2014;3.0122
4402;21-01-2014;3.0438
4403;22-01-2014;3.0431
4404;23-01-2014;3.0658
4405;24-01-2014;3.11
4406;25-01-2014;
4407;26-01-2014;
4408;27-01-2014;3.1799
4409;28-01-2014;3.2158
4410;29-01-2014;3.1036
4411;30-01-2014;3.0463
4412;31-01-2014;3.1105
4413;01-02-2014;
4414;02-02-2014;
4415;03-02-2014;3.0828
4416;04-02-2014;3.0658
4417;05-02-2014;3.0593
4418;06-02-2014;3.0371
4419;07-02-2014;3.0177
4420;08-02-2014;
4421;09-02-2014;
4422;10-02-2014;3.0193
4423;11-02-2014;3.044
4424;12-02-2014;3.0211
4425;13-02-2014;2.9955
4426;14-02-2014;3.0161
4427;15-02-2014;
4428;16-02-2014;
4429;17-02-2014;3.0019
4430;18-02-2014;2.9989
4431;19-02-2014;3.0004
4432;20-02-2014;3.0189
4433;21-02-2014;3.0348
4434;22-02-2014;
4435;23-02-2014;
4436;24-02-2014;3.0219
4437;25-02-2014;3.0066
4438;26-02-2014;3.042
4439;27-02-2014;3.0427
4440;28-02-2014;3.0609
4441;01-03-2014;
4442;02-03-2014;
4443;03-03-2014;3.0578
4444;04-03-2014;3.0657
4445;05-03-2014;3.0541
4446;06-03-2014;3.0399
4447;07-03-2014;3.0324
4448;08-03-2014;
4449;09-03-2014;
4450;10-03-2014;3.0482
4451;11-03-2014;3.0801
4452;12-03-2014;3.0882
4453;13-03-2014;3.1256
4454;14-03-2014;3.114
4455;15-03-2014;
4456;16-03-2014;
4457;17-03-2014;3.1096
4458;18-03-2014;3.0974
4459;19-03-2014;3.1018
4460;20-03-2014;3.1021
4461;21-03-2014;3.0944
4462;22-03-2014;
4463;23-03-2014;
4464;24-03-2014;3.0926
4465;25-03-2014;3.0924
4466;26-03-2014;3.0933
4467;27-03-2014;3.0625
4468;28-03-2014;3.0247
4469;29-03-2014;
4470;30-03-2014;
4471;31-03-2014;3.0171
4472;01-04-2014;2.9798
4473;02-04-2014;2.9742
4474;03-04-2014;2.9489
4475;04-04-2014;2.9487
4476;05-04-2014;
4477;06-04-2014;
4478;07-04-2014;2.9361
4479;08-04-2014;2.9164
4480;09-04-2014;2.8933
4481;10-04-2014;2.9132
4482;11-04-2014;2.9202
4483;12-04-2014;
4484;13-04-2014;
4485;14-04-2014;2.9503
4486;15-04-2014;2.9516
4487;16-04-2014;2.9438
4488;17-04-2014;2.9604
4489;18-04-2014;2.9603
