;Tarih;TP_DK_EUR_S_EF
4490;19-04-2014;
4491;20-04-2014;
4492;21-04-2014;2.9508
4493;22-04-2014;2.9579
4494;23-04-2014;
4495;24-04-2014;2.9613
4496;25-04-2014;2.9666
4497;26-04-2014;
4498;27-04-2014;
4499;28-04-2014;2.963
4500;29-04-2014;2.9655
4501;30-04-2014;2.9447
4502;01-05-2014;
4503;02-05-2014;2.9349
4504;03-05-2014;
4505;04-05-2014;
4506;05-05-2014;2.929
4507;06-05-2014;2.9183
4508;07-05-2014;2.925
4509;08-05-2014;2.9233
4510;09-05-2014;2.9012
4511;10-05-2014;
4512;11-05-2014;
4513;12-05-2014;2.8765
4514;13-05-2014;2.8667
4515;14-05-2014;2.8545
4516;15-05-2014;2.8503
4517;16-05-2014;2.8481
4518;17-05-2014;
4519;18-05-2014;
4520;19-05-2014;
4521;20-05-2014;2.8856
4522;21-05-2014;2.8921
4523;22-05-2014;2.8964
4524;23-05-2014;2.8702
4525;24-05-2014;
4526;25-05-2014;
4527;26-05-2014;2.8504
4528;27-05-2014;2.853
4529;28-05-2014;2.8715
4530;29-05-2014;2.8755
4531;30-05-2014;2.857
4532;31-05-2014;
4533;01-06-2014;
4534;02-06-2014;2.8565
4535;03-06-2014;2.8616
4536;04-06-2014;2.8705
4537;05-06-2014;2.8957
4538;06-06-2014;2.8776
4539;07-06-2014;
4540;08-06-2014;
4541;09-06-2014;2.8592
4542;10-06-2014;2.8413
4543;11-06-2014;2.839
4544;12-06-2014;2.8412
4545;13-06-2014;2.8581
4546;14-06-2014;
4547;15-06-2014;
4548;16-06-2014;2.8836
4549;17-06-2014;2.9018
4550;18-06-2014;2.9049
4551;19-06-2014;2.9162
4552;20-06-2014;2.9081
4553;21-06-2014;
4554;22-06-2014;
4555;23-06-2014;2.9165
4556;24-06-2014;2.9166
4557;25-06-2014;2.912
4558;26-06-2014;2.92
4559;27-06-2014;2.9088
4560;28-06-2014;
4561;29-06-2014;
4562;30-06-2014;2.9014
4563;01-07-2014;2.9076
4564;02-07-2014;2.9108
4565;03-07-2014;2.9163
4566;04-07-2014;2.9197
4567;05-07-2014;
4568;06-07-2014;
4569;07-07-2014;2.9022
4570;08-07-2014;2.9071
4571;09-07-2014;2.8988
4572;10-07-2014;2.9002
4573;11-07-2014;2.9024
4574;12-07-2014;
4575;13-07-2014;
4576;14-07-2014;2.8976
4577;15-07-2014;2.8955
4578;16-07-2014;2.8948
4579;17-07-2014;2.884
4580;18-07-2014;2.881
4581;19-07-2014;
4582;20-07-2014;
4583;21-07-2014;2.8863
4584;22-07-2014;2.873
4585;23-07-2014;2.8666
4586;24-07-2014;2.8265
4587;25-07-2014;2.8253
4588;26-07-2014;
4589;27-07-2014;
4590;28-07-2014;
4591;29-07-2014;
4592;30-07-2014;
4593;31-07-2014;2.8227
4594;01-08-2014;2.8654
4595;02-08-2014;
4596;03-08-2014;
4597;04-08-2014;2.8814
4598;05-08-2014;2.8703
4599;06-08-2014;2.8579
4600;07-08-2014;2.8967
4601;08-08-2014;2.8966
4602;09-08-2014;
4603;10-08-2014;
4604;11-08-2014;2.9132
4605;12-08-2014;2.8873
4606;13-08-2014;2.8951
4607;14-08-2014;2.8932
4608;15-08-2014;2.8926
4609;16-08-2014;
4610;17-08-2014;
4611;18-08-2014;2.8951
4612;19-08-2014;2.9126
4613;20-08-2014;2.8976
4614;21-08-2014;2.8908
4615;22-08-2014;2.8966
4616;23-08-2014;
4617;24-08-2014;
4618;25-08-2014;2.8991
4619;26-08-2014;2.8834
4620;27-08-2014;2.8718
4621;28-08-2014;2.8542
4622;29-08-2014;2.8623
4623;30-08-2014;
4624;31-08-2014;
4625;01-09-2014;2.8545
4626;02-09-2014;2.8476
4627;03-09-2014;2.8529
4628;04-09-2014;2.8512
4629;05-09-2014;2.8394
4630;06-09-2014;
4631;07-09-2014;
4632;08-09-2014;2.8113
4633;09-09-2014;2.8096
4634;10-09-2014;2.8311
4635;11-09-2014;2.8586
4636;12-09-2014;2.8427
4637;13-09-2014;
4638;14-09-2014;
4639;15-09-2014;2.8549
4640;16-09-2014;2.8714
4641;17-09-2014;2.8695
4642;18-09-2014;2.868
4643;19-09-2014;2.8717
4644;20-09-2014;
4645;21-09-2014;
4646;22-09-2014;2.8718
4647;23-09-2014;2.8876
4648;24-09-2014;2.884
4649;25-09-2014;2.8771
4650;26-09-2014;2.8702
4651;27-09-2014;
4652;28-09-2014;
4653;29-09-2014;2.8843
4654;30-09-2014;2.9009
4655;01-10-2014;2.8841
4656;02-10-2014;2.8866
4657;03-10-2014;2.8804
4658;04-10-2014;
4659;05-10-2014;
4660;06-10-2014;
4661;07-10-2014;
4662;08-10-2014;2.8804
4663;09-10-2014;2.9047
4664;10-10-2014;2.8899
4665;11-10-2014;
4666;12-10-2014;
4667;13-10-2014;2.8946
4668;14-10-2014;2.8875
4669;15-10-2014;2.8957
4670;16-10-2014;2.8812
4671;17-10-2014;2.9123
4672;18-10-2014;
4673;19-10-2014;
4674;20-10-2014;2.8919
4675;21-10-2014;2.8762
4676;22-10-2014;2.8736
4677;23-10-2014;2.8608
4678;24-10-2014;2.8428
4679;25-10-2014;
4680;26-10-2014;
4681;27-10-2014;2.8404
4682;28-10-2014;2.8451
4683;29-10-2014;
4684;30-10-2014;2.8451
4685;31-10-2014;2.7994
4686;01-11-2014;
4687;02-11-2014;
4688;03-11-2014;2.7754
4689;04-11-2014;2.7898
4690;05-11-2014;2.7919
4691;06-11-2014;2.8015
4692;07-11-2014;2.8113
4693;08-11-2014;
4694;09-11-2014;
4695;10-11-2014;2.8251
4696;11-11-2014;2.8142
4697;12-11-2014;2.8201
4698;13-11-2014;2.8242
4699;14-11-2014;2.8076
4700;15-11-2014;
4701;16-11-2014;
4702;17-11-2014;2.8002
4703;18-11-2014;2.7953
4704;19-11-2014;2.7869
4705;20-11-2014;2.8025
4706;21-11-2014;2.8051
4707;22-11-2014;
4708;23-11-2014;
4709;24-11-2014;2.7759
4710;25-11-2014;2.77
4711;26-11-2014;2.7794
4712;27-11-2014;2.778
4713;28-11-2014;2.7736
4714;29-11-2014;
4715;30-11-2014;
4716;01-12-2014;2.7626
4717;02-12-2014;2.7759
4718;03-12-2014;2.7696
4719;04-12-2014;2.7669
4720;05-12-2014;2.7631
4721;06-12-2014;
4722;07-12-2014;
4723;08-12-2014;2.771
4724;09-12-2014;2.7959
4725;10-12-2014;2.8023
4726;11-12-2014;2.8077
4727;12-12-2014;2.8221
4728;13-12-2014;
4729;14-12-2014;
4730;15-12-2014;2.8431
4731;16-12-2014;2.8911
4732;17-12-2014;2.9698
4733;18-12-2014;2.9571
4734;19-12-2014;2.8696
4735;20-12-2014;
4736;21-12-2014;
4737;22-12-2014;2.8599
4738;23-12-2014;2.8499
4739;24-12-2014;2.8411
4740;25-12-2014;2.8406
4741;26-12-2014;2.8462
4742;27-12-2014;
4743;28-12-2014;
4744;29-12-2014;2.8348
4745;30-12-2014;2.8433
4746;31-12-2014;2.83
4747;01-01-2015;
4748;02-01-2015;2.8365
4749;03-01-2015;
4750;04-01-2015;
4751;05-01-2015;2.8351
4752;06-01-2015;2.8023
4753;07-01-2015;2.7828
4754;08-01-2015;2.7658
4755;09-01-2015;2.7289
4756;10-01-2015;
4757;11-01-2015;
4758;12-01-2015;2.7259
4759;13-01-2015;2.7127
4760;14-01-2015;2.6988
4761;15-01-2015;2.7069
4762;16-01-2015;2.6825
4763;17-01-2015;
4764;18-01-2015;
4765;19-01-2015;2.6887
4766;20-01-2015;2.7194
4767;21-01-2015;2.7167
4768;22-01-2015;2.7159
4769;23-01-2015;2.7345
4770;24-01-2015;
4771;25-01-2015;
4772;26-01-2015;2.632
4773;27-01-2015;2.6602
4774;28-01-2015;2.6699
4775;29-01-2015;2.6909
4776;30-01-2015;2.7226
4777;31-01-2015;
4778;01-02-2015;
4779;02-02-2015;2.7487
4780;03-02-2015;2.7545
4781;04-02-2015;2.7472
4782;05-02-2015;2.77
4783;06-02-2015;2.796
4784;07-02-2015;
4785;08-02-2015;
4786;09-02-2015;2.7959
4787;10-02-2015;2.8237
4788;11-02-2015;2.8104
4789;12-02-2015;2.8256
4790;13-02-2015;2.8299
4791;14-02-2015;
4792;15-02-2015;
4793;16-02-2015;2.8264
4794;17-02-2015;2.809
4795;18-02-2015;2.7988
4796;19-02-2015;2.8121
4797;20-02-2015;2.7934
4798;21-02-2015;
4799;22-02-2015;
4800;23-02-2015;2.7886
4801;24-02-2015;2.8131
4802;25-02-2015;2.8124
4803;26-02-2015;2.8031
4804;27-02-2015;2.8229
4805;28-02-2015;
4806;01-03-2015;
4807;02-03-2015;2.824
4808;03-03-2015;2.8248
4809;04-03-2015;2.8237
4810;05-03-2015;2.8392
4811;06-03-2015;2.8622
4812;07-03-2015;
4813;08-03-2015;
4814;09-03-2015;2.8616
4815;10-03-2015;2.842
4816;11-03-2015;2.8356
4817;12-03-2015;2.7896
4818;13-03-2015;2.7591
4819;14-03-2015;
4820;15-03-2015;
4821;16-03-2015;2.7777
4822;17-03-2015;2.7702
4823;18-03-2015;2.7833
4824;19-03-2015;2.7859
4825;20-03-2015;2.7789
4826;21-03-2015;
4827;22-03-2015;
4828;23-03-2015;2.7839
4829;24-03-2015;2.7958
4830;25-03-2015;2.8088
4831;26-03-2015;2.8128
4832;27-03-2015;2.8683
4833;28-03-2015;
4834;29-03-2015;
4835;30-03-2015;2.8386
4836;31-03-2015;2.8403
4837;01-04-2015;2.8167
4838;02-04-2015;2.8048
4839;03-04-2015;2.8162
4840;04-04-2015;
4841;05-04-2015;
4842;06-04-2015;2.8291
4843;07-04-2015;2.829
4844;08-04-2015;2.8146
4845;09-04-2015;2.8197
4846;10-04-2015;2.7994
4847;11-04-2015;
4848;12-04-2015;
4849;13-04-2015;2.7931
4850;14-04-2015;2.8027
4851;15-04-2015;2.8306
4852;16-04-2015;2.8678
4853;17-04-2015;2.8884
4854;18-04-2015;
4855;19-04-2015;
4856;20-04-2015;2.9071
4857;21-04-2015;2.9037
4858;22-04-2015;2.8935
4859;23-04-2015;
4860;24-04-2015;2.9045
4861;25-04-2015;
4862;26-04-2015;
4863;27-04-2015;2.965
4864;28-04-2015;2.9635
4865;29-04-2015;2.9298
4866;30-04-2015;2.9399
4867;01-05-2015;
4868;02-05-2015;
4869;03-05-2015;
4870;04-05-2015;2.9808
4871;05-05-2015;3.0318
4872;06-05-2015;3.019
4873;07-05-2015;3.0514
4874;08-05-2015;3.0733
4875;09-05-2015;
4876;10-05-2015;
4877;11-05-2015;3.0235
4878;12-05-2015;3.0181
4879;13-05-2015;3.0312
4880;14-05-2015;2.9912
4881;15-05-2015;2.9948
4882;16-05-2015;
4883;17-05-2015;
4884;18-05-2015;2.9505
4885;19-05-2015;
4886;20-05-2015;2.9497
4887;21-05-2015;2.8983
4888;22-05-2015;2.8695
4889;23-05-2015;
4890;24-05-2015;
4891;25-05-2015;2.904
4892;26-05-2015;2.8713
4893;27-05-2015;2.8754
4894;28-05-2015;2.89
4895;29-05-2015;2.9086
4896;30-05-2015;
4897;31-05-2015;
4898;01-06-2015;2.9243
4899;02-06-2015;2.9318
4900;03-06-2015;2.9522
4901;04-06-2015;2.9954
4902;05-06-2015;3.0572
4903;06-06-2015;
4904;07-06-2015;
4905;08-06-2015;3.0065
4906;09-06-2015;3.0949
4907;10-06-2015;3.1089
4908;11-06-2015;3.105
4909;12-06-2015;3.0956
4910;13-06-2015;
4911;14-06-2015;
4912;15-06-2015;3.0482
4913;16-06-2015;3.0774
4914;17-06-2015;3.0978
4915;18-06-2015;3.0899
4916;19-06-2015;3.0988
4917;20-06-2015;
4918;21-06-2015;
4919;22-06-2015;3.0813
4920;23-06-2015;3.0501
4921;24-06-2015;3.0116
4922;25-06-2015;3.0102
4923;26-06-2015;2.9912
4924;27-06-2015;
4925;28-06-2015;
4926;29-06-2015;2.9875
4927;30-06-2015;2.992
4928;01-07-2015;3.0081
4929;02-07-2015;2.9848
4930;03-07-2015;2.9986
4931;04-07-2015;
4932;05-07-2015;
4933;06-07-2015;2.9944
4934;07-07-2015;2.9821
4935;08-07-2015;2.9537
4936;09-07-2015;2.9764
4937;10-07-2015;2.9658
4938;11-07-2015;
4939;12-07-2015;
4940;13-07-2015;2.9753
4941;14-07-2015;2.9554
4942;15-07-2015;2.914
4943;16-07-2015;2.9146
4944;17-07-2015;
4945;18-07-2015;
4946;19-07-2015;
4947;20-07-2015;2.9146
4948;21-07-2015;2.9119
4949;22-07-2015;2.9253
4950;23-07-2015;2.9669
4951;24-07-2015;2.9968
4952;25-07-2015;
4953;26-07-2015;
4954;27-07-2015;3.0065
4955;28-07-2015;3.0619
4956;29-07-2015;3.0544
4957;30-07-2015;3.064
4958;31-07-2015;3.0524
4959;01-08-2015;
4960;02-08-2015;
4961;03-08-2015;3.0607
4962;04-08-2015;3.0522
4963;05-08-2015;3.0483
4964;06-08-2015;3.0358
4965;07-08-2015;3.0431
4966;08-08-2015;
4967;09-08-2015;
4968;10-08-2015;3.0466
4969;11-08-2015;3.0619
4970;12-08-2015;3.0606
4971;13-08-2015;3.0999
4972;14-08-2015;3.1042
4973;15-08-2015;
4974;16-08-2015;
4975;17-08-2015;3.1688
4976;18-08-2015;3.1704
4977;19-08-2015;3.1914
4978;20-08-2015;3.2158
4979;21-08-2015;3.3207
4980;22-08-2015;
4981;23-08-2015;
4982;24-08-2015;3.2968
4983;25-08-2015;3.3961
4984;26-08-2015;3.3845
4985;27-08-2015;3.3751
4986;28-08-2015;3.2998
4987;29-08-2015;
4988;30-08-2015;
4989;31-08-2015;3.2985
4990;01-09-2015;3.2824
4991;02-09-2015;3.2973
4992;03-09-2015;3.3242
4993;04-09-2015;3.3307
4994;05-09-2015;
4995;06-09-2015;
4996;07-09-2015;3.3278
4997;08-09-2015;3.3889
4998;09-09-2015;3.3794
4999;10-09-2015;3.3651
5000;11-09-2015;3.4148
5001;12-09-2015;
5002;13-09-2015;
5003;14-09-2015;3.4332
5004;15-09-2015;3.4799
5005;16-09-2015;3.4521
5006;17-09-2015;3.3984
5007;18-09-2015;3.4228
5008;19-09-2015;
5009;20-09-2015;
5010;21-09-2015;3.4361
5011;22-09-2015;3.3959
5012;23-09-2015;3.3713
5013;24-09-2015;
5014;25-09-2015;
5015;26-09-2015;
5016;27-09-2015;
5017;28-09-2015;3.3713
5018;29-09-2015;3.4169
5019;30-09-2015;3.4324
5020;01-10-2015;3.4053
5021;02-10-2015;3.3751
5022;03-10-2015;
5023;04-10-2015;
5024;05-10-2015;3.3868
5025;06-10-2015;3.3773
5026;07-10-2015;3.3608
5027;08-10-2015;3.3158
5028;09-10-2015;3.3242
5029;10-10-2015;
5030;11-10-2015;
5031;12-10-2015;3.2942
5032;13-10-2015;3.3364
5033;14-10-2015;3.3595
5034;15-10-2015;3.3665
5035;16-10-2015;3.3121
5036;17-10-2015;
5037;18-10-2015;
5038;19-10-2015;3.297
5039;20-10-2015;3.2861
5040;21-10-2015;3.3
5041;22-10-2015;3.3082
5042;23-10-2015;3.281
5043;24-10-2015;
5044;25-10-2015;
5045;26-10-2015;3.1943
5046;27-10-2015;3.1999
5047;28-10-2015;3.2096
5048;29-10-2015;
5049;30-10-2015;3.2096
5050;31-10-2015;
5051;01-11-2015;
5052;02-11-2015;3.2173
5053;03-11-2015;3.1
5054;04-11-2015;3.1204
5055;05-11-2015;3.1103
5056;06-11-2015;3.1262
5057;07-11-2015;
5058;08-11-2015;
5059;09-11-2015;3.133
5060;10-11-2015;3.1549
5061;11-11-2015;3.1347
5062;12-11-2015;3.1138
5063;13-11-2015;3.0943
5064;14-11-2015;
5065;15-11-2015;
5066;16-11-2015;3.0997
5067;17-11-2015;3.099
5068;18-11-2015;3.0714
5069;19-11-2015;3.0661
5070;20-11-2015;3.0565
5071;21-11-2015;
5072;22-11-2015;
5073;23-11-2015;3.0349
5074;24-11-2015;3.0316
5075;25-11-2015;3.0654
5076;26-11-2015;3.0703
5077;27-11-2015;3.0882
5078;28-11-2015;
5079;29-11-2015;
5080;30-11-2015;3.104
5081;01-12-2015;3.0896
5082;02-12-2015;3.0751
5083;03-12-2015;3.0618
5084;04-12-2015;3.0599
5085;05-12-2015;
5086;06-12-2015;
5087;07-12-2015;3.1567
5088;08-12-2015;3.137
5089;09-12-2015;3.1733
5090;10-12-2015;3.1911
5091;11-12-2015;3.201
5092;12-12-2015;
5093;13-12-2015;
5094;14-12-2015;3.2393
5095;15-12-2015;3.2629
5096;16-12-2015;3.2837
5097;17-12-2015;3.2492
5098;18-12-2015;3.1924
5099;19-12-2015;
5100;20-12-2015;
5101;21-12-2015;3.1775
5102;22-12-2015;3.1679
5103;23-12-2015;3.2078
5104;24-12-2015;3.2074
5105;25-12-2015;3.2074
5106;26-12-2015;
5107;27-12-2015;
5108;28-12-2015;3.201
5109;29-12-2015;3.2111
5110;30-12-2015;3.2026
5111;31-12-2015;3.1881
5112;01-01-2016;
5113;02-01-2016;
5114;03-01-2016;
5115;04-01-2016;3.1944
5116;05-01-2016;3.2222
5117;06-01-2016;3.2167
5118;07-01-2016;3.2361
5119;08-01-2016;3.2796
5120;09-01-2016;
5121;10-01-2016;
5122;11-01-2016;3.2594
5123;12-01-2016;3.3002
5124;13-01-2016;3.3046
5125;14-01-2016;3.2712
5126;15-01-2016;3.3118
5127;16-01-2016;
5128;17-01-2016;
5129;18-01-2016;3.3208
5130;19-01-2016;3.3188
5131;20-01-2016;3.2987
5132;21-01-2016;3.3439
5133;22-01-2016;3.3229
5134;23-01-2016;
5135;24-01-2016;
5136;25-01-2016;3.2724
5137;26-01-2016;3.2665
5138;27-01-2016;3.2846
5139;28-01-2016;3.2708
5140;29-01-2016;3.2586
5141;30-01-2016;
5142;31-01-2016;
5143;01-02-2016;3.2399
5144;02-02-2016;3.233
5145;03-02-2016;3.2328
5146;04-02-2016;3.2295
5147;05-02-2016;3.2513
5148;06-02-2016;
5149;07-02-2016;
5150;08-02-2016;3.2633
5151;09-02-2016;3.2763
5152;10-02-2016;3.3116
5153;11-02-2016;3.3048
5154;12-02-2016;3.3263
5155;13-02-2016;
5156;14-02-2016;
5157;15-02-2016;3.309
5158;16-02-2016;3.3071
5159;17-02-2016;3.3069
5160;18-02-2016;3.3149
5161;19-02-2016;3.3026
5162;20-02-2016;
5163;21-02-2016;
5164;22-02-2016;3.3038
5165;23-02-2016;3.2688
5166;24-02-2016;3.2445
5167;25-02-2016;3.2383
5168;26-02-2016;3.2403
5169;27-02-2016;
5170;28-02-2016;
5171;29-02-2016;3.2403
5172;01-03-2016;3.2413
5173;02-03-2016;3.2128
5174;03-03-2016;3.2004
5175;04-03-2016;3.1888
5176;05-03-2016;
5177;06-03-2016;
5178;07-03-2016;3.2066
5179;08-03-2016;3.2093
5180;09-03-2016;3.2289
5181;10-03-2016;3.2014
5182;11-03-2016;3.1718
5183;12-03-2016;
5184;13-03-2016;
5185;14-03-2016;3.2031
5186;15-03-2016;3.2127
5187;16-03-2016;3.2131
5188;17-03-2016;3.2359
5189;18-03-2016;3.238
5190;19-03-2016;
5191;20-03-2016;
5192;21-03-2016;3.2301
5193;22-03-2016;3.2426
5194;23-03-2016;3.2328
5195;24-03-2016;3.2202
5196;25-03-2016;3.2247
5197;26-03-2016;
5198;27-03-2016;
5199;28-03-2016;3.2154
5200;29-03-2016;3.2188
5201;30-03-2016;3.222
5202;31-03-2016;3.2187
5203;01-04-2016;3.2196
5204;02-04-2016;
5205;03-04-2016;
5206;04-04-2016;3.2252
5207;05-04-2016;3.2158
5208;06-04-2016;3.224
5209;07-04-2016;3.2359
5210;08-04-2016;3.25
5211;09-04-2016;
5212;10-04-2016;
5213;11-04-2016;3.2595
5214;12-04-2016;3.2385
5215;13-04-2016;3.2398
5216;14-04-2016;3.2367
5217;15-04-2016;3.2299
5218;16-04-2016;
5219;17-04-2016;
5220;18-04-2016;3.2267
5221;19-04-2016;3.234
5222;20-04-2016;3.2208
5223;21-04-2016;3.2249
5224;22-04-2016;3.1993
5225;23-04-2016;
5226;24-04-2016;
5227;25-04-2016;3.1996
5228;26-04-2016;3.2125
5229;27-04-2016;3.2081
5230;28-04-2016;3.1988
5231;29-04-2016;3.205
5232;30-04-2016;
5233;01-05-2016;
5234;02-05-2016;3.2014
5235;03-05-2016;3.2151
5236;04-05-2016;3.2609
5237;05-05-2016;3.2963
5238;06-05-2016;3.3533
5239;07-05-2016;
5240;08-05-2016;
5241;09-05-2016;3.3458
5242;10-05-2016;3.3417
5243;11-05-2016;3.3547
5244;12-05-2016;3.3861
5245;13-05-2016;3.3733
5246;14-05-2016;
5247;15-05-2016;
5248;16-05-2016;3.3679
5249;17-05-2016;3.3739
5250;18-05-2016;3.3689
5251;19-05-2016;
5252;20-05-2016;3.3671
5253;21-05-2016;
5254;22-05-2016;
5255;23-05-2016;3.3507
5256;24-05-2016;3.3563
5257;25-05-2016;3.346
5258;26-05-2016;3.291
5259;27-05-2016;3.2907
5260;28-05-2016;
5261;29-05-2016;
5262;30-05-2016;3.2966
5263;31-05-2016;3.3014
5264;01-06-2016;3.2989
5265;02-06-2016;3.3002
5266;03-06-2016;3.3032
5267;04-06-2016;
5268;05-06-2016;
5269;06-06-2016;3.2949
5270;07-06-2016;3.3101
5271;08-06-2016;3.3028
5272;09-06-2016;3.2968
5273;10-06-2016;3.3001
5274;11-06-2016;
5275;12-06-2016;
5276;13-06-2016;3.2992
5277;14-06-2016;3.3031
5278;15-06-2016;3.3031
5279;16-06-2016;3.296
5280;17-06-2016;3.3041
5281;18-06-2016;
5282;19-06-2016;
5283;20-06-2016;3.3075
5284;21-06-2016;3.2966
5285;22-06-2016;3.2931
5286;23-06-2016;3.2884
5287;24-06-2016;3.2836
5288;25-06-2016;
5289;26-06-2016;
5290;27-06-2016;3.2552
5291;28-06-2016;3.2509
5292;29-06-2016;3.2368
5293;30-06-2016;3.215
5294;01-07-2016;3.2183
5295;02-07-2016;
5296;03-07-2016;
5297;04-07-2016;3.215
5298;05-07-2016;
5299;06-07-2016;
5300;07-07-2016;
5301;08-07-2016;3.215
5302;09-07-2016;
5303;10-07-2016;
5304;11-07-2016;3.245
5305;12-07-2016;3.209
5306;13-07-2016;3.2171
5307;14-07-2016;3.214
5308;15-07-2016;3.2237
5309;16-07-2016;
5310;17-07-2016;
5311;18-07-2016;3.2208
5312;19-07-2016;3.2699
5313;20-07-2016;3.3018
5314;21-07-2016;3.3428
5315;22-07-2016;3.3979
5316;23-07-2016;
5317;24-07-2016;
5318;25-07-2016;3.3816
5319;26-07-2016;3.3398
5320;27-07-2016;3.3515
5321;28-07-2016;3.3508
5322;29-07-2016;3.3578
5323;30-07-2016;
5324;31-07-2016;
5325;01-08-2016;3.3556
5326;02-08-2016;3.3376
5327;03-08-2016;3.3612
5328;04-08-2016;3.3798
5329;05-08-2016;3.3737
5330;06-08-2016;
5331;07-08-2016;
5332;08-08-2016;3.3542
5333;09-08-2016;3.3197
5334;10-08-2016;3.3115
5335;11-08-2016;3.3089
5336;12-08-2016;3.3136
5337;13-08-2016;
5338;14-08-2016;
5339;15-08-2016;3.3063
5340;16-08-2016;3.3076
5341;17-08-2016;3.3123
5342;18-08-2016;3.3163
5343;19-08-2016;3.3195
5344;20-08-2016;
5345;21-08-2016;
5346;22-08-2016;3.3352
5347;23-08-2016;3.3361
5348;24-08-2016;3.3392
5349;25-08-2016;3.3441
5350;26-08-2016;3.3271
5351;27-08-2016;
5352;28-08-2016;
5353;29-08-2016;3.3233
5354;30-08-2016;
5355;31-08-2016;3.3149
5356;01-09-2016;3.3019
5357;02-09-2016;3.3053
5358;03-09-2016;
5359;04-09-2016;
5360;05-09-2016;3.3205
5361;06-09-2016;3.2991
5362;07-09-2016;3.2912
5363;08-09-2016;3.3032
5364;09-09-2016;3.32
5365;10-09-2016;
5366;11-09-2016;
5367;12-09-2016;
5368;13-09-2016;
5369;14-09-2016;
5370;15-09-2016;
5371;16-09-2016;3.341
5372;17-09-2016;
5373;18-09-2016;
5374;19-09-2016;3.3437
5375;20-09-2016;3.3308
5376;21-09-2016;3.3392
5377;22-09-2016;3.3262
5378;23-09-2016;3.3209
5379;24-09-2016;
5380;25-09-2016;
5381;26-09-2016;3.3153
5382;27-09-2016;3.3656
5383;28-09-2016;3.3511
5384;29-09-2016;3.3472
5385;30-09-2016;3.3719
5386;01-10-2016;
5387;02-10-2016;
5388;03-10-2016;3.3659
5389;04-10-2016;3.3855
5390;05-10-2016;3.3946
5391;06-10-2016;3.4377
5392;07-10-2016;3.4246
5393;08-10-2016;
5394;09-10-2016;
5395;10-10-2016;3.4057
5396;11-10-2016;3.4286
5397;12-10-2016;3.4313
5398;13-10-2016;3.4095
5399;14-10-2016;3.4234
5400;15-10-2016;
5401;16-10-2016;
5402;17-10-2016;3.4111
5403;18-10-2016;3.4127
5404;19-10-2016;3.4173
5405;20-10-2016;3.3939
5406;21-10-2016;3.3768
5407;22-10-2016;
5408;23-10-2016;
5409;24-10-2016;3.3588
5410;25-10-2016;3.3565
5411;26-10-2016;3.3599
5412;27-10-2016;3.3716
5413;28-10-2016;3.3946
5414;29-10-2016;
5415;30-10-2016;
5416;31-10-2016;3.3946
5417;01-11-2016;3.4106
5418;02-11-2016;3.4171
5419;03-11-2016;3.4594
5420;04-11-2016;3.4657
5421;05-11-2016;
5422;06-11-2016;
5423;07-11-2016;3.4909
5424;08-11-2016;3.4994
5425;09-11-2016;3.5183
5426;10-11-2016;3.5529
5427;11-11-2016;3.5099
5428;12-11-2016;
5429;13-11-2016;
5430;14-11-2016;3.5598
5431;15-11-2016;3.5423
5432;16-11-2016;3.5379
5433;17-11-2016;3.5538
5434;18-11-2016;3.5613
5435;19-11-2016;
5436;20-11-2016;
5437;21-11-2016;3.6018
5438;22-11-2016;3.5985
5439;23-11-2016;3.5818
5440;24-11-2016;3.6048
5441;25-11-2016;3.6056
5442;26-11-2016;
5443;27-11-2016;
5444;28-11-2016;3.6554
5445;29-11-2016;3.649
5446;30-11-2016;3.6372
5447;01-12-2016;3.6485
5448;02-12-2016;3.6742
5449;03-12-2016;
5450;04-12-2016;
5451;05-12-2016;3.7499
5452;06-12-2016;3.7704
5453;07-12-2016;3.7889
5454;08-12-2016;3.6897
5455;09-12-2016;3.6424
5456;10-12-2016;
5457;11-12-2016;
5458;12-12-2016;3.6754
5459;13-12-2016;3.7343
5460;14-12-2016;3.7016
5461;15-12-2016;3.7133
5462;16-12-2016;3.6966
5463;17-12-2016;
5464;18-12-2016;
5465;19-12-2016;3.663
5466;20-12-2016;3.6655
5467;21-12-2016;3.6591
5468;22-12-2016;3.6645
5469;23-12-2016;3.6743
5470;24-12-2016;
5471;25-12-2016;
5472;26-12-2016;3.6768
5473;27-12-2016;3.676
5474;28-12-2016;3.6832
5475;29-12-2016;3.7023
5476;30-12-2016;3.7061
5477;31-12-2016;
5478;01-01-2017;
5479;02-01-2017;3.7222
5480;03-01-2017;3.7209
5481;04-01-2017;3.7401
5482;05-01-2017;3.7414
5483;06-01-2017;3.7933
5484;07-01-2017;
5485;08-01-2017;
5486;09-01-2017;3.8396
5487;10-01-2017;3.9115
5488;11-01-2017;3.9984
5489;12-01-2017;4.0726
5490;13-01-2017;4.1025
5491;14-01-2017;
5492;15-01-2017;
5493;16-01-2017;4.0552
5494;17-01-2017;3.9995
5495;18-01-2017;4.0508
5496;19-01-2017;4.0497
5497;20-01-2017;4.0553
5498;21-01-2017;
5499;22-01-2017;
5500;23-01-2017;4.0819
5501;24-01-2017;4.058
5502;25-01-2017;4.0433
5503;26-01-2017;4.0971
5504;27-01-2017;4.1281
5505;28-01-2017;
5506;29-01-2017;
5507;30-01-2017;4.1558
5508;31-01-2017;4.1119
5509;01-02-2017;4.0692
5510;02-02-2017;4.0868
