;Tarih;TP_FG_J111
0;2003-1;93.01
1;2003-2;95.3
2;2003-3;96.32
3;2003-4;97.0
4;2003-5;97.78
5;2003-6;98.95
6;2003-7;99.87
7;2003-8;101.29
8;2003-9;102.69
9;2003-10;104.76
10;2003-11;105.59
11;2003-12;107.45
12;2004-1;110.79
13;2004-2;112.55
14;2004-3;114.17
15;2004-4;115.24
16;2004-5;116.31
17;2004-6;117.18
18;2004-7;118.08
19;2004-8;118.94
20;2004-9;120.26
21;2004-10;121.79
22;2004-11;122.64
23;2004-12;123.71
24;2005-1;126.0
25;2005-2;128.18
26;2005-3;129.64
27;2005-4;130.21
28;2005-5;132.02
29;2005-6;133.06
30;2005-7;134.08
31;2005-8;134.87
32;2005-9;135.85
33;2005-10;137.89
34;2005-11;139.43
35;2005-12;140.44
36;2006-1;141.77
37;2006-2;143.3
38;2006-3;144.75
39;2006-4;146.15
40;2006-5;147.57
41;2006-6;148.34
42;2006-7;149.62
43;2006-8;150.96
44;2006-9;152.44
45;2006-10;154.07
46;2006-11;155.68
47;2006-12;156.56
48;2007-1;158.22
49;2007-2;159.17
50;2007-3;160.57
51;2007-4;161.51
52;2007-5;163.01
53;2007-6;163.95
54;2007-7;164.74
55;2007-8;165.87
56;2007-9;167.38
57;2007-10;170.24
58;2007-11;172.96
59;2007-12;174.06
60;2008-1;175.22
61;2008-2;176.98
62;2008-3;179.21
63;2008-4;182.55
64;2008-5;185.87
65;2008-6;188.09
66;2008-7;189.93
67;2008-8;191.48
68;2008-9;193.36
69;2008-10;195.48
70;2008-11;197.51
71;2008-12;198.0
72;2009-1;199.1
73;2009-2;200.37
74;2009-3;201.36
75;2009-4;202.32
76;2009-5;203.2
77;2009-6;203.94
78;2009-7;204.89
79;2009-8;205.88
80;2009-9;207.58
81;2009-10;210.34
82;2009-11;211.35
83;2009-12;212.8
84;2010-1;215.2
85;2010-2;217.95
86;2010-3;220.21
87;2010-4;222.78
88;2010-5;224.87
89;2010-6;225.36
90;2010-7;226.09
91;2010-8;227.24
92;2010-9;228.97
93;2010-10;231.57
94;2010-11;233.76
95;2010-12;234.72
96;2011-1;236.23
97;2011-2;237.3
98;2011-3;238.26
99;2011-4;239.4
100;2011-5;241.21
101;2011-6;242.34
102;2011-7;243.72
103;2011-8;245.19
104;2011-9;247.94
105;2011-10;250.45
106;2011-11;252.3
107;2011-12;253.75
108;2012-1;255.52
109;2012-2;256.86
110;2012-3;258.88
111;2012-4;261.83
112;2012-5;264.54
113;2012-6;265.86
114;2012-7;267.33
115;2012-8;269.1
116;2012-9;273.01
117;2012-10;274.84
118;2012-11;276.9
119;2012-12;278.04
120;2013-1;280.44
121;2013-2;281.86
122;2013-3;283.7
123;2013-4;286.03
124;2013-5;288.23
125;2013-6;290.07
126;2013-7;292.07
127;2013-8;294.42
128;2013-9;298.35
129;2013-10;301.33
130;2013-11;303.68
131;2013-12;306.42
132;2014-1;311.3
133;2014-2;316.14
134;2014-3;320.36
135;2014-4;323.11
136;2014-5;326.92
137;2014-6;330.23
138;2014-7;333.92
139;2014-8;339.64
140;2014-9;344.04
141;2014-10;347.19
142;2014-11;350.0
143;2014-12;352.53
144;2015-1;355.81
145;2015-2;359.73
146;2015-3;364.54
147;2015-4;369.37
148;2015-5;374.18
149;2015-6;378.28
150;2015-7;383.64
151;2015-8;391.31
152;2015-9;394.94
153;2015-10;398.82
154;2015-11;401.02
155;2015-12;402.68
156;2016-1;406.6
157;2016-2;410.31
158;2016-3;413.29
159;2016-4;415.36
160;2016-5;417.84
161;2016-6;421.08
162;2016-7;426.59
163;2016-8;430.16
164;2016-9;433.19
165;2016-10;435.94
166;2016-11;438.6
167;2016-12;440.92
168;2017-1;445.69
169;2017-2;450.33
170;2017-3;453.59
171;2017-4;458.22
172;2017-5;462.57
173;2017-6;468.06
174;2017-7;476.25
175;2017-8;480.6
176;2017-9;484.03
177;2017-10;487.82
178;2017-11;490.43
179;2017-12;493.28
180;2018-1;498.83
181;2018-2;503.77
182;2018-3;507.06
183;2018-4;512.22
184;2018-5;519.41
185;2018-6;528.78
186;2018-7;540.26
187;2018-8;547.64
188;2018-9;573.58
189;2018-10;586.24
190;2018-11;590.88
191;2018-12;593.14
192;2019-1;599.32
193;2019-2;605.2
194;2019-3;609.2
195;2019-4;615.0
196;2019-5;625.19
197;2019-6;639.4
198;2019-7;648.52
199;2019-8;652.82
200;2019-9;659.45
201;2019-10;664.38
202;2019-11;666.31
203;2019-12;669.67
204;2020-1;678.8
205;2020-2;685.05
206;2020-3;692.56
207;2020-4;693.71
208;2020-5;695.16
209;2020-6;716.86
210;2020-7;724.76
211;2020-8;735.34
212;2020-9;741.44
213;2020-10;747.19
214;2020-11;757.37
215;2020-12;762.51
216;2021-1;774.67
217;2021-2;785.62
218;2021-3;806.62
219;2021-4;817.48
220;2021-5;826.01
221;2021-6;856.69
222;2021-7;878.87
223;2021-8;898.18
224;2021-9;916.37
225;2021-10;935.0
226;2021-11;974.62
227;2021-12;1073.68
228;2022-1;1165.48
229;2022-2;1223.38
230;2022-3;1299.83
231;2022-4;1397.32
232;2022-5;1469.36
233;2022-6;1542.22
234;2022-7;1580.67
235;2022-8;1632.76
236;2022-9;1676.13
237;2022-10;1723.6
238;2022-11;1783.05
239;2022-12;1836.5
240;2023-1;2073.89
241;2023-2;2166.74
242;2023-3;2259.58
243;2023-4;2361.51
244;2023-5;2526.6
245;2023-6;2621.5
246;2023-7;2924.58
247;2023-8;3139.52
248;2023-9;3269.45
249;2023-10;3404.65
250;2023-11;3504.2
251;2023-12;3615.4
252;2024-1;4074.01
