;Tarih;TP_FG_J096
0;2003-1;97.46
1;2003-2;97.41
2;2003-3;97.59
3;2003-4;97.83
4;2003-5;97.75
5;2003-6;102.48
6;2003-7;107.22
7;2003-8;112.68
8;2003-9;107.4
9;2003-10;96.66
10;2003-11;92.67
11;2003-12;92.83
12;2004-1;92.45
13;2004-2;93.97
14;2004-3;94.48
15;2004-4;97.91
16;2004-5;102.05
17;2004-6;110.26
18;2004-7;118.62
19;2004-8;125.04
20;2004-9;115.89
21;2004-10;115.31
22;2004-11;110.62
23;2004-12;110.68
24;2005-1;111.52
25;2005-2;110.47
26;2005-3;108.63
27;2005-4;106.36
28;2005-5;113.34
29;2005-6;119.3
30;2005-7;124.9
31;2005-8;129.68
32;2005-9;117.15
33;2005-10;113.11
34;2005-11;109.79
35;2005-12;111.4
36;2006-1;111.33
37;2006-2;100.95
38;2006-3;102.61
39;2006-4;115.03
40;2006-5;122.07
41;2006-6;139.02
42;2006-7;140.34
43;2006-8;146.46
44;2006-9;146.36
45;2006-10;154.95
46;2006-11;145.12
47;2006-12;155.16
48;2007-1;152.72
49;2007-2;144.78
50;2007-3;145.19
51;2007-4;145.98
52;2007-5;141.1
53;2007-6;146.97
54;2007-7;154.25
55;2007-8;155.25
56;2007-9;149.77
57;2007-10;154.76
58;2007-11;150.54
59;2007-12;151.93
60;2008-1;148.16
61;2008-2;150.94
62;2008-3;152.88
63;2008-4;154.63
64;2008-5;165.27
65;2008-6;171.7
66;2008-7;175.95
67;2008-8;175.84
68;2008-9;171.93
69;2008-10;169.95
70;2008-11;171.71
71;2008-12;175.47
72;2009-1;174.3
73;2009-2;174.32
74;2009-3;172.74
75;2009-4;170.82
76;2009-5;171.67
77;2009-6;199.67
78;2009-7;199.87
79;2009-8;197.15
80;2009-9;197.06
81;2009-10;198.47
82;2009-11;195.61
83;2009-12;190.71
84;2010-1;188.8
85;2010-2;188.94
86;2010-3;192.29
87;2010-4;193.88
88;2010-5;194.25
89;2010-6;186.83
90;2010-7;193.02
91;2010-8;190.42
92;2010-9;188.95
93;2010-10;183.82
94;2010-11;183.6
95;2010-12;184.09
96;2011-1;182.44
97;2011-2;183.36
98;2011-3;184.77
99;2011-4;189.46
100;2011-5;196.41
101;2011-6;226.94
102;2011-7;255.02
103;2011-8;254.3
104;2011-9;249.52
105;2011-10;244.03
106;2011-11;247.53
107;2011-12;242.74
108;2012-1;242.27
109;2012-2;240.66
110;2012-3;240.75
111;2012-4;242.4
112;2012-5;247.77
113;2012-6;256.69
114;2012-7;260.08
115;2012-8;260.91
116;2012-9;254.34
117;2012-10;247.02
118;2012-11;243.46
119;2012-12;243.14
120;2013-1;242.71
121;2013-2;242.06
122;2013-3;241.68
123;2013-4;246.94
124;2013-5;254.59
125;2013-6;270.95
126;2013-7;275.17
127;2013-8;287.08
128;2013-9;276.49
129;2013-10;265.33
130;2013-11;254.29
131;2013-12;252.72
132;2014-1;261.45
133;2014-2;261.77
134;2014-3;264.6
135;2014-4;258.96
136;2014-5;263.58
137;2014-6;280.72
138;2014-7;323.07
139;2014-8;333.97
140;2014-9;324.06
141;2014-10;311.9
142;2014-11;283.04
143;2014-12;278.88
144;2015-1;270.64
145;2015-2;278.33
146;2015-3;289.87
147;2015-4;305.81
148;2015-5;310.36
149;2015-6;369.87
150;2015-7;374.87
151;2015-8;387.48
152;2015-9;390.66
153;2015-10;372.95
154;2015-11;351.69
155;2015-12;352.3
156;2016-1;360.85
157;2016-2;346.61
158;2016-3;336.63
159;2016-4;332.76
160;2016-5;369.59
161;2016-6;374.82
162;2016-7;392.26
163;2016-8;387.68
164;2016-9;368.11
165;2016-10;347.81
166;2016-11;363.67
167;2016-12;378.45
168;2017-1;385.58
169;2017-2;363.43
170;2017-3;388.21
171;2017-4;399.52
172;2017-5;457.98
173;2017-6;471.83
174;2017-7;499.09
175;2017-8;502.04
176;2017-9;476.0
177;2017-10;420.1
178;2017-11;405.32
179;2017-12;397.33
180;2018-1;399.67
181;2018-2;442.85
182;2018-3;449.14
183;2018-4;480.77
184;2018-5;508.84
185;2018-6;551.75
186;2018-7;578.74
187;2018-8;588.58
188;2018-9;565.4
189;2018-10;550.39
190;2018-11;517.19
191;2018-12;514.06
192;2019-1;606.51
193;2019-2;582.0
194;2019-3;593.72
195;2019-4;624.71
196;2019-5;692.06
197;2019-6;719.82
198;2019-7;745.75
199;2019-8;744.83
200;2019-9;691.99
201;2019-10;658.67
202;2019-11;650.2
203;2019-12;646.86
204;2020-1;686.07
205;2020-2;697.02
206;2020-3;698.82
207;2020-4;698.82
208;2020-5;698.82
209;2020-6;720.2
210;2020-7;761.83
211;2020-8;782.44
212;2020-9;755.22
213;2020-10;726.6
214;2020-11;716.89
215;2020-12;713.87
216;2021-1;714.12
217;2021-2;714.52
218;2021-3;716.63
219;2021-4;721.69
220;2021-5;731.85
221;2021-6;766.3
222;2021-7;792.2
223;2021-8;800.42
224;2021-9;765.5
225;2021-10;741.5
226;2021-11;732.82
227;2021-12;736.58
228;2022-1;740.99
229;2022-2;746.63
230;2022-3;766.57
231;2022-4;777.19
232;2022-5;1329.34
233;2022-6;1375.81
234;2022-7;1388.17
235;2022-8;1391.16
236;2022-9;1437.73
237;2022-10;1400.57
238;2022-11;1411.14
239;2022-12;1410.12
240;2023-1;1443.0
241;2023-2;1474.44
242;2023-3;1634.9
243;2023-4;1799.62
244;2023-5;1926.83
245;2023-6;1962.41
246;2023-7;2067.04
247;2023-8;2172.16
248;2023-9;2390.98
249;2023-10;2369.62
250;2023-11;2447.39
251;2023-12;2697.38
252;2024-1;2800.05
