;Tarih;YEARWEEK;TP_BS13_CARI
320;16-02-2018;2018-7;58425.1
321;23-02-2018;2018-8;58061.8
322;02-03-2018;2018-9;57941.5
323;09-03-2018;2018-10;57861.8
324;16-03-2018;2018-11;57586.0
325;23-03-2018;2018-12;57410.1
326;30-03-2018;2018-13;56017.8
327;06-04-2018;2018-14;53767.1
328;13-04-2018;2018-15;53692.0
329;20-04-2018;2018-16;53587.3
330;27-04-2018;2018-17;55271.4
331;04-05-2018;2018-18;53712.4
332;11-05-2018;2018-19;53366.4
333;18-05-2018;2018-20;51553.9
334;25-05-2018;2018-21;52858.9
335;01-06-2018;2018-22;52118.5
336;08-06-2018;2018-23;52205.8
337;15-06-2018;2018-24;51426.1
338;22-06-2018;2018-25;52028.2
339;29-06-2018;2018-26;51974.4
340;06-07-2018;2018-27;52510.0
341;13-07-2018;2018-28;50929.4
342;20-07-2018;2018-29;51815.4
343;27-07-2018;2018-30;51460.6
344;03-08-2018;2018-31;50704.8
345;10-08-2018;2018-32;47549.2
346;17-08-2018;2018-33;47674.1
347;24-08-2018;2018-34;47470.4
348;31-08-2018;2018-35;46333.8
349;07-09-2018;2018-36;45895.0
350;14-09-2018;2018-37;49928.5
351;21-09-2018;2018-38;49907.4
352;28-09-2018;2018-39;50739.7
353;05-10-2018;2018-40;49095.7
354;12-10-2018;2018-41;48661.3
355;19-10-2018;2018-42;50731.8
356;26-10-2018;2018-43;50753.6
357;02-11-2018;2018-44;50887.1
358;09-11-2018;2018-45;51086.5
359;16-11-2018;2018-46;50879.9
360;23-11-2018;2018-47;50057.7
361;30-11-2018;2018-48;50121.6
362;07-12-2018;2018-49;50743.3
363;14-12-2018;2018-50;51338.2
364;21-12-2018;2018-51;52538.4
365;28-12-2018;2018-52;52606.0
366;04-01-2019;2019-1;52299.0
367;11-01-2019;2019-2;51712.6
368;18-01-2019;2019-3;54906.8
369;25-01-2019;2019-4;55465.5
370;01-02-2019;2019-5;55757.5
371;08-02-2019;2019-6;55373.7
372;15-02-2019;2019-7;55344.1
373;22-02-2019;2019-8;56998.8
374;01-03-2019;2019-9;57191.8
375;08-03-2019;2019-10;56585.0
376;15-03-2019;2019-11;55845.4
377;22-03-2019;2019-12;54483.3
378;29-03-2019;2019-13;54716.4
379;05-04-2019;2019-14;55581.8
380;12-04-2019;2019-15;53946.7
381;19-04-2019;2019-16;54101.7
382;26-04-2019;2019-17;54101.7
383;03-05-2019;2019-18;54627.8
384;10-05-2019;2019-19;53445.5
385;17-05-2019;2019-20;54103.9
386;24-05-2019;2019-21;53301.5
387;31-05-2019;2019-22;54076.1
388;07-06-2019;2019-23;54076.1
389;14-06-2019;2019-24;54441.4
390;21-06-2019;2019-25;55386.4
391;28-06-2019;2019-26;56790.0
392;05-07-2019;2019-27;57239.8
393;12-07-2019;2019-28;57969.6
394;19-07-2019;2019-29;59295.5
395;26-07-2019;2019-30;60051.0
396;02-08-2019;2019-31;59674.2
397;09-08-2019;2019-32;59943.8
398;16-08-2019;2019-33;59178.6
399;23-08-2019;2019-34;58629.2
400;30-08-2019;2019-35;58687.0
401;06-09-2019;2019-36;59681.4
402;13-09-2019;2019-37;59204.0
403;20-09-2019;2019-38;59775.3
404;27-09-2019;2019-39;60625.3
405;04-10-2019;2019-40;60775.0
406;11-10-2019;2019-41;59500.6
407;18-10-2019;2019-42;59798.4
408;25-10-2019;2019-43;60890.2
409;01-11-2019;2019-44;60828.0
410;08-11-2019;2019-45;59821.8
411;15-11-2019;2019-46;62987.2
412;22-11-2019;2019-47;62914.1
413;29-11-2019;2019-48;62186.1
414;06-12-2019;2019-49;62640.2
415;13-12-2019;2019-50;62640.2
416;20-12-2019;2019-51;63184.0
417;27-12-2019;2019-52;63261.7
418;03-01-2020;2020-1;63486.1
419;10-01-2020;2020-2;63861.9
420;17-01-2020;2020-3;64900.3
421;24-01-2020;2020-4;65691.6
422;31-01-2020;2020-5;66250.2
423;07-02-2020;2020-6;65627.1
424;14-02-2020;2020-7;69035.2
425;21-02-2020;2020-8;68370.1
426;28-02-2020;2020-9;66211.0
427;06-03-2020;2020-10;67374.3
428;13-03-2020;2020-11;63586.1
429;20-03-2020;2020-12;58622.0
430;27-03-2020;2020-13;60701.2
431;03-04-2020;2020-14;56587.1
432;10-04-2020;2020-15;59885.3
433;17-04-2020;2020-16;58638.9
434;24-04-2020;2020-17;60273.0
435;01-05-2020;2020-18;61252.5
436;08-05-2020;2020-19;59933.4
437;15-05-2020;2020-20;60821.2
438;22-05-2020;2020-21;62855.5
439;29-05-2020;2020-22;62384.6
440;05-06-2020;2020-23;63297.5
441;12-06-2020;2020-24;62390.8
442;19-06-2020;2020-25;62958.4
443;26-06-2020;2020-26;62363.2
444;03-07-2020;2020-27;62887.7
445;10-07-2020;2020-28;61756.2
446;17-07-2020;2020-29;61856.3
447;24-07-2020;2020-30;62842.4
448;31-07-2020;2020-31;60157.5
449;07-08-2020;2020-32;59675.5
450;14-08-2020;2020-33;60904.3
451;21-08-2020;2020-34;61374.8
452;28-08-2020;2020-35;61850.1
453;04-09-2020;2020-36;62262.4
454;11-09-2020;2020-37;62106.9
455;18-09-2020;2020-38;61578.8
456;25-09-2020;2020-39;61178.5
457;02-10-2020;2020-40;61507.6
458;09-10-2020;2020-41;61565.8
459;16-10-2020;2020-42;63876.6
460;23-10-2020;2020-43;63903.9
461;30-10-2020;2020-44;62832.7
462;06-11-2020;2020-45;63453.3
463;13-11-2020;2020-46;67634.7
464;20-11-2020;2020-47;68202.8
465;27-11-2020;2020-48;67949.8
466;04-12-2020;2020-49;70973.1
467;11-12-2020;2020-50;70771.7
468;18-12-2020;2020-51;72475.2
469;25-12-2020;2020-52;72394.3
470;01-01-2021;2021-1;73046.6
471;08-01-2021;2021-2;72707.5
472;15-01-2021;2021-3;71779.2
473;22-01-2021;2021-4;71968.9
474;29-01-2021;2021-5;76142.0
475;05-02-2021;2021-6;76806.5
476;12-02-2021;2021-7;76744.0
477;19-02-2021;2021-8;76438.8
478;26-02-2021;2021-9;74776.3
479;05-03-2021;2021-10;73740.2
480;12-03-2021;2021-11;74043.5
481;19-03-2021;2021-12;74423.7
482;26-03-2021;2021-13;69706.3
483;02-04-2021;2021-14;68582.9
484;09-04-2021;2021-15;69049.6
485;16-04-2021;2021-16;70290.1
486;23-04-2021;2021-17;69938.7
487;30-04-2021;2021-18;69714.7
488;07-05-2021;2021-19;70843.0
489;14-05-2021;2021-20;70493.6
490;21-05-2021;2021-21;70823.6
491;28-05-2021;2021-22;70744.6
492;04-06-2021;2021-23;70734.3
493;11-06-2021;2021-24;71337.1
494;18-06-2021;2021-25;70659.0
495;25-06-2021;2021-26;73202.8
496;02-07-2021;2021-27;72807.8
497;09-07-2021;2021-28;72863.4
498;16-07-2021;2021-29;73629.1
499;23-07-2021;2021-30;73460.6
500;30-07-2021;2021-31;73514.9
501;06-08-2021;2021-32;73106.3
