;Tarih;TP_FG_J072
0;2003-1;98.15
1;2003-2;102.53
2;2003-3;104.47
3;2003-4;102.65
4;2003-5;100.3
5;2003-6;99.85
6;2003-7;100.03
7;2003-8;99.97
8;2003-9;99.21
9;2003-10;97.53
10;2003-11;97.63
11;2003-12;97.69
12;2004-1;97.98
13;2004-2;98.33
14;2004-3;100.06
15;2004-4;100.23
16;2004-5;102.39
17;2004-6;104.84
18;2004-7;109.22
19;2004-8;112.35
20;2004-9;113.46
21;2004-10;120.67
22;2004-11;123.46
23;2004-12;123.72
24;2005-1;125.0
25;2005-2;125.61
26;2005-3;127.64
27;2005-4;132.69
28;2005-5;130.96
29;2005-6;132.74
30;2005-7;134.65
31;2005-8;136.64
32;2005-9;140.9
33;2005-10;141.55
34;2005-11;137.63
35;2005-12;137.37
36;2006-1;139.68
37;2006-2;139.36
38;2006-3;139.86
39;2006-4;143.58
40;2006-5;147.07
41;2006-6;155.1
42;2006-7;160.02
43;2006-8;157.17
44;2006-9;150.08
45;2006-10;147.89
46;2006-11;146.99
47;2006-12;148.32
48;2007-1;145.67
49;2007-2;146.48
50;2007-3;151.46
51;2007-4;154.21
52;2007-5;156.94
53;2007-6;156.45
54;2007-7;155.37
55;2007-8;154.49
56;2007-9;154.93
57;2007-10;154.73
58;2007-11;166.34
59;2007-12;166.55
60;2008-1;167.65
61;2008-2;169.01
62;2008-3;173.67
63;2008-4;179.95
64;2008-5;184.16
65;2008-6;188.33
66;2008-7;189.64
67;2008-8;180.66
68;2008-9;179.48
69;2008-10;176.22
70;2008-11;170.02
71;2008-12;159.11
72;2009-1;159.58
73;2009-2;162.87
74;2009-3;164.29
75;2009-4;164.1
76;2009-5;165.71
77;2009-6;170.97
78;2009-7;168.86
79;2009-8;175.7
80;2009-9;176.06
81;2009-10;177.09
82;2009-11;181.16
83;2009-12;181.86
84;2010-1;195.14
85;2010-2;196.65
86;2010-3;199.24
87;2010-4;198.66
88;2010-5;197.17
89;2010-6;195.23
90;2010-7;195.62
91;2010-8;194.86
92;2010-9;196.27
93;2010-10;197.06
94;2010-11;200.02
95;2010-12;208.75
96;2011-1;212.14
97;2011-2;213.68
98;2011-3;219.71
99;2011-4;222.12
100;2011-5;224.47
101;2011-6;223.41
102;2011-7;226.74
103;2011-8;231.72
104;2011-9;234.02
105;2011-10;233.87
106;2011-11;230.53
107;2011-12;231.75
108;2012-1;237.61
109;2012-2;239.97
110;2012-3;248.31
111;2012-4;247.6
112;2012-5;236.92
113;2012-6;228.25
114;2012-7;228.09
115;2012-8;238.2
116;2012-9;248.47
117;2012-10;260.55
118;2012-11;256.16
119;2012-12;255.03
120;2013-1;255.57
121;2013-2;259.47
122;2013-3;257.51
123;2013-4;251.29
124;2013-5;249.06
125;2013-6;258.49
126;2013-7;266.83
127;2013-8;268.81
128;2013-9;274.24
129;2013-10;270.85
130;2013-11;272.48
131;2013-12;282.75
132;2014-1;287.34
133;2014-2;287.97
134;2014-3;285.0
135;2014-4;278.82
136;2014-5;275.55
137;2014-6;278.96
138;2014-7;281.88
139;2014-8;279.5
140;2014-9;276.78
141;2014-10;273.73
142;2014-11;264.88
143;2014-12;253.79
144;2015-1;243.92
145;2015-2;249.45
146;2015-3;255.39
147;2015-4;257.33
148;2015-5;264.36
149;2015-6;262.4
150;2015-7;261.3
151;2015-8;256.74
152;2015-9;258.81
153;2015-10;260.93
154;2015-11;257.41
155;2015-12;254.74
156;2016-1;252.83
157;2016-2;249.61
158;2016-3;254.05
159;2016-4;256.27
160;2016-5;262.95
161;2016-6;264.19
162;2016-7;262.23
163;2016-8;260.16
164;2016-9;272.97
165;2016-10;283.05
166;2016-11;284.85
167;2016-12;296.31
168;2017-1;311.14
169;2017-2;318.09
170;2017-3;311.4
171;2017-4;309.34
172;2017-5;303.75
173;2017-6;300.03
174;2017-7;302.11
175;2017-8;311.07
176;2017-9;317.26
177;2017-10;326.0
178;2017-11;337.33
179;2017-12;339.64
180;2018-1;345.99
181;2018-2;341.87
182;2018-3;343.11
183;2018-4;356.78
184;2018-5;367.32
185;2018-6;373.29
186;2018-7;376.72
187;2018-8;394.14
188;2018-9;418.92
189;2018-10;424.66
190;2018-11;417.51
191;2018-12;394.28
192;2019-1;398.01
193;2019-2;406.83
194;2019-3;421.34
195;2019-4;427.63
196;2019-5;432.46
197;2019-6;426.48
198;2019-7;426.13
199;2019-8;414.84
200;2019-9;422.36
201;2019-10;430.51
202;2019-11;434.9
203;2019-12;436.45
204;2020-1;441.79
205;2020-2;436.32
206;2020-3;408.32
207;2020-4;374.66
208;2020-5;393.39
209;2020-6;411.18
210;2020-7;430.67
211;2020-8;441.41
212;2020-9;445.56
213;2020-10;455.34
214;2020-11;462.47
215;2020-12;474.05
216;2021-1;482.72
217;2021-2;485.39
218;2021-3;481.71
219;2021-4;481.37
220;2021-5;496.57
221;2021-6;520.3
222;2021-7;532.62
223;2021-8;539.5
224;2021-9;538.81
225;2021-10;572.72
226;2021-11;628.18
227;2021-12;768.81
228;2022-1;923.13
229;2022-2;1001.07
230;2022-3;1199.0
231;2022-4;1246.34
232;2022-5;1292.17
233;2022-6;1528.2
234;2022-7;1434.27
235;2022-8;1352.76
236;2022-9;1340.48
237;2022-10;1380.1
238;2022-11;1396.96
239;2022-12;1290.59
240;2023-1;1383.78
241;2023-2;1409.43
242;2023-3;1404.25
243;2023-4;1408.59
244;2023-5;1370.85
245;2023-6;1487.6
246;2023-7;1851.66
247;2023-8;2241.87
248;2023-9;2313.97
249;2023-10;2293.56
250;2023-11;2285.33
251;2023-12;2271.21
252;2024-1;2494.19
