;Tarih;TP_BEKODTUFEYENI_BT20
0;2022-1;6.9931
1;2022-2;2.9333
2;2022-3;3.1333
3;2022-4;7.5188
4;2022-5;2.5
5;2022-6;3.4133
6;2022-7;0.0
7;2022-8;0.0
8;2022-9;0.24
9;2022-10;0.0
10;2022-11;0.0
11;2022-12;0.0
12;2023-1;5.9043
13;2023-2;2.3636
14;2023-3;7.008
15;2023-4;5.2615
16;2023-5;7.344
17;2023-6;5.344
18;2023-7;3.8857
19;2023-8;0.0
20;2023-9;0.0
21;2023-10;0.0
22;2023-11;0.0
23;2023-12;0.0
24;2024-1;0.0
